corp,year,operating_income,revenue,net_income,outstanding_shares,total_liabilities,total_assets,cash_flow_per_share,sales_per_share,current_assets,current_liabilities,inventory,net_working_capital,non_current_assets,non_current_liabilities
극동유화,2022,30590826516.0,1242475835454.0,20430242683.0,69738840,147759136082.0,353076046774.0,-35.0957134790312,17816.12420645368,169686700343.0,127554547499.0,35911137129.0,42132152844.0,183389346431.0,20204588583.0
금강공업,2018,25317565391.0,567908393876.0,14872444863.0,9947878,498613361875.0,852848676558.0,2203.430697380889,57088.395522743645,362729171446.0,422318183074.0,96673620357.0,-59589011628.0,489954365512.0,76295178801.0
금강공업,2019,2619754066.0,549727641624.0,-4951773770.0,50023188,488064598165.0,834006206201.0,557.2055808998019,10989.456362197467,349484222637.0,444240534343.0,120180087035.0,-94756311706.0,445395306552.0,43824063822.0
금강공업,2020,-1457088714.0,501933307880.0,2298102140.0,54545522,425894778424.0,779160209350.0,255.8613135098423,9202.099264537243,306846196860.0,352304432355.0,101319834677.0,-45458235495.0,472314012490.0,73590346069.0
금강공업,2021,25916332127.0,570535532536.0,22029790838.0,59838464,481987958589.0,868658748310.0,-337.984241440422,9534.59521514456,355324568484.0,405262570912.0,126845809701.0,-49938002428.0,513334179826.0,76725387677.0
금강공업,2022,33939447578.0,728931999210.0,53379796909.0,59838464,646587484981.0,1094801795415.0,-449.01466606830013,12181.662938574093,443511158509.0,523650509725.0,189876694127.0,-80139351216.0,651290636906.0,122936975256.0
금양,2018,13526325582.0,205441375396.0,20253299661.0,86453080,125320819805.0,204777155570.0,200.87732225387458,2376.333791647446,129420730388.0,114567407886.0,24409366448.0,14853322502.0,75356425182.0,10753411919.0
금양,2019,9211214568.0,172723863687.0,-10903987298.0,88096270,155935476796.0,224222540377.0,-6.801408913226406,1960.6262976514215,130285367635.0,140191066146.0,27024408097.0,-9905698511.0,93937172742.0,15744410650.0
금양,2020,6728420732.0,175468044029.0,-3962270109.0,88096270,140057910631.0,219851714051.0,-5.76115707282499,1991.7760880114447,126398217524.0,80448046183.0,29788831235.0,45950171341.0,93453496527.0,59609864448.0
금양,2021,12570727010.0,217583031941.0,13332209382.0,97612008,197424609095.0,314832084702.0,-407.81986067738717,2229.0600961820187,195111094332.0,127750499072.0,60030850451.0,67360595260.0,119720990370.0,69674110023.0
금양,2022,13208163913.0,213135768078.0,-29131069672.0,116100074,160842410708.0,282778726386.0,396.20492681167457,1835.7935592530287,146882938167.0,103934074100.0,47011618510.0,42948864067.0,135895788219.0,56908336608.0
금호건설,2018,42256443708.0,1376712465477.0,-470571640.0,72655230,825912671551.0,1182209921759.0,766.7368167026655,18948.56661353904,618877916745.0,639735609268.0,58274255875.0,-20857692523.0,563332005014.0,186177062283.0
금호건설,2019,55476655308.0,1597734215012.0,11717127204.0,72655230,960937993615.0,1337430597464.0,857.3324580350238,21990.629098717327,1014258293796.0,763084518184.0,118231641495.0,251173775612.0,323172303668.0,197853475431.0
금호건설,2020,81217411079.0,1829579064933.0,26424371637.0,73852380,986951983186.0,1377242594074.0,1425.2639635174926,24773.46112519326,781584987066.0,831446405306.0,165385493204.0,-49861418240.0,595657607008.0,155505577880.0
금호건설,2021,111591652916.0,2065076215393.0,148124651759.0,73852380,1083164233858.0,1735985668782.0,2453.37402668675,27962.21618576138,989098097931.0,869873885033.0,275881865512.0,119224212898.0,746887570851.0,213290348825.0
금호건설,2022,55946616129.0,2048507174841.0,20751613866.0,74491722,1147826599507.0,1691163707318.0,765.9929965104042,27499.79621683333,1052601903018.0,861502417337.0,284259191082.0,191099485681.0,638561804300.0,286324182170.0
금호석유화학,2018,554633082401.0,5584910608973.0,503082598293.0,66982354,2268573649773.0,4616720747880.0,7235.48761054292,83378.83450577148,1348711408320.0,1758919186163.0,471642723824.0,-410207777843.0,3268009339560.0,509654463610.0
금호석유화학,2019,365369653508.0,4961472533742.0,294696728256.0,66982354,1908470889402.0,4538042397798.0,8325.783099605607,74071.3372620795,1261435503491.0,1275639574023.0,469472369067.0,-14204070532.0,3276606894307.0,632831315379.0
금호석유화학,2020,742159982879.0,4809535907763.0,582982310651.0,66982354,1878048584068.0,5027282217052.0,11518.471064856873,71803.02901511942,1705481685846.0,1210245805894.0,531852802723.0,495235879952.0,3321800531206.0,667802778174.0
금호석유화학,2021,2406835526956.0,8461841500290.0,1965576708770.0,66638660,3032766421565.0,8115674806919.0,31918.87996253226,126980.96720867437,3445210514447.0,2360281020363.0,780319057437.0,1084929494084.0,4670464292472.0,672485401202.0
금호석유화학,2022,1147745512728.0,7975625981021.0,1025704605758.0,64675596,2065857046026.0,7719272223622.0,7940.131890226416,123317.39441598652,2743638365732.0,1462781190709.0,826466256560.0,1280857175023.0,4975633857890.0,603075855317.0
금호에이치티,2018,10493446403.0,209260005915.0,7792877063.0,31662038,113528185805.0,238380055775.0,46.416921582874735,6609.176766037613,155547300097.0,86743745385.0,49440534510.0,68803554712.0,82832755678.0,26784440420.0
금호에이치티,2019,4059147568.0,251095061695.0,-75222682.0,47217164,149447504062.0,322078193091.0,152.8010322686894,5317.87681477439,204929137680.0,132504380717.0,48755714700.0,72424756963.0,117149055411.0,16943123345.0
금호에이치티,2020,-4710923925.0,219632557451.0,-9813210792.0,235809454,121158723361.0,344298588585.0,62.56610341415743,931.3984393984475,181051169818.0,120052684220.0,36939732585.0,60998485598.0,139446918767.0,1106039141.0
금호에이치티,2021,6526228290.0,233985567170.0,-17808249426.0,393609332,107985909519.0,458795624447.0,12.43247222858019,594.4614320526323,191766067528.0,104738369331.0,52738609958.0,87027698197.0,267029556919.0,3247540188.0
금호에이치티,2022,9292103935.0,277770353237.0,-22636285357.0,392345588,100833283251.0,426633825138.0,33.89619383205604,707.9736888413793,214113398562.0,91742874858.0,57380258427.0,122370523704.0,212520426576.0,9090408393.0
금호전기,2018,-24273528217.0,63614899298.0,-20930537630.0,13953138,135602884547.0,170295317411.0,-156.11734729492392,4559.1822640899845,61340430073.0,111189244615.0,26630764220.0,-49848814542.0,108954887338.0,24413639932.0
금호전기,2019,-3311686948.0,59215256722.0,-33237745519.0,20533320,56239928874.0,73092108652.0,-416.34079462064585,2883.861777929726,35536724209.0,49235233746.0,15867305322.0,-13698509537.0,37555384443.0,7004695128.0
금호전기,2020,-6423342717.0,45002237743.0,-24340513842.0,23963640,63542468865.0,67783031106.0,-17.70786900487572,1877.9383158401645,45740319839.0,59384991970.0,8924523999.0,-13644672131.0,22042711267.0,4157476895.0
금호전기,2021,-8559664657.0,41640597680.0,-9883907411.0,39608362,65486927043.0,83849543774.0,-299.9457416088047,1051.308248495608,65174960579.0,63023538068.0,9591514459.0,2151422511.0,18674583195.0,2463388975.0
금호전기,2022,-11787966654.0,46015093156.0,-16903661108.0,55108382,48974883827.0,61814213952.0,-159.3643886151475,834.9926360748534,36701210379.0,43889735363.0,9343920946.0,-7188524984.0,25113003573.0,5085148464.0
금호타이어,2018,-98200820889.0,2558681154748.0,-191930087361.0,574520574,2879661517573.0,4221394925703.0,162.30075486208784,4453.593605767023,1317250558164.0,1220908628488.0,458636318506.0,96341929676.0,2875630592057.0,1658752889085.0
금호타이어,2019,57395517440.0,2369198863879.0,-43403023052.0,574520574,2636829376191.0,3929463543364.0,255.01514952709073,4123.78419694157,1073728850011.0,937674497773.0,420766510250.0,136054352238.0,2842740991924.0,1699154878418.0
금호타이어,2020,-4470777645.0,2170677305382.0,-82939299960.0,574520574,2678607274211.0,3846201934226.0,390.3415701697743,3778.2412042601627,1154988857051.0,950430622320.0,406544087484.0,204558234731.0,2675804435150.0,1728176651891.0
금호타이어,2021,-41517840259.0,2601223215947.0,-71850672717.0,574520574,3060638117114.0,4342205985504.0,139.9594368521257,4527.641539164444,1553028645650.0,1500526343781.0,588030581304.0,52502301869.0,2775311031509.0,1560111773333.0
금호타이어,2022,23135670517.0,3559158461842.0,-77469716124.0,574520574,3450429792209.0,4694985403484.0,-313.3899855864866,6195.006102326285,1764940163323.0,2342835848721.0,814675897932.0,-577895685398.0,2916570953632.0,1107593943488.0
기아,2018,1157475000000.0,54169813000000.0,1155943000000.0,810726694,24543141000000.0,51786605000000.0,5514.514364812564,66816.36783505244,19711791000000.0,14834739000000.0,7233947000000.0,4877052000000.0,32074814000000.0,9708402000000.0
기아,2019,2009680000000.0,58145959000000.0,1826659000000.0,810726694,26366660000000.0,55344798000000.0,4453.606901958011,71720.7900397566,21555416000000.0,17276646000000.0,8108681000000.0,4278770000000.0,33789382000000.0,9090014000000.0
기아,2020,2066457000000.0,59168096000000.0,1487585000000.0,810726694,30598771000000.0,60490443000000.0,6690.165798339927,72981.55647012654,26093382000000.0,21097589000000.0,7093959000000.0,4995793000000.0,34397061000000.0,9501182000000.0
기아,2021,5065685000000.0,69862366000000.0,4760311000000.0,810726694,31937441000000.0,66849997000000.0,9077.86810828755,86172.5246214725,29205483000000.0,21562636000000.0,7087685000000.0,7642847000000.0,37644514000000.0,10374805000000.0
기아,2022,7233120000000.0,86559029000000.0,5408976000000.0,810726694,34367884000000.0,73710965000000.0,11512.123714530115,106767.21223145022,34147147000000.0,25377803000000.0,9103825000000.0,8769344000000.0,39563818000000.0,8990081000000.0
깨끗한나라,2018,-29220027837.0,626328188474.0,-33648697766.0,75213706,424742313482.0,599409866789.0,-298.59772004852414,8327.314551871703,166342438130.0,328146822903.0,71613959487.0,-161804384773.0,433067428659.0,96595490579.0
깨끗한나라,2019,5148279067.0,594158566684.0,-11786429608.0,75213706,375819774094.0,538264108142.0,339.2904908581423,7899.604982687597,115382111108.0,246429033447.0,42364770770.0,-131046922339.0,422881997034.0,129390740647.0
깨끗한나라,2020,52062528035.0,591566240710.0,38291329441.0,75213706,346240603760.0,563050290343.0,826.3689703974965,7865.1388446408955,119172381865.0,181228244735.0,46621581551.0,-62055862870.0,443877908478.0,165012359025.0
깨끗한나라,2021,13044857715.0,578743925043.0,8362663525.0,75213706,369204768817.0,598691300314.0,417.03142253088816,7694.660399302755,132324718890.0,163975032683.0,46113320581.0,-31650313793.0,466366581424.0,205229736134.0
깨끗한나라,2022,3754759313.0,606453743473.0,-2908390769.0,75213706,419699356872.0,661046979250.0,-71.25648014206347,8063.074879902873,178461002366.0,222191293067.0,79261652162.0,-43730290701.0,482585976884.0,197508063805.0
남선알미늄,2018,9426030534.0,347834920566.0,25220518795.0,220973960,134303309715.0,303023071213.0,109.55810458843204,1574.0991407584856,128965046741.0,90894784332.0,16883920966.0,38070262409.0,174058024472.0,43408525383.0
남선알미늄,2019,11578882722.0,324782176767.0,14479408996.0,220973960,116429406807.0,295529661298.0,125.15270403354313,1469.7757906270947,120272355224.0,73017540925.0,16737677534.0,47254814299.0,175257306074.0,43411865882.0
남선알미늄,2020,-1515275872.0,268474785986.0,10538669029.0,220973960,105608245595.0,295152803875.0,-40.881224122516514,1214.9611926491248,112419203223.0,63654124238.0,23897461042.0,48765078985.0,182733600652.0,41954121357.0
남선알미늄,2021,-6912235686.0,230343536592.0,41688591681.0,220973960,119307587177.0,355238354994.0,54.55918575654797,1042.4012702311168,116527738940.0,69337232868.0,36558855734.0,47190506072.0,238710616054.0,49970354309.0
남선알미늄,2022,-2490017943.0,255740299974.0,27929159088.0,258773960,94558342251.0,401195143871.0,-26.082109142666443,988.2767956018449,134740291615.0,49056022687.0,33145082325.0,85684268928.0,266454852256.0,45502319564.0
남성,2018,976778178.0,83251809585.0,-3576374550.0,72424320,122315525240.0,205083689218.0,13.526648810786211,1149.5007420849793,78130233407.0,103953545396.0,27135875297.0,-25823311989.0,126953455811.0,18361979844.0
남성,2019,461284793.0,72953025618.0,-2196176695.0,72424320,118867535110.0,204791616714.0,-109.11148854417964,1007.3001115923491,81384039997.0,88016986311.0,31945482211.0,-6632946314.0,123407576717.0,30850548799.0
남성,2020,-1397825101.0,92533560955.0,-10129886675.0,72424320,126545703477.0,233037086341.0,24.009383339740022,1277.65867812083,84958318093.0,97019714616.0,26996410838.0,-12061396523.0,148078768248.0,29525988861.0
남성,2021,6945078322.0,102320290934.0,6870991131.0,72424320,169416969431.0,288756909702.0,-27.792934666145296,1412.7891146786053,126452567225.0,119705643159.0,46565309846.0,6746924066.0,162304342477.0,49711326272.0
남성,2022,2539944499.0,98137172439.0,3167370621.0,72424320,151652660509.0,271152128807.0,-88.07032433304173,1355.0306366563054,102793565085.0,126193387362.0,35205070814.0,-23399822277.0,168358563722.0,25459273147.0
남양유업,2018,8587406900.0,1079745260118.0,2015323767.0,1773324,163836799405.0,1052659643579.0,23998.893203949192,608882.110724267,602404341710.0,148690594271.0,134867252322.0,453713747439.0,423970920077.0,15146205134.0
남양유업,2019,417350470.0,1030826756797.0,29231215701.0,1773324,144126147430.0,1056364684667.0,-6249.039814495264,581296.3433625215,546860001706.0,100693688397.0,155566272255.0,446166313309.0,509504682961.0,43432459033.0
남양유업,2020,-76734303250.0,948926410855.0,-52752077353.0,1773324,127850493773.0,1001076160250.0,-27867.20287437603,535111.6946790322,507814754913.0,97367057425.0,209317694747.0,410447697488.0,493261405337.0,30483436348.0
남양유업,2021,-77853692930.0,956084029872.0,-58891078360.0,1773324,124442409140.0,937403118931.0,21655.082439531638,539147.9672479479,480016975076.0,96871436927.0,175037730824.0,383145538149.0,457386143855.0,27570972213.0
남양유업,2022,-86806775040.0,964660006375.0,-78442348379.0,1773324,164307809198.0,902259070497.0,-32500.75740699387,543984.0696764946,456110401716.0,148191529280.0,179247243137.0,307918872436.0,446148668781.0,16116279918.0
남해화학,2019,15330702542.0,1187201230766.0,16040767746.0,99357686,147178509592.0,581138671065.0,455.50381365564414,11948.760871564582,373808861044.0,126715816500.0,141975094629.0,247093044544.0,207329810021.0,20462693092.0
남해화학,2020,26391593903.0,1009845248219.0,25044473893.0,99357686,136525967184.0,589444547288.0,528.368212530634,10163.735578735197,383050610515.0,118787782221.0,131652052967.0,264262828294.0,206393936773.0,17738184963.0
남해화학,2021,20481749724.0,1451884407283.0,21665836087.0,99357686,247508235172.0,719110524869.0,-1188.3445688841828,14612.703513274253,503297307117.0,232131563158.0,271777763948.0,271165743959.0,215813217752.0,15376672014.0
남해화학,2022,62590109179.0,2169565870526.0,47109340267.0,99357686,380906101431.0,902896419890.0,-967.6708758998273,21835.913836862102,618408758708.0,361477738381.0,386216091482.0,256931020327.0,284487661182.0,19428363050.0
넥센,2018,143585321902.0,1360025189266.0,95971404896.0,114289154,1934916858442.0,3825103266697.0,1186.5142123022451,11899.862249973432,1110543519419.0,717736538442.0,333069044553.0,392806980977.0,2714559747278.0,1217180320000.0
넥센,2019,225120254911.0,2291341653602.0,130011021127.0,114289154,2057736907493.0,4098014996093.0,2828.723067536225,20048.63605519383,1205376352456.0,685739075769.0,408595106185.0,519637276687.0,2892638643637.0,1371997831724.0
넥센,2020,62331788527.0,1968536372991.0,769301249.0,114289154,2197933136744.0,4239211984013.0,1974.1133341839245,17224.17485906843,1344018778232.0,849081068171.0,370441206262.0,494937710061.0,2895193205781.0,1348852068573.0
넥센,2021,33579042980.0,2403881270993.0,29421638925.0,114289154,2455495304642.0,4572292481109.0,2065.369679366075,21033.328070597145,1645487809752.0,1152901808956.0,535132915044.0,492586000796.0,2926804671357.0,1302593495686.0
넥센,2022,-22542977056.0,3003950006220.0,1776893536.0,114289154,2595712644048.0,4726896214044.0,-254.29065201585095,26283.77147861292,1637750257158.0,1568455337669.0,683018272556.0,69294919489.0,3089145956886.0,1027257306379.0
넥센타이어,2018,182440508206.0,1983976385355.0,103543311282.0,208335754,1814100595208.0,3242285269482.0,753.5132667818506,9522.976000341258,983543921695.0,634950409157.0,303625187339.0,348593512538.0,2258741347787.0,1179150186051.0
넥센타이어,2019,207367359906.0,2022338188665.0,118452091045.0,208335754,1878147339719.0,3436052113324.0,1399.000407697663,9707.110516733484,1088556454658.0,618419527969.0,385354110817.0,470136926689.0,2347495658666.0,1259727811750.0
