corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,tangible_assets,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,market_capitalization,borrowings,net_liabilities,cash_flow_per_share
남해화학,025860,화학,2020,1009845248219.0,893126377682.0,116718870537.0,26391593903.0,25044473893.0,32430390723.0,48747228185.0,452918580104.0,589444547288.0,136525967184.0,383050610515.0,118787782221.0,17738184963.0,38310452630.0,0.0,44197495100.0,365234244154.0,171195905406.0,761924184.0,63441448646.0,131652052967.0,29969858337.0,49678843,52497442953.0,90327276634.0,-33445348582.0,-10956283217.0,206393936773.0,9801109854.0,2186775745.0,8210.0,407863301030.0,38310452630.0,92328472084.0,1056.736425061268
남해화학,025860,화학,2021,1451884407283.0,1331020428735.0,120863978548.0,20481749724.0,21665836087.0,24456579339.0,40178963228.0,471602289697.0,719110524869.0,247508235172.0,503297307117.0,232131563158.0,15376672014.0,90498417939.0,0.0,49555184108.0,379458875856.0,165186068446.0,652915052.0,110329847541.0,271777763948.0,81201427987.0,49678843,-118071166535.0,100382228824.0,75732795564.0,47696049019.0,215813217752.0,18439456663.0,6190224540.0,10500.0,521627851500.0,90498417939.0,197953051064.0,-2376.6891377683655
남해화학,025860,화학,2022,2169565870526.0,1995401142471.0,174164728055.0,62590109179.0,47109340267.0,65209716196.0,81661103234.0,521990318459.0,902896419890.0,380906101431.0,618408758708.0,361477738381.0,19428363050.0,175563946387.0,5724000000.0,25063772500.0,423568748624.0,219807752779.0,5841616640.0,180603112586.0,386216091482.0,81862995878.0,49678843,-96145539039.0,111574618876.0,-25072641292.0,97226791780.0,284487661182.0,48704032850.0,6130407619.0,8510.0,422766953930.0,181287946387.0,355842328931.0,-1935.3417517996545
넥센,005720,화학,2018,1360025189266.0,998361048495.0,361664140771.0,143585321902.0,95971404896.0,87630168931.0,87630168931.0,1890186408255.0,3825103266697.0,1934916858442.0,1110543519419.0,717736538442.0,1217180320000.0,119154763592.0,914226811513.0,158373257871.0,784060889299.0,2446517636780.0,59138934861.0,440095222938.0,333069044553.0,289942519610.0,53543977,135605705533.0,218078818869.0,-148308247741.0,190118351206.0,2714559747278.0,38448440159.0,32568157310.0,5500.0,294491873500.0,1033381575105.0,1776543600571.0,2532.604284007518
넥센,005720,화학,2019,2291341653602.0,1621747837494.0,669593816108.0,225120254911.0,130011021127.0,206097009949.0,206097009949.0,2040278088600.0,4098014996093.0,2057736907493.0,1205376352456.0,685739075769.0,1371997831724.0,109433160922.0,973437230549.0,178499400994.0,856928347388.0,2510081133638.0,65801656253.0,421629211111.0,408595106185.0,280016218715.0,53543977,323292366289.0,444473561197.0,-255427085249.0,-45333522022.0,2892638643637.0,100861401408.0,62740810369.0,6050.0,323941060850.0,1082870391471.0,1879237506499.0,6037.884826691152
넥센,005720,화학,2020,1968536372991.0,1471040970669.0,497495402322.0,62331788527.0,769301249.0,9780819161.0,9780819161.0,2041278847269.0,4239211984013.0,2197933136744.0,1344018778232.0,849081068171.0,1348852068573.0,285834144732.0,931978183352.0,316562823456.0,871229354973.0,2437895306693.0,71065235088.0,425238392304.0,370441206262.0,236314999857.0,53543977,225619742864.0,435163613795.0,-259456444553.0,141986123808.0,2895193205781.0,111157101102.0,59293323336.0,4630.0,247908613510.0,1217812328084.0,1881370313288.0,4213.727771173964
넥센,005720,화학,2021,2403881270993.0,1895177664884.0,508703606109.0,33579042980.0,29421638925.0,47643860599.0,47643860599.0,2116797176467.0,4572292481109.0,2455495304642.0,1645487809752.0,1152901808956.0,1302593495686.0,315343550357.0,879554042849.0,363022507531.0,906751591066.0,2422266945180.0,72914098155.0,502373208776.0,535132915044.0,415646866346.0,53543977,236049353352.0,475124563129.0,-123762426806.0,-74373063101.0,2926804671357.0,65554513143.0,18050485071.0,4560.0,244160535120.0,1194897593206.0,2092472797111.0,4408.513647613438
넥센,005720,화학,2022,3003950006220.0,2498971425088.0,504978581132.0,-22542977056.0,1776893536.0,-3114497630.0,-3114497630.0,2131183569996.0,4726896214044.0,2595712644048.0,1637750257158.0,1568455337669.0,1027257306379.0,747066556281.0,634807439005.0,326803157375.0,941728600403.0,2488427688682.0,70605167205.0,483179604499.0,683018272556.0,365664203074.0,53543977,-29062663489.0,527521558188.0,-259470870678.0,247628591849.0,3089145956886.0,164417111508.0,10160210115.0,4105.0,219798025585.0,1381873995286.0,2268909486673.0,-542.781188797388
넥센타이어,002350,화학,2018,1983976385355.0,1422203420310.0,561772965045.0,182440508206.0,103543311282.0,148599712211.0,148599712211.0,1428184674274.0,3242285269482.0,1814100595208.0,983543921695.0,634950409157.0,1179150186051.0,285876433781.0,909134591513.0,137729972577.0,1291366984847.0,2128605404030.0,3944157120.0,362859387924.0,303625187339.0,134975118698.0,97667877,156983754584.0,341175695205.0,-451593598588.0,314800560340.0,2258741347787.0,86047581674.0,42267869472.0,9170.0,895614432090.0,1195011025294.0,1676370622631.0,1607.3222783781816
넥센타이어,002350,화학,2019,2022338188665.0,1405689925416.0,616648263249.0,207367359906.0,118452091045.0,184332113707.0,184332113707.0,1557904773605.0,3436052113324.0,1878147339719.0,1088556454658.0,618419527969.0,1259727811750.0,249199144605.0,952505798549.0,147266056965.0,1410287921627.0,2189843358582.0,1368453563.0,341478264534.0,385354110817.0,123902324016.0,97667877,291461804784.0,364461253939.0,-251164369506.0,-28364246915.0,2347495658666.0,105011380699.0,58482561412.0,9130.0,891707717010.0,1201704943154.0,1730881282754.0,2984.2135790870116
넥센타이어,002350,화학,2020,1698127805403.0,1259803719136.0,438324086267.0,39424863808.0,-16596314016.0,-12680926021.0,-12680926021.0,1546952327087.0,3541080327475.0,1994128000388.0,1200267598851.0,766750929196.0,1227377071192.0,469874877477.0,906897349211.0,260097881449.0,1400697348451.0,2096683928286.0,1336715051.0,345593716167.0,346516786710.0,88376112403.0,97667877,179088479809.0,351605018215.0,-226687769734.0,130681997489.0,2340812728624.0,115053124831.0,48024823820.0,6190.0,604564158630.0,1376772226688.0,1734030118939.0,1833.6477182666722
넥센타이어,002350,화학,2021,2079407029590.0,1639802928939.0,439604100651.0,4391879556.0,4634237831.0,16480561111.0,16480561111.0,1599927142387.0,3823413438265.0,2223486295878.0,1476005839227.0,1041728601260.0,1181757694618.0,487838414231.0,867959526143.0,322330915303.0,1421524126471.0,2068840939921.0,1303763686.0,397485972140.0,497072460004.0,158716170318.0,97667877,265157559677.0,373556252430.0,-130510096704.0,-80555533266.0,2347407599038.0,67112355947.0,13034450967.0,6820.0,666094921140.0,1355797940374.0,1901155380575.0,2714.8901749651013
넥센타이어,002350,화학,2022,2597424486492.0,2165893631137.0,431530855355.0,-54253533449.0,-27505695404.0,-40312984401.0,-40312984401.0,1596231827731.0,3944336739608.0,2348104911877.0,1442087250791.0,1431723418411.0,916381493466.0,1005055963615.0,634565150181.0,258369647432.0,1424145366761.0,2135013224662.0,1276722534.0,382189164529.0,649173371472.0,166468158475.0,97667877,-99406724771.0,409233385568.0,-234721127236.0,264839686198.0,2502249488817.0,160366782831.0,1125661883.0,6120.0,597727407240.0,1639621113796.0,2089735264445.0,-1017.8036814601796
넷마블,251270,서비스업,2018,2021272799024.0,0.0,2021272799024.0,2021272799024.0,214932108137.0,290439280390.0,290439280390.0,4551535691025.0,5433046593422.0,881510902397.0,2590626108927.0,587005423684.0,294505478713.0,8293703048.0,85277410386.0,1548658558133.0,760998351022.0,174295182089.0,1319483676423.0,182257156136.0,3304017370.0,81335647640.0,85265865,235338135878.0,1779620000.0,-505252027811.0,-99168425109.0,2842420484495.0,19588861124.0,116133649756.0,111500.0,9507143947500.0,93571113434.0,-667147655736.0,2760.0509990486817
넷마블,251270,서비스업,2019,2178677560442.0,0.0,2178677560442.0,2178677560442.0,169769227460.0,218400521973.0,218400521973.0,4648340954892.0,5806087951025.0,1157746996133.0,2560116032177.0,664572159821.0,493174836312.0,16099558428.0,201118127623.0,1574831709792.0,914496222716.0,235631612044.0,1383801463824.0,147074606157.0,5125002720.0,52704904920.0,85744564,381252820138.0,1976030000.0,-247318417758.0,-106934138424.0,3245971918848.0,68144316788.0,57008402182.0,92400.0,7922797713600.0,217217686051.0,-417084713659.0,4446.378899751592
넷마블,251270,서비스업,2020,2484764985888.0,0.0,2484764985888.0,2484764985888.0,338047021964.0,474639647463.0,474639647463.0,5650596134173.0,8223428815673.0,2572832681500.0,1820718616639.0,1633501786216.0,939330895284.0,513160780000.0,161916861710.0,1257495850292.0,1226238809718.0,423098616599.0,1291761586724.0,181819505676.0,4623828630.0,70529443180.0,85845303,372261914839.0,2212720000.0,-1529078237462.0,866732451874.0,6402710199034.0,62817451334.0,28676117097.0,131500.0,11288657344500.0,675077641710.0,1315336831208.0,4336.427292230537
넷마블,251270,서비스업,2021,2506906374110.0,0.0,2506906374110.0,2506906374110.0,249178251759.0,351177666997.0,351177666997.0,6007658886345.0,10663783073696.0,4656124187351.0,1962570156096.0,3056208603922.0,1599915583429.0,1670993103215.0,539330015722.0,1353724443229.0,2234633450425.0,322799144670.0,4098970024533.0,201551253933.0,3963810708.0,57019472920.0,85953502,137464407630.0,2355880000.0,-1157533989780.0,1099091716736.0,8701212917600.0,73883864836.0,64890503257.0,125000.0,10744187750000.0,2210323118937.0,3302399744122.0,1599.2880386653706
넷마블,251270,서비스업,2022,2673408275832.0,0.0,2673408275832.0,2673408275832.0,-886357560393.0,-941473679190.0,-941473679190.0,5621808454658.0,8935573715860.0,3313765261202.0,997344674257.0,2293992289893.0,1019772971309.0,1507042690162.0,455516406592.0,502997969607.0,1377507408304.0,335946380556.0,3596135592764.0,189638546842.0,2835774099.0,48995307667.0,85953502,-408393774419.0,2782100000.0,-40435688004.0,-549045161221.0,7938229041603.0,470574370970.0,492702839570.0,60400.0,5191591520800.0,1962559096754.0,2810767291595.0,-4751.33374343491
노루페인트,090350,화학,2018,614726255938.0,483753500823.0,130972755115.0,22666974469.0,12742107473.0,19141305618.0,19141305618.0,307805863373.0,607444943254.0,299639079881.0,239631541494.0,196120880759.0,103518199122.0,66641512507.0,54951412802.0,7529605979.0,193802310190.0,287200883937.0,20076273673.0,157466023587.0,60365062732.0,97684671151.0,20000000,13983627742.0,108305780646.0,-12383703937.0,-2880983167.0,367813401760.0,7268702582.0,5110220714.0,8230.0,164600000000.0,121592925309.0,292109473902.0,699.1813871
노루페인트,090350,화학,2019,647452120189.0,500399179260.0,147052940929.0,29162610260.0,18899752918.0,26710227497.0,26710227497.0,322368611107.0,627342505016.0,304973893909.0,263742588697.0,194853854171.0,110120039738.0,50383394116.0,59899529722.0,26513009692.0,207461187925.0,289546655545.0,19182399107.0,145172424379.0,69994144899.0,101268395911.0,20000000,59239358995.0,117890330669.0,-21620903972.0,-18482568859.0,363599916319.0,7084407876.0,7209984542.0,8150.0,163000000000.0,110282923838.0,278460884217.0,2961.96794975
노루페인트,090350,화학,2020,642935196688.0,496251740138.0,146683456550.0,32297042658.0,17981478714.0,27726766344.0,27726766344.0,333862156144.0,666659131046.0,332796974902.0,302997189568.0,254383265146.0,78413709756.0,95109220186.0,25930000000.0,62474302382.0,220228211346.0,288587026531.0,22775861155.0,151076846579.0,78142776632.0,120603192292.0,20000000,39913309003.0,114386413892.0,-6049677148.0,3489297566.0,363661941478.0,8046627452.0,10006176759.0,9910.0,198200000000.0,121039220186.0,270322672520.0,1995.66545015
노루페인트,090350,화학,2021,730931676422.0,598878501763.0,132053174659.0,25525165411.0,14445731072.0,24018930132.0,24018930132.0,344991439338.0,670646933870.0,325655494532.0,303768289781.0,209944462732.0,115711031800.0,52498829001.0,64806666664.0,56954928997.0,229004586797.0,291028364278.0,22493919512.0,155296721471.0,77856028933.0,123318571155.0,20000000,23768427562.0,106528009248.0,-17900374828.0,-11966291292.0,366878644089.0,5075145471.0,9088412533.0,14900.0,298000000000.0,117305495665.0,268700565535.0,1188.4213781
노루페인트,090350,화학,2022,753255209887.0,614969629630.0,138285580257.0,26100359244.0,11548261970.0,17779741850.0,17779741850.0,352673416288.0,668177302153.0,315503885865.0,308281426153.0,217385647823.0,98118238042.0,54188780988.0,49986666660.0,67467726507.0,235486007058.0,289872792531.0,14113365687.0,148659508954.0,80861911455.0,126102773211.0,20000000,40149582402.0,112185221013.0,-9494804767.0,-20420325945.0,359895876000.0,7707240628.0,7354783290.0,7740.0,154800000000.0,104175447648.0,248036159358.0,2007.4791201
노루홀딩스,000320,기타금융,2018,835993399357.0,652800939187.0,183192460170.0,10236607223.0,2664076042.0,13748589725.0,13748589725.0,561495276354.0,987142342109.0,425647065755.0,449147289787.0,272454085707.0,153192980048.0,100205380198.0,94745065020.0,95593570308.0,302444574068.0,412068759445.0,18102115304.0,197787407756.0,85182895303.0,122201384964.0,13291151,7431566925.0,172955852947.0,-17566730523.0,-5175531203.0,537995052322.0,10337154199.0,13839328639.0,12250.0,162816599750.0,194950445218.0,330053495447.0,559.1364453688021
노루홀딩스,000320,기타금융,2019,884292309439.0,674244549456.0,210047759983.0,25013196740.0,19914490475.0,34608704299.0,34608704299.0,567466289402.0,1007372302316.0,439906012914.0,452835629241.0,271365814603.0,168540198311.0,85932394116.0,103390273188.0,87593220592.0,301148938270.0,422171875145.0,16821517471.0,186191532047.0,96523789003.0,120971339209.0,13291151,57418998746.0,185034563243.0,-41451353110.0,-23722323307.0,554536673075.0,11314818180.0,13202321757.0,12500.0,166139387500.0,189322667304.0,352312792322.0,4320.09227387455
노루홀딩스,000320,기타금융,2020,848027490769.0,642585277444.0,205442213325.0,35782037373.0,29097478022.0,43720088073.0,43720088073.0,577968798469.0,1051083864532.0,473115066063.0,484925979400.0,335946470056.0,137168596007.0,141494486220.0,69689090920.0,125479601653.0,311333116732.0,419181022637.0,19852328743.0,186391379856.0,102074027232.0,138757537440.0,13291151,50513254195.0,169660175952.0,-14004189263.0,5681957505.0,566157885132.0,12687321980.0,13492146516.0,10950.0,145538103450.0,211183577140.0,347635464410.0,3800.5176673562733
노루홀딩스,000320,기타금융,2021,955214023609.0,766606951377.0,188607072232.0,26659685696.0,10707789673.0,26768754927.0,26768754927.0,583537127613.0,1055537182156.0,472000054543.0,495132610770.0,308285779935.0,163714274608.0,103449706861.0,98106474084.0,127484940682.0,308296816940.0,421505235827.0,20839215939.0,199159351798.0,111098810779.0,148801447758.0,13291151,25399226262.0,161947386536.0,-429793770.0,-27144106762.0,560404571386.0,9569222514.0,13454096485.0,12750.0,169462175250.0,201556180945.0,344515113861.0,1910.9877137051562
노루홀딩스,000320,기타금융,2022,1037899570197.0,827162910248.0,210736659949.0,29976023937.0,33390806659.0,41994647356.0,41994647356.0,660825453997.0,1171989377978.0,511163923981.0,583742767450.0,367016107664.0,144147816317.0,125058354767.0,78658903504.0,114807335429.0,330450515028.0,450478522285.0,43186140382.0,234474826904.0,155760942207.0,173956771157.0,13291151,48373909585.0,180760636012.0,-33513243701.0,-30745435018.0,588246610528.0,18394646338.0,14770035289.0,9970.0,132512775470.0,203717258271.0,396356588552.0,3639.5575962533267
녹십자,006280,의약품,2018,1319781363237.0,975257291414.0,344524071823.0,50736928756.0,34249899538.0,50782842730.0,50782842730.0,1126206777349.0,1723409866445.0,597203089096.0,893430408748.0,303482275946.0,293720813150.0,0.0,0.0,96635650935.0,701791039189.0,559660094878.0,100840517738.0,391231373059.0,386925117256.0,205154186265.0,11686538,14410216138.0,293787143067.0,-86074866751.0,-4506111779.0,829979457697.0,11555243520.0,15369696718.0,136000.0,1589369168000.0,0.0,500567438161.0,1233.061163023643
녹십자,006280,의약품,2019,1357117265367.0,984944086947.0,372173178420.0,41681571094.0,-11287400054.0,-1162683456.0,-1162683456.0,1184076724821.0,1959299527595.0,775222802774.0,961780105068.0,401422956081.0,373799846693.0,0.0,0.0,98461664082.0,679527039248.0,641662227496.0,103017416272.0,405164507117.0,406556726208.0,218849029717.0,11686538,40291382029.0,330491607326.0,-177910174330.0,140805050517.0,997519422527.0,26650679570.0,17790817835.0,132500.0,1548466285000.0,0.0,676761138692.0,3447.6747544054533
녹십자,006280,의약품,2020,1504115278649.0,1063488669248.0,440626609401.0,50252525869.0,89270741454.0,104473502642.0,104473502642.0,1269305743504.0,2151399593550.0,882093850046.0,1132043318805.0,589402989703.0,292690860343.0,0.0,0.0,232288414078.0,757278400884.0,673721617390.0,109563982997.0,423947271570.0,437071446269.0,230248701091.0,11686538,35973500914.0,390374083532.0,29684195080.0,80987440660.0,1019356274745.0,26179674364.0,8982628046.0,406000.0,4744734428000.0,0.0,649805435968.0,3078.19996940069
녹십자,006280,의약품,2021,1537825750251.0,1017232478298.0,520593271953.0,73661620779.0,136949879241.0,172559285896.0,172559285896.0,1499757017639.0,2462144732200.0,962387714561.0,1095620833886.0,552882863140.0,409504851421.0,0.0,0.0,186060276974.0,867352641805.0,799071839749.0,277405845186.0,424757996240.0,454976365250.0,220646920393.0,11686538,125978948878.0,446931651174.0,-132077425358.0,-41270328749.0,1366523898314.0,20159240230.0,18866672628.0,218000.0,2547665284000.0,0.0,776327437587.0,10779.834787513633
녹십자,006280,의약품,2022,1711312739533.0,1129508276275.0,581804463258.0,81263665843.0,69414784584.0,85727859933.0,85727859933.0,1566641931089.0,2525537081269.0,958895150180.0,980437888875.0,540738447304.0,418156702876.0,0.0,0.0,105365807601.0,903467120918.0,822392573744.0,311563217852.0,413905669799.0,442408247727.0,244021008377.0,11686538,119154310889.0,500540797415.0,-205259306668.0,-2480542681.0,1545099192394.0,27469690983.0,37349412668.0,129500.0,1513406671000.0,0.0,853529342579.0,10195.860475446192
녹십자홀딩스,005250,서비스업,2018,1516477663169.0,1432075829074.0,84401834095.0,1516477663169.0,19378934339.0,79967523682.0,79967523682.0,1453116546625.0,2628599972133.0,1175483425508.0,1144592234552.0,661788716069.0,513694709439.0,0.0,0.0,250793373106.0,757796375174.0,1055214614665.0,132590665162.0,398400530208.0,431503780129.0,236418906654.0,47028210,37643839290.0,317893694777.0,-171699822558.0,114633175647.0,1484007737581.0,26173182304.0,36114522380.0,25100.0,1180408071000.0,0.0,924690052402.0,800.4523091565679
녹십자홀딩스,005250,서비스업,2019,1493588620936.0,1426843784773.0,66744836163.0,1493588620936.0,-30476551590.0,26307046500.0,26307046500.0,1506596203771.0,2773868507077.0,1267272303306.0,1123650615473.0,676336261553.0,590936041753.0,0.0,0.0,176459896304.0,745299399035.0,1153902345596.0,139959621173.0,411295146122.0,453774182083.0,235749609642.0,47028210,7650391894.0,359097050048.0,-191063912561.0,105443778836.0,1650217891604.0,40683091141.0,32004764504.0,22250.0,1046377672500.0,0.0,1090812407002.0,162.67665501195984
녹십자홀딩스,005250,서비스업,2020,1719325650407.0,1648593620702.0,70732029705.0,1719325650407.0,179995783824.0,107919400081.0,107919400081.0,1673500718748.0,3241202077382.0,1567701358634.0,1535804312801.0,1102777531045.0,464923827589.0,0.0,0.0,447571704051.0,906273929332.0,971837112257.0,313944860854.0,460734601476.0,489144795794.0,267809745858.0,47028210,35772090494.0,459558861984.0,-98802106526.0,387524969981.0,1705397764581.0,47348159098.0,17839384061.0,41500.0,1951670715000.0,0.0,1120129654583.0,760.6517554888864
녹십자홀딩스,005250,서비스업,2021,1840558602978.0,1754314378159.0,86244224819.0,1840558602978.0,127657537369.0,180012861429.0,180012861429.0,1910728953705.0,3496833926967.0,1586104973262.0,1424864331767.0,925912756792.0,660192216470.0,0.0,0.0,335568960853.0,945153852725.0,1068971065921.0,533244921184.0,465586401769.0,506994525052.0,274258626246.0,47028210,103769151071.0,542296959507.0,-110206964481.0,-116455703547.0,2071969595200.0,48891383234.0,35353960818.0,27150.0,1276815901500.0,0.0,1250536012409.0,2206.5298906975195
녹십자홀딩스,005250,서비스업,2022,2079559970740.0,2008400374383.0,71159596357.0,2079559970740.0,58897358703.0,29629471910.0,29629471910.0,1967043519272.0,3592060734923.0,1625017215651.0,1261978231373.0,1052354393520.0,572662822131.0,0.0,0.0,208636860647.0,959149904040.0,1109122910647.0,666154526528.0,474563506154.0,505086554137.0,293317607234.0,47028210,97156791412.0,627177120691.0,-283962799343.0,51336156034.0,2330082503550.0,76027538651.0,56521342625.0,17000.0,799479570000.0,0.0,1416380355004.0,2065.9257796969096
농심,004370,음식료품,2018,2236436214583.0,1564692858541.0,671743356042.0,88559995736.0,84301646697.0,112322316554.0,112322316554.0,1897750298683.0,2532286534905.0,634536236222.0,1053752881601.0,522231431608.0,112304804614.0,35214015724.0,53076659809.0,167718554051.0,1842485246371.0,1157817535995.0,59604914031.0,196881151274.0,202442162119.0,234872745458.0,0,146872696174.0,583183360306.0,-128870981748.0,-5772483187.0,1478533653304.0,10303338346.0,33863142867.0,254500.0,0.0,88290675533.0,466817682171.0,
농심,004370,음식료품,2019,2343942951727.0,1626034453119.0,717908498608.0,78816048821.0,71068947413.0,103491938775.0,103491938775.0,1940743396811.0,2653049874906.0,712306478095.0,1078580682201.0,584986895655.0,127319582440.0,81159565337.0,57683963224.0,317796185342.0,1878010502530.0,1208287548782.0,59182232773.0,210608471651.0,208388985969.0,250177883155.0,0,162459540125.0,639092449787.0,-30736184916.0,17777742608.0,1574469192705.0,14143364594.0,39019638263.0,240500.0,0.0,138843528561.0,394510292753.0,
농심,004370,음식료품,2020,2639795633339.0,1802599872535.0,837195760804.0,160297491725.0,149048288404.0,190552283976.0,190552283976.0,2048963987969.0,2725528184628.0,676564196659.0,1074436085893.0,522145640326.0,154418556333.0,3313086305.0,68269577500.0,321541825344.0,2000730361274.0,1271413955199.0,46098249783.0,211492570419.0,228410803287.0,275145189233.0,0,231491673657.0,676898269079.0,-132012401004.0,-94282175620.0,1651092098735.0,15313138975.0,36660650332.0,300000.0,0.0,71582663805.0,355022371315.0,
농심,004370,음식료품,2021,2662982988213.0,1844870906955.0,818112081258.0,106139720895.0,99637362533.0,136816917866.0,136816917866.0,2200767285527.0,2899907793800.0,699140508273.0,1088691509295.0,537328993494.0,161811514779.0,3868945057.0,82215490675.0,157475655585.0,2083111995381.0,1427516995561.0,44235470669.0,224004447811.0,256007782597.0,282880227539.0,0,162684342404.0,711972360363.0,-318880289115.0,-25294073852.0,1811216284505.0,7697506797.0,52200445705.0,318500.0,0.0,86084435732.0,541664852688.0,
농심,004370,음식료품,2022,3129065208087.0,2229502633084.0,899562575003.0,112172856716.0,116033570018.0,158840599107.0,158840599107.0,2315340178664.0,3034718535547.0,719378356883.0,1208524614820.0,616485543701.0,102892813182.0,20954977206.0,20354830698.0,127900573250.0,2197469338759.0,1527290891976.0,46791019682.0,279227304177.0,296880553453.0,320695304956.0,0,159650440148.0,787389718287.0,-106876589926.0,-86199901815.0,1826193920727.0,22654996510.0,37970038226.0,357000.0,0.0,41309807904.0,591477783633.0,
농심홀딩스,072710,기타금융,2018,543242595502.0,454577657722.0,88664937780.0,41106516043.0,46770181052.0,39037187480.0,39037187480.0,895898220565.0,1194827992549.0,298929771984.0,213196666167.0,231572024118.0,67357747866.0,69626148887.0,29960951614.0,10821995538.0,615864701015.0,204077972577.0,1958636960.0,82594775001.0,67802831280.0,130721168683.0,4637790,15566568470.0,46195445304.0,-10123157481.0,-3410618880.0,981631326382.0,3081239442.0,998331025.0,69900.0,324181521000.0,99587100501.0,288107776446.0,3356.4625543631773
농심홀딩스,072710,기타금융,2019,536687271955.0,459271527759.0,77415744196.0,41256827201.0,36622341407.0,39581796732.0,39581796732.0,922099146299.0,1216468898815.0,294369752516.0,220826530445.0,247660075567.0,46709676949.0,102363125970.0,0.0,9665725193.0,637963312330.0,203846750375.0,1184808636.0,75326791922.0,73634435699.0,106229183652.0,4637790,18380420176.0,36217248630.0,-11958079315.0,-7577888527.0,995642368370.0,3420774850.0,3258254606.0,78500.0,364066515000.0,102363125970.0,284704027323.0,3963.185089449932
농심홀딩스,072710,기타금융,2020,583574733594.0,466896072488.0,116678661106.0,74003515343.0,68454176133.0,73161831242.0,73161831242.0,973514067764.0,1248142699873.0,274628632109.0,208249452568.0,229008241453.0,45620390656.0,76000000000.0,0.0,19298656535.0,695125496588.0,202804503166.0,1162997549.0,91485147359.0,68072884563.0,117739895863.0,4637790,33410841746.0,42675145763.0,12739047595.0,-36514189842.0,1039893247305.0,2525585458.0,2816102354.0,77400.0,358964946000.0,76000000000.0,255329975574.0,7204.043681581098
농심홀딩스,072710,기타금융,2021,641495585628.0,538714380634.0,102781204994.0,55765471354.0,49163434609.0,54329896768.0,54329896768.0,1038914395724.0,1328637732004.0,289723336280.0,229153164470.0,240720011726.0,49003324554.0,66484000000.0,0.0,21371533499.0,736207091945.0,211351973780.0,1458275569.0,83941626122.0,88494779752.0,144482626926.0,4637790,42391505911.0,47015733640.0,-20109921860.0,-20215432784.0,1099484567534.0,1990591174.0,5775005567.0,75800.0,351544482000.0,66484000000.0,268351802781.0,9140.453947030806
농심홀딩스,072710,기타금융,2022,674579201408.0,568654686670.0,105924514738.0,52812907521.0,34206190797.0,48517368798.0,48517368798.0,1077267430845.0,1389130864097.0,311863433252.0,249773988834.0,249036398908.0,62827034344.0,86725692899.0,4579296037.0,20621846224.0,772879794657.0,218085238152.0,1538692963.0,91353680185.0,95819031446.0,136535553827.0,4637790,9741714748.0,53111607217.0,-24308286911.0,13816736692.0,1139356875263.0,4635785468.0,7080242155.0,66500.0,308413035000.0,91304988936.0,291241587028.0,2100.5079462416365
다스코,058730,기계,2018,240804571030.0,199919686674.0,40884884356.0,19431919460.0,18160285214.0,21178283430.0,25926641270.0,126705922134.0,212416938151.0,85711016017.0,127701174940.0,75259002293.0,10452013724.0,28826069938.0,7529100000.0,15244504427.0,98775624652.0,57149961686.0,5664444585.0,60908237288.0,39193094615.0,7999931652.0,15400000,30153141389.0,21452964896.0,-11986161928.0,-8874627806.0,84715763211.0,-1246130726.0,3831772667.0,8190.0,126126000000.0,36355169938.0,70466511590.0,1957.996194090909
다스코,058730,기계,2019,216209627782.0,185855246887.0,30354380895.0,3062710914.0,1888513802.0,3219392784.0,8154758034.0,123317720661.0,214713941787.0,91396221126.0,120454352188.0,81028327561.0,10367893565.0,32095295070.0,1156236677.0,16205758371.0,97113900484.0,56326346625.0,7376546737.0,59010734928.0,37270126490.0,8495896040.0,15400000,12863503251.0,27291669981.0,-8830688246.0,-1172924890.0,94259589599.0,-1037467665.0,1213562053.0,6960.0,107184000000.0,33251531747.0,75190462755.0,835.2924188961039
다스코,058730,기계,2020,224478508728.0,209819177890.0,14659330838.0,-7198731514.0,-7887779442.0,-9735168518.0,-4189353555.0,119466537898.0,249543946307.0,130077408409.0,117430547081.0,85707375997.0,44370032412.0,47936215494.0,15076131400.0,22814499815.0,89211053135.0,88916184615.0,7109541987.0,68491621430.0,21839959959.0,8038205311.0,15400000,-11991515517.0,21858062352.0,-28561351498.0,47746540064.0,132113399226.0,-2046939708.0,-407802214.0,5020.0,77308000000.0,63012346894.0,107262908594.0,-778.6698387662337
다스코,058730,기계,2021,363600169196.0,330127194957.0,33472974239.0,4312963481.0,-599608227.0,-1163969047.0,6198895999.0,125349316945.0,298527299745.0,173177982800.0,158819418265.0,122587056901.0,50590925899.0,47135545314.0,24479132485.0,20814417766.0,86591851513.0,95818678291.0,6375345089.0,90210855123.0,41543302325.0,19080521166.0,16876561,-11159092453.0,29160010758.0,-17897064360.0,28926715316.0,139707881480.0,-5402264401.0,262359233.0,4875.0,82273234875.0,71614677799.0,152363565034.0,-661.2183876205585
