corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,return_on_assets,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,market_capitalization,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg
KISCO홀딩스,001940,철강금속,2021,15.048187304806435,5810.203110604026,18.819920246964042,-2.2291228338427507,-15.818151190974522,1580849338970,1314795618053,65312253593,237889169535,15.048187304806435,15.048187304806435,1688093089026,10.567124763713345,237889169535,4094334828,28245855718,133232338289,263200260858,267377534330,1420715554696,11071935250,-37629668504,0.6558841643258141,4.654240994511108,149.88966434879075,118.81992024696405,230594729369,1027852789463,18.323746196664707,1105444959683,479.388649822111,48701603754,9071935250,0,268831329000,8720,1144.61,109.6,0.52,1,NULL,365.78,2.69,2.68,2.81,2.42,2.55,2.21,1.21,1.25,1.09,222.12499233716474
KISCO홀딩스,001940,철강금속,2022,10.084227317290049,2118.1467442072503,16.023263606036227,-4.342722763558411,-41.288355576753645,1810613446049,1544583034238,68113695035,182586375737,10.084227317290049,10.084227317290049,1735936557627,7.1387848542347285,182586375737,8620100389,64657548912,98224111343,146023290859,239739584991,1496196972636,12476935250,-75386912049,0.7187437349125125,6.833442637566756,193.4557338918243,116.02326360603624,208963844818,1080125420976,16.210191983042467,1141333810792,546.1872180740456,87863847299,12476935250,0,253160347000,9160,1292.2,118.78,0.23,3.25,NULL,365.78,2.69,2.68,2.81,2.42,2.55,2.21,1.21,1.25,1.09,304.6415576923077
KPX케미칼,025000,화학,2018,2.0507633220770676,80.40648661233544,20.65175806894058,2.620829313661275,89.22434347142523,766681967916,696707805482,45967852452,15722832595,2.0507633220770676,2.0507633220770676,535273094088,2.2449001540930222,15722832595,19554184317,-8395295716,21433115284,60907992432,91621793307,443651300781,23916600000,14028594158,4.468111747845121,152.11381190693137,762.4762917768169,120.65175806894058,81703388788,237643025758,25.58456430586638,230804120732,282.4902665064228,9888005842,21963480000,56.489470263431464,253616000000,7530,1100.58,103.48,-0.29,1.75,NULL,196,2.51,2.61,2.73,2.38,2.77,1.74,0.87,0.84,0.8,198.61355172413795
KPX케미칼,025000,화학,2019,7.258169345489987,599.2915800339657,11.519055520174916,0.33781570366942243,3.2694694941540563,765712141954,665406762031,51784665983,55576683962,7.258169345489987,7.258169345489987,537885808227,8.004464031486377,55576683962,9273730153,-4441453730,65506712148,108059205352,55559441923,482326366304,5578880000,1817062728,1.0371866880796352,10.038166371736938,129.04332103634056,111.51905552017492,49647213412,225080742513,18.07140931283803,197256931605,397.31722698724906,3761817272,5578880000,55.77859499753867,269104000000,8350,1166.11,103.5,-0.56,1.25,NULL,196,2.51,2.61,2.73,2.38,2.77,1.74,0.87,0.84,0.8,187.79354406130267
KPX케미칼,025000,화학,2020,11.185095307957896,636.2817649191095,19.37160003697904,-5.760443331290308,-43.937367505931626,746662323231,625866753100,56670405469,83514892482,11.185095307957896,11.185095307957896,637003840185,10.112363668214641,83514892482,13125457476,-9932671342,106652799734,159247918951,103372859292,533630980893,9394576351,-36694245232,1.474806862745381,11.248983351112878,160.47663121175077,119.37160003697905,93670017907,260561285996,26.443179040057363,288624572683,308.1290888292133,46088821583,9394576351,61.175869405865775,265716000000,8590,1180.01,103.03,0.29,0.5,NULL,196,2.51,2.61,2.73,2.38,2.77,1.74,0.87,0.84,0.8,157.42230916030533
KPX케미칼,025000,화학,2021,6.289480278122234,466.1699443346666,34.43799125233587,3.87201110787962,46.86926469097745,1020786100790,900138370151,76070927122,64202140491,6.289480278122234,6.289480278122234,777143203509,6.337018409172727,64202140491,13772260797,-18996403680,11955553662,75983961856,199075057541,578068145968,87199453327,30091071164,11.220512890452133,135.8201652781714,404.23212803815585,134.43799125233588,188512617501,264824371150,41.58333033048089,337787445828,179.1855899651959,57108382163,87199453327,53.85248475322747,259424000000,8720,1144.61,109.6,0.52,1,NULL,196,2.51,2.61,2.73,2.38,2.77,1.74,0.87,0.84,0.8,222.12499233716474
KPX케미칼,025000,화학,2022,3.8029264693765037,87.20255061535272,30.510008284415562,0.564234836325391,11.717351438293399,983579558669,837782295472,99284155287,37404807384,3.8029264693765037,3.8029264693765037,776778116811,3.806508299357035,37404807384,42894166650,-10633574375,78347911138,113650989065,181591489347,595186627464,65816849339,4382852736,8.473056580070223,175.95826296689694,614.1461410131873,130.51000828441556,166545010125,230448521263,41.95156771011161,284795131064,171.00189963676945,61433996603,59500000000,51.29320306481486,246840000000,9160,1292.2,118.78,0.23,3.25,NULL,196,2.51,2.61,2.73,2.38,2.77,1.74,0.87,0.84,0.8,304.6415576923077
KPX홀딩스,092230,화학,2018,2.6322951344838574,72.1002103692377,25.81873598540533,7.016987661252619,369.34042307228015,1022420005091,917244094319,71274623315,26913112048,2.6322951344838574,2.6322951344838574,1416576552484,1.04085723649351,26913112048,37327369657,20663984774,43399941133,159836029091,290689742869,1125886809615,124245464745,99401001900,8.77082601198874,461.6540239694542,1971.507768996384,125.81873598540534,236005630887,344434540084,40.65976868764849,475411370341,201.44068959465972,24844462845,118003280349,55.84699209027891,258548335200,7530,1100.58,103.48,-0.29,1.75,NULL,1,3,1,2,2,3,2,1.27,1.29,1.17,198.61355172413795
KPX홀딩스,092230,화학,2019,10.083551266948442,608.6633137591956,22.657624628424045,5.947387048922125,87.86149445539458,972702906470,833255029768,75974658093,98082996249,10.083551266948442,10.083551266948442,1448992399555,5.228825966393494,98082996249,16114491219,10738171110,90482621819,144043100588,267661516991,1181330882564,116789272450,86177186311,8.060033474700568,119.07188495089507,353.27722500237786,122.65762462842405,185016218647,311794868569,37.240758793001724,403727975003,218.2122075326213,30612086139,92409411945,57.26128856673448,229820742400,8350,1166.11,103.5,-0.56,1.25,NULL,1,3,1,2,2,3,2,1.27,1.29,1.17,187.79354406130267
KPX홀딩스,092230,화학,2020,9.330683504875319,361.15176838601644,27.077330958443614,-0.6342082761754986,-12.112950991729718,953179618487,792513012084,81404833467,88938173434,9.330683504875319,9.330683504875319,1698659220590,11.424382252115063,88938173434,24626259988,16366259998,89607035030,55679292856,361946206728,1336713013862,129090394636,-10773037361,7.599546340505111,145.14621748083968,186.51125429119583,127.07733095844362,252558091481,400117913298,38.695783149944,573978774195,227.26604039062454,139863431997,96014735325,60.182029689645915,255168618400,8590,1180.01,103.03,0.29,0.5,NULL,1,3,1,2,2,3,2,1.27,1.29,1.17,157.42230916030533
KPX홀딩스,092230,화학,2021,9.096706094703697,496.5012847717847,32.527535326402294,4.117611487090379,66.3188434230145,1238702229927,1081990097519,102637305211,112681101245,9.096706094703697,9.096706094703697,1814858039334,4.536187467600001,112681101245,22695027123,61560588053,-23808884612,-11576866783,445438442973,1369419596361,204147162625,74728803102,11.24865737156588,181.17249509403302,541.0707309297816,132.5275353264023,342386067150,433174490500,44.14691590137752,647245623438,189.03970854469392,129418359523,172688177873,53.6964651451825,268265021000,8720,1144.61,109.6,0.52,1,NULL,1,3,1,2,2,3,2,1.27,1.29,1.17,222.12499233716474
KPX홀딩스,092230,화학,2022,3.805306064920063,38.596233028883184,32.75045686150775,2.69866604910558,104.04644099929348,1240447444718,1054334143534,130459960300,47202821846,3.805306064920063,3.805306064920063,1819893802654,2.061181426646777,47202821846,122299038382,27847497929,102615005611,139296829856,448980401917,1370913400737,195722130917,49112856182,10.754590769613763,414.64074235974016,1196.919983521734,132.75045686150776,385145633327,327294958824,54.06003497978248,584695063694,151.81142225169063,146609274735,160738879163,49.95557319878431,228130884000,9160,1292.2,118.78,0.23,3.25,NULL,1,3,1,2,2,3,2,1.27,1.29,1.17,304.6415576923077
KR모터스,000040,운수장비,2018,-66.81857021670558,-360.78394236692014,121.62092143344721,-18.862539100484778,119.59451039727813,36563363388,37194383424,15626002659,-24431116639,-66.81857021670558,-66.81857021670558,154901066995,-15.779155488831433,-24431116639,6771675169,737597,-13444874167,-3566595999,85006462283,69894604712,1587702000,-29218274329,1.0249780913718618,-6.498687814643363,-347.7873468021429,221.6209214334472,70633780812,16315982586,81.23516160554004,65498004837,92.72900881708503,30805976329,1587702000,168.7482984133779,384571472250,7530,1100.58,103.48,-0.29,1.75,JB,49,2.02,1.73,2.42,2.23,2.21,1.73,0.14,0.3,0.12,198.61355172413795
KR모터스,000040,운수장비,2019,-30.543091986111936,-504.5356168460292,309.2050309907037,25.68607153314286,-91.39370617415857,132579261122,133566935594,23662765966,-40493805679,-30.543091986111936,-30.543091986111936,144081159835,-28.485115703538504,-40493805679,8025955815,7624724,-7078682177,-14419373481,108871143114,35210016721,52814784400,37008789781,36.65627376992443,-130.42682334841555,-265.2696712765767,409.2050309907036,86361469204,-33662382073,163.87659427443526,37270432331,43.15632037588558,15805994619,52814784400,32.65201085203254,214640136975,8350,1166.11,103.5,-0.56,1.25,JB,49,2.02,1.73,2.42,2.23,2.21,1.73,0.14,0.3,0.12,187.79354406130267
KR모터스,000040,운수장비,2020,-9.662941825002767,-138.3874086505116,212.71600599580393,-15.018625264859004,205.59899710527708,117834375061,97968121790,18647229355,-11386267112,-9.662941825002767,-9.662941825002767,155873460967,-7.36880535451234,-11386267112,8227820163,200069081,8847016170,16224786073,106028407315,49845053652,4008336866,-23410050990,2.571532601594447,-35.20325692847667,-923.108977139564,312.7160059958039,84122929823,-23152336888,137.97295675422154,44934456650,53.415230240488484,27418387856,4008336866,39.88197846148205,104035255430,8590,1180.01,103.03,0.29,0.5,JB,49,2.02,1.73,2.42,2.23,2.21,1.73,0.14,0.3,0.12,157.42230916030533
KR모터스,000040,운수장비,2021,-8.942763914065923,-154.01105540192427,235.36023414284634,-6.851604358013681,96.65900104066333,133510437922,115827793144,20380262800,-11939523264,-8.942763914065923,-8.942763914065923,168436811482,-7.079543680553653,-11939523264,7752380654,-11485823,-8501041088,-5468525507,118211175186,50225636296,8515332622,-11540623916,5.055505709872684,-71.32054131236039,-991.3254539500069,335.3602341428463,95521993616,-25859131445,137.12039763959757,43390968618,45.4251078473429,20055956538,8515332622,45.01040275379676,83158823320,8720,1144.61,109.6,0.52,1,JB,49,2.02,1.73,2.42,2.23,2.21,1.73,0.14,0.3,0.12,222.12499233716474
KR모터스,000040,운수장비,2022,-16.237736848344294,-233.6875050507408,272.73932911977784,0.27288497224312,-2.14178635497989,117058740510,100028216603,23264916880,-19007690242,-16.237736848344294,-16.237736848344294,149185245583,-8.714856212618338,-19007690242,8133806828,-5103776,-2410237322,4405433554,109161230426,40024015157,13372176067,407104116,8.963470894687315,-70.35139933758187,-839.6191253741191,372.73932911977784,93561448025,-32820234605,154.03289258984975,35308092958,37.73786501098779,12965071951,13372176067,43.43015789304258,53837540400,9160,1292.2,118.78,0.23,3.25,NULL,49,2.02,1.73,2.42,2.23,2.21,1.73,0.14,0.3,0.12,304.6415576923077
KSS해운,044450,운수창고업,2018,29.11753347902381,238.6764165062322,260.0100095339598,58.31610219930048,894.5287097902927,202504829183,145672622018,10014824229,20739488866,10.241478659878325,29.11753347902381,904473325452,2.2752015104166934,58964411434,24704749760,-345988857,82553102567,81421851015,653237720469,251235604983,551768943880,527453588836,61.00444627311258,935.7660501667274,3174.355950919901,360.0100095339598,119458962980,-74777509136,267.3569293359988,37007784603,30.979495953933483,24315355044,32306117663,15.91921963980317,150244502400,7530,1100.58,103.48,-0.29,1.75,NULL,63,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,198.61355172413795
KSS해운,044450,운수창고업,2019,27.91444366148464,256.400675690913,240.65449875558943,53.39631229127363,791.843316300059,231240042004,167701722637,10766382257,23713572228,10.254959315216611,27.91444366148464,957238168720,2.448220008959444,64549371248,25175195453,-364192084,83335037686,128169981556,676238454283,280999714437,550754919164,511129881941,57.53582934333454,853.2304939857406,2885.5553747556232,340.65449875558943,168186569110,-103964921404,261.88454379112255,53614135417,31.87777460513773,39625037223,55576290016,15.350891464825095,179226852400,8350,1166.11,103.5,-0.56,1.25,NULL,63,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,187.79354406130267
KSS해운,044450,운수창고업,2020,25.386886939437968,347.0487338269888,297.8068830164829,53.26278019367615,992.08748311381,226181167041,163993021600,11456957039,13551990765,5.991653037382826,25.386886939437968,1069527677719,1.2275625026367434,57420357155,16545329678,-620534358,72022520637,251955490181,800671676634,268856001085,620631423642,569660176094,58.02855190859869,1080.8560837869277,6098.440964042786,397.8068830164829,240088936099,-167592772594,331.17467806753837,61887562629,25.776932346220583,50971247548,70048400004,9.805478695571393,239973858000,8590,1180.01,103.03,0.29,0.5,NULL,63,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,157.42230916030533
KSS해운,044450,운수창고업,2021,36.191941668843874,615.0201813286842,321.8567557343944,49.6336496827994,612.1455013025912,324001266815,251817533990,14094611829,57260015068,17.67277505760329,36.191941668843874,1446228922766,3.877066178275591,117262349492,19066423030,-381925576,100253853510,437363866938,1103404278356,342824644410,755850950452,717816197137,52.2635758802548,644.5811070019251,1967.86094591323,421.8567557343944,381598280320,-313465773261,560.0825461912789,50312576386,13.184696834537348,38034753315,73404779935,9.31675459538743,274752678000,8720,1144.61,109.6,0.52,1,NULL,63,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,222.12499233716474
KSS해운,044450,운수창고업,2022,27.602865846811387,298.8322042467412,308.38134064401265,53.363046726865925,720.1971783982715,445375789707,360523008549,15341689555,46647231356,10.47367917925846,27.602865846811387,1659172643001,2.7405542975778556,122936481747,41138966952,-777360685,112623502864,284621241639,1252892414726,406280228275,917916813203,885385072764,55.32376736532575,746.6594131854597,2755.3945217892933,408.3813406440127,378619659875,-296088095986,458.75740387546847,63794082902,16.84912054568466,32531740439,87683691602,14.903940324286273,213544390000,9160,1292.2,118.78,0.23,3.25,NULL,63,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,304.6415576923077
KTcs,058850,서비스업,2018,1.584661252424905,41379.600140883056,116.59821839706714,-17.44958774064081,-379.60640687910745,1016085167247,0,1003620000,16101507937,1.584661252424905,1.584661252424905,350279654978,3.2549301291038684,16101507937,38911705,4211086973,12722541089,15560721583,188561032558,161718622420,79630000,-61122355733,0.02273326436986508,0.49454995340539826,1653.8471305611115,216.59821839706717,178635115633,116845211733,60.45584057165729,270933430095,151.66862860918334,61201985733,0,62.50096395229856,106072225000,7530,1100.58,103.48,-0.29,1.75,NULL,1438,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,198.61355172413795
KTcs,058850,서비스업,2019,1.0502329120028793,537.7264093466016,130.3814349439437,-13.961356194477823,-531.9674467168614,944861712920,0,933520000,9923248682,1.0502329120028793,1.0502329120028793,378104045980,1.9915435330724571,9923248682,1845408466,2692641206,25007703663,40246333799,213983162684,164120883296,55110000,-52788452645,0.014575353156341276,0.5553624802325597,2841.701610496547,230.3814349439437,163018387760,107977905376,60.15520945823008,249600943053,153.11214058899242,52843562645,0,58.92121523141736,96468100000,8350,1166.11,103.5,-0.56,1.25,NULL,1438,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,187.79354406130267
KTcs,058850,서비스업,2020,1.720803845673607,1161.8873918961874,126.76423816656256,-19.591019674743514,-470.34530896946285,931703674263,0,913840000,16032792657,1.720803845673607,1.720803845673607,384918648498,2.941732836064147,16032792657,1379892128,1986551411,50440106447,59127705238,215174666109,169743982389,30590000,-75409488159,0.007947133795508727,0.19079645483124394,1900.2859497330512,226.76423816656256,175699471980,114202835019,60.6064414591244,272004822870,154.8125442863952,75440078159,0,58.18734856075251,94547275000,8590,1180.01,103.03,0.29,0.5,NULL,1438,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,157.42230916030533
KTcs,058850,서비스업,2021,2.357923349062111,2134.02198172064,128.25831476549013,-14.249213754919655,-260.7867023728491,965721215198,0,944680000,22770966020,2.357923349062111,2.357923349062111,416750372360,4.567298671915217,22770966020,1067044586,5764122532,6944697134,7983508327,234171975254,182578397106,4500000000,-59383651382,1.079783078421051,19.762007444249832,1230.267383088841,228.25831476549016,189641476865,113311796529,62.597599537525205,289807289610,152.8185154433832,63883651382,4500000000,66.62160936622783,110340725000,8720,1144.61,109.6,0.52,1,NULL,1438,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,222.12499233716474
KTcs,058850,서비스업,2022,2.309726012186736,1583.6146952980735,117.22155499668183,-14.853993780161048,-259.9657676375789,1029466970045,0,1005140000,23777866394,2.309726012186736,2.309726012186736,416146080400,4.350152649184967,23777866394,1501493164,3881042841,19708133315,6585240856,224569291252,191576789148,0,-61814312899,0,0,1240.5094101301463,217.22155499668185,183249589773,107814045128,62.95860004473902,268915055737,146.74797147983682,61814312899,0,63.63435194223517,93266725000,9160,1292.2,118.78,0.23,3.25,NULL,1438,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,304.6415576923077
LF,093050,섬유의복,2018,9.618388885790916,2326.459383667999,39.58096502175453,-20.361751600823485,-204.89359898171128,1706682100310,763854779229,823318869887,120245845442,7.045591292025542,9.618388885790916,1651840925264,4.924189579271995,164155321452,7056014930,30743874195,124688337933,-14338150887,468412421953,1183428503311,0,-336343746043,0,0,575.8712765061043,139.5809650217545,298589620282,671474563489,30.780398377483763,599801596907,200.87824765660756,336343746043,0,28.624020020938026,726614000000,7530,1100.58,103.48,-0.29,1.75,AA-,2443,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,198.61355172413795
LF,093050,섬유의복,2019,9.462496612136244,2107.8099870464484,73.70149641425593,-10.236743609608297,-141.21493639717087,1851716801127,805870718796,958312940304,100464735137,5.425491364330372,9.462496612136244,2417125014216,2.873230905954036,175218639573,8312828986,47825490466,151555551575,392474385842,1025585468436,1391539545780,0,-247434890429,0,0,1476.7338045254655,173.70149641425593,710019555825,605012156727,53.99258048667962,942282370769,132.71217152239203,247434890429,0,24.49277563738237,540940000000,8350,1166.11,103.5,-0.56,1.25,AA-,2443,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,187.79354406130267
LF,093050,섬유의복,2020,8.734054694252777,1310.7369636814126,75.297204065357,-13.297718980534103,-234.40393151521545,1610459972097,713336421250,820056380396,54479572049,3.382857878675585,8.734054694252777,2479439883815,1.15332620390056,140658454792,10731249571,21456251418,304472983149,574060560156,1065019216335,1414420667480,0,-329708948041,0,0,3724.3604109794132,175.297204065357,720808907176,604291340728,54.396556661743276,1020336187274,141.55432558006174,329708948041,0,23.27802852218424,429828000000,8590,1180.01,103.03,0.29,0.5,AA-,2443,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,157.42230916030533
LF,093050,섬유의복,2021,15.459096589997278,2189.4532589363052,69.59354076919281,-15.76208374576035,-144.49481992595406,1793103979720,695009070495,939229045084,199358049804,11.118041790032194,15.459096589997278,2541137894593,5.358011576573931,277197676184,12660588896,50227545674,310313177851,436659125129,1042768391210,1498369503383,0,-400536283041,0,0,765.8716222257854,169.59354076919283,613206040109,731122245365,45.61430766092883,1030460918303,168.04480890629048,400536283041,0,24.168726842894657,504390000000,8720,1144.61,109.6,0.52,1,AA-,2443,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,222.12499233716474
LF,093050,섬유의복,2022,15.427434980857512,2918.6262860460647,55.96121130677314,-11.80920078914807,-100.48049205137843,1968540364635,798159568153,985220110096,223766942606,11.367150332601389,15.427434980857512,2584040376470,6.861444753011522,303695284826,10405418682,82168298930,160923026134,254518271951,927192269932,1656848106538,0,-305154516530,0,0,522.9437008211287,155.96121130677315,742787794617,602982322493,55.194255331818034,900716505460,121.26161899636921,305154516530,0,23.666289077378508,464916000000,9160,1292.2,118.78,0.23,3.25,AA-,2443,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,304.6415576923077
LG,003550,기타금융,2018,24.528025734445258,4241.059184409961,25.717408449612478,1.3300016802482721,16.15249777165115,7665990000000,5610010000000,302733000000,1704399000000,22.233253630646534,24.528025734445258,22835911000000,8.24533341367463,1880316000000,44336000000,-312954000000,494943000000,1153576000000,4671433000000,18164478000000,1358011000000,303718000000,5.9468220908725735,72.22248813497306,248.09817000080193,125.71740844961248,3039531000000,1573554000000,65.88933436084528,4496937000000,147.94838414215877,1054293000000,72956000000,131.18486588164086,11394292474192,7530,1100.58,103.48,-0.29,1.75,NULL,6373,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,198.61355172413795
LG,003550,기타금융,2019,22.744941089102873,2697.6694347709617,17.946507708497876,-2.3338383561485077,-51.99277089291389,4427534000000,3291079000000,295262000000,830944000000,18.76764808581933,22.744941089102873,22434630000000,4.933243828848526,1007040000000,37330000000,-315695000000,818667000000,852663000000,3413609000000,19021021000000,813514000000,-523588000000,3.626152960846691,80.78268986336194,308.43402559735443,117.94650770849788,2244801000000,1694256000000,56.9882842517892,3876655000000,172.69481793709107,1337102000000,56129000000,119.61347671186715,12029992944796,8350,1166.11,103.5,-0.56,1.25,NULL,6373,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,187.79354406130267
LG,003550,기타금융,2020,34.947154010236446,5463.45621842675,16.398688671697677,-2.123306603814767,-28.37686929634487,5199070000000,3302831000000,310183000000,1643100000000,31.603729128478747,34.947154010236446,24282268000000,6.344786244843356,1816927000000,33256000000,-355657000000,739096000000,2016784000000,3420978000000,20861290000000,977103000000,-515587000000,4.023936314350867,53.7777797346839,222.04655413466193,116.39868867169767,2133263000000,3762658000000,36.18201465046767,5854239000000,274.42650062369245,1492690000000,49665000000,92.2258827059455,14263227334198,8590,1180.01,103.03,0.29,0.5,NULL,6373,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,157.42230916030533
LG,003550,기타금융,2021,37.41666800310832,9450.281695327172,16.998803248153244,-2.2205591349459888,-22.21049379036032,6859010000000,4065447000000,333459000000,2390985000000,34.859039424056824,37.41666800310832,25669796000000,10.455766769630737,2566413000000,27157000000,-179816000000,1019525000000,1291522000000,3729575000000,21940221000000,562491000000,-570013000000,2.1912562141124923,21.917399888482485,138.95719556150692,116.99880324815324,2819273000000,2728661000000,50.81662831605422,5493915000000,194.8699185924882,1132504000000,41453000000,60.31250355371985,12725650333700,8720,1144.61,109.6,0.52,1,NULL,6373,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,222.12499233716474
LG,003550,기타금융,2022,30.951197100690553,7937.436208557867,12.958248447274103,-2.0629535781199206,-27.485973286861626,7185987000000,4853189000000,391418000000,2045618000000,28.4667645516197,30.951197100690553,29633677000000,7.139680978502938,2224149000000,28021000000,-332116000000,641024000000,816088000000,3399491000000,26234186000000,439397000000,-611329000000,1.4827623315189675,19.7557357892839,160.67545787545788,112.95824844727412,2524385000000,2559007000000,49.65945966787531,5025188000000,199.06583187588265,1050726000000,289303000000,71.81146723477234,12285207553300,9160,1292.2,118.78,0.23,3.25,NULL,6373,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,304.6415576923077
LG디스플레이,034220,전기전자,2018,-0.375426759998358,-27.949818442120204,122.86149241386983,-7.128775842325605,2588.5143269925356,24336571000000,21251305000000,938214000000,-91366000000,-0.375426759998358,-0.375426759998358,33175710000000,-0.5408866908952363,-91366000000,326893000000,486549000000,4484123000000,12159462000000,18289464000000,14886246000000,0,-2365022000000,0,-0,-10192.353003460708,222.86149241386983,9954483000000,-1154356000000,113.11749250891492,6108924000000,61.368571326105034,2365022000000,0,42.43179924567023,6458573385000,7530,1100.58,103.48,-0.29,1.75,AA-,7258,3.05,3.19,2.85,2.85,3,2.45,1.73,1.77,1.63,198.61355172413795
LG디스플레이,034220,전기전자,2019,-14.245628231258484,-754.4872272119158,184.86356929348403,-9.377495374995892,99.75363625000823,23475567000000,21607240000000,947978000000,-3344242000000,-14.245628231258484,-14.245628231258484,35574563000000,-8.073403459657397,-3344242000000,443247000000,252812000000,2706545000000,9461938000000,23086282000000,12488281000000,0,-3336003000000,0,-0,-803.8180717933149,284.86356929348403,10984976000000,-736661000000,107.18811824187684,8197160000000,74.62155584136005,3336003000000,0,49.03988900459784,5814505125000,8350,1166.11,103.5,-0.56,1.25,A+,7258,3.05,3.19,2.85,2.85,3,2.45,1.73,1.77,1.63,187.79354406130267
LG디스플레이,034220,전기전자,2020,-2.483129589229646,-75.05450504436399,175.42874216466527,-12.029024001930987,700.1621722112853,24261561000000,21626339000000,755340000000,-602446000000,-2.483129589229646,-2.483129589229646,35066012000000,-0.2171532936223258,-602446000000,802678000000,156997000000,2278784000000,4589936000000,22334584000000,12731428000000,0,-4218099000000,0,-0,-29330.878432505553,275.42874216466527,11006948000000,92522000000,99.16642866731475,8928814000000,81.11979814931442,4218099000000,0,52.918766438812405,6637481235000,8590,1180.01,103.03,0.29,0.5,A+,7258,3.05,3.19,2.85,2.85,3,2.45,1.73,1.77,1.63,157.42230916030533
LG디스플레이,034220,전기전자,2021,5.753003970173013,187.52550146517507,158.45563024856017,-9.282248771868808,-206.04036919281978,29878043000000,24572939000000,919409000000,1718885000000,5.753003970173013,5.753003970173013,38154515000000,3.4951145362482006,1718885000000,916614000000,118305000000,5753446000000,10016526000000,23392014000000,14762501000000,0,-3541597000000,0,0,1754.123898424049,258.45563024856017,13994817000000,-807750000000,106.12531960291093,9836692000000,70.28810737575203,3541597000000,0,55.88712704510131,8802266220000,8720,1144.61,109.6,0.52,1,A+,7258,3.05,3.19,2.85,2.85,3,2.45,1.73,1.77,1.63,222.12499233716474
LG디스플레이,034220,전기전자,2022,-13.128627836092694,-355.28781627607844,215.26904619900282,-5.113064026558973,53.14454894171033,26151781000000,25027703000000,931117000000,-3433370000000,-13.128627836092694,-13.128627836092694,35686019000000,-8.95472537858594,-3433370000000,966363000000,153969000000,3011020000000,9711189000000,24366792000000,11319227000000,0,-1824649000000,0,-0,-762.5142814226504,315.26904619900284,13961520000000,-4517485000000,147.8342678738484,6571117000000,47.06591402655299,1824649000000,0,32.92332594862277,4454805465000,9160,1292.2,118.78,0.23,3.25,A,7258,3.05,3.19,2.85,2.85,3,2.45,1.73,1.77,1.63,304.6415576923077
LG생활건강,051900,화학,2018,16.501611223056305,8762.339323221207,46.79590253438336,-3.3871401083296018,-16.049296007329954,6747536801608,2696414092278,3011872573693,956005119033,14.168209038966268,16.501611223056305,5275874284165,13.121592158190806,1113452290134,12707249161,236826914735,817116843804,1247409103280,1681854156165,3594020128000,217942544650,-178701253944,4.130927556483527,19.57358627586741,242.94466097906846,146.79590253438334,1358883491897,332319362405,80.3501181682811,1076455007464,79.21613691555484,396643798594,210810384650,30.080935206728306,17195634897000,7530,1100.58,103.48,-0.29,1.75,AA+,2240,2.69,2.38,3.24,2.69,2.49,2.09,1.39,1.39,1.28,198.61355172413795
