corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,return_on_assets,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,market_capitalization,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg
디와이,013570,기타금융,2021,2.6855094927065446,251.66311116839856,72.6416833207246,6.799744494366086,218.10606884890655,998349819087,899045851178,52515777858,26810779162,2.6855094927065446,2.6855094927065446,859972554946,1.3487952762316175,26810779162,10653440243,11319447905,26102931736,50064731420,361846877297,498125677649,161510383436,58475936458,18.7808764950809,602.4083912671781,3119.5661650769457,172.6416833207246,301092729497,232902882852,56.38486956335079,357793791206,118.8317605023953,103034446978,118700741753,73.51819331384475,172130399820,8720,1144.61,109.6,0.52,1,NULL,231,3.17,2.95,3.2,3.04,3.07,2.78,2.19,2.21,2.07,222.12499233716474
디와이,013570,기타금융,2022,1.3585197044785047,83.0557943089499,70.71971599709734,2.774300510482007,160.61684856805303,1094816896212,1000149790687,61746249437,14873303263,1.3585197044785047,1.3585197044785047,861083032957,0.8885298375612132,14873303263,17907604625,8964475671,61144450813,78138684451,356698974017,504384058940,152527474799,23889030979,17.713445621523096,1025.5117649516321,4662.1346443927305,170.71971599709732,319588490731,217466936022,59.507543320660574,366506915132,114.68088675336297,128638443820,133150947372,66.40825325735698,139494054900,9160,1292.2,118.78,0.23,3.25,NULL,231,3.17,2.95,3.2,3.04,3.07,2.78,2.19,2.21,2.07,304.6415576923077
디와이파워,210540,기계,2018,8.838642695973569,681.756816091651,72.15108846211503,12.837267019915434,97.34788142275045,385733960855,333335799232,16592155218,34093646557,8.838642695973569,8.838642695973569,258539785544,9.863800575737667,34093646557,5000851587,6069466080,23485918162,36381230159,108357879723,150181905821,46949540406,33189442623,18.159503113693816,137.70759407476896,424.90205451027487,172.15108846211504,91721624674,54036932027,62.927094470448154,103054978906,112.35625107195972,13760097783,39198988735,78.13237773638551,156792253600,7530,1100.58,103.48,-0.29,1.75,NULL,100,2.6,3,2.45,2.63,2.27,2.18,0.8,0.83,0.68,198.61355172413795
디와이파워,210540,기계,2019,7.466245390414686,455.59687552572916,57.22237363939521,1.227035963733034,12.566359914533287,343476252427,290368319033,27163712597,25644779864,7.466245390414686,7.466245390414686,262634138872,7.266124648517472,25644779864,5628831373,8542189886,50012431938,66010464493,95587850998,167046287874,32710429513,3222615337,12.454751561807463,127.55199961345241,500.8972834024999,157.2223736393952,80229734422,67817769847,54.19188578567581,111996856333,139.59519764070046,29487814176,20274566493,72.31963163271188,111521250800,8350,1166.11,103.5,-0.56,1.25,NULL,100,2.6,3,2.45,2.63,2.27,2.18,0.8,0.83,0.68,187.79354406130267
디와이파워,210540,기계,2020,11.551873361308443,794.9470639406309,52.23483340701042,-3.789350498929541,-30.979349901373936,304751063277,253686220636,15531975938,35204456897,11.551873361308443,11.551873361308443,287809530580,8.828884441315225,35204456897,4428528451,8706407160,23882634200,32420594350,98753238969,189056291612,22198989063,-10906111883,7.713083377838155,63.05732574699007,388.6335996029693,152.23483340648147,81868242653,95713597020,46.10169756307996,136152082156,166.30634510268288,33105100946,10127382113,103.86468933158235,131396325200,8590,1180.01,103.03,0.29,0.5,NULL,100,2.6,3,2.45,2.63,2.27,2.18,0.8,0.83,0.68,157.42230916030533
디와이파워,210540,기계,2021,9.610842292405549,1049.6867577041537,51.36607724768378,-4.7615171139837615,-38.763839769836416,437161571106,382721849461,12280451144,42014909162,9.610842292405549,9.610842292405549,342046278048,9.079360229039507,42014909162,4002614004,8951251102,12060985351,21409853681,116073402046,225972876002,27502539099,-16286592067,8.040590079199902,65.45899931130738,373.759807293461,151.3660772476838,107103112401,118099924497,47.558467184219026,158205310543,147.71308414518387,43789131166,21299926355,81.92475036469062,142990118600,8720,1144.61,109.6,0.52,1,NULL,100,2.6,3,2.45,2.63,2.27,2.18,0.8,0.83,0.68,222.12499233716474
디와이파워,210540,기계,2022,5.808501912240685,303.4879458132781,36.25815222997242,-10.205585081549515,-137.33504253827581,419018706092,378901440495,13149288131,24338709556,5.808501912240685,5.808501912240685,327522399303,5.451294386886369,24338709556,8019662689,6177412920,34269863823,44153658774,87153368942,240369030361,16344210717,-33425577122,4.990257384466556,67.15315238630147,488.1390334102995,136.2581522299724,84718806071,125146596570,40.36816216721615,154509584324,182.37932224223115,49769787839,16089482937,78.64986084154489,135260923000,9160,1292.2,118.78,0.23,3.25,NULL,100,2.6,3,2.45,2.63,2.27,2.18,0.8,0.83,0.68,304.6415576923077
락앤락,115390,화학,2018,13.477497699670918,6427.813338364345,11.930590456793162,-15.058750752728983,-190.19185183180582,434348760174,240338995903,157482044731,37516685443,8.637456551728345,13.477497699670918,739351255215,4.116056574645359,58539344161,910719417,10498217581,50977826894,84118973412,78806848009,660544407206,0,-111337062710,0,0,258.9594760301247,111.93059045679317,61573714524,316113981874,16.302811849903314,246485780649,400.3100715207389,111337062710,0,51.517047533832105,1121662620000,7530,1100.58,103.48,-0.29,1.75,NULL,703,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91,198.61355172413795
락앤락,115390,화학,2019,10.587228369629893,3082.7020157329216,16.947839548231663,-14.248638875462271,-221.52112023140336,485992890534,272634487875,189586740963,28415316229,5.846858417574334,10.587228369629893,799933632133,2.0473083166075807,51453177181,1669093442,8821014661,40645653899,38679143808,115924731051,684008901082,0,-113979654486,0,0,707.8461754200956,116.94783954823167,67419205538,342080381534,16.463803057790642,253897886994,376.5957859751011,113979654486,0,54.592657500467794,774868380000,8350,1166.11,103.5,-0.56,1.25,NULL,703,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91,187.79354406130267
락앤락,115390,화학,2020,10.770676188762419,4786.8405927811045,17.71407668366288,-21.530417846422843,-311.876929093481,501984850630,278322895833,195048510747,30855959390,6.146790954204139,10.770676188762419,783185018158,1.5009928680260365,54067162778,1129495786,15004368318,78822609475,68653203929,117856758172,665328259986,0,-168623006920,0,0,1002.5625809048298,117.7140766836629,70088169169,343875724820,16.930986056204798,274679671432,391.9059017930387,168623006920,0,52.649453973931365,538027525700,8590,1180.01,103.03,0.29,0.5,NULL,703,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91,157.42230916030533
락앤락,115390,화학,2021,8.373715850011214,4672.405007271775,19.565217844568732,-23.112894176384245,-421.7355548155754,543037527228,310422596838,199455247683,24287180553,4.47246816936885,8.373715850011214,829724564810,1.947117163838523,45472419489,973212284,9696936938,18741616568,-8674467403,135773113236,693951451574,0,-191773360620,0,0,840.4032887490755,119.56521784456872,101323013380,440718402921,18.69285451865444,350486845695,345.9104047572494,191773360620,0,51.688790396450734,597984802400,8720,1144.61,109.6,0.52,1,NULL,703,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91,222.12499233716474
락앤락,115390,화학,2022,2.181474968192694,912.5730317421155,17.676676244784378,-13.987387492290363,-871.5948228719134,521216116746,313011849652,204075785745,-8213595668,-1.5758522048930932,2.181474968192694,708510198267,-2.1725335068782363,11370199117,1245949499,8154077754,31705078238,59231505520,106428102752,602082095515,0,-99102066854,0,0,-691.4228550952924,117.67667624478437,68941250787,373321247906,15.588310333962118,259148544513,375.8976542413801,99102066854,0,46.515945685971666,314756783880,9160,1292.2,118.78,0.23,3.25,NULL,703,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91,304.6415576923077
롯데관광개발,032350,서비스업,2018,-139.86678399098506,-108.03395712531334,79.00809981020936,-2.3879099591045794,11.532625138939002,76076008694,74045980640,28900000,-106405066749,-139.86678399098506,-139.86678399098506,513892805305,-19.747668531138437,-106405066749,98492242236,93028222,2053895288,213923541371,226814842995,287077962310,873671159,-12271297477,0.17001038932262696,-0.8210804106358129,-223.50287063033267,179.00809981020936,74545029186,145596551204,33.86231217834313,220022036446,295.1531964619868,13144968636,873671159,3.1771808986091443,948124181700,7530,1100.58,103.48,-0.29,1.75,NULL,375,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34,198.61355172413795
롯데관광개발,032350,서비스업,2019,-15.556435774023154,-882.5519530236704,88.10733652956397,-2.65606187149024,111.00096934245502,88449397734,104604628531,38960000,-13759573751,-15.556435774023154,-15.556435774023154,575034053421,-2.553168379621365,-13759573751,1559066716,715582563,-23291651182,14845686754,269339409060,305694644361,1036616018,-15273260241,0.18027037039510108,-7.533780019345891,-1834.5387158246479,188.10733652956398,250744642684,-197649297250,472.2535292583929,48944421494,19.519628004847156,16309876259,1036616018,1.6211321817161624,990641966600,8350,1166.11,103.5,-0.56,1.25,NULL,375,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34,187.79354406130267
롯데관광개발,032350,서비스업,2021,-194.6272753892766,-290.2531808430394,2371.972387908195,50.518271499314224,-315.73477608119964,107071758778,238322024871,238320000,-208390846821,-194.6272753892766,-194.6272753892766,1302424556614,-15.409392991234904,-208390846821,71796231902,-82134492,-50901377865,23149512491,1249736890563,52687666051,718648982524,657962373584,55.177781997010236,-344.85630894397815,-622.702318156649,2471.972387908195,240448304997,-148968633705,262.843429147769,84843194232,35.28541997127348,60686608940,43713638345,8.699169828303798,1215787868100,8720,1144.61,109.6,0.52,1,NULL,375,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34,222.12499233716474
롯데렌탈,089860,서비스업,2018,2.065796932375088,45.97639637430706,628.0994863108888,-4.141866562745053,-512.0436601484222,1866253761771,0,1753900000,38553012961,2.065796932375088,2.065796932375088,4766166550092,0.6300766135086138,38553012961,83853925060,7541593037,-373548204497,-192451400850,4111562798860,654603751232,0,-197408258663,0,0,13691.289489978768,728.0994863108888,1495267675125,-620900761413,171.01146574463283,855221781773,57.19522972376876,197408258663,0,40.2376330059794,575423014568.5886,7530,1100.58,103.48,-0.29,1.75,AA-,780,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68,198.61355172413795
롯데렌탈,089860,서비스업,2019,1.903621226638171,39.18189846595473,702.4040207924415,-3.9614128605991423,-544.1515314096703,2050596654826,0,1924680000,39035593194,1.903621226638171,1.903621226638171,5362045957711,0.5380094925615863,39035593194,99626599839,4798000696,-294227609133,-267301099018,4693798314533,668247643178,0,-212412778160,0,0,16270.614458680626,802.4040207924417,2138616012388,-1188609558863,225.11594573412245,924399782717,43.22420562468369,212412778160,0,40.153544934365314,632261556790.9185,8350,1166.11,103.5,-0.56,1.25,AA-,780,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68,187.79354406130267
롯데렌탈,089860,서비스업,2020,2.5596366938115604,54.90683477193444,646.5605420740599,-2.279766676994387,-208.55814303194404,2252072787844,0,2092120000,57644881449,2.5596366938115604,2.5596366938115604,5273482392571,0.7872298007192231,57644881449,104986713746,11900715322,24993724912,71646741142,4567112032048,706370360523,0,-120223094303,0,0,11001.265318618494,746.5605420740599,2052625657641,-1225710159987,248.22677328752457,785635978674,38.27468373248826,120223094303,0,33.98825501183009,694382800000,8590,1180.01,103.03,0.29,0.5,AA-,780,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68,157.42230916030533
롯데렌탈,089860,서비스업,2021,6.208658200232441,144.3678025732699,384.0372529364137,-2.4528336004041047,-97.66628200052314,2422658838497,0,2177160000,150414606640,6.208658200232441,6.208658200232441,5989169174248,1.8963932237606376,150414606640,104188471362,21029433576,38638072378,214357726634,4751832763070,1237336411178,0,-146904353891,0,0,4183.754303948134,484.03725293641367,2183965095064,-1214055201839,225.17195775807633,942870489973,43.172415717814836,146904353891,0,30.893693595926706,1395757800300,8720,1144.61,109.6,0.52,1,AA-,780,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68,222.12499233716474
롯데렌탈,089860,서비스업,2022,5.0232520088794566,81.05620709255274,434.4223936523985,-6.204649501300966,-312.3976925316174,2738939589270,0,2430550000,137583837940,5.0232520088794566,5.0232520088794566,6927204106064,1.2750962394290961,137583837940,169738805793,46818176167,-419201789072,-344324525925,5631000169189,1296203936875,0,-429808735021,0,0,6375.064621819896,534.4223936523985,2332932577432,-1218059270635,209.25539818819865,1060657515567,45.46455932020675,429808735021,0,30.79612959696974,1012931841950,9160,1292.2,118.78,0.23,3.25,A+,780,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68,304.6415576923077
롯데쇼핑,023530,유통업,2018,-0.5266976078400822,-22.802984755592632,111.30217257188937,22.759266217390845,-6367.272804479259,17820781434515,10313111398016,6911701185620,-93861629514,-0.5266976078400822,-0.5266976078400822,26259308858206,-1.7707876216616003,-93861629514,411619928356,177669584552,173274991774,459884887008,13831935992803,12427372865403,7794899017801,5976426009886,29.684326651137678,-8304.670458164534,-2974.6316998055145,211.30217257188937,6603742844501,-895347154503,115.68474231861305,4440907005947,67.24833341511754,1818473007915,1980154167081,22.927169438634365,5968927305000,7530,1100.58,103.48,-0.29,1.75,AA,2847,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4,198.61355172413795
롯데쇼핑,023530,유통업,2019,-6.434071074627193,-163.54208034671592,188.1230743483669,23.442199067565493,-702.4028638550557,17622000488403,10184620579709,7007724639491,-1133812036195,-6.434071074627193,-6.434071074627193,33972615751676,-2.4033405556730494,-1133812036195,693284586934,105866827390,1636785011643,2677839986169,22181607402723,11791008348953,9550520295593,7963928212967,28.112407844608896,-842.3371767726096,-2716.743972528394,288.12307434836686,8201884223951,-2094586107711,134.29644448076405,4647809988201,56.66758834059795,1586592082626,2840441420764,18.4257381799625,3833126302500,8350,1166.11,103.5,-0.56,1.25,AA,2847,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4,187.79354406130267
롯데쇼핑,023530,유통업,2020,-4.765333592542912,-118.81492319710323,196.06012390597033,25.18782806570855,-1072.1715850465591,16184381959951,9643709238672,6192267413710,-771239790283,-4.765333592542912,-4.765333592542912,32829404196405,-2.0913252158660347,-771239790283,649110203946,119291369889,1489939445522,2088073998270,21740641629099,11088762567306,10182249494345,8269013883987,31.015639008946778,-1320.2443160523017,-3166.5604434186553,296.06012390597033,8779997004542,-2489304962003,139.57124184699853,5043372375292,57.441618404687404,1913235610358,3947546579453,14.96416941253117,2899597387500,8590,1180.01,103.03,0.29,0.5,AA,2847,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4,157.42230916030533
롯데쇼핑,023530,유통업,2021,-4.0982352309106655,-83.94468642397209,183.34758752280175,22.59937465527062,-1183.5953802053364,15573550042665,9031312694405,6333903001822,-638240714552,-4.0982352309106655,-4.0982352309106655,33426533819002,-0.8166092107516931,-638240714552,760311035446,214195200505,1828098311634,1627084440768,21629527142066,11797006676936,9952976590716,7554187612027,29.77567654669006,-1559.4393093054691,-7923.9441608097595,283.34758752280175,8994249448657,-1994063957743,128.48587312909387,5604905300949,62.31654273037659,2398788978689,3564742247058,14.659982651685507,2466779436000,8720,1144.61,109.6,0.52,1,AA,2847,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4,222.12499233716474
롯데쇼핑,023530,유통업,2022,-3.665940810835068,-71.06316216827699,187.29714861999335,25.109087623260436,-1403.1174031964042,15476035656554,8662606266375,6424519191456,-567342307033,-3.665940810835068,-3.665940810835068,31703575873070,-1.0052255376773043,-567342307033,798363441370,25956615041,1627838230821,2251294102318,20668459087068,11035116786002,9761288351418,7960478645676,30.78923459769578,-1720.5288994691923,-6485.393572584867,287.2971486199933,10622585640821,-4443071565008,171.90001528434829,4793450919525,45.12508612879042,1800809705742,4894848443231,18.990132377815286,2574276705000,9160,1292.2,118.78,0.23,3.25,AA-,2847,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4,304.6415576923077
롯데에너지머티리얼즈,020150,전기전자,2018,10.69763828464885,949.3194272582641,30.996966388033602,-4.977860604878613,-64.16215109025568,502008000000,422495000000,30792000000,53703000000,10.69763828464885,10.69763828464885,692205000000,5.967885236310052,53703000000,5657000000,2646000000,86016000000,147918000000,163792000000,528413000000,18640000000,-34457000000,2.692843882953749,34.70942033033536,396.4947954490438,130.9969663880336,109017000000,248464000000,30.495886494666852,306323000000,280.98645165432913,53097000000,13350000000,50.36265358320983,1890544235000,7530,1100.58,103.48,-0.29,1.75,NULL,201,2.59,2.17,2.34,2.16,2.92,2.03,1,1.02,1.06,198.61355172413795
롯데에너지머티리얼즈,020150,전기전자,2019,10.010501325591417,981.3193279101692,27.160082479642643,-31.685379674337078,-596.5130767691219,550214159127,472815035722,30549045847,55079195693,10.010501325591417,10.010501325591417,1036928098274,4.517135230298586,55079195693,5612769883,14024894804,48242400635,95129849036,221477150104,815450948170,4442434115,-328554604888,0.42842258035003333,8.06553919153287,472.84324729279393,127.16008247964265,100985308987,491728781901,17.037777663713804,508773575220,503.80949498851885,332997039003,666404115,49.197517933043436,1971238196250,8350,1166.11,103.5,-0.56,1.25,NULL,201,2.59,2.17,2.34,2.16,2.92,2.03,1,1.02,1.06,187.79354406130267
롯데에너지머티리얼즈,020150,전기전자,2020,8.425146263277425,248.02815730407576,26.63706936945574,-12.55018051735557,-299.9128620029842,536916980684,450520986414,35526395915,45236040935,8.425146263277425,8.425146263277425,1081009988959,3.9532045786323273,45236040935,18238268359,9438940859,49478844322,267150405797,227381589043,853628399916,1011750000,-135668705025,0.0935930296975612,2.2366015661136016,532.0792228244148,126.63706936945573,108570612943,410324751826,20.92341159981899,417101542120,384.1753590715933,136680455025,0,69.10249444264902,2347041501500,8590,1180.01,103.03,0.29,0.5,NULL,201,2.59,2.17,2.34,2.16,2.92,2.03,1,1.02,1.06,157.42230916030533
롯데에너지머티리얼즈,020150,전기전자,2021,11.35712271517275,743.1166419024676,29.963008054879648,-13.324681646024544,-298.6475019078141,688892613518,576234643856,42732411918,78238379493,11.35712271517275,11.35712271517275,1753565091431,3.602710467077399,78238379493,10528411703,5109874273,29896398554,487351693263,404284924962,1349280166469,923155386,-233656965889,0.052644489247140366,1.1799265168606858,639.9356354722028,129.96300805487965,148562451793,810848477631,15.484757077156939,824544893626,555.0156743339712,234580121275,175685386,83.30150329266169,6224962725000,8720,1144.61,109.6,0.52,1,NULL,201,2.59,2.17,2.34,2.16,2.92,2.03,1,1.02,1.06,222.12499233716474
롯데에너지머티리얼즈,020150,전기전자,2022,8.298396967356842,71.578013731264,22.119308615067236,-6.9753586031564145,-280.08182610139323,729362921828,599779830484,44810191189,60525430586,8.298396967356842,8.298396967356842,2430279801877,2.015699583322271,60525430586,84558689786,16142287098,28859414346,714044814300,440193361462,1990086440415,31090900969,-169520731241,1.2793136389064041,51.36832678096067,898.5896357691905,122.11930861506724,176543818151,1259804182671,12.291159109767735,1131275204828,640.7900410652765,200611632210,30607710969,85.27133428269016,2393152336500,9160,1292.2,118.78,0.23,3.25,NULL,201,2.59,2.17,2.34,2.16,2.92,2.03,1,1.02,1.06,304.6415576923077
롯데웰푸드,280360,음식료품,2018,1.2270760982590667,84.19676846417202,102.13482664775452,-7.8103115846226,-955.0861783140512,1694513272282,1087930323515,542207237720,20792967346,1.2270760982590667,1.2270760982590667,2542673938566,0.331088656092012,20792967346,24695683368,-9837083277,184724780858,217514031772,1284764066856,1257909871710,0,-198590757183,0,0,15261.190331645977,202.13482664775455,449280184771,254886192880,63.803129349875455,467030560230,103.95084761373295,198590757183,0,50.419223312640874,968924267000,7530,1100.58,103.48,-0.29,1.75,AA,855,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59,198.61355172413795
롯데웰푸드,280360,음식료품,2019,2.5135778314904336,165.78198195796753,108.80955808920199,-7.960218088422959,-410.98114316839593,2092996363228,1391035141067,604632354846,52609092600,2.5135778314904336,2.5135778314904336,2716174956217,1.5326211646903283,52609092600,31733902550,-18697129938,191036787830,385690921310,1415384426764,1300790529453,0,-216213450178,0,0,3400.022989678707,208.80955808920197,500870658830,270212072359,64.9567988713304,535986961380,107.01105204126537,216213450178,0,40.9594194759149,959299191500,8350,1166.11,103.5,-0.56,1.25,AA,855,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59,187.79354406130267
롯데웰푸드,280360,음식료품,2020,2.6948465062748546,115.72640442717936,106.50392240957349,-11.808192812003265,-557.8468142425571,2076048021946,1356848042950,606649815655,55946307588,2.6948465062748546,2.6948465062748546,2643035217453,1.5786997326584804,55946307588,48343597872,-18820731326,207297585037,259996236027,1363139326560,1279895890893,0,-312094694566,0,0,3266.9144509038333,206.5039224095735,508126264155,321925208904,61.216235456145306,599021345057,117.8882863008776,312094694566,0,36.8167481127241,654505134000,8590,1180.01,103.03,0.29,0.5,AA,855,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59,157.42230916030533
롯데웰푸드,280360,음식료품,2021,2.522466398514623,165.97330159809783,100.95742382204082,-11.06270681051435,-545.1199553326973,2145407244785,1412325390209,624610743795,54117176861,2.522466398514623,2.522466398514623,2666648726979,1.3630839086623443,54117176861,32605953090,-29034055571,212747090228,339038826418,1339676736464,1326971990515,0,-295003530332,0,0,3685.62898218146,200.95742382204085,685643071295,142291570476,82.81367111640236,580756229583,84.70241352925856,295003530332,0,31.378512220546444,773214398500,8720,1144.61,109.6,0.52,1,AA,855,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59,222.12499233716474
롯데웰푸드,280360,음식료품,2022,1.6079459600426573,107.0260648208921,94.4117066454931,-7.755704164880724,-618.1552632689477,3203264461054,2291069933141,799809816438,51506761491,1.6079459600426573,1.6079459600426573,4105259178628,1.0688733030411235,51506761491,48125437086,-34706098077,93735750670,198492948301,1993627503014,2111631675614,0,-318391757096,0,0,4543.360579911773,194.4117066454931,921106822210,527861308814,63.56984687848482,825525247545,89.62318241920386,318391757096,0,41.77001994471895,1155735315000,9160,1292.2,118.78,0.23,3.25,AA,855,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59,304.6415576923077
롯데정밀화학,004000,화학,2018,20.063544204421518,6063.6023834385305,23.37853936356749,-0.32632324028535525,-2.015762207611837,1371695610536,1071491562292,67616444355,275210755170,20.063544204421518,20.063544204421518,1700030432754,12.642323870745678,275210755170,4538733541,3546396520,273177219227,450852718230,322132427539,1377898005215,1279160000,-5547594394,0.07524335890433431,0.4647928818079265,149.8824686697712,123.37853936356748,228509391844,487849742333,31.898719642421597,544325644350,238.20712136050983,6826754394,1279160000,57.31403494409352,1059090000000,7530,1100.58,103.48,-0.29,1.75,AA-,275,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11,198.61355172413795
롯데정밀화학,004000,화학,2019,17.14931301015159,10688.943425249003,20.06362973423385,-0.5167352759548847,-4.119389686655522,1311271455369,1027792534901,69550560407,224874046294,17.14931301015159,17.14931301015159,1792685481726,9.39214735681864,224874046294,2103800510,75452084762,257512347852,461063684330,299572633402,1493112848324,1297430000,-9263438271,0.07237354311314177,0.5769585336245259,177.92342825803274,120.06362973423386,282524352977,578005391113,32.83144538783679,682714415084,241.64798817876738,10560868271,1297430000,58.58429819684238,1164870000000,8350,1166.11,103.5,-0.56,1.25,NULL,275,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11,187.79354406130267
롯데정밀화학,004000,화학,2020,20.537343792547667,1887.4280456799652,13.632115605216944,-0.37687651993504667,-2.7223195046811437,1263635638072,1029573955450,69489733577,259517195276,20.537343792547667,20.537343792547667,1874589381747,10.604551033183519,259517195276,13749779541,53054021633,253112488585,378240085454,224889055600,1649700326147,2007360000,-7064887225,0.1070826507151804,0.7734978785760789,113.12794067526963,113.63211560521695,169702704219,347100477998,32.83700837347857,364349947099,214.69896356442808,9072247225,2007360000,54.13857402765973,1424160000000,8590,1180.01,103.03,0.29,0.5,NULL,275,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11,157.42230916030533
롯데정밀화학,004000,화학,2021,41.95109144803005,1026.8098050875533,23.8704929153469,-8.3522695765477,-30.457183162594326,1780293056795,1431104011204,76446584901,746852368299,41.95109144803005,41.95109144803005,2723453687435,21.496912701988915,746852368299,72735219765,37274903999,308521791730,342303295724,524823793150,2198629894285,1342340000,-227470193767,0.04928815225289331,0.17973297762411306,89.64321596030017,123.87049291534692,309017089543,557846238066,35.647728967302974,622362344499,201.40062331808278,228812533767,1342340000,62.76213607733923,1935000000000,8720,1144.61,109.6,0.52,1,NULL,275,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11,222.12499233716474
롯데정밀화학,004000,화학,2022,6.497385334277647,28.90929130382845,18.11629253190718,-21.27943642227764,-360.2199899245942,2463759308094,1938383281754,90722390963,160079935956,6.497385334277647,6.497385334277647,2709845870581,5.3936304758788,160079935956,553731789111,94877566277,637910729053,851763720572,415627340272,2294218530309,1351200000,-576639929172,0.04986261450029622,0.844078298714084,284.36643208185075,118.11629253190719,397000732488,919298449764,30.160372189002533,1030026250589,259.45197736382875,577991129172,1351200000,43.4896674180305,1462860000000,9160,1292.2,118.78,0.23,3.25,NULL,275,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11,304.6415576923077
롯데정보통신,286940,서비스업,2018,4.262834068982502,992.886972518081,92.05949382917986,-19.78086017244546,-402.38322149147183,811729800927,740748273428,30324507805,34602694502,4.262834068982502,4.262834068982502,703889697648,3.3200654717760383,34602694502,3485058769,5403704301,107300289341,184393283881,337394043820,366495653828,23962214450,-139235436860,3.4042570206764107,69.24956219410893,1443.7305772711409,192.05949382917984,310829181463,93585566114,76.8590125175439,392081365715,126.14046206008234,163197651310,6309630997,59.24639405168271,505724400000,7530,1100.58,103.48,-0.29,1.75,NULL,2733,2.65,2.39,3.21,2.55,2.43,2.04,1.53,1.56,1.46,198.61355172413795
롯데정보통신,286940,서비스업,2019,5.411241540313636,2893.3412612065435,78.44914571781759,-21.481849496578352,-327.0507275707054,845658644418,770895533004,32980402330,45760631856,5.411241540313636,5.411241540313636,696683399862,7.6075257278267845,45760631856,1581584325,10635234241,117432668159,160959917836,306273349391,390410050471,0,-149660479426,0,0,577.8702220917972,178.4491457178176,292589724381,89258230472,76.6246671384264,374953217065,128.14982407815154,149660479426,0,51.44686001046802,635098653750,8350,1166.11,103.5,-0.56,1.25,NULL,2733,2.65,2.39,3.21,2.55,2.43,2.04,1.53,1.56,1.46,187.79354406130267
롯데정보통신,286940,서비스업,2020,4.481689471396947,6028.922604465901,57.13120153234381,-5.823229666817394,-99.3379941943263,849545893061,780662257849,30684772663,38074008844,4.481689471396947,4.481689471396947,649501373963,4.599391578762353,38074008844,631522601,3827434042,-14228048967,8827592171,236151658802,413349715161,0,-37821956695,0,0,790.5157747555367,157.13120153234382,226839490752,56508321600,80.05690563447855,269907812710,118.98625403152836,37821956695,0,44.043499720936616,618162689650,8590,1180.01,103.03,0.29,0.5,NULL,2733,2.65,2.39,3.21,2.55,2.43,2.04,1.53,1.56,1.46,157.42230916030533
