year,month,day,crb_index
2022,6,29,319.297
2022,6,30,310.571
2022,7,1,311.311
2022,7,4,311.311
2022,7,5,296.795
2022,7,6,294.64
2022,7,7,304.205
2022,7,8,307.072
2022,7,11,307.145
2022,7,12,294.609
2022,7,13,296.676
2022,7,14,291.704
2022,7,15,296.399
2022,7,18,305.955
2022,7,19,304.832
2022,7,20,306.527
2022,7,21,300.991
2022,7,22,300.288
2022,7,25,304.192
2022,7,26,306.075
2022,7,27,308.858
2022,7,28,308.815
2022,7,29,312.084
2022,8,1,305.784
2022,8,2,303.235
2022,8,3,301.142
2022,8,4,300.616
2022,8,5,300.452
2022,8,8,301.327
2022,8,9,304.286
2022,8,10,309.364
2022,8,11,315.573
2022,8,12,313.904
2022,8,15,309.763
2022,8,16,307.787
2022,8,17,309.091
2022,8,18,310.676
2022,8,19,312.513
2022,8,22,313.444
2022,8,23,317.19
2022,8,24,319.947
2022,8,25,317.706
2022,8,26,320.242
2022,8,29,323.163
2022,8,30,314.431
2022,8,31,311.061
2022,9,1,304.885
2022,9,2,304.755
2022,9,5,304.755
2022,9,6,302.871
2022,9,7,296.352
2022,9,8,298.296
2022,9,9,304.552
2022,9,12,308.384
2022,9,13,306.426
2022,9,14,307.054
2022,9,15,301.361
2022,9,16,299.107
2022,9,19,300.154
2022,9,20,299.924
2022,9,21,298.544
2022,9,22,298.161
2022,9,23,288.131
2022,9,26,283.73
2022,9,27,285.549
2022,9,28,291.855
2022,9,29,291.168
2022,9,30,288.119
2022,10,3,293.06
2022,10,4,301.267
2022,10,5,302.864
2022,10,6,303.285
2022,10,7,306.92
2022,10,10,304.256
2022,10,11,303.105
2022,10,12,300.226
2022,10,13,303.734
2022,10,14,297.533
2022,10,17,296.15
2022,10,18,292.118
2022,10,19,291.931
2022,10,20,292.367
2022,10,21,293.085
2022,10,24,292.6
2022,10,25,294.967
2022,10,26,298.609
2022,10,27,298.064
2022,10,28,293.593
2022,10,31,295.315
2022,11,1,297.729
2022,11,2,302.419
2022,11,3,299.932
2022,11,4,309.914
2022,11,7,309.331
2022,11,8,306.273
2022,11,9,301.707
2022,11,10,304.263
2022,11,11,308.257
2022,11,14,304.449
2022,11,15,306.862
2022,11,16,305.192
2022,11,17,299.635
2022,11,18,298.37
2022,11,21,298.607
2022,11,22,301.583
2022,11,23,299.06
2022,11,24,299.06
2022,11,25,295.219
2022,11,28,294.962
2022,11,29,297.807
2022,11,30,302.423
2022,12,1,302.144
2022,12,2,299.178
2022,12,5,292.435
2022,12,6,289.333
2022,12,7,287.671
2022,12,8,288.262
2022,12,9,288.162
2022,12,12,291.613
2022,12,13,297.78
2022,12,14,299.545
2022,12,15,297.509
2022,12,16,293.928
2022,12,19,293.146
2022,12,20,295.034
2022,12,21,299.342
2022,12,22,296.594
2022,12,23,301.467
2022,12,26,301.467
2022,12,27,302.004
2022,12,28,300.833
2022,12,29,299.411
2022,12,30,301.331
2023,1,2,301.331
2023,1,3,293.262
2023,1,4,286.778
2023,1,5,286.29
2023,1,6,287.557
2023,1,9,291.806
2023,1,10,291.25
2023,1,11,294.743
2023,1,12,297.493
2023,1,13,299.861
2023,1,16,299.861
2023,1,17,301.436
2023,1,18,300.291
2023,1,19,300.863
2023,1,20,302.896
2023,1,23,304.963
2023,1,24,302.516
2023,1,25,302.022
2023,1,26,304.317
2023,1,27,302.305
2023,1,30,298.895
2023,1,31,302.924
2023,2,1,296.112
2023,2,2,295.962
2023,2,3,290.078
2023,2,6,290.212
2023,2,7,295.242
2023,2,8,295.435
2023,2,9,294.977
2023,2,10,297.402
2023,2,13,297.648
2023,2,14,298.522
2023,2,15,295.098
2023,2,16,294.989
2023,2,17,292.104
2023,2,20,292.104
2023,2,21,293.251
2023,2,22,290.693
2023,2,23,291.645
2023,2,24,291.914
2023,2,27,293.613
2023,2,28,295.007
2023,3,1,298.297
2023,3,2,296.686
2023,3,3,300.827
2023,3,6,299.342
2023,3,7,294.996
2023,3,8,292.232
2023,3,9,289.686
2023,3,10,290.095
2023,3,13,289.856
2023,3,14,285.959
2023,3,15,278.282
2023,3,16,281.183
2023,3,17,279.04
2023,3,20,279.717
2023,3,21,282.501
2023,3,22,283.602
2023,3,23,282.684
2023,3,24,283.502
2023,3,27,287.821
2023,3,28,289.131
2023,3,29,288.314
2023,3,30,290.188
2023,3,31,293.9
2023,4,3,297.98
2023,4,4,297.81
2023,4,5,299.057
2023,4,6,298.814
2023,4,7,298.814
2023,4,10,298.641
2023,4,11,302.026
2023,4,12,303.171
2023,4,13,303.058
2023,4,14,303.79
2023,4,17,304.569
2023,4,18,306.944
2023,4,19,302.689
2023,4,20,299.304
2023,4,21,298.125
2023,4,24,300.242
2023,4,25,296.074
2023,4,26,291.887
2023,4,27,292.231
2023,4,28,295.509
2023,5,1,293.613
2023,5,2,287.389
2023,5,3,282.937
2023,5,4,283.248
2023,5,5,288.578
2023,5,8,291.346
2023,5,9,291.521
2023,5,10,289.464
2023,5,11,284.833
2023,5,12,284.805
2023,5,15,289.044
2023,5,16,287.144
2023,5,17,289.827
2023,5,18,289.181
2023,5,19,289.743
2023,5,22,289.258
2023,5,23,288.886
2023,5,24,290.573
2023,5,25,285.964
2023,5,26,288.453
2023,5,29,288.453
2023,5,30,282.857
2023,5,31,281.075
2023,6,1,285.013
2023,6,2,287.625
2023,6,5,288.591
2023,6,6,288.894
2023,6,7,289.774
2023,6,8,290.795
2023,6,9,288.86
2023,6,12,285.006
2023,6,13,289.335
2023,6,14,288.774
2023,6,15,296.191
2023,6,16,300.665
2023,6,19,300.665
2023,6,20,296.958
2023,6,21,300.591
2023,6,22,295.164
2023,6,23,292.18
2023,6,26,292.8
2023,6,27,288.698
2023,6,28,288.191
2023,6,29,288.073
