종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
095570,AJ네트웍스,KOSPI,서비스업,4480,40,0.9,209763881600
006840,AK홀딩스,KOSPI,기타금융,19420,210,1.09,257267634620
027410,BGF,KOSPI,기타금융,3850,25,0.65,368509645350
282330,BGF리테일,KOSPI,유통업,175900,1000,0.57,3040239065400
138930,BNK금융지주,KOSPI,기타금융,7030,100,1.44,2291324779380
001460,BYC,KOSPI,섬유의복,399500,-2500,-0.62,249533692500
001465,BYC우,KOSPI,섬유의복,147500,-1000,-0.67,31769287500
001040,CJ,KOSPI,기타금융,67200,-1100,-1.61,1960694265600
079160,"CJ CGV",KOSPI,서비스업,9400,100,1.08,448647401800
00104K,CJ4우(전환),KOSPI,기타금융,58800,-100,-0.17,248518905600
000120,CJ대한통운,KOSPI,운수창고업,76000,-400,-0.52,1733738144000
011150,CJ씨푸드,KOSPI,음식료품,3600,55,1.55,129350782800
011155,CJ씨푸드1우,KOSPI,음식료품,23950,-400,-1.64,4790000000
001045,CJ우,KOSPI,기타금융,44700,0,0,101031968100
097950,CJ제일제당,KOSPI,음식료품,280000,10500,3.9,4215172080000
097955,"CJ제일제당 우",KOSPI,음식료품,137500,1900,1.4,182522037500
000590,CS홀딩스,KOSPI,기타금융,60900,1300,2.18,70307953800
012030,DB,KOSPI,서비스업,2255,10,0.45,453647218915
016610,DB금융투자,KOSPI,증권,4105,60,1.48,174242426845
005830,DB손해보험,KOSPI,보험,76000,1400,1.88,5380800000000
000990,DB하이텍,KOSPI,전기전자,62700,-400,-0.63,2783791467600
000995,DB하이텍1우,KOSPI,전기전자,30000,0,0,3369480000
139130,DGB금융지주,KOSPI,기타금융,7490,220,3.03,1266902289170
001530,DI동일,KOSPI,유통업,21400,300,1.42,557270487800
000210,DL,KOSPI,화학,42050,750,1.82,881194922200
001880,DL건설,KOSPI,건설업,13700,-50,-0.36,302129990800
000215,DL우,KOSPI,화학,24900,-50,-0.2,41984263500
375500,DL이앤씨,KOSPI,건설업,35200,450,1.29,1362015529600
37550L,DL이앤씨2우(전환),KOSPI,건설업,24600,300,1.23,51953994600
37550K,DL이앤씨우,KOSPI,건설업,20300,200,1,42911865500
007340,DN오토모티브,KOSPI,전기전자,91700,500,0.55,916450258500
004840,DRB동일,KOSPI,화학,5380,30,0.56,107223400000
155660,DSR,KOSPI,철강금속,5080,40,0.79,81280000000
069730,DSR제강,KOSPI,철강금속,4900,70,1.45,70560000000
017940,E1,KOSPI,유통업,50500,-700,-1.37,346430000000
365550,ESR켄달스퀘어리츠,KOSPI,서비스업,4075,65,1.62,868337675000
383220,F&F,KOSPI,섬유의복,120200,600,0.5,4604510415000
007700,F&F홀딩스,KOSPI,기타금융,20200,200,1,790110213400
114090,GKL,KOSPI,서비스업,15840,-500,-3.06,979793812800
078930,GS,KOSPI,기타금융,36550,-100,-0.27,3396057065900
006360,GS건설,KOSPI,건설업,19020,380,2.04,1627759939800
001250,GS글로벌,KOSPI,유통업,2890,-10,-0.34,238522577960
007070,GS리테일,KOSPI,유통업,23200,300,1.31,2429455790400
078935,GS우,KOSPI,기타금융,34100,200,0.59,60862566600
012630,HDC,KOSPI,기타금융,6400,-30,-0.47,382347014400
039570,HDC랩스,KOSPI,건설업,8330,60,0.73,216226816330
089470,HDC현대EP,KOSPI,화학,4585,45,0.99,146261500000
294870,HDC현대산업개발,KOSPI,건설업,11540,150,1.32,760570588200
009540,HD한국조선해양,KOSPI,기타금융,116100,-400,-0.34,8216758767600
267250,HD현대,KOSPI,기타금융,60000,100,0.17,4739585100000
267270,HD현대건설기계,KOSPI,기계,87300,1500,1.75,1719879228900
322000,HD현대에너지솔루션,KOSPI,전기전자,39000,350,0.91,436800000000
042670,HD현대인프라코어,KOSPI,기계,12030,70,0.59,2401229539590
267260,HD현대일렉트릭,KOSPI,전기전자,64700,-400,-0.61,2332249634500
329180,HD현대중공업,KOSPI,운수장비,131600,-100,-0.08,11682542065600
097230,HJ중공업,KOSPI,건설업,4100,5,0.12,341424552100
014790,"HL D&I",KOSPI,건설업,2725,45,1.68,103164687725
003580,HLB글로벌,KOSPI,광업,5090,100,2,215680906310
204320,HL만도,KOSPI,운수장비,53300,-600,-1.11,2502814496000
060980,HL홀딩스,KOSPI,기타금융,37300,300,0.81,379318993000
011200,HMM,KOSPI,운수창고업,19130,280,1.49,9355325558480
082740,HSD엔진,KOSPI,기계,10140,20,0.2,725456099160
003560,IHQ,KOSPI,서비스업,239,0,0,57908659872
175330,JB금융지주,KOSPI,기타금융,8620,150,1.77,1697992546280
234080,JW생명과학,KOSPI,의약품,13470,70,0.52,213291442380
001060,JW중외제약,KOSPI,의약품,23900,700,3.02,545757360400
001067,JW중외제약2우B,KOSPI,의약품,60000,0,0,12354960000
001065,JW중외제약우,KOSPI,의약품,30000,300,1.01,10059750000
096760,JW홀딩스,KOSPI,기타금융,3270,55,1.71,237101679930
105560,KB금융,KOSPI,기타금융,48650,900,1.88,19630813652800
432320,KB스타리츠,KOSPI,서비스업,4555,-30,-0.65,461942068175
002380,KCC,KOSPI,화학,200000,3600,1.83,1777294200000
344820,KCC글라스,KOSPI,비금속광물,43800,-650,-1.46,699508425600
009070,KCTC,KOSPI,운수창고업,4285,0,0,128550000000
009440,KC그린홀딩스,KOSPI,기타금융,4000,140,3.63,89739920000
119650,KC코트렐,KOSPI,기계,2210,35,1.61,80301300300
092220,KEC,KOSPI,전기전자,2050,40,1.99,296764439050
003620,KG모빌리티,KOSPI,운수장비,7730,320,4.32,1445170065520
016380,KG스틸,KOSPI,철강금속,9150,110,1.22,915081407550
001390,KG케미칼,KOSPI,화학,43350,50,0.12,601095261600
033180,"KH 필룩스",KOSPI,전기전자,442,0,0,84294994836
001940,KISCO홀딩스,KOSPI,철강금속,18020,-270,-1.48,291498367600
025000,KPX케미칼,KOSPI,화학,46650,-300,-0.64,225786000000
092230,KPX홀딩스,KOSPI,화학,51300,200,0.39,216724339800
000040,KR모터스,KOSPI,운수장비,595,3,0.51,57202386675
044450,KSS해운,KOSPI,운수창고업,9240,-380,-3.95,213313531200
030200,KT,KOSPI,통신업,29750,-50,-0.17,7768076288000
033780,KT&G,KOSPI,기타제조업,82800,0,0,11367818751600
058850,KTcs,KOSPI,서비스업,3790,-10,-0.26,161776150000
058860,KTis,KOSPI,서비스업,3375,15,0.45,117456750000
093050,LF,KOSPI,섬유의복,16620,-370,-2.18,485968800000
003550,LG,KOSPI,기타금융,90000,2000,2.27,14157089370000
034220,LG디스플레이,KOSPI,전기전자,15970,210,1.33,5714316729000
051900,LG생활건강,KOSPI,화학,459000,0,0,7168752423000
051905,LG생활건강우,KOSPI,화학,187400,-100,-0.05,393483217800
373220,LG에너지솔루션,KOSPI,전기전자,573000,20000,3.62,134082000000000
003555,LG우,KOSPI,기타금융,65600,-100,-0.15,198218272000
032640,LG유플러스,KOSPI,통신업,10790,60,0.56,4711036585190
011070,LG이노텍,KOSPI,전기전자,312500,3000,0.97,7395970937500
066570,LG전자,KOSPI,전기전자,127100,400,0.32,20799637159400
066575,LG전자우,KOSPI,전기전자,54800,300,0.55,941792361600
037560,LG헬로비전,KOSPI,서비스업,4450,145,3.37,344638549250
051910,LG화학,KOSPI,화학,691000,24000,3.6,48779309013000
051915,LG화학우,KOSPI,화학,373000,21000,5.97,2867922400000
079550,LIG넥스원,KOSPI,기계,81200,100,0.12,1786400000000
006260,LS,KOSPI,기타금융,93500,600,0.65,3010700000000
010120,"LS ELECTRIC",KOSPI,전기전자,80900,1600,2.02,2427000000000
000680,LS네트웍스,KOSPI,유통업,2780,10,0.36,219072384480
229640,LS전선아시아,KOSPI,기타금융,7070,70,1,216517894530
108320,LX세미콘,KOSPI,전기전자,115800,2000,1.76,1883405940000
001120,LX인터내셔널,KOSPI,유통업,35050,-1000,-2.77,1358538000000
108670,LX하우시스,KOSPI,화학,46650,1100,2.41,418341805500
108675,LX하우시스우,KOSPI,화학,19870,270,1.38,20512397100
383800,LX홀딩스,KOSPI,기타금융,7970,50,0.63,607957099300
38380K,LX홀딩스1우,KOSPI,기타금융,10300,120,1.18,15092435500
023150,MH에탄올,KOSPI,음식료품,7330,100,1.38,54084595580
035420,NAVER,KOSPI,서비스업,189300,6500,3.56,31054491790500
181710,NHN,KOSPI,서비스업,24250,-350,-1.42,847214538500
400760,NH올원리츠,KOSPI,서비스업,3455,-45,-1.29,145801000000
005940,NH투자증권,KOSPI,증권,9680,130,1.36,3210526115280
005945,NH투자증권우,KOSPI,증권,9240,30,0.33,174367744320
338100,NH프라임리츠,KOSPI,서비스업,4380,-10,-0.23,81730800000
034310,NICE,KOSPI,서비스업,11930,210,1.79,451935839000
008260,NI스틸,KOSPI,철강금속,7750,-50,-0.64,221650906750
004250,NPC,KOSPI,화학,6900,230,3.45,253368000000
004255,NPC우,KOSPI,화학,3280,70,2.18,17318400000
456040,OCI,KOSPI,화학,127600,5600,4.59,948926620400
010060,OCI홀딩스,KOSPI,화학,114500,1200,1.06,1879247509000
178920,PI첨단소재,KOSPI,화학,37200,-750,-1.98,1092427178400
005490,POSCO홀딩스,KOSPI,철강금속,402000,14000,3.61,33997634460000
010950,S-Oil,KOSPI,화학,66400,-300,-0.45,7475497388800
010955,S-Oil우,KOSPI,화학,50000,-300,-0.6,201096350000
034120,SBS,KOSPI,서비스업,31500,350,1.12,574956333000
005090,SGC에너지,KOSPI,전기가스업,26050,-50,-0.19,382335954200
001380,SG글로벌,KOSPI,운수장비,1405,4,0.29,63174620915
004060,SG세계물산,KOSPI,유통업,549,-2,-0.36,111131303040
001770,SHD,KOSPI,철강금속,26850,350,1.32,32619474300
002360,SH에너지화학,KOSPI,화학,742,3,0.41,82461227660
009160,SIMPAC,KOSPI,철강금속,5260,150,2.94,344159254160
123700,SJM,KOSPI,운수장비,4910,-25,-0.51,76620049180
025530,SJM홀딩스,KOSPI,유통업,4610,35,0.77,68845776880
034730,SK,KOSPI,기타금융,149700,1000,0.67,10957789851300
011790,SKC,KOSPI,화학,99900,2300,2.36,3783042970200
018670,SK가스,KOSPI,유통업,126100,-1800,-1.41,1163933768400
001740,SK네트웍스,KOSPI,유통업,5140,60,1.18,1211900282100
001745,SK네트웍스우,KOSPI,유통업,23750,0,0,2699140000
006120,SK디스커버리,KOSPI,기타금융,35550,-350,-0.97,676795745250
006125,SK디스커버리우,KOSPI,기타금융,29100,-100,-0.34,39531040500
210980,SK디앤디,KOSPI,서비스업,22400,150,0.67,497059673600
068400,SK렌터카,KOSPI,서비스업,10480,490,4.9,495555603200
395400,SK리츠,KOSPI,서비스업,5070,-40,-0.78,996529180530
302440,SK바이오사이언스,KOSPI,의약품,78800,-700,-0.88,6050582824800
326030,SK바이오팜,KOSPI,서비스업,82400,1500,1.85,6453011800000
402340,SK스퀘어,KOSPI,기타금융,45950,1700,3.84,6500434887450
361610,SK아이이테크놀로지,KOSPI,전기전자,95500,-1300,-1.34,6808920036000
100090,SK오션플랜트,KOSPI,철강금속,20700,550,2.73,1101964748400
03473K,SK우,KOSPI,기타금융,138900,400,0.29,78636151500
096770,SK이노베이션,KOSPI,화학,163500,5000,3.15,15118119714000
096775,SK이노베이션우,KOSPI,화학,108000,3600,3.45,134830008000
001510,SK증권,KOSPI,증권,684,6,0.88,323251676964
001515,SK증권우,KOSPI,증권,2495,-40,-1.58,9761722430
285130,SK케미칼,KOSPI,화학,70400,200,0.28,1214666323200
28513K,SK케미칼우,KOSPI,화학,32800,-50,-0.15,69386071200
017670,SK텔레콤,KOSPI,통신업,46350,-250,-0.54,10142916224400
000660,SK하이닉스,KOSPI,전기전자,117600,2400,2.08,85613078124000
003570,SNT다이내믹스,KOSPI,운수장비,10200,-270,-2.58,339177509400
064960,SNT모티브,KOSPI,운수장비,52800,-100,-0.19,772101580800
100840,SNT에너지,KOSPI,기계,24300,1000,4.29,182413077300
036530,SNT홀딩스,KOSPI,기타금융,16550,-20,-0.12,269829313300
005610,SPC삼립,KOSPI,음식료품,68700,600,0.88,592812918300
011810,STX,KOSPI,유통업,10320,480,4.88,318154856880
077970,STX엔진,KOSPI,기계,14340,120,0.84,329947683360
071970,STX중공업,KOSPI,기계,7230,-80,-1.09,206435796870
002820,SUN&L,KOSPI,종이목재,2770,-80,-2.81,34924129530
084870,TBH글로벌,KOSPI,섬유의복,1870,59,3.26,39002251530
002710,TCC스틸,KOSPI,철강금속,37400,2400,6.86,980392267800
069260,TKG휴켐스,KOSPI,화학,22050,-50,-0.23,901372865400
002900,TYM,KOSPI,기계,7760,100,1.31,349595418560
024070,WISCOM,KOSPI,화학,2955,0,0,45289624290
037270,"YG PLUS",KOSPI,서비스업,6570,200,3.14,416731223700
000500,가온전선,KOSPI,전기전자,20700,550,2.73,131629768200
000860,강남제비스코,KOSPI,화학,23150,-100,-0.43,150475000000
035250,강원랜드,KOSPI,서비스업,17490,110,0.63,3741819345000
011420,갤럭시아에스엠,KOSPI,서비스업,2240,50,2.28,61711202560
002100,경농,KOSPI,화학,10450,30,0.29,204010908750
009450,경동나비엔,KOSPI,전기전자,54000,3200,6.3,786703968000
267290,경동도시가스,KOSPI,전기가스업,20350,-50,-0.25,119971512100
012320,경동인베스트,KOSPI,기타금융,86400,600,0.7,204337987200
000050,경방,KOSPI,유통업,9930,-10,-0.1,272233631100
214390,경보제약,KOSPI,의약품,7150,-100,-1.38,170934049000
012610,경인양행,KOSPI,화학,5170,-50,-0.96,215156607050
009140,경인전자,KOSPI,전기전자,26300,-900,-3.31,41311961100
013580,계룡건설,KOSPI,건설업,16980,160,0.95,151646800860
012200,계양전기,KOSPI,기계,2225,35,1.6,60570794525
012205,계양전기우,KOSPI,기계,4260,-35,-0.81,4980276540
002140,고려산업,KOSPI,음식료품,4245,45,1.07,105867859125
010130,고려아연,KOSPI,철강금속,490000,2500,0.51,9732947420000
002240,고려제강,KOSPI,철강금속,19100,120,0.63,477500000000
009290,광동제약,KOSPI,의약품,6640,20,0.3,348074450640
017040,광명전기,KOSPI,전기전자,2885,15,0.52,125029019275
017900,광전자,KOSPI,전기전자,3025,110,3.77,175279883075
037710,광주신세계,KOSPI,유통업,33600,150,0.45,267361584000
030610,교보증권,KOSPI,증권,5330,50,0.95,344602067680
339770,교촌에프앤비,KOSPI,유통업,8700,-40,-0.46,217348098000
007690,국도화학,KOSPI,화학,54800,900,1.67,493781756800
005320,국동,KOSPI,유통업,1105,25,2.31,63395535125
001140,국보,KOSPI,운수창고업,7040,200,2.92,79599097600
002720,국제약품,KOSPI,의약품,4200,50,1.2,88871294400
083420,그린케미칼,KOSPI,화학,9090,120,1.34,218160000000
014530,극동유화,KOSPI,화학,3905,40,1.03,136165085100
014280,금강공업,KOSPI,철강금속,7540,230,3.15,221143351780
014285,금강공업우,KOSPI,철강금속,11790,360,3.15,6954626250
008870,금비,KOSPI,비금속광물,92000,1300,1.43,92000000000
001570,금양,KOSPI,화학,55800,2700,5.08,3239192064600
002990,금호건설,KOSPI,건설업,6100,-20,-0.33,225416929500
002995,금호건설우,KOSPI,건설업,19780,180,0.92,5781021480
011780,금호석유,KOSPI,화학,134600,1900,1.43,3945706395200
011785,금호석유우,KOSPI,화학,67300,100,0.15,203480607800
214330,금호에이치티,KOSPI,운수장비,781,-19,-2.38,153189170024
001210,금호전기,KOSPI,전기전자,1313,67,5.38,44496411934
073240,금호타이어,KOSPI,화학,4790,40,0.84,1375976774730
092440,기신정기,KOSPI,기계,3425,35,1.03,100010000000
