종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
111770,영원무역,KOSPI,유통업,63700,-800,-1.24,2822640511600
009970,영원무역홀딩스,KOSPI,기타금융,78500,1200,1.55,1070393972000
003520,영진약품,KOSPI,의약품,2445,-20,-0.81,447172727295
000670,영풍,KOSPI,철강금속,572000,0,0,1053646880000
006740,영풍제지,KOSPI,종이목재,23800,0,0,1106275122400
012280,영화금속,KOSPI,운수장비,1031,1,0.1,55049734655
012160,영흥,KOSPI,철강금속,777,2,0.26,78718159044
015360,예스코홀딩스,KOSPI,서비스업,31800,-100,-0.31,190800000000
007310,오뚜기,KOSPI,음식료품,399000,6500,1.66,1599124170000
002630,오리엔트바이오,KOSPI,의약품,715,0,0,84786848575
271560,오리온,KOSPI,음식료품,122200,2200,1.83,4831315330400
001800,오리온홀딩스,KOSPI,기타금융,14780,100,0.68,925899337160
011690,와이투솔루션,KOSPI,전기전자,1350,23,1.73,246829790700
070960,용평리조트,KOSPI,서비스업,3080,10,0.33,148250665640
316140,우리금융지주,KOSPI,기타금융,11930,140,1.19,8685762349570
010050,우리종금,KOSPI,기타금융,736,4,0.55,643413706816
006980,우성,KOSPI,음식료품,22950,-100,-0.43,70915500000
017370,우신시스템,KOSPI,기계,3510,10,0.29,64282329540
105840,우진,KOSPI,의료정밀,9280,-50,-0.54,188603137920
010400,우진아이엔에스,KOSPI,건설업,6110,150,2.52,46570420000
049800,우진플라임,KOSPI,기계,3390,-15,-0.44,67800000000
016880,웅진,KOSPI,서비스업,1379,-11,-0.79,110219443320
095720,웅진씽크빅,KOSPI,서비스업,2670,-30,-1.11,308400979950
005820,원림,KOSPI,섬유의복,23250,-250,-1.06,53427802500
010600,웰바이오텍,KOSPI,유통업,1858,-39,-2.06,143125372390
008600,윌비스,KOSPI,유통업,590,7,1.2,39669263010
033270,유나이티드제약,KOSPI,의약품,24050,150,0.63,390687969100
014830,유니드,KOSPI,화학,67200,-100,-0.15,454782720000
446070,유니드비티플러스,KOSPI,종이목재,8110,280,3.58,86056953650
000910,유니온,KOSPI,비금속광물,6370,100,1.59,99446013030
047400,유니온머티리얼,KOSPI,비금속광물,3905,90,2.36,164010000000
011330,유니켐,KOSPI,기타제조업,1333,-27,-1.99,114273163232
077500,유니퀘스트,KOSPI,유통업,12250,120,0.99,335110693750
002920,유성기업,KOSPI,운수장비,3060,30,0.99,79399350000
000700,유수홀딩스,KOSPI,서비스업,6110,-30,-0.49,159115471320
003470,유안타증권,KOSPI,증권,2700,20,0.75,538910755200
003475,유안타증권우,KOSPI,증권,2710,30,1.12,34992094520
072130,유엔젤,KOSPI,서비스업,4000,45,1.14,52781816000
000220,유유제약,KOSPI,의약품,5080,40,0.79,87540343080
000225,유유제약1우,KOSPI,의약품,5620,-210,-3.6,12740146600
000227,유유제약2우B,KOSPI,의약품,12730,40,0.32,4144378800
001200,유진투자증권,KOSPI,증권,3870,-80,-2.03,374873037660
000100,유한양행,KOSPI,의약품,60300,-100,-0.17,4621311017100
000105,유한양행우,KOSPI,의약품,55000,100,0.18,64951700000
003460,유화증권,KOSPI,증권,2450,20,0.82,138920916750
003465,유화증권우,KOSPI,증권,2520,25,1,44040591000
008730,율촌화학,KOSPI,화학,30700,600,1.99,761360000000
008250,이건산업,KOSPI,종이목재,7930,30,0.38,86854395550
025820,이구산업,KOSPI,철강금속,4740,55,1.17,158515080000
214320,이노션,KOSPI,서비스업,39450,100,0.25,789000000000
088260,이리츠코크렙,KOSPI,서비스업,5170,20,0.39,327476020300
139480,이마트,KOSPI,유통업,77900,1000,1.3,2171526300100
457190,이수스페셜티케미컬,KOSPI,화학,333000,8000,2.46,1834413417000
007660,이수페타시스,KOSPI,전기전자,31400,3200,11.35,1985937556600
005950,이수화학,KOSPI,화학,27250,1000,3.81,611784163750
015020,이스타코,KOSPI,서비스업,896,-6,-0.67,38395033600
093230,이아이디,KOSPI,유통업,1392,0,0,339310256256
074610,이엔플러스,KOSPI,기계,9350,300,3.31,611054561150
102460,이연제약,KOSPI,의약품,16820,170,1.02,302736065140
084680,이월드,KOSPI,기타제조업,1513,8,0.53,214552770009
350520,이지스레지던스리츠,KOSPI,서비스업,3820,5,0.13,108329916940
334890,이지스밸류리츠,KOSPI,서비스업,4670,25,0.54,171600714450
000760,이화산업,KOSPI,유통업,20600,0,0,57680000000
014990,인디에프,KOSPI,섬유의복,1170,45,4,82734204150
101140,인바이오젠,KOSPI,유통업,467,0,0,65792982110
006490,인스코비,KOSPI,통신업,1496,-31,-2.03,170667832896
023800,인지컨트롤스,KOSPI,운수장비,9950,610,6.53,157301510150
034590,인천도시가스,KOSPI,전기가스업,25750,50,0.19,112649915500
129260,인터지스,KOSPI,운수창고업,2620,30,1.16,77939429880
023810,인팩,KOSPI,운수장비,11250,1380,13.98,112500000000
249420,일동제약,KOSPI,의약품,15740,-40,-0.25,421883705900
000230,일동홀딩스,KOSPI,의약품,8920,160,1.83,102940368000
013360,일성건설,KOSPI,건설업,2220,10,0.45,119935233600
003120,일성신약,KOSPI,의약품,26000,-300,-1.14,345800000000
003200,일신방직,KOSPI,섬유의복,10470,0,0,243741600000
007110,일신석재,KOSPI,유통업,1278,15,1.19,98989547580
007570,일양약품,KOSPI,의약품,17250,110,0.64,329227704000
007575,일양약품우,KOSPI,의약품,17870,100,0.56,7953579600
008500,일정실업,KOSPI,섬유의복,12900,0,0,15480000000
081000,일진다이아,KOSPI,화학,19940,-1110,-5.27,283207321500
020760,일진디스플,KOSPI,전기전자,1433,47,3.39,73819190853
103590,일진전기,KOSPI,전기전자,10620,850,8.7,393793741800
271940,일진하이솔루스,KOSPI,운수장비,32400,-650,-1.97,1176547356000
015860,일진홀딩스,KOSPI,기타금융,4770,50,1.06,235387493910
226320,잇츠한불,KOSPI,화학,15100,-20,-0.13,331132656500
317400,자이에스앤디,KOSPI,서비스업,6420,60,0.94,248983778400
033240,자화전자,KOSPI,전기전자,34000,800,2.41,740427520000
000950,전방,KOSPI,섬유의복,28200,500,1.81,47376000000
348950,제이알글로벌리츠,KOSPI,서비스업,4220,-65,-1.52,832926720000
194370,제이에스코퍼레이션,KOSPI,기타제조업,14660,0,0,195499910660
025620,제이준코스메틱,KOSPI,화학,6950,50,0.72,31169679700
030000,제일기획,KOSPI,서비스업,18480,350,1.93,2125961838000
271980,제일약품,KOSPI,의약품,18720,-90,-0.48,275275203840
001560,제일연마,KOSPI,비금속광물,8110,-290,-3.45,81100000000
002620,제일파마홀딩스,KOSPI,서비스업,12670,100,0.8,202382407850
006220,제주은행,KOSPI,은행,13510,-240,-1.75,434059736740
089590,제주항공,KOSPI,운수창고업,15060,200,1.35,1159525287660
004910,조광페인트,KOSPI,화학,6920,150,2.22,88576000000
004700,조광피혁,KOSPI,기타제조업,49050,500,1.03,326140218900
001550,조비,KOSPI,화학,15890,-130,-0.81,82504677710
000480,조선내화,KOSPI,비금속광물,21200,0,0,848000000000
120030,조선선재,KOSPI,기계,106700,-300,-0.28,134191361700
018470,조일알미늄,KOSPI,철강금속,2925,105,3.72,370397783925
002600,조흥,KOSPI,음식료품,203000,1000,0.5,121800000000
185750,종근당,KOSPI,의약품,81700,-400,-0.49,1026843508800
063160,종근당바이오,KOSPI,의약품,24600,250,1.03,134954665200
001630,종근당홀딩스,KOSPI,의약품,47650,350,0.74,238719876650
044380,주연테크,KOSPI,전기전자,725,18,2.55,42919451900
013890,지누스,KOSPI,기타제조업,27500,100,0.36,519768590000
013870,지엠비코리아,KOSPI,운수장비,5010,-50,-0.99,95552122800
071320,지역난방공사,KOSPI,전기가스업,27050,750,2.85,313205025200
035000,지투알,KOSPI,서비스업,6300,10,0.16,104374676700
088790,진도,KOSPI,유통업,2650,65,2.51,32986521600
003780,진양산업,KOSPI,화학,6410,0,0,83330000000
010640,진양폴리,KOSPI,화학,5250,-20,-0.38,52500000000
100250,진양홀딩스,KOSPI,화학,3295,-15,-0.45,184174987140
051630,진양화학,KOSPI,화학,3520,20,0.57,55616000000
272450,진에어,KOSPI,운수창고업,16640,-90,-0.54,868608000000
011000,진원생명과학,KOSPI,의약품,3875,-25,-0.64,301287446125
002780,진흥기업,KOSPI,건설업,1352,20,1.5,196677799240
002787,진흥기업2우B,KOSPI,건설업,12820,0,0,3779438560
002785,진흥기업우B,KOSPI,건설업,5310,0,0,4551827580
009310,참엔지니어링,KOSPI,기계,701,0,0,41266060719
000650,천일고속,KOSPI,운수창고업,52300,-300,-0.57,74748206000
012600,청호ICT,KOSPI,기계,2490,0,0,61394667570
033250,체시스,KOSPI,운수장비,1027,28,2.8,32864000000
035720,카카오,KOSPI,서비스업,51000,1900,3.87,22649314506000
323410,카카오뱅크,KOSPI,은행,24500,750,3.16,11680794856500
377300,카카오페이,KOSPI,기타금융,48550,1550,3.3,6507401968800
006380,카프로,KOSPI,화학,790,87,12.38,31600000000
109070,컨버즈,KOSPI,전기전자,4100,0,0,150921943000
001620,케이비아이동국실업,KOSPI,운수장비,657,11,1.7,73119521367
029460,케이씨,KOSPI,의료정밀,19550,200,1.03,264981560200
281820,케이씨텍,KOSPI,의료정밀,22200,950,4.47,463126543200
381970,케이카,KOSPI,유통업,14480,-530,-3.53,696292997840
145270,케이탑리츠,KOSPI,서비스업,1022,-5,-0.49,49118111028
417310,코람코더원리츠,KOSPI,서비스업,4785,15,0.31,193314000000
357120,코람코에너지리츠,KOSPI,서비스업,5620,50,0.9,497563743880
007815,코리아써우,KOSPI,전기전자,6380,10,0.16,18914722200
007810,코리아써키트,KOSPI,전기전자,17650,80,0.46,416906255150
00781K,코리아써키트2우B,KOSPI,전기전자,8210,-350,-4.09,6434168790
003690,코리안리,KOSPI,보험,7050,40,0.57,992801719950
192820,코스맥스,KOSPI,화학,91300,-1700,-1.83,1036210171700
044820,코스맥스비티아이,KOSPI,기타금융,9220,80,0.88,88548151620
005070,코스모신소재,KOSPI,화학,192800,6000,3.21,5909465756800
005420,코스모화학,KOSPI,화학,48750,1900,4.06,1706651115000
071950,코아스,KOSPI,기타제조업,800,46,6.1,24725768000
002020,코오롱,KOSPI,기타금융,19880,90,0.45,251013348880
003070,코오롱글로벌,KOSPI,건설업,14180,470,3.43,268465870340
003075,코오롱글로벌우,KOSPI,건설업,21300,200,0.95,15777698100
450140,코오롱모빌리티그룹,KOSPI,유통업,4150,40,0.97,260525587500
45014K,코오롱모빌리티그룹우,KOSPI,유통업,8900,-60,-0.67,21859468000
002025,코오롱우,KOSPI,기타금융,14770,-120,-0.81,15898280300
120110,코오롱인더,KOSPI,화학,52300,2350,4.7,1439248459300
120115,코오롱인더우,KOSPI,화학,26600,1150,4.52,73625076000
138490,코오롱플라스틱,KOSPI,화학,9620,40,0.42,365560000000
021240,코웨이,KOSPI,서비스업,45100,1150,2.62,3328362816900
036420,콘텐트리중앙,KOSPI,서비스업,17300,180,1.05,333237928400
031820,콤텍시스템,KOSPI,서비스업,856,6,0.71,103620054896
192400,쿠쿠홀딩스,KOSPI,기타금융,16850,420,2.56,599222817250
284740,쿠쿠홈시스,KOSPI,서비스업,23950,450,1.91,537374053500
015590,큐로,KOSPI,기계,1104,-16,-1.43,258415036464
264900,크라운제과,KOSPI,음식료품,9110,180,2.02,114092273500
26490K,크라운제과우,KOSPI,음식료품,10930,10,0.09,8455010800
005740,크라운해태홀딩스,KOSPI,기타금융,6200,0,0,92053551400
005745,크라운해태홀딩스우,KOSPI,기타금융,10390,50,0.48,6241543140
259960,크래프톤,KOSPI,서비스업,194500,-300,-0.15,9406553513500
020120,키다리스튜디오,KOSPI,서비스업,7290,190,2.68,269516884140
039490,키움증권,KOSPI,증권,89700,1300,1.47,2352535528200
014580,태경비케이,KOSPI,비금속광물,8470,120,1.44,233628857000
015890,태경산업,KOSPI,화학,7750,390,5.3,226522812500
006890,태경케미컬,KOSPI,화학,14910,-80,-0.53,172956000000
003240,태광산업,KOSPI,화학,637000,4000,0.63,709235800000
011280,태림포장,KOSPI,종이목재,2665,10,0.38,188697830100
004100,태양금속,KOSPI,운수장비,1800,15,0.84,66060000000
004105,태양금속우,KOSPI,운수장비,3060,-115,-3.62,10098000000
009410,태영건설,KOSPI,건설업,4075,45,1.12,158513824350
009415,태영건설우,KOSPI,건설업,6460,-40,-0.62,8411837320
001420,태원물산,KOSPI,운수장비,4955,115,2.38,37658000000
007980,태평양물산,KOSPI,섬유의복,1789,-48,-2.61,87009931019
055490,테이팩스,KOSPI,화학,52300,100,0.19,248511295000
078000,텔코웨어,KOSPI,서비스업,9100,10,0.11,88294624600
214420,토니모리,KOSPI,화학,6050,180,3.07,145531533950
019180,티에이치엔,KOSPI,전기전자,3725,-5,-0.13,67050000000
363280,티와이홀딩스,KOSPI,기타금융,8290,110,1.34,418058631720
36328K,티와이홀딩스우,KOSPI,기타금융,9970,-10,-0.1,12392849580
091810,티웨이항공,KOSPI,운수창고업,3300,45,1.38,662546118300
004870,티웨이홀딩스,KOSPI,비금속광물,628,0,0,69655914308
005690,파미셀,KOSPI,의약품,7510,60,0.81,450727399640
036580,팜스코,KOSPI,음식료품,4190,-40,-0.95,153890081170
004720,팜젠사이언스,KOSPI,의약품,5940,90,1.54,94129920720
028670,팬오션,KOSPI,운수창고업,5090,-90,-1.74,2720958816080
010820,퍼스텍,KOSPI,기계,4240,55,1.31,206793017120
016800,퍼시스,KOSPI,기타제조업,30200,350,1.17,347300000000
001020,페이퍼코리아,KOSPI,종이목재,1128,14,1.26,53655361680
090080,평화산업,KOSPI,운수장비,1603,39,2.49,88008321177
010770,평화홀딩스,KOSPI,운수장비,3880,100,2.65,56746808080
058430,포스코스틸리온,KOSPI,철강금속,53800,1900,3.66,322800000000
047050,포스코인터내셔널,KOSPI,유통업,40400,550,1.38,7107280635200
003670,포스코퓨처엠,KOSPI,전기전자,369000,16000,4.53,28583928180000
017810,풀무원,KOSPI,음식료품,10680,260,2.5,407127388560
103140,풍산,KOSPI,철강금속,43450,50,0.12,1217654879100
005810,풍산홀딩스,KOSPI,기타금융,36500,200,0.55,364946272000
950210,프레스티지바이오파마,KOSPI,서비스업,9380,-70,-0.74,563701933900
009810,플레이그램,KOSPI,유통업,793,10,1.28,100512898291
086790,하나금융지주,KOSPI,기타금융,40200,1000,2.55,11895319735200
293480,하나제약,KOSPI,의약품,14060,-10,-0.07,249887620760
039130,하나투어,KOSPI,서비스업,50900,-100,-0.2,816394516500
352820,하이브,KOSPI,서비스업,279500,-2000,-0.71,11640915624000
071090,하이스틸,KOSPI,철강금속,4450,0,0,89852045950
019490,하이트론,KOSPI,전기전자,2470,0,0,23739723280
000080,하이트진로,KOSPI,음식료품,22050,450,2.08,1546446122550
000087,하이트진로2우B,KOSPI,음식료품,16270,-50,-0.31,18387345260
000140,하이트진로홀딩스,KOSPI,기타금융,9330,20,0.21,216519117450
000145,하이트진로홀딩스우,KOSPI,기타금융,12540,-10,-0.08,5903957400
152550,한국ANKOR유전,KOSPI,기타금융,629,-26,-3.97,44042580000
036460,한국가스공사,KOSPI,전기가스업,25700,0,0,2372444100000
005430,한국공항,KOSPI,운수창고업,38600,150,0.39,122221303000
071050,한국금융지주,KOSPI,기타금융,52300,700,1.36,2914469381600
071055,한국금융지주우,KOSPI,기타금융,40350,200,0.5,236380427850
010040,한국내화,KOSPI,비금속광물,3730,125,3.47,153180141260
025540,한국단자,KOSPI,전기전자,61000,300,0.49,635315000000
010100,한국무브넥스,KOSPI,운수장비,3745,15,0.4,114036822900
004090,한국석유,KOSPI,비금속광물,10360,-10,-0.1,131511083200
002200,한국수출포장,KOSPI,종이목재,2850,45,1.6,114000000000
002960,한국쉘석유,KOSPI,화학,225500,0,0,293150000000
000240,한국앤컴퍼니,KOSPI,기타금융,12180,280,2.35,1156311223200
123890,한국자산신탁,KOSPI,기타금융,3190,15,0.47,395489028880
015760,한국전력,KOSPI,전기가스업,20650,50,0.24,13256558190050
006200,한국전자홀딩스,KOSPI,기타금융,1311,18,1.39,61358911296
023350,한국종합기술,KOSPI,서비스업,6810,90,1.34,74569500000
025890,한국주강,KOSPI,기계,3295,-60,-1.79,37264008405
000970,한국주철관,KOSPI,철강금속,7530,-60,-0.79,171687765000
104700,한국철강,KOSPI,철강금속,6600,40,0.61,280170000000
017960,한국카본,KOSPI,기계,11660,10,0.09,512582426620
161890,한국콜마,KOSPI,화학,42700,-1300,-2.95,977026386000
024720,한국콜마홀딩스,KOSPI,기타금융,13840,-150,-1.07,257101790960
161390,한국타이어앤테크놀로지,KOSPI,화학,35500,1100,3.2,4397564949500
034830,한국토지신탁,KOSPI,기타금융,1386,6,0.43,349950072780
007280,한국특강,KOSPI,철강금속,2015,15,0.75,122088039970
168490,한국패러랠,KOSPI,기타금융,2190,-10,-0.45,175243800000
047810,한국항공우주,KOSPI,운수장비,53300,0,0,5195423203100
123690,한국화장품,KOSPI,유통업,6480,0,0,104120640000
003350,한국화장품제조,KOSPI,화학,25300,650,2.64,114659600000
011500,한농화성,KOSPI,화학,20150,1990,10.96,315086396300
002390,한독,KOSPI,의약품,14400,130,0.91,198194875200
053690,한미글로벌,KOSPI,서비스업,31000,600,1.97,339684050000
042700,한미반도체,KOSPI,기계,31200,1050,3.48,3036986222400
008930,한미사이언스,KOSPI,기타금융,33300,150,0.45,2329566102000
128940,한미약품,KOSPI,의약품,310000,1500,0.49,3894268980000
009240,한샘,KOSPI,유통업,44000,750,1.73,1035492832000
020000,한섬,KOSPI,섬유의복,23250,0,0,572647500000
003680,한성기업,KOSPI,음식료품,5960,270,4.75,37008709400
105630,한세실업,KOSPI,섬유의복,20850,-600,-2.8,834000000000
069640,한세엠케이,KOSPI,유통업,2750,20,0.73,82792880500
016450,한세예스24홀딩스,KOSPI,섬유의복,5020,-30,-0.59,200800000000
010420,한솔PNS,KOSPI,유통업,1653,44,2.73,33874948836
009180,한솔로지스틱스,KOSPI,운수창고업,2750,15,0.55,75562918750
213500,한솔제지,KOSPI,종이목재,11200,20,0.18,266566451200
014680,한솔케미칼,KOSPI,화학,241000,1000,0.42,2731781995000
004710,한솔테크닉스,KOSPI,전기전자,8210,120,1.48,263622098380
004150,한솔홀딩스,KOSPI,기타금융,3100,50,1.64,130226588700
025750,한솔홈데코,KOSPI,종이목재,1086,6,0.56,87493751814
004960,한신공영,KOSPI,건설업,8630,190,2.25,99855158260
011700,한신기계,KOSPI,기계,5530,-20,-0.36,179427215030
001750,한양증권,KOSPI,증권,9090,30,0.33,115702374060
001755,한양증권우,KOSPI,증권,12500,-230,-1.81,6562500000
018880,한온시스템,KOSPI,기계,9270,120,1.31,4948326000000
009420,한올바이오파마,KOSPI,의약품,20850,100,0.48,1089217302300
014130,한익스프레스,KOSPI,운수창고업,5920,50,0.85,71040000000
300720,한일시멘트,KOSPI,비금속광물,12470,120,0.97,863691403800
002220,한일철강,KOSPI,철강금속,3470,95,2.81,92640186200
006390,한일현대시멘트,KOSPI,비금속광물,17530,50,0.29,338814090160
003300,한일홀딩스,KOSPI,비금속광물,12300,150,1.23,379244473200
051600,한전KPS,KOSPI,건설업,33000,-350,-1.05,1485000000000
052690,한전기술,KOSPI,서비스업,69900,400,0.58,2671578000000
130660,한전산업,KOSPI,서비스업,7460,-40,-0.53,243196000000
002320,한진,KOSPI,운수창고업,19940,20,0.1,298055702320
003480,한진중공업홀딩스,KOSPI,전기가스업,3675,20,0.55,108522059100
180640,한진칼,KOSPI,운수창고업,47750,900,1.92,3187898822250
18064K,한진칼우,KOSPI,운수창고업,26650,0,0,14304813900
005110,한창,KOSPI,유통업,699,17,2.49,55497571932
009460,한창제지,KOSPI,종이목재,1354,-1,-0.07,80789776044
372910,한컴라이프케어,KOSPI,의료정밀,5950,40,0.68,164662715700
000880,한화,KOSPI,화학,30100,150,0.5,2256257923500
00088K,한화3우B,KOSPI,화학,14820,-60,-0.4,333035040000
452260,한화갤러리아,KOSPI,유통업,1517,0,0,294085028370
45226K,한화갤러리아우,KOSPI,유통업,6050,-50,-0.82,17572043500
451800,한화리츠,KOSPI,서비스업,5260,-20,-0.38,371356000000
088350,한화생명,KOSPI,보험,2590,10,0.39,2249492700000
000370,한화손해보험,KOSPI,보험,4040,-5,-0.12,471625216600
009830,한화솔루션,KOSPI,화학,42950,650,1.54,7382784421200
009835,한화솔루션우,KOSPI,화학,31750,450,1.44,81767330750
272210,한화시스템,KOSPI,전기전자,14580,-20,-0.14,2754444691620
012450,한화에어로스페이스,KOSPI,운수장비,130100,2700,2.12,6586963000000
042660,한화오션,KOSPI,운수장비,37900,200,0.53,8219501822100
000885,한화우,KOSPI,화학,33550,-200,-0.59,16080313700
003530,한화투자증권,KOSPI,증권,2680,25,0.94,574988037000
003535,한화투자증권우,KOSPI,증권,4900,25,0.51,23520000000
195870,해성디에스,KOSPI,전기전자,61900,1300,2.15,1052300000000
101530,해태제과식품,KOSPI,음식료품,6020,20,0.33,175283268440
143210,핸즈코퍼레이션,KOSPI,운수장비,3325,25,0.76,72695366100
000720,현대건설,KOSPI,건설업,38750,650,1.71,4315035893750
000725,현대건설우,KOSPI,건설업,65000,1000,1.56,68555045000
453340,현대그린푸드,KOSPI,유통업,12800,40,0.31,433675699200
086280,현대글로비스,KOSPI,운수창고업,198600,900,0.46,7447500000000
064350,현대로템,KOSPI,운수장비,36250,-300,-0.82,3956408121250
079430,현대리바트,KOSPI,기타제조업,8720,70,0.81,179067659040
012330,현대모비스,KOSPI,운수장비,232000,-500,-0.22,21874141808000
010620,현대미포조선,KOSPI,운수장비,83600,-400,-0.48,3339163656400
069960,현대백화점,KOSPI,유통업,49850,550,1.12,1166611683850
004560,현대비앤지스틸,KOSPI,철강금속,15700,310,2.01,236737332700
004565,현대비앤지스틸우,KOSPI,철강금속,19900,0,0,2186054800
004310,현대약품,KOSPI,의약품,4050,-70,-1.7,129600000000
017800,현대엘리베이,KOSPI,기계,40000,-250,-0.62,1563695400000
307950,현대오토에버,KOSPI,서비스업,141700,1500,1.07,3885978249400
011210,현대위아,KOSPI,운수장비,67100,100,0.15,1824790069300
004020,현대제철,KOSPI,철강금속,34250,500,1.48,4570518136250
005440,현대지에프홀딩스,KOSPI,기타금융,3670,30,0.82,234232494560
005380,현대차,KOSPI,운수장비,208500,2000,0.97,44104319001000
005387,현대차2우B,KOSPI,운수장비,110100,400,0.36,3976877729700
005389,현대차3우B,KOSPI,운수장비,107800,100,0.09,259199494400
005385,현대차우,KOSPI,운수장비,109000,200,0.18,2628329971000
001500,현대차증권,KOSPI,증권,8810,70,0.8,279387671220
011760,현대코퍼레이션,KOSPI,유통업,22600,300,1.35,298974631600
227840,현대코퍼레이션홀딩스,KOSPI,유통업,12300,30,0.24,111940282800
126560,현대퓨처넷,KOSPI,통신업,2900,-5,-0.17,319588540500
001450,현대해상,KOSPI,보험,31300,250,0.81,2798220000000
057050,현대홈쇼핑,KOSPI,유통업,46050,250,0.55,552600000000
093240,형지엘리트,KOSPI,섬유의복,1503,-2,-0.13,46825661394
003010,혜인,KOSPI,유통업,6310,10,0.16,80217433570
111110,호전실업,KOSPI,섬유의복,8890,160,1.83,86677357760
008770,호텔신라,KOSPI,유통업,74800,1400,1.91,2935759450800
008775,호텔신라우,KOSPI,유통업,53000,800,1.53,39849587000
002460,화성산업,KOSPI,건설업,10200,210,2.1,103530000000
378850,화승알앤에이,KOSPI,운수장비,4650,15,0.32,88320346950
241590,화승엔터프라이즈,KOSPI,기타제조업,8940,-320,-3.46,541668127440
006060,화승인더,KOSPI,화학,3850,-35,-0.9,212982000000
013520,화승코퍼레이션,KOSPI,운수장비,2120,0,0,106108654240
010690,화신,KOSPI,운수장비,18000,-110,-0.61,628567380000
133820,화인베스틸,KOSPI,철강금속,2450,-40,-1.61,73299389100
010660,화천기계,KOSPI,기계,4125,60,1.48,90750000000
000850,화천기공,KOSPI,기계,39850,50,0.13,87670000000
016580,환인제약,KOSPI,의약품,14780,90,0.61,274909034600
032560,황금에스티,KOSPI,철강금속,8650,190,2.25,147050000000
004800,효성,KOSPI,기타금융,63600,400,0.63,1340117190000
094280,효성ITX,KOSPI,서비스업,12920,-60,-0.46,149331944000
298040,효성중공업,KOSPI,전기전자,116200,1300,1.13,1083512477600
298050,효성첨단소재,KOSPI,화학,464000,3500,0.76,2078695872000
298020,효성티앤씨,KOSPI,화학,380000,-1000,-0.26,1644519160000
298000,효성화학,KOSPI,화학,91800,-2000,-2.13,292853566800
093370,후성,KOSPI,화학,13000,300,2.36,1226577352000
081660,휠라홀딩스,KOSPI,유통업,39700,-300,-0.75,2411863213400
005870,휴니드,KOSPI,전기전자,6150,20,0.33,86813492250
079980,휴비스,KOSPI,화학,4670,-40,-0.85,161115000000
005010,휴스틸,KOSPI,철강금속,6300,150,2.44,353984872500
000540,흥국화재,KOSPI,보험,3155,0,0,202685544975
000547,흥국화재2우B,KOSPI,보험,8050,0,0,1236480000
000545,흥국화재우,KOSPI,보험,5590,20,0.36,4293120000
003280,흥아해운,KOSPI,운수창고업,2170,70,3.33,521722030830
