corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,return_on_assets,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,market_capitalization,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,return_on_invested_capital,current_ratio,non_current_debt_ratio,equity_ratio,interest_coverage_ratio,debt_to_equity_ratio,net_debt_ratio,retention_ratio,earnings_per_share,book_value_per_share,price_earnings_ratio,price_to_book_ratio,price_cash_flow_ratio,enterprise_value_to_ebitda,operating_income,net_income,tangible_assets,total_asset_turnover,net_working_capital_turnover,tangible_asset_turnover,accounts_receivable_turnover,inventory_turnover,accounts_payable_turnover
BGF,027410,기타금융,2018,23.688222377627273,1706.9378883316524,7.199946074817164,0.779694163728404,24.24477505456536,220593918847,100510815182,90506761700,52254778048,23.688222377627273,23.688222377627273,1624874724266,2.905136014982552,52254778048,3061316900,47858860712,-29202164098,-58624890265,109132614534,1515742109732,25195000000,12669053393,1.5505810770354167,48.215686567181415,231.1895536397108,107.19994607481715,57669532526,257555093919,18.29474212607628,311932279761,540.8961475808165,12525946607,19368000000,21.751352304901737,769629274530,7530,1100.58,103.48,-0.29,1.75,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,198.61355172413795,54.43627108700466,13.360904107897092,21.39896741475472,3.1143042414613875,0.2876135324091769,546.6051355676981,3.3952399737115733,93.28362901433536,962.7667741617994,1.6622220784282857,6.373555719454224,1378.8256586343246,494.96935286608687,15893.416779146228,16.304039741594515,0.5077574012020283,-26.355213673452045,14.970847779783876,29473341965,47204820813,196524611117,13.576057006280791,85.64921605331396,112.247477602523,1678.0565864759872,3052.8624360993936,3522.4290727746984
BGF,027410,기타금융,2019,18.431530095825313,1693.9189089638876,8.449294054266648,0.33965035044845177,22.896933594394866,133387713837,58349044915,48683162016,24585396620,18.431530095825313,18.431530095825313,1657381460248,1.0568050841101555,24585396620,1451391592,7501375200,13834576609,14236776410,129126735585,1528254724663,20051999992,5629301938,1.2098602809880319,81.56061218751248,737.2228736642608,108.44929405426664,63739516570,255959860308,19.937328997148324,316783176222,496.99651530005326,14422698054,19224999992,32.52421388574398,536014029600,8350,1166.11,103.5,-0.56,1.25,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,187.79354406130267,56.25605744596341,19.75857157144658,13.131113077178695,1.1460976532470626,1.113775300069929,501.57170007227745,4.278555005247488,92.20899118989311,1815.8784335854136,1.3120849337744875,7.50555752780635,3838.6387065809126,182.9907934857532,15966.422491775764,30.602632478534993,0.3507360526683129,38.744519962490166,22.031100002567296,26355506906,17515291535,196153387372,8.048099790922043,52.112746770721294,68.00173865161632,1122.240805826169,2000.8583701175876,1559.5802093939278
BGF,027410,기타금융,2020,10.45516912141264,228.43019391842526,7.878820194263739,0.3302977408212365,33.93266260686065,154381286305,86830240244,52910048548,16140824575,10.45516912141264,10.45516912141264,1658204361732,1.0783323134142093,16140824575,7065976830,4237814936,21350276234,50581775921,121105273379,1537099088353,13650000000,5477011545,0.8231795980648928,84.56817021072172,677.2864415970821,107.87882019426374,68967757266,393806984579,14.903094536023707,460449326316,667.629838302708,8172988455,990000000,28.341562308697334,468533691945,8590,1180.01,103.03,0.29,0.5,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,157.42230916030533,43.755980843134225,9.48366078779447,11.58233221329293,1.1632921774847595,0.7716319240125051,671.0015813043417,3.3919424263575157,92.6966014458854,207.20415400796043,0.8880364384722887,7.347105061717707,3851.542110252644,186.8110419100866,16058.82387295036,26.202947909021333,0.30481684329605147,21.945088054592333,29.3671925673599,14640997513,17880953455,54835791920,9.310148366981029,39.202272267984675,281.5337955367309,1287.8612548751075,3733.9666464401594,1071.2713702814817
BGF,027410,기타금융,2021,28.988668023542036,1438.3197801242118,14.361951827722761,-8.831979219112416,-401.9907493027251,150187760830,75712418716,36567861835,43537431399,28.988668023542036,28.988668023542036,1981622039251,1.8155343449146515,43537431399,3026964657,2478273042,1524674595,-165277449456,248858644100,1732763395151,32242851774,-175016446708,1.6270939228243007,74.05777221561256,691.7153890414124,114.36195182772275,114382730119,354380911888,24.400938952789332,418500601155,365.87743684698364,207259298482,18338263524,136.963037834346,506341824390,8720,1144.61,109.6,0.52,1,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,222.12499233716474,49.588156652991096,25.240059555790367,23.95470077599931,2.0762805129470556,2.6358041271105983,409.82029500372465,7.760777631690519,87.44166954289317,1252.3264912042216,1.8607763682121314,2.4007516395148034,2068.794559968229,375.8695661767432,18103.024318387357,14.07403119600407,0.2922163671087219,332.0982890713149,7.610126896223146,37907480279,35977028709,117609920160,7.579031614261162,42.38031897086657,127.69990883905042,266.49525723973795,150.63238799844189,267.2080780365162
BGF,027410,기타금융,2022,8.941520574568687,189.76826813720615,11.603100151963107,-8.459233398024118,-421.4924793080331,434997439995,303418248317,70375399025,38895385596,8.941520574568687,8.941520574568687,1938013970903,1.350706517342758,38895385596,20496253656,18219070369,207458308,-5591146218,201490551514,1736523419389,15967679101,-163941125085,0.8239197106282988,41.05288803883748,769.7271169228784,111.6031001519631,71497959445,351288649925,16.91112203187799,363037963490,507.75989455932364,179908804186,1607679101,52.92586814856802,412060785255,9160,1292.2,118.78,0.23,3.25,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,304.6415576923077,30.248268054063125,14.069920193944935,6.017709210495787,1.507430347309131,1.3148002048535723,591.3268191873781,7.485795504833341,89.60324566596817,298.6096565753782,0.9195199398242648,1.242813490853673,2913.889404067403,273.4826433117675,18142.307125496925,15.741401164871522,0.23729065825094636,1986.2341943664171,6.3791541430435545,61203792653,26176881012,131437458495,22.44552653004441,123.82906196595643,330.95393427098844,689.643859927644,507.82447676954786,1477.058967399584
BGF리테일,282330,유통업,2018,3.506652873969043,2633.287532344655,184.20042292243087,-2.0400127414636517,-14.932690010476598,5775862323457,4756223688566,825414394414,202539442162,3.506652873969043,3.506652873969043,1482568536572,10.399969999128066,202539442162,7691504998,29362559619,345797723349,670013673266,960905506895,521663029677,5094238750,-30244587047,0.34360898834255016,2.515183559123957,623.2091436653826,284.20042292243085,763691794052,-67619482598,109.71443361347791,592679163280,77.60711426992815,35338825797,5094238750,3.434143989327842,3525916824000,7530,1100.58,103.48,-0.29,1.75,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,198.61355172413795,17.653444244161285,3.2811842663619704,2.6695006630233418,29.556758721327892,35.24020824619087,91.14571046531427,37.804809162939826,35.186436026977276,2463.9740317828496,0.9765381980690137,177.4261598854507,103.9738613977481,8920.823974627032,30182.010344015987,22.86784276656787,6.758993111287098,10.196472058439294,17.259217264739018,189516685804,154186683020,486125142793,389.5848442063912,-8541.713277805875,1188.1430962965962,10628.558416137954,4600.134315053224,912.0817811011294
BGF리테일,282330,유통업,2019,3.3817031505072204,988.2406682896329,248.92799341674672,-0.7511860398144976,-8.115664998547196,5946068219555,4889561258211,859796389576,201078376312,3.3817031505072204,3.3817031505072204,2172410899706,6.968159364763195,201078376312,20347106000,51007491609,532814863392,826724018676,1549815137631,622595762075,11729102540,-16318847406,0.5399117884000371,5.833099886285499,1023.8111399950934,348.92799341674674,950726347343,-206585695773,127.76164631473125,653266185676,68.71232584451735,28047949946,2294238750,3.4316512494061304,2929622067000,8350,1166.11,103.5,-0.56,1.25,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,187.79354406130267,17.768160780083825,3.30677830280116,2.545834456644175,24.31385864954934,24.752861451921184,78.27075095264308,96.2243604568307,28.659208170943078,966.3452569323617,1.8839033694847205,244.42299167171052,172.58004061390704,8758.266421317034,36021.70493608331,19.353144999956655,4.705496319531786,5.498386528389004,14.48839638069098,196623293754,151377053549,549816981097,273.708266716932,-2878.257469524243,1081.4631821104085,10636.278965211446,5380.566708270287,915.9339069477733
BGF리테일,282330,유통업,2020,2.6386810234973934,695.2885898220047,240.2805144761646,-0.0694189897347248,-1.0091979042618646,6181269419288,5129513382786,889488788714,163103983178,2.6386810234973934,2.6386810234973934,2371169598247,5.175136671991752,163103983178,23458458195,47810302684,507341460255,773702352791,1674341687928,696827910319,22365272630,-1646041980,0.9432169106138418,13.712278630002645,1364.4563559157607,340.2805144761646,1003393099606,-174306978030,121.02398936538243,707541421663,70.51487816099478,24011314610,8453238750,3.209242196876282,2341969263000,8590,1180.01,103.03,0.29,0.5,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,157.42230916030533,17.015211037721574,2.6241251202683182,1.9852114365229319,17.609981692298195,16.58467887971122,82.62824628767682,96.286124362448,29.387518751681164,691.4531306135569,3.2095833560629665,236.83471182468816,273.57766688178106,7099.741657585964,40316.57602853198,19.08520148127085,3.3609004867900207,4.616159818326063,14.348657680946632,162204243583,122711267434,591452944612,260.68440755388383,-3546.1973405471704,1045.0991030813084,11373.401495071734,4220.269075046163,897.5560132186258
BGF리테일,282330,유통업,2021,2.8389876337163718,823.8667595948801,220.81015910665624,-1.8202430347795506,-24.54877650199424,6781161259022,5604063733435,977487554382,192516329566,2.8389876337163718,2.8389876337163718,2596378756682,5.686491304823252,192516329566,23367410728,42328336723,538147659919,777236891554,1787059387273,809319369409,7182033880,-47260403475,0.2766173410376444,3.730610227293887,1210.3934326466137,320.8101591066563,1016456191788,-208127419592,125.74786729743354,699871209695,68.85404558989302,54442437355,6090000000,3.938048775809737,2514808323000,8720,1144.61,109.6,0.52,1,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,222.12499233716474,17.358347348264722,2.941114302548884,2.177250276161306,18.24284180258965,19.708185266073937,79.52421154266443,95.21620569241136,31.171082698398617,853.5036508303378,0.887416531899469,214.08321799875267,301.8606595228552,8542.215644947386,46825.02724841248,17.033051616539492,3.1073126605587382,4.673082334648672,12.81734346944868,199441703668,147642852239,614077692952,261.17765913659974,-3258.177741460191,1104.2839264236318,9268.549496951042,5167.056684851579,1107.0795495562675
BGF리테일,282330,유통업,2022,3.3360880352824314,804.0895546588052,206.06177691637524,-8.699438380681226,-100.88052851269696,7615769467741,6229570187158,1133018580665,254068774008,3.3360880352824314,3.3360880352824314,2946235271626,6.569022674118882,254068774008,31597074298,53401235328,630424675866,728904577721,1983607627851,962627643775,12290000000,-256305922005,0.41714251805889424,4.8372729187149215,1024.9143747344026,306.06177691637527,1102246622172,-212346187848,123.86179168564017,765059078253,69.40906534559707,268595922005,12290000000,6.118040335808727,3638262213000,9160,1292.2,118.78,0.23,3.25,NULL,2603,2.91,2.82,2.89,2.8,2.62,2.32,1.5,1.54,1.45,304.6415576923077,18.201696971720132,3.3142753944844587,2.5412909863644777,20.105267522447846,28.410217680569012,80.73514732759467,91.55783249925089,32.673142333393315,798.8321044837264,1.2767138030447633,178.1594074236724,310.05562542050563,11197.63455239805,55695.02887686383,18.798613136996863,3.7795114617032444,5.771129132916953,13.3111843602178,252407573570,193538863026,690462607488,258.4915583994732,-3586.487492392593,1102.9952071478917,5965.962627994862,4989.98920166736,1183.4781108794737
BYC,001460,섬유의복,2018,9.694483901714458,218.2136462548938,81.25307298438568,18.892058005707256,727.2733827594564,197864080352,124040904813,38687251077,19181901417,9.694483901714458,9.694483901714458,738431267101,1.2313192305217444,19181901417,8790422481,3860076605,49052410181,70515691437,331027820118,407403446983,166537425312,139504863313,22.552867508686035,868.2008195725887,3640.69044767763,181.25307298438568,82142589839,7668190224,91.46183763394443,35201272347,42.85386230942404,27032561999,11537425312,11.10550514537991,153655290000,7530,1100.58,103.48,-0.29,1.75,NULL,272,2.24,1.82,3.32,2.26,1.98,1.78,0.65,0.64,0.55,198.61355172413795,37.310044050273625,10.788628588384524,4.59529904559966,2.2318039435683534,2.8015344662997457,109.33521847683363,61.09060493280152,55.17147839397716,242.84180635390328,40.8777654055905,74.61774326413223,4364.282207076148,14556.880952266596,652247.2995092977,16.899224552749832,0.3771575600007422,3.132471767096104,15.283164423584525,21346820739,9092446196,66659239000,26.79519261539299,2580.3230563154584,296.8291917523991,3286.6582404119326,227.14159127396297,745.2713781470214
BYC,001460,섬유의복,2019,24.482999158016998,494.69873765390435,59.76030228417554,14.126936910392681,234.7028976212722,170589026967,101169466025,36275124513,41765310036,24.482999158016998,24.482999158016998,693882852856,4.004847449626627,41765310036,8442574613,11647125024,18715998757,-23228073503,259555399205,434327453651,112819315869,98024392855,16.259130111752906,270.12684874541657,934.0237816499824,159.76030228417554,109379625182,8942260318,92.44242915821351,72645553337,66.41598306459993,14794923014,56319315869,12.674392344756471,147721447500,8350,1166.11,103.5,-0.56,1.25,NULL,272,2.24,1.82,3.32,2.26,1.98,1.78,0.65,0.64,0.55,187.79354406130267,40.69403652523854,13.713476948623107,16.28999838387946,6.398156391543594,5.657571249104429,108.17543514445282,34.5766247932539,62.5937724016845,277.09185837668593,25.975635415313846,56.3539039803998,1525.2019883426083,44489.72524835299,695352.2628355067,5.315834132033784,0.34011538128257546,7.892789982407455,5.883970216985749,23393686890,27788949736,68972515251,24.58470133176817,1907.6723434635308,247.32899234746512,2879.822480412675,221.49209718496635,732.3634056093038
BYC,001460,섬유의복,2020,17.440617269327795,475.25435601250194,50.02934290121965,5.736443442359093,138.00292555889737,161863377007,93110793721,37823597095,28229972083,17.440617269327795,17.440617269327795,679134863796,2.6924139153740345,28229972083,5939971244,14488793291,35408711119,9220404146,226466838553,452668025243,84309977600,38958187359,12.41432034997473,298.6541302701861,1238.5306687698596,150.02934290121965,121169200638,-4812886415,104.13633454027769,81651427801,67.38628906609557,45351790241,38809977600,9.78289810589161,178952197500,8590,1180.01,103.03,0.29,0.5,NULL,272,2.24,1.82,3.32,2.26,1.98,1.78,0.65,0.64,0.55,157.42230916030533,42.47568817437109,14.173023216368389,11.296639125606058,4.0394109054166645,2.795046000349107,96.02796222995745,23.261558591083258,66.65362792786522,386.21287982114006,18.62512324671948,40.01056805697162,2415.2341099908454,29274.22744730754,724715.2649920351,9.786765526628798,0.3953276739702023,5.0539031736734366,7.719114429809335,22940934002,18285121577,61432622412,23.833760514409533,-3363.124808068008,263.48114511774816,3731.0007325966526,268.2930368617358,762.4654511514343
