corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,return_on_assets,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,market_capitalization,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,return_on_invested_capital,current_ratio,non_current_debt_ratio,equity_ratio,interest_coverage_ratio,debt_to_equity_ratio,net_debt_ratio,retention_ratio,earnings_per_share,book_value_per_share,price_earnings_ratio,price_to_book_ratio,price_cash_flow_ratio,enterprise_value_to_ebitda,operating_income,net_income,tangible_assets,total_asset_turnover,net_working_capital_turnover,tangible_asset_turnover,accounts_receivable_turnover,inventory_turnover,accounts_payable_turnover
동국홀딩스,001230,철강금속,2020,2.45262693472226,89.27788623487389,153.64948942045464,36.36034421842793,1542.9737283467136,5206191561313,4609840343151,301653569153,127688456506,2.45262693472226,2.45262693472226,5418538741502,1.2818067398692672,127688456506,143023610763,-11722400729,631569644088,945842164026,3282307853010,2136230888492,2239260993317,1970199338019,41.3259201445939,1753.6910184295152,4725.791732190666,253.64948942045467,2805752604299,-1024277124426,157.49599901869095,1128500145592,40.22094263987857,269061655298,1983479827935,44.249784301250344,659344779933,8590,1180.01,103.03,0.29,0.5,NULL,325,3.3,3.5,3.3,2.9,3,2.9,0.6,0.7,0.22,157.42230916030533,11.454653774045925,5.660522582359173,1.334088344100105,3.251296251035371,3.394940362920752,63.49367642547696,22.308227602092582,39.424483064595464,206.0482513599341,104.82298544506725,141.05433143694967,645.7309266248228,727.7921285124621,22384.675905208504,9.493095252515769,0.308648650052262,1.0439779462249297,20.593436477387755,294697649009,69455194791,3351418232158,96.08109879214155,-508.27958929869925,155.34293844193536,824.8627778953635,705.9746518950762,892.855779421832
동국홀딩스,001230,철강금속,2021,9.492543506752028,571.5980996245789,127.64816985516778,28.162911113131113,259.55192784866006,7240296531105,6079165575143,358115535537,687288298233,9.492543506752028,9.492543506752028,6334110919060,8.818852181608106,687288298233,120239780133,-27918038461,125744822816,98759424844,3551698513509,2782412405551,2189118364298,1783870027942,34.56078354597035,318.5152969905301,635.8261217486336,227.6481698551678,3119195484420,-436429727725,116.26790287731473,1325341105040,42.489837897621896,405248336356,2009380107219,41.16495256083216,1291109498873,8720,1144.61,109.6,0.52,1,NULL,325,3.3,3.5,3.3,2.9,3,2.9,0.6,0.7,0.22,222.12499233716474,16.037063550832087,11.090918955807537,7.71509670316981,20.075955593663387,15.662770472716895,86.00825982517244,15.544174121210174,43.927434190936424,667.845050562107,78.67699123000746,113.08353035214094,175.70422945170964,5853.294126637068,29155.743542711134,2.311348055863529,0.4640252093101641,10.267695082462806,4.474075194820996,803015420425,558595878971,3366564209172,114.30643737731513,-1658.9833531384013,215.0648578565426,886.6765957293779,447.84552628620355,920.4210864997506
동국홀딩스,001230,철강금속,2022,6.434863669754094,307.897396176174,96.28873836188832,19.460091722329526,229.22512700355006,8511126283083,7342119028446,425514162694,547679373077,6.434863669754094,6.434863669754094,6451247796882,6.59494375041105,547679373077,177877234390,-160889200448,692878221866,832792856282,3164636526811,3286611270071,1920006855233,1255418738508,29.76179051998239,350.5713287038583,743.8219960174744,196.2887383618883,2824096283756,-49813757594,101.79555460282963,1650705523650,58.45075230418808,664588116725,1820488529705,33.923341380995154,905370375919,9160,1292.2,118.78,0.23,3.25,NULL,325,3.3,3.5,3.3,2.9,3,2.9,0.6,0.7,0.22,304.6415576923077,13.735047698217778,8.735542949477695,4.998823296155891,12.945131883358052,15.600261825365608,98.23611688168972,10.361439643199526,50.94535775946285,417.9810274725061,58.41904312558152,76.06766376213369,324.7860217760824,4458.178364977628,34439.033956146515,2.1279992013167486,0.27547230308725906,1.3066803766479114,3.9453541992774808,743493091943,425456163404,3464334099610,131.92992349784757,-17085.894929773684,245.67856443294966,1075.95533087576,653.4593545463374,1727.7199659378048
동방,004140,운수창고업,2018,7.957880284612798,250.09287852130967,325.6110394808283,35.469863935207044,469.1342156880059,526437268917,468530473003,43745295535,17106689568,3.249520992917601,7.957880284612798,554091662356,3.212351574524149,41893247634,16751075793,-572850836,28512262117,50213932695,423904329097,130187333259,211768893708,196535558714,38.21910851492654,505.49648372481676,2381.568986710511,425.61103948082825,327666232534,-195817927275,248.51759140198232,125602374629,38.33241333953048,15233334994,151183883381,68.29776289462082,44241507336,7530,1100.58,103.48,-0.29,1.75,NULL,261,2.44,2.16,2.99,2.29,2.21,1.87,0.87,0.86,0.83,198.61355172413795,10.999752360452618,2.690064175762745,3.3811003306466727,13.672122928110989,5.411172843518114,40.23860018756094,73.92278046861902,23.495631157026065,84.54084116148444,162.6647450306846,313.90995104721384,155.76697915049616,531.8708949623117,3890.185143586899,2.485565599700049,0.33982958424982973,1.5516659868815417,5.747395574426379,14161500379,17799372240,286965559565,95.00905801011092,-268.84018038741135,183.44963406584606,534.4245324157575,7501.371705164135,390.98555970326873
동방,004140,운수창고업,2019,3.8128864265290647,110.51537669927691,443.4181807396369,26.092593529691033,679.3198896241812,633047831639,562786580290,49316256475,217154388,0.034302998469763944,3.8128864265290647,628416350561,-1.3795770369852045,24137394846,21840756976,206613315,29671311272,75770038196,512774958198,115641392363,202272258780,163970124026,32.18761870206392,838.0036871026293,-5914.70889371652,543.4181807396369,373943352786,-191053130976,204.46328353982764,176365807756,47.16377666350189,38302134754,126434000000,63.678952492397286,50198382000,8350,1166.11,103.5,-0.56,1.25,NULL,261,2.44,2.16,2.99,2.29,2.21,1.87,0.87,0.86,0.83,187.79354406130267,11.098885082204495,3.308595942864556,-1.3694838266097777,-7.496872436286786,0.0037698994433888375,48.90853666669248,120.05355744611374,18.402034297765262,95.8986673264836,174.91337197416686,410.2967058323053,-180.9796201349208,-259.0567860035807,3455.531466024144,-5.790236276533079,0.43408662741128673,1.691815421968588,8.87289234784555,20944994874,-8669487669,288594842687,100.73700836616766,-331.34648377917614,219.35521291542338,573.1878206438428,8625.856293485325,417.36997922783365
동방,004140,운수창고업,2020,7.289324592204988,181.9922633932027,351.1618600957422,18.94687691611681,231.28771844715482,592054485146,519556089507,47908007310,15000580018,2.5336485736276235,7.289324592204988,526822000781,2.542953177380507,43156773185,23713520773,3062214523,21944122164,8817232324,410051935007,116770065774,113616439201,99816316055,21.566380871065856,263.2644445263801,3060.8115996616084,451.1618600957422,254628910967,-126203909330,198.27051409095714,124376116243,48.8460307867865,13800123146,78909105871,60.41224070796426,87579025722,8590,1180.01,103.03,0.29,0.5,NULL,261,2.44,2.16,2.99,2.29,2.21,1.87,0.87,0.86,0.83,157.42230916030533,12.245223616728785,4.153399551214621,2.2627709347892795,11.472834856433673,5.512057311352852,50.43614299306489,133.10176971280464,22.16499417277399,103.69775354909928,97.29928509323304,339.34365732731254,223.3565301185984,337.90753282424373,2945.2836814325256,6.537291375356731,0.7500126435785593,3.9910015569306325,4.342200029035836,24590388329,13396836808,206857788236,112.38226275066236,-469.125313383032,286.213291844026,604.1821917588325,12832.076953250507,622.4591106955462
동방,004140,운수창고업,2021,2.843548641611644,88.78208337752419,304.1302047884225,17.3866065996962,545.0669543887414,595947334152,517672338615,50499831620,1753456616,0.29423012999883147,2.843548641611644,531255658011,-0.06768740352739065,16946052325,19087243372,-68638082,24651499041,55401283993,399799099774,131456558237,110830742271,92367331297,20.862035180189118,654.0210082291245,-111180.95201315578,404.13020478842253,174351148931,-31817905711,122.3231472126745,136101228280,78.06156088702488,18463410974,32013554196,61.81749306399068,193086358150,8720,1144.61,109.6,0.52,1,NULL,261,2.44,2.16,2.99,2.29,2.21,1.87,0.87,0.86,0.83,222.12499233716474,13.134549154143121,4.66067424506941,-0.06033975494020476,-0.27354524249120976,0.8140751649851097,81.75067620369279,171.49996460164814,24.744500365260695,145.516895109876,84.30978549673102,290.0849481488011,-7787.168220643662,-7.495933357967267,2740.290158110919,-536.9578153629012,1.46882255810995,7.832641651076135,16.84484881625668,27775163917,-359593161,201648668366,112.17712699441226,-1872.9935890971312,295.5374508451169,590.4477550103309,8048.369654673097,689.6045585432771
동방,004140,운수창고업,2022,2.392332837912297,86.09046388544866,335.95637829000844,6.064269896007555,189.80331641201823,758533281842,669956503234,61009001192,1985917702,0.26181022633277945,2.392332837912297,567964926094,0.22867755125869216,18146640788,21078572433,2189952025,49978705518,46150616226,437684706701,130280219393,77595838480,34442926033,13.66208280036603,427.6044221435877,33698.946315313966,435.9563782900084,296862179032,-92159823720,145.02137925063602,192616245602,64.88406378679754,43152912447,51034842322,63.31736999360056,126885321070,9160,1292.2,118.78,0.23,3.25,NULL,261,2.44,2.16,2.99,2.29,2.21,1.87,0.87,0.86,0.83,304.6415576923077,11.677375367485885,3.6343530436865232,0.1712262752460923,0.996934370429672,-0.12386499934319192,68.95535025023659,108.09202527069618,22.93807476615875,130.78578970955687,59.5607213754579,302.8332283229163,2373.5283647347537,27.07443134363659,2715.768675120278,97.69364927480424,0.9739415673475416,2.538787664764583,8.890254068933961,27567777416,1298808285,209831150739,133.55283873928164,-823.0628610429811,361.4969842039837,576.461088066182,5543.193958265004,710.3414115293472
동방아그로,007590,화학,2018,8.380689891036983,1885.56635790552,39.651253750037654,-25.117000321239157,-459.63303984143,121108494503,86206349883,28071657597,7546043886,6.230813054829177,8.380689891036983,185736751146,3.3134726563416255,10149727356,538285344,2351648250,2651984633,5670814580,52736333206,133000417940,0,-46651500382,0,0,856.8971412535033,139.65125375003765,27621699371,98604536678,21.882692723466366,62474325794,226.17842933875295,46651500382,0,47.65907254537809,89876008200,7530,1100.58,103.48,-0.29,1.75,NULL,26,3.04,3.28,2.85,2.63,2.85,2.72,0.8,0.75,0.39,198.61355172413795,28.81890718172162,5.639973522113927,5.081672005961193,4.627306107245756,6.015588594392001,456.98215143679687,18.88312399614404,71.60694753159208,1268.9342370428722,0,4.57504789702618,2135.33534847221,451.9406398069201,9766.819599404505,14.603687782580646,0.6757573366464565,33.89009388728234,4.258686593433259,6830487023,6154336462,36811401532,65.20437864652948,122.82243655633032,328.99723852600636,765.8562798352173,135.2215949893657,312.09647431579816
동방아그로,007590,화학,2019,9.615875665692073,1018.2774320677463,41.455701562196616,-22.807151837589025,-369.16468942680217,124644780306,88760412192,28085231123,8824018066,7.079332198538313,9.615875665692073,194004603758,3.3333923766400972,11985687098,1177055164,2737410257,3796399723,6122073366,56855940526,137148663232,0,-44246924551,0,0,879.1791383353562,141.45570156219662,31191950352,102840421264,23.2719528692399,64629828534,207.20034433453117,44246924551,0,57.495286983389455,93552753990,8350,1166.11,103.5,-0.56,1.25,NULL,26,3.04,3.28,2.85,2.63,2.85,2.72,0.8,0.75,0.39,187.79354406130267,28.78930672099122,6.257090727628787,5.188291604448922,4.715273572197029,6.551661890742219,429.7017983917314,18.712533953456713,70.69350962571914,662.5974066071894,0,9.193684923979646,2086.8392531521154,474.8961340185556,10071.443931031195,14.466321176098623,0.6821266192857208,24.64249310293188,4.113725732688905,7799136991,6466934672,35896613698,64.24836209633511,121.20212925424174,347.2326982000106,634.8346432385832,127.89216107993107,299.7957812916006
동방아그로,007590,화학,2020,9.070955495366647,284.753403502153,38.250407367838704,-25.047747104215606,-417.91614600338585,129521685086,92421566644,27757869907,8750909152,6.756327441377525,9.070955495366647,196027049258,3.433824030652389,11748854411,4125975060,1905791493,6629202987,7314279347,54235749695,141791299563,0,-49100359554,0,0,805.7338502976238,138.2504073678387,33345537519,105668489642,23.987174675819332,67766642151,203.2255203935074,49100359554,0,43.07865632187564,87152492800,8590,1180.01,103.03,0.29,0.5,NULL,26,3.04,3.28,2.85,2.63,2.85,2.72,0.8,0.75,0.39,157.42230916030533,28.64394361250489,7.212883718117874,5.196986064171873,4.7472757106716665,7.384883202538846,416.88944759637184,14.733070534217205,72.33251742537945,226.4252303793615,0,3.6217949597946024,2039.9721291755973,494.3040839056757,10412.37362292866,12.947495698257802,0.6146533184236516,13.146752780222267,3.2387951978001577,9342248535,6731223924,35958415400,66.07337384114307,122.57361255452173,360.19853390424987,847.2873370812414,129.71924040584517,430.482405262729
동방아그로,007590,화학,2021,8.89472522860165,1393.066577390817,38.984587423950735,-27.479698307205087,-471.1769676445916,134065934141,96593131157,29275131572,9022593774,6.729967483395704,8.89472522860165,204466925957,3.4267623329327637,11924796467,856010521,2542436741,14904839272,16415067379,57352105712,147114820245,0,-56186894391,0,0,818.5445395996467,138.98458742395076,45411672552,108873891170,29.43352019235266,79123852670,174.23681671137933,56186894391,0,35.77740531196677,98999784790,8720,1144.61,109.6,0.52,1,NULL,26,3.04,3.28,2.85,2.63,2.85,2.72,0.8,0.75,0.39,222.12499233716474,27.951025160939878,6.114656541592687,5.226231142827837,4.762671490425951,7.126696196067396,339.74869246520416,8.116404003427261,71.9504240387214,957.6601234320577,0,0.7920421063353759,1999.087533923297,514.5258662389058,10803.303718789326,14.129513163531369,0.6729422951754904,6.642123607195112,3.5902407657420357,8197671412,7006595602,35403653412,65.56851848459563,123.1387366615419,378.6782470748022,1020.1969561999384,128.5137469664213,316.8766649374991
동방아그로,007590,화학,2022,8.134432254004052,244.21069791908258,43.56413133551433,-22.809793305225618,-413.81904727299184,146722848606,107312851518,30072765878,8789267182,5.990387499633494,8.134432254004052,216528029378,3.137406928569327,11935070721,4887202249,1282469229,6503801442,15530475976,65704820709,150823208669,0,-49389595949,0,0,967.1910294665976,143.56413133551433,53872484126,107914187419,33.298468663418724,74043582818,137.44230291074513,49389595949,0,31.158674232712844,85926910870,9160,1292.2,118.78,0.23,3.25,NULL,26,3.04,3.28,2.85,2.63,2.85,2.72,0.8,0.75,0.39,304.6415576923077,26.860163541282546,6.36385627645057,4.630066455595108,4.504191003460796,7.400700568283969,300.31411057007176,7.84516964426046,69.65528162901397,191.05473304098572,0,10.817449717440873,2115.9675320959286,498.8674120219772,11075.627379892914,12.648651421075423,0.5697194193671952,13.211797997876209,3.061340462500306,9337231210,6793365396,39885356074,67.76159605178005,135.96251995700717,367.8614485320942,1171.4233964961002,122.30348062157749,271.2038390568627
동부건설,005960,건설업,2018,6.565383082137484,1752.1897673354524,97.22829248916676,-10.961259345882143,-132.68018985232678,898151329881,824333506180,41995477469,58967075464,6.565383082137484,6.565383082137484,713764953526,10.360283622037816,58967075464,3365336139,17589148126,58922381574,181871165708,351867101794,361897851732,6682340000,-78237627676,0.9362101581184716,11.332323923847362,475.8299773872216,197.22829248916676,247554464817,194559348901,55.99337933713633,441601853811,178.38573589753105,84919967676,2645840000,18.297103425491066,150869508960,7530,1100.58,103.48,-0.29,1.75,NULL,339,3.2,3.15,2.8,3.15,3.21,2.4,1.89,1.91,1.83,198.61355172413795,8.218862595324604,3.543094039198971,8.23336459233409,20.433410484779984,14.587144699508944,178.59254287529185,28.823778996689853,50.702664784005435,945.5919087314683,1.8464713089671898,73.76311653700701,230.37492229557552,3543.754968574533,17342.944151267024,2.0402087797024664,0.4168842347031255,2.5604788015997717,1.231736197063775,31822346232,73948073580,39559272446,125.83292657395562,461.6336017540937,2270.3939540521446,1994.8512696905411,161015.24648882318,551.5648811061275
동부건설,005960,건설업,2019,6.31558218869918,7727.50511768953,112.05589004208692,-12.085176250157586,-147.71911556621714,1155368352146,1047766918194,52036168046,72968237862,6.31558218869918,6.31558218869918,891902884847,6.705284924967933,72968237862,944266445,-13908934330,48287511795,10531586100,471304860114,420598024733,80536500000,-107788035614,9.029738704546908,110.37199521292176,788.074205311855,212.0558900420869,361696242893,211587674979,63.09199187648549,504723957865,139.5435998527393,188324535614,64686205000,10.136086447895996,186380376000,8350,1166.11,103.5,-0.56,1.25,NULL,339,3.2,3.15,2.8,3.15,3.21,2.4,1.89,1.91,1.83,187.79354406130267,9.313171314770683,4.8093117491743795,5.176239211669413,14.218951627498633,27.773145108531033,158.49872071842162,26.06018354236939,47.157379113663346,5884.490145787188,19.148092778401754,67.28046920325859,364.56246148109767,2740.264551740254,19271.91697059255,3.1164874189160026,0.44313183857274696,3.859804928265097,1.0770760359409597,55565265906,59804629683,73076406998,129.5397034559649,546.0470947850199,1581.0415421459088,3600.995333615816,1528.2490218591472,881.6798913390194
동부건설,005960,건설업,2020,4.063232920303736,2388.8431690694615,107.50792192119636,2.7742840288826867,55.58135952207665,1172208104512,1057851549320,66184240556,47629545597,4.063232920303736,4.063232920303736,954233550040,4.645132658576294,47629545597,1993833091,22239061,-41042056328,10352683909,494379515936,459854034104,130080883230,26473148977,13.631975445062396,273.1096457031773,1115.340993548921,207.50792192119638,261355805065,279838610113,48.292406154826914,418312913744,160.05495406538387,103607734253,7541793230,7.871856839589474,307612425200,8590,1180.01,103.03,0.29,0.5,NULL,339,3.2,3.15,2.8,3.15,3.21,2.4,1.89,1.91,1.83,157.42230916030533,9.755653006648302,4.1095360500049205,3.781360502575013,9.63901825029449,9.789151869816576,207.07189382818694,50.673407992393436,48.19093125416976,2416.065560023349,28.287428962856737,84.97735209486574,577.7564852648694,1952.4873320546221,20256.080872084356,6.93986576893239,0.668934928013333,-7.495053920827512,7.01425071328085,48172314636,44325414272,115296629626,122.84289359380236,418.88719502954126,1016.6889598719551,4636.771316321793,860.871275965142,940.3116070494813
동부건설,005960,건설업,2021,8.547323602884466,1662.0965118849444,125.49641012308335,8.905538569308343,114.85037368216386,1144872823605,1004779279800,78842314860,97855985075,8.547323602884466,8.547323602884466,1262000761148,9.229263088482455,97855985075,5887503185,-8339776534,-51509436898,-1160430491,702346281301,559654479847,243536423470,112387964529,19.297644737429717,248.8722823477233,603.0101805573297,225.49641012308336,410707890007,370859850802,52.54923771314777,676070264101,164.61097547687172,131148458941,46005607422,13.975363969448427,331987122400,8720,1144.61,109.6,0.52,1,NULL,339,3.2,3.15,2.8,3.15,3.21,2.4,1.89,1.91,1.83,222.12499233716474,12.236603133251995,5.35004654509405,10.173476741132362,20.811656945342747,15.801942644798888,190.2977176298413,52.11043631308535,44.346603986030956,1040.3600137500393,43.51549612121013,102.06258377779014,303.21001505439176,5122.220391898551,24612.26612254343,2.850326398116679,0.5932001517985876,-6.445170873395635,4.5411130099851995,61251228945,116473370425,108277204551,90.71886950080342,308.70767518488844,1057.3535106973968,2611.738776878565,952.4202010831661,723.9912046333458
동부건설,005960,건설업,2022,1.5865769595316266,110.29074017156626,171.0301708235201,23.939203913193513,1633.279414917212,1461208947333,1323684165403,96271400711,23183204489,1.5865769595316266,1.5865769595316266,1581700494344,2.4881688488895866,23183204489,21020082423,-22450974786,-208166157171,-198541761243,998112147136,583588347208,465458447255,378646506637,29.427723448240172,2007.7399027207452,2536.151786435968,271.0301708235201,617523861899,518288882376,54.36845686153762,965901281391,156.41521582998834,86811940618,181185993213,15.501486348648127,166304638500,9160,1292.2,118.78,0.23,3.25,NULL,339,3.2,3.15,2.8,3.15,3.21,2.4,1.89,1.91,1.83,304.6415576923077,9.411712279822154,2.8232362862474742,2.693343690156803,6.74368828152306,4.742519884064697,183.9301789540838,65.2151961323094,36.8962612893435,196.25699076165796,79.75800913123841,156.15462695200085,953.860088526034,1718.0522082466148,25476.44755398738,4.225715589521757,0.28496908702107177,-0.7989033412543977,23.506290745766798,41253381219,39355378983,94196067058,92.38215152351121,281.9294407077297,1551.2419923363464,2354.612917695027,779.043475310839,554.5859483444511
동서,026960,유통업,2018,27.125728474041672,151537.20602450822,11.082674295143994,-1.9005743439899907,-17.708110367473097,566677087836,475505974980,44896730526,153715288171,27.125728474041672,27.125728474041672,1432202479586,8.41915094315821,153715288171,101437325,28194039560,95372753005,121838252350,142890272553,1289312207033,46658715,-27220072881,0.003257829508400755,0.030353984665529618,118.50316439080486,111.082674295144,59700966516,652972844453,8.377039481053258,670096713606,1122.4218847887705,27266731596,46658715,39.19680445867661,1784630000000,7530,1100.58,103.48,-0.29,1.75,NULL,378,3.98,4.04,4.17,3.35,3.47,3.05,1.23,1.04,0.71,198.61355172413795,16.08872403932193,8.165917296340751,21.27830666817015,9.352218020604978,9.945490128209835,1193.739151238032,6.452223564099922,90.02303971751923,45618.693444449564,0.003618884141907901,8.967846602730614,962.2069828573414,1209.4211491273823,12931.917823801405,14.800468813461011,1.3841721115065206,18.71215775753521,11.432889649622723,46274382330,120579288568,67623390927,39.56682772954049,86.78417374473044,837.9897548286694,931.198359256053,1116.8116297970569,1135.4147123693456
동서,026960,유통업,2019,30.450129188933733,92481.92464432653,9.41868669783434,-1.558065789986435,-14.966806764680223,505386137675,420336266384,43459079762,153890731825,30.450129188933733,30.450129188933733,1478277015581,9.505678762432222,153890731825,166400875,27295978964,106779239598,132335523800,127249087725,1351027927856,0,-23032528461,0,0,90.55568486209349,109.41868669783435,57123350811,672695387357,7.827060038824399,697464076345,1220.9789279565377,23032528461,0,41.64714677136697,1734780000000,8350,1166.11,103.5,-0.56,1.25,NULL,378,3.98,4.04,4.17,3.35,3.47,3.05,1.23,1.04,0.71,187.79354406130267,16.828690965341288,8.22950778197757,27.804534759591036,10.40098886356829,9.532770438713362,1277.6189208204885,5.190546802780408,91.39206749588892,24994.334632555267,0,7.7138715725429465,873.1297887520227,1409.430936008024,13550.932074784352,12.345408033459641,1.2840445147222024,16.24641649941561,11.123135560142432,41590791529,140520264320,51162445867,34.187512377466724,75.12852729088078,987.8068358748585,876.4105786256235,1299.1520933938336,1118.2232390380364
동서,026960,유통업,2020,30.085223253718073,24617.716689963083,9.197572016317759,-1.4270531751395703,-14.67889212682985,493040722301,410873645659,37052387020,148332402036,30.085223253718073,30.085223253718073,1525770284059,7.903467546057999,148332402036,602543298,29548410778,84004855459,96702543650,128513682208,1397256601851,320077530,-21773553284,0.020978094366112515,0.21578395927433158,106.57185879574078,109.19757201631776,55895949631,699597831772,7.3985982422247965,715280031021,1279.6634384833928,22093630814,320077530,44.44400903780186,3384815000000,8590,1180.01,103.03,0.29,0.5,NULL,378,3.98,4.04,4.17,3.35,3.47,3.05,1.23,1.04,0.71,157.42230916030533,16.665373249197298,9.1502968378457,24.458174299521833,8.630394665392984,8.635801901139462,1351.6073819130568,5.197165107740444,91.57712772684788,7487.377217827755,0.02290756970308681,7.616357027980489,1057.695007549962,1209.5161407021062,14014.609848054162,28.069075605963,2.422472003722154,40.293087601966256,22.67233187459471,45114689622,120588759228,48846778284,32.31421711722986,70.47487855303741,1009.3618036268687,821.2580455771873,1021.7242653470848,1048.1783535640568
동서,026960,유통업,2021,26.394453337124308,27681.04777745167,9.248242391246594,-1.2444993866679124,-13.938874226253473,535327319245,456332594182,40620045548,141296719479,26.394453337124308,26.394453337124308,1582577880310,7.275828893453568,141296719479,510445705,20767409121,84765950306,99601409085,133970703050,1448607177260,831592920,-19695172014,0.052546729633116386,0.5885436852789736,116.34889633642804,109.24824239124659,58685673847,721735471481,7.519744204564733,732049697437,1247.407841555222,20526764934,831592920,40.06776934009489,3090700000000,8720,1144.61,109.6,0.52,1,NULL,378,3.98,4.04,4.17,3.35,3.47,3.05,1.23,1.04,0.71,222.12499233716474,14.756341068938978,7.168451550188361,21.50939332582464,7.948715185492508,8.435040780362804,1329.832468759997,5.197063108951284,91.53465338313983,7517.876855286696,0.057406378558259995,7.831242306183796,1148.6297368423363,1154.9213508224675,14529.660754864593,26.841654609574594,2.133566675988706,36.46157435671704,21.734438275068538,38374679515,115145658677,47679411302,33.82628595441625,74.17223351188618,1122.7641126989854,910.9566267637289,943.3924641046465,1105.8840708303474
동서,026960,유통업,2022,23.24160525834125,31064.293892434936,5.325123526560642,-1.186641718808736,-14.935297692244287,556486608719,474749979557,42561551095,129336420914,23.24160525834125,23.24160525834125,1627852719302,10.4193116949626,129336420914,416350751,23650887981,86159438842,101170643636,82302460449,1545550258853,1440087209,-19316779488,0.08846544849693092,1.1134429102205952,48.52423297372767,105.32512352656065,67707637636,744790871167,8.33326300324528,755353202149,1115.6100382793159,20756866697,1440087209,43.904166935115,2013940000000,9160,1292.2,118.78,0.23,3.25,NULL,378,3.98,4.04,4.17,3.35,3.47,3.05,1.23,1.04,0.71,304.6415576923077,14.687977730524906,7.039716221955235,30.478909303753927,10.974152913336738,6.924597996433102,1200.0101276181526,0.9443124045562428,94.94410891887749,9409.152733100269,0.09317634290771835,3.9821153274999204,842.3828891743619,1701.2141299799398,15502.008614373119,11.873872691286776,1.3030569458767431,23.374571922330908,15.42197631893873,39175078067,169611048759,46954231335,34.18531677470266,74.71716293287145,1185.168179516531,831.3561684006565,830.7768517745261,913.632671661318
동성케미컬,102260,서비스업,2018,3.3874866838999096,385.89152674189467,101.69187865180429,13.850855041900367,406.3903763815846,813073124919,718053309251,87242186316,2930127087,0.3603768218623516,3.3874866838999096,808116610898,-0.5969686178878593,27542743837,7137431617,8787516012,47656276802,66517927184,407447721154,400668889744,158881051619,111931060345,19.66065905296109,576.8526642053887,-8445.908226967624,201.69187865180427,331091155924,-2120980151,100.64473326374228,229622282445,69.35319120928389,46949991274,123680039619,56.55565717821015,233132696100,7530,1100.58,103.48,-0.29,1.75,NULL,62,2.95,2.6,3.45,2.71,2.87,2.2,1.59,1.66,1.45,198.61355172413795,11.686503065448887,0.9565719384433994,-0.5933294823243108,-1.2040372203797343,-1.1426823049793533,99.35939691741966,19.057273270901224,49.580578389394375,108.96958134737392,39.65395259924326,89.97397579590803,-1851.562656055908,-106.15481896016215,8816.572873609555,-48.32564409464247,0.5818587418877363,4.89196201937068,12.528299957590024,7777629352,-4824202563,351794774653,100.61334143540152,-38334.782366334366,231.12143314834378,645.3819444620083,722.7665179374522,632.9301995182011
동성케미컬,102260,서비스업,2019,7.533834984752839,764.0317774713513,103.26465851912616,11.676107585958857,159.7517131614589,825125816265,679460469021,93709081237,35211742146,4.267439153145014,7.533834984752839,850518403080,2.941796248898634,62163617414,8136260722,5410499486,45562485979,53357245691,432089341542,418429061538,178585015909,99307443782,20.997195976275922,287.2822131949813,1726.9399989529668,203.2646585191262,302040058084,87866491863,77.46473049120522,257362533274,85.20807965227752,79277572127,128097899909,50.49502522809057,237222743400,8350,1166.11,103.5,-0.56,1.25,NULL,62,2.95,2.6,3.45,2.71,2.87,2.2,1.59,1.66,1.45,187.79354406130267,17.65371345467849,6.296768926972169,3.0323276747366164,5.97963209965227,5.756063625758936,129.0910061467951,31.080365923911685,49.19694389007153,638.5767096488578,42.679878699768956,84.31818003228227,339.5869471038705,550.5673890421756,9207.37898029199,9.481128203181914,0.5669365854466502,5.2065364367812865,5.413619753508896,51956266007,25020518478,343059471845,97.01445768568378,939.0676681977046,240.51975939548046,722.8434847814456,512.6300576036565,553.0480271893814
