corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,tangible_assets,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,market_capitalization,borrowings,net_liabilities,cash_flow_per_share
SK텔레콤,017670,통신업,2022,17304973000000,0,17304973000000,17304973000000,947831000000,1236152000000,1236152000000,12155196000000,31308262000000,19153066000000,7219196000000,8046541000000,11106525000000,142998000000,668125000000,1882291000000,22463711000000,13322492000000,2075009000000,1970611000000,166355000000,89255000000,218833144,5159317000000,15692900000,-2807795000000,-1349882000000,24089066000000,456327000000,-434890000000,47400,10372691025600,811123000000,17270775000000,23576.488029619497
SK하이닉스,000660,전기전자,2018,40445066000000,15180838000000,25264228000000,20843750000000,15539984000000,21341030000000,21341030000000,46852331000000,63658335000000,16806004000000,19894146000000,13031852000000,3774152000000,1614303000000,3667634000000,2349319000000,42033601000000,34952617000000,2678770000000,6319994000000,4422733000000,1096380000000,728002365,25825017000000,4420478000000,-21428749000000,-1395317000000,43764189000000,1142134000000,3568370000000,60500,44044143082500,5281937000000,14456685000000,35473.80920939728
SK하이닉스,000660,전기전자,2019,26990733000000,18818814000000,8171919000000,2719179000000,2009078000000,2432639000000,2432639000000,47935882000000,65248350000000,17312468000000,14457602000000,7961966000000,9350502000000,2737770000000,7785736000000,2306070000000,42923362000000,39949940000000,2571049000000,4261674000000,5295835000000,1042542000000,728002365,11895834000000,5452740000000,-10450936000000,3836668000000,50790748000000,1531417000000,5153218000000,94100,68505022546500,10523506000000,15006398000000,16340.37823489763
SK하이닉스,000660,전기전자,2020,31900418000000,21089789000000,10810629000000,5012624000000,4758914000000,6237037000000,6237037000000,51909097000000,71173853000000,19264756000000,16570953000000,9072360000000,10192396000000,3114250000000,8137398000000,2975989000000,46995728000000,41230562000000,3400278000000,4931322000000,6136318000000,1046159000000,728002365,12916771000000,5798005000000,-11840393000000,252054000000,54602900000000,1980411000000,370635000000,118500,86268280252500,11251648000000,16288767000000,17742.75966809531
SK하이닉스,000660,전기전자,2021,42997792000000,24045600000000,18952192000000,12410340000000,9616188000000,13415987000000,13415987000000,62191058000000,96346525000000,34155467000000,26907075000000,14735395000000,19420072000000,2880763000000,14743046000000,5057982000000,55784068000000,53225667000000,4797162000000,8267111000000,8950087000000,1359247000000,728002365,20951478000000,6541852000000,-22392277000000,4492313000000,69439450000000,1469860000000,1014908000000,131000,95368309815000,17623809000000,29097485000000,28779.409253704827
SK하이닉스,000660,전기전자,2022,44621568000000,28993713000000,15627855000000,6809417000000,2241669000000,4002780000000,4002780000000,63290542000000,103871512000000,40580970000000,28733332000000,19843696000000,20737274000000,7423247000000,15571357000000,4977007000000,56685260000000,60228528000000,3512107000000,5186054000000,15664707000000,2186230000000,728002365,19083888000000,8818438000000,-17883746000000,2821796000000,75138180000000,5091553000000,3979355000000,75000,54600177375000,22994604000000,35603963000000,26214.04670848837
SNT다이내믹스,003570,운수장비,2018,396259118104,350161001710,46098116394,16103600225,19818448007,25949897852,25949897852,607504994868,845671572122,238166577254,413712117440,118004883565,120161693689,0,0,62262632985,568586319766,377499806314,1745658414,71073356892,82803027714,56161664253,32473439,36672642444,27795674279,-128492134019,-18481415839,431959454682,2018461036,5460905393,7200,233808760800,0,175903944269,1129.3119414916296
SNT다이내믹스,003570,운수장비,2019,375115530869,336613754721,38501776148,19249742781,16645498685,23832507823,23832507823,617104339489,841373802156,224269462667,411352645906,106326931059,117942531608,0,0,56830356790,578212695436,371107278900,1263468016,63544378282,87953988028,54422065821,33252697,32865196767,16405465759,-26408272284,-11848349936,430021156250,1299013609,8004210361,6610,219800327170,0,167439105877,988.3468028773726
SNT다이내믹스,003570,운수장비,2020,301754407743,270073530878,31680876865,13625430204,8341660356,13111862465,13111862465,597448876297,833364508363,235915632066,384117894486,121308511157,114607120909,0,0,42953022264,575931013958,280851586269,1224053626,59160318368,87758979241,52843083565,33252697,52533434664,13378346216,-37926379682,-28483443664,449246613877,1470479009,2551095208,5890,195858385330,0,192962609802,1579.8247782427993
SNT다이내믹스,003570,운수장비,2021,335954012592,294546632708,41407379884,20587466954,58998656478,80923706036,80923706036,652949490955,879625081379,226675590424,448298673880,124298349751,102377240673,0,0,15735745093,628184208506,276326253245,1045758788,54144255131,86190432452,54080011280,33252697,1598438949,15681049288,-3371719252,-25609903370,431326407499,856346678,2699095376,8960,297944165120,0,210939845331,48.069452802580194
SNT다이내믹스,003570,운수장비,2022,408024698269,351906041816,56118656453,25764818854,23006448479,29333567188,29333567188,659055290288,930994305130,271939014842,471157538552,183462729377,88476285465,0,0,15838928851,642504988572,280202191855,952432119,68708619548,130164845940,73579756310,33252697,19209350641,21890586760,-9712331627,-9299610410,459836766578,1490313374,23011730645,9340,310580189980,0,256100085991,577.6779742407059
SNT모티브,064960,운수장비,2018,918910018030,807312300110,111597717920,58173967464,55375951931,74098600323,74098600323,824808703199,1196519724467,371711021268,680052043381,281482350393,90228670875,0,0,201109732881,613026765307,484051651500,19614794665,236337931409,133170115888,234239712125,14623136,90154210771,14281268714,-60861806075,-53875478962,516467681086,19440172004,15602164021,27050,395555828800,0,170601288387,6165.176250224302
SNT모티브,064960,운수장비,2019,976273915234,823009026108,153264889126,89214778793,78666867762,102349323369,102349323369,735968967644,1038905998088,302937030444,625855314118,241124000414,61813030030,0,0,295492414188,598985368538,376307574435,16495805328,197386031172,130080223723,174398568813,14623136,110739811297,14072343735,-7005055581,1166116391,413050683970,13261355488,16309787861,42750,625139064000,0,7444616256,7572.918100262488
SNT모티브,064960,운수장비,2020,940745523369,804080467524,136665055845,89382362691,54441083294,74405786159,74405786159,760724389776,1092927846387,332203456611,643925147260,274060402207,58143054404,0,0,251177028949,626220674598,372038529944,14201975363,187100382479,122620714671,209150142669,14623136,167789693143,10523690172,-145798825897,-31743564328,449002699127,23833741176,31291431377,49400,722382918400,0,81026427662,11474.261960156837
SNT모티브,064960,운수장비,2021,941744683893,797702674177,144042009716,91595252246,80118858406,109466634935,109466634935,857577114045,1149796359145,292219245100,666284030097,234674528341,57544716759,0,0,242837499168,694981147991,367340469576,13346360622,174298082585,140024135917,157530115291,14623136,77697119030,10432758877,-57097034215,-21179643398,483512329048,3746115953,22081705648,47050,688018548800,0,49381745932,5313.300719489992
SNT모티브,064960,운수장비,2022,1044860611248,873384269609,171476341639,111925067671,87508434250,118909596673,118909596673,879026675770,1225486689781,346460014011,754907952073,289671925104,56788088907,0,0,203744227670,765056717563,365748939516,9375277547,225771083911,168732408437,204917154222,14623136,137251271213,12494788517,-97107309377,-52183767573,470578737708,18209025178,38193893568,42000,614171712000,0,142715786341,9385.898566012105
SNT에너지,100840,기계,2018,139516395746,118750223942,20766171804,-1892190780,1825479187,2388637487,2388637487,231276489910,280991533997,49715044087,155524317603,31555306809,18159737278,0,1358260496,59575399522,187259503702,115728393058,1911628699,28407886999,5692284390,26183778712,7297150,14435813480,22658362584,-6856584419,-4717348312,125467216394,1985235575,-1286192860,11050,80633507500,1358260496,-9860355435,1978.2810384876286
SNT에너지,100840,기계,2019,213326726381,177635077023,35691649358,17473547723,15452272592,20073132095,20073132095,244954909750,333897234560,88942324810,204986583951,67469967221,21472357589,0,0,21039331086,202390174772,123257799473,1364715014,87821892670,10208805191,43477179189,7506711,-40064824091,18218101635,4716325645,-3125295428,128910650609,2955619183,848553619,19800,148632877800,0,67902993724,-5337.200818174564
SNT에너지,100840,기계,2020,237399736036,197311149078,40088586958,23125971231,9787540652,13630736509,13630736509,235772710225,335351656753,99578946528,203747269839,80879382683,18699563845,0,0,67800801700,203723528065,122744982375,929399925,66769874010,6105732634,50764840422,7506711,70341150830,16962615727,-924969457,-18613148351,131604386914,15389503556,3350939590,15650,117480027150,0,31778144828,9370.435445030453
SNT에너지,100840,기계,2021,171088093279,142366611873,28721481406,13280960143,12503180650,16397255936,16397255936,244849256040,332143487939,87294231899,199665053593,66163572462,21130659437,0,0,88663371439,211096598201,122868342238,639148425,59427670745,2660699694,36088217697,7506711,29859821491,15440521263,-1437272743,-9634727558,132478434346,2585422136,5535477364,18550,139249489050,0,-1369139540,3977.7502412174917
SNT에너지,100840,기계,2022,202878635272,180757956920,22120678352,3561445020,15099401751,16998520736,16998520736,255431113393,429772701838,174341588445,253392256767,99795812834,74545775611,0,50000000000,97715163814,221383806707,151306532423,4023715248,36668579780,11338101416,55867476467,7506711,28910380084,18559233332,-76750270214,44406458170,176380445071,17681631220,3440572429,18650,140000160150,50000000000,76626424631,3851.2712270393786
SNT홀딩스,036530,기타금융,2018,1401307482223,1221120348495,180187133728,72650118645,73732316535,103102278419,103102278419,1503275496222,2113834573475,610559077253,1168023373914,381612594122,228946483131,0,0,268803321686,472060942536,869282994383,20318889979,290389698955,220256725307,271942524908,16303886,128942883726,107537015083,-181259322089,-91314393463,945811199561,23270798345,20183718319,13000,211950518000,0,341755755567,7908.720885683328
SNT홀딩스,036530,기타금융,2019,1512114564701,1284171398283,227943166418,126277061201,124509305329,146019478152,146019478152,1625933046961,2236679025435,610745978474,1266526398298,405603646941,205142331533,0,0,375881408791,528025970952,871104105736,18118566107,337800574857,229809615419,260510797021,16303886,89185851418,101666105217,27442502803,-10380937985,970152627137,17499382270,25079655341,15450,251895038700,0,234864569683,5470.220499456387
SNT홀딩스,036530,기타금융,2020,1435754699186,1227111969669,208642729517,127086172680,77889419554,102501357043,102501357043,1617529065306,2270485739579,652956674273,1241961811850,461442514994,191514159279,0,0,364820274640,555627934535,776099262636,15376517357,303194343214,216342558388,301559682282,16303886,261292398515,81556556837,-173632606382,-88569065558,1028523927729,40694550724,37220307891,14900,242927901400,0,288136399633,16026.387728361202
SNT홀딩스,036530,기타금융,2021,1404072098504,1190453277378,213618821126,125567101979,151814611728,207080979242,207080979242,1780130380108,2372324440132,592194060024,1327473208682,412516268841,179677791183,0,0,351143133821,626662404339,765317515968,14025519514,278501244238,228720921730,237141336368,16303886,90010419576,88051719147,-60675196773,-55542444526,1044851231450,7166409729,30497060075,17600,286948393600,0,241050926203,5520.795445699265
SNT홀딩스,036530,기타금융,2022,1629520924776,1375682427854,253838496922,144692982304,115574755703,166935921690,166935921690,1816295611122,2558426986621,742131375499,1504308243134,562176526997,179954848502,0,0,321693946207,670420691693,796241785178,13148134819,322516174738,310012908206,323863884573,16303886,160521048187,109145514618,-143466129950,-58718830363,1054118743487,37543577390,64795857866,15700,255971010200,0,420437429292,9845.569834516753
SPC삼립,005610,음식료품,2018,2220233843148,1873582901182,346650941966,59920179383,42169211899,53077881360,89322497818,313951379363,752266529519,438315150156,340161798607,407678726688,30636423468,117516843942,22900000000,6344759943,296015865896,323315852717,14652488264,197011155568,132572749858,217584137857,8629009,68428779444,53764326016,-43829343279,-36437259966,412104730912,5025850840,12597795924,127500,1100198647500,140416843942,431970390213,7930.085534039888
SPC삼립,005610,음식료품,2019,2499238195608,2117499690945,381738504663,46977693390,20238430218,22043734790,91531409653,322737723820,1196293065818,873555341998,370139323634,453905433138,419649908860,113961384142,32000000000,14757095347,304749439125,748391949261,13825093125,206704779796,123911849886,249113116480,8629009,94659148434,82004101062,-69910841087,-16207307411,826153742184,8804010767,9807306221,87200,752449584800,145961384142,858798246651,10969.874806481253
SPC삼립,005610,음식료품,2020,2542709430184,2130206282409,412503147775,51123260018,-12379924555,4041169363,95713757018,302995316092,1181871545430,878876229338,364256020884,567834572773,311041656565,157093182464,0,11934666182,284864911575,714410848213,14247929723,244707623572,97943166067,268495315748,8629009,107015677541,98934657406,-80476986516,-28874126623,817615524546,14922076419,9697153517,72000,621288648000,157093182464,866941563156,12401.850263570243
SPC삼립,005610,음식료품,2021,2946653786654,2473891784814,472762001840,66177207700,40471829217,52710064633,144156137943,335030717758,1222983111086,887952393328,445121394146,577185351183,310767042145,188265008475,30000000000,5308224477,316801297424,680768503134,15651060641,282266636245,131806285082,300012274429,8629009,96896093322,87302744232,-47340377543,-56370824791,777861716940,9613953920,11667393012,70800,610933837200,218265008475,882644168851,11229.110239889656
SPC삼립,005610,음식료품,2022,3314547280509,2794159008140,520388272369,89513471496,53236796550,70782876250,162283891742,389108878435,1295399585606,906290707171,539519447906,649482563312,256808143859,231339148695,30000000000,6041018631,364261133573,624243160649,19233493986,275797578633,244817711250,322034291013,8629009,47760261979,86454592941,-35414326491,-12300907768,755880137700,14987541257,16044193986,71300,615248341700,261339148695,900249688540,5534.849016729499
STX,011810,유통업,2018,1502985000000,1483048000000,19937000000,1502985000000,9107000000,9775000000,9775000000,64028000000,554061000000,490033000000,422861000000,463598000000,26435000000,305981000000,22595000000,44279000000,8112000000,74249000000,3007000000,128870000000,129417000000,76685000000,19726902,-48114000000,34715000000,24797000000,-28778000000,131200000000,81511000000,493000000,10793,212912453286,328576000000,445754000000,-2439.00436064416
STX,011810,유통업,2019,1463714000000,1417134000000,2880848000000,1463714000000,-33218000000,-31881000000,-31881000000,56291000000,560107000000,503816000000,386401000000,439806000000,64010000000,264271000000,44642000000,40025000000,-25623000000,90288000000,2777000000,140880000000,118778000000,102262000000,19726902,528000000,43790000000,-26727000000,21637000000,173706000000,94920000000,444000000,7358,145150544916,308913000000,463791000000,26.765479952199286
STX,011810,유통업,2020,975567000000,935285000000,1910852000000,975567000000,-9942000000,-10080000000,-10080000000,107684000000,650840000000,543156000000,319912000000,458275000000,84881000000,277547000000,52597000000,26120000000,-36415000000,225864000000,2397000000,145397000000,102015000000,103468000000,19726902,57915000000,40869000000,-12083000000,-57741000000,330928000000,101462000000,-23000000,5144,101475183888,330144000000,517036000000,2935.8385822568594
STX,011810,유통업,2021,925509000000,870164000000,1795673000000,925509000000,-23318000000,-19666000000,-19666000000,122530000000,676149000000,553619000000,366237000000,448391000000,105228000000,252281000000,70979000000,19596000000,-51920000000,245426000000,2198000000,181467000000,111881000000,124360000000,28621454,-12528000000,46305000000,1726000000,2746000000,309912000000,58859000000,149000000,4100,117347961400,323260000000,534023000000,-437.7136116145602
STX,011810,유통업,2022,1188575000000,1140946000000,2329521000000,1188575000000,-18650000000,-19571000000,-19571000000,102407000000,741784000000,639377000000,465066000000,541861000000,97516000000,348729000000,76233000000,18733000000,-64955000000,218439000000,2347000000,256567000000,91873000000,98020000000,28621454,-84572000000,49584000000,-16846000000,99770000000,276718000000,114744000000,-168000000,5500,157417997000,424962000000,620644000000,-2954.8463890059534
STX엔진,077970,기계,2018,577328000000,503346000000,73982000000,31337000000,27898000000,24174000000,24174000000,221216000000,864148000000,642932000000,493819000000,349866000000,293066000000,123410000000,222729000000,50390000000,-474378000000,279819000000,9194000000,137782000000,215308000000,64033000000,23008904,-59180000000,42645000000,-3962000000,23366000000,370329000000,26156000000,47000000,6750,155310102000,346139000000,592542000000,-2572.0477602931455
STX엔진,077970,기계,2019,610608000000,544086000000,66522000000,30041000000,20377000000,14210000000,14210000000,237465000000,828375000000,590910000000,438989000000,355270000000,235640000000,120335000000,169971000000,64392000000,-458697000000,273271000000,14535000000,110369000000,196959000000,49111000000,23008904,72910000000,36481000000,14107000000,-73045000000,389386000000,20823000000,-1091000000,6780,156000369120,290306000000,526518000000,3168.7732714257054
STX엔진,077970,기계,2020,586695000000,531532000000,55163000000,14344000000,20647000000,17235000000,17235000000,266470000000,809261000000,542791000000,438696000000,480640000000,62151000000,263482000000,899000000,113320000000,-396590000000,271996000000,10754000000,133538000000,152224000000,46899000000,23008904,57388000000,40819000000,30208000000,-38596000000,370565000000,20871000000,-2162000000,7280,167504821120,264381000000,429471000000,2494.164867652975
STX엔진,077970,기계,2021,493455000000,452221000000,41234000000,3644000000,1005000000,-2090000000,-2090000000,283975000000,837480000000,553505000000,427101000000,490794000000,62711000000,258774000000,0,104687000000,-395953000000,294844000000,10813000000,92653000000,181566000000,41554000000,23008904,18199000000,37590000000,-10101000000,-16848000000,410379000000,18164000000,640000000,9600,220885478400,258774000000,448818000000,790.9546669411111
STX엔진,077970,기계,2022,544021000000,507139000000,36882000000,-8816000000,-26683000000,-28410000000,-28410000000,260245000000,853388000000,593143000000,468460000000,539906000000,53237000000,237830000000,0,88277000000,-419952000000,277601000000,8804000000,96745000000,188620000000,55272000000,23008904,26578000000,45698000000,-15225000000,-27817000000,384928000000,29679000000,684000000,13450,309469758800,237830000000,504866000000,1155.1180360437854
STX중공업,071970,기계,2018,214807698669,214380739132,426959537,-14601606880,-107604916557,-143680543884,-143680543884,166430546070,567197922629,400767376559,207729407935,282226967284,118540409275,0,0,77483391708,-406698755191,230764529450,3266505347,24892015279,74766621130,23321306537,28081731,11573442685,15028566417,69197893441,-35347313199,246130318800,46952780474,108864080,5670,159223414770,0,323283984851,412.13423364108144
STX중공업,071970,기계,2019,253982739416,240633884366,13348855050,-10695548571,-35895796697,-35895796697,-35895796697,130004444684,447548959282,317544514598,221287500811,198542366646,119002147952,64000000000,0,24997583211,-442953405042,214685373054,2720027984,43628606307,79063064998,23396147110,28081731,-13371473660,24044403621,-6030885868,-33090032274,226261458471,9273875962,28117301,3055,85789688205,64000000000,292546931387,-476.1627287149784
STX중공업,071970,기계,2020,247959833753,220242415229,27717418524,2319414956,1103386004,-10196899145,-10196899145,173919915912,467363345753,293443429841,152537363125,258518954795,34924475046,67856729985,0,58390001507,-5626379257,304824509097,3909775147,23351383254,56957772046,15020069766,28365976,15239525401,25398003568,22534365619,-4380260181,314825982628,15756835476,133275717,3860,109492667360,67856729985,235053428334,537.246643690314
STX중공업,071970,기계,2021,137403818447,121691317112,15712501335,-8032257079,-7828437540,-2125012290,-2125012290,153961262140,430406730156,276445468016,182389805124,244851204057,31594263959,78390036843,0,61113803514,-8034707869,239141451494,3897108478,19650320777,52868824483,21843075651,28365976,13475982627,23744758414,24101301066,-34854130973,248016925032,11725672538,-69040569,4740,134454726240,78390036843,215331664502,475.0755844607638
STX중공업,071970,기계,2022,179328152621,150274053371,29054099250,11342142575,14143936944,15666817050,15666817050,192136113895,416290993852,224154879957,165093772307,184789558770,39365321187,80976875305,0,29656422201,24172691919,241806460968,4387144388,35584067995,70980972615,18136546427,28381042,-20431159379,17711956675,48086370637,-59009849337,251197221545,11182348927,-30760817,7080,200937777360,80976875305,194498457756,-719.8875706889127
SUN&L,002820,종이목재,2018,562254237689,516015638726,46238598963,-5024891867,-9193105191,-7700619992,10357223351,255097224067,625332075304,370234851237,279336117779,271754822121,98480029116,177153365698,74365503500,70561695562,132941839904,281730361113,15444382606,103487008797,70073112065,67071073660,12607989,23855396406,51263490830,-58710484293,39407314933,345995957525,11702211395,-1520193263,5290,66696261810,251518869198,299673155675,1892.0857565786264
SUN&L,002820,종이목재,2019,455911726937,423764507560,32147219377,-18748459293,-39963078123,-38785572662,-19333489484,216801230998,543553941107,326752710109,215487727557,229255108001,97497602108,146688189304,82512863064,57131886839,96303055529,258852035047,15071111032,77155832859,50868915824,55807710558,12607989,18603322619,50895678670,-8484502455,-24299429615,318491576803,13312352302,-694573060,4340,54718672260,229201052368,269620823270,1475.5186270387767
SUN&L,002820,종이목재,2020,412530214777,375514956747,37015258030,-3864093442,-10471826839,-8602013396,9340957932,203269557801,528379078958,325109521157,216137785100,234293581662,90815939495,150281322405,70149704856,63038383821,85939398008,256579667724,14830487050,66684371867,52400838675,52809778519,12607989,7890427024,40879351472,7442071164,-8300020378,302912863938,14000209428,-129656712,5050,63670344450,220431027261,262071137336,625.8275625081843
SUN&L,002820,종이목재,2021,465318349964,441278218720,24040131244,-21880824546,-35296250239,-37492871010,-19462454119,168301515700,566176956589,397875440889,272648390793,305863900652,92011540237,208742922299,80919086627,79185360194,51521609413,250544008520,14837309840,69396661742,91501751679,47266809130,12607989,-43645136013,45920955790,-7896565810,67083071848,293528565796,12765378537,-571144372,5000,63039945000,289662008926,318690080695,-3461.704797886483
SUN&L,002820,종이목재,2022,506691214360,477268674596,29422539764,-17708726754,-19156598108,-17208554984,756665226,150446137416,524434319704,373988182288,231592368174,278933732249,95054450039,197235158750,88970122543,54258906392,32686124229,251692334429,14917744518,70456941532,76600745019,40407890896,12607989,-7752483802,47131266518,-16332078043,-1457188357,292841951530,25131172598,-202026563,3100,39084765900,286205281293,319729275896,-614.8866248217697
TCC스틸,002710,철강금속,2018,413176279408,377890304030,35285975378,17080602363,9755130603,15364225944,20258557908,112246209628,304781578880,192535369252,152165969377,93172096331,99363272921,41720321639,78588608331,23250080009,71251717755,55878504260,2873070279,43590741843,69197190600,43514570959,22342500,21436372879,18205373015,-581799771,-6479222031,152615609503,7932488133,2204856735,1903,42517777500,120308929970,169285289243,959.4437900414009
TCC스틸,002710,철강금속,2019,437173901826,405618477052,31555424774,12856170183,5037267071,10751593368,16701886611,116843134508,314210087320,197366952812,148991647378,165995909575,31371043237,49412478849,8063000000,14972034391,74175952306,59322335118,1597471279,46606097963,72619097714,38233726972,22342500,-6746810229,18699254591,-11936714274,10082863893,165218439942,9740503671,7572993738,2664,59520420000,57475478849,182394918421,-301.9720366565962
TCC스틸,002710,철강금속,2020,431797912297,411335225862,20462686435,970928249,-1687460207,-464301449,5821285553,121130879359,306758931554,185628052195,136857883842,133757972146,51870080049,30931506644,36539560000,13900650305,76733058287,61181027829,1040871279,53692266513,54240200105,27975827073,23000000,-5592098219,19491758186,-4691299504,8170194126,169901047712,9703908931,1722989190,5290,121670000000,67471066644,171727401890,-243.13470517391303
TCC스틸,002710,철강금속,2021,536651129324,487779232503,48871896821,25597715868,28723275024,39235029904,46255419330,155229149214,366996614848,211767465634,201980329101,138686004598,73081461036,76517989939,46332361007,41739167056,100528166038,63370169669,391411279,78419398234,74684208121,46893612512,23500000,7630670677,23274180953,27690011411,-7758386452,165016285747,13463377801,1952987530,9680,227480000000,122850350946,170028298578,324.7093905106383
TCC스틸,002710,철강금속,2022,684414631381,605629955566,78784675815,43983210872,29566777984,35652981738,42392516504,208804980309,507482316790,298677336481,276384671735,251903595625,46773740856,112275484339,35054894004,32592300396,127298508973,122062847642,0,102052359600,117113468439,90083061716,25386019,-12037744230,34801464943,-64577595210,67933265737,231097645055,26704181228,14347034198,9350,237359277650,147330378343,266085036085,-474.1879469167655
TYM,002900,기계,2018,589909834879,501230645989,88679188890,-5442448167,-22760683610,-13807332601,-13807332601,104263547717,581549456923,477285909206,360598658048,323538517158,153747392048,153634357362,43297988185,22214031655,45310239117,195983392554,3778452516,127453695504,170073143877,101398759407,65388900,20694723770,94121637057,-10706764633,-10138657582,219972461375,17371669849,360398107,5107,333941112300,196932345547,455071877551,316.4868008178758
TYM,002900,기계,2019,617355468463,516364472545,100990995918,13702069676,5224426435,2655276788,2655276788,147108980364,628615584124,481506603760,394280837478,394060755672,87445848088,192897025415,24075228437,50686216893,48973077476,200757515030,11378529481,113304125805,195317314573,93038063059,126004610,16274904922,87288926242,-40410962131,52454711984,234334746646,18748225015,119937487,4363,549758113430,216972253852,430820386867,129.16118642008416
TYM,002900,기계,2020,713300783396,588230054320,125070729076,29086927861,6416878425,5902909179,5902909179,170733838165,656859440050,486125601885,406652440244,386311967033,99813634852,151104205918,43116647369,77392587310,53276857255,212706863870,12985435587,101241082576,178200465714,100414446414,134954490,55636850625,95983801215,-12667957202,-15143075711,250206999806,37489238888,1199219559,5326,718767613740,194220853287,408733014575,412.2637981515102
TYM,002900,기계,2021,841455916467,683798314961,157657601506,35264240176,39502410981,34069591538,34069591538,249200954817,707428247565,458227292748,410107503614,380950566444,77276726304,154482785453,36139547199,17050862903,81261587011,252156267831,16307006304,102181831507,253099803166,146217091774,151529572,36552742168,122393361330,-40637783659,-56738681306,297320743951,20359070668,2215929402,5969,904480015268,190622332652,441176429845,241.22513965788804
TYM,002900,기계,2022,1166138766862,892256933265,273881833597,122015643800,98186110279,122780246484,122780246484,334462229231,782128426554,447666197323,473214647112,400434021651,47232175672,203980256560,958620000,20073015622,166846885713,256670310148,17986256685,131815474766,287945335538,123321890558,152353747,20674187046,151866189797,-24330097134,4870536312,308913779442,34107428663,15749066693,9740,1483925495780,204938876560,427593181701,135.69857947766786
WISCOM,024070,화학,2018,111921029158,106035575959,5885453199,-344657584,1050474329,1234967088,1234967088,117159250940,127792594630,10633343690,75914968906,8197136399,2436207291,0,0,4931612693,88353460177,44439518290,2312966307,24245114305,7140968852,3979022155,15025920,3151341995,6230110783,-2495347071,171000000,51877625724,42589406,302835239,2750,41321280000,0,5701730997,209.72705797714883
WISCOM,024070,화학,2019,115450067319,108547431866,6902635453,753480345,1047442466,1479847791,4834363268,118535803974,135113962135,16578158161,77087788773,13638497911,2939660250,1130000000,0,4656506410,89232401357,52422893220,2510105728,27710000774,7042005660,5317391163,15326438,3306921251,6149155108,-5249273638,1170404732,58026173362,278389638,85952496,2660,40768325080,1130000000,11921651751,215.76580618405922
WISCOM,024070,화학,2020,102450918595,97647473793,4803444802,-1721060854,-1001070218,-1075581903,2676675263,116728371379,130666514703,13938143324,69866065089,11490261264,2447882060,0,0,5851379321,87287526847,54573816407,1019967479,24137607319,5252476825,5167113887,15326438,6396592479,6524505656,-2513137146,-2172020974,60800449614,329525915,799272980,2735,41917807930,0,8086764003,417.35675823697585
WISCOM,024070,화학,2021,117607135078,111450022623,6157112455,-34184360,1211761877,2013507616,6192274130,120142945248,135283853674,15140908426,67404348077,13563309753,1577598673,0,0,3111168289,88451776124,56682021491,996856027,28411473606,6497044994,6306222310,15326438,208933508,6191296815,-1531643992,-1724926074,67879505597,536989842,-78553606,3450,52876211100,0,12029740137,13.632228701802727
WISCOM,024070,화학,2022,125682312649,118489982260,7192330389,744304211,-7425221847,-7028274066,-3050317387,112576389418,128503266423,15926877005,68374203571,14870292725,1056584280,3075000000,0,2192088451,81001069603,49559169164,1017415357,28970533076,7685910563,5787425400,15326438,3922639270,6448026178,-5498466586,1970015287,60129062852,1331218546,1783885758,2695,41304750410,3075000000,13734788554,255.93939505056557
"YG PLUS",037270,서비스업,2019,113644883377,85550112432,28094770945,4526335675,-4249703454,3183587446,3183587446,111775810310,156670578363,44894768053,64132498756,29197493442,11086576549,1500000000,0,11950898632,-14831864369,10407499584,42975807150,10723165837,7426026095,19063162735,58170704,8292609669,24786883789,-4814885525,-4419599706,87693621647,1834116951,895884631,1370,79693864480,1500000000,32943869421,142.55646053381096
"YG PLUS",037270,서비스업,2020,70467627776,57847414854,12620212922,3949008207,-7469923477,693284879,693284879,104149284925,150978437293,46829152368,36431200666,20357607788,196025283,2790443260,0,4140675620,-21126779898,1270954209,3736564721,8769487258,2929388616,15066638366,59496045,6494441663,13425372133,-22872945508,16585967664,38409934852,1786750858,6010095222,5060,301049987700,2790443260,42688476748,109.15753581603617
"YG PLUS",037270,서비스업,2021,120307935473,97199288280,23108647193,22018188672,22615862996,27145802891,27145802891,145716841789,223117829736,77400987947,106871975651,53384411046,19354749775,3375618212,0,18853081721,927501203,10001762322,35852285437,24900656732,4521567534,35848772063,63429410,7800716725,22811021937,-22883915542,16585967664,112245356987,5652658940,954281719,7980,506166691800,3375618212,58547906226,122.98264677221498
"YG PLUS",037270,서비스업,2022,140221115585,108953409514,31267706071,10336906899,16692367320,12382091307,12382091307,159425169127,241371893905,81946724778,108897310775,53040646699,9670170640,0,0,8115874563,12568062450,7231429993,2744634670,27907625172,4457387967,46139690470,63429410,15186074009,24869163874,-27685917120,2417538766,77726248663,1963106595,3295407531,4410,279723698100,0,73830850215,239.4169204632362
