corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,tangible_assets,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,market_capitalization,borrowings,net_liabilities,cash_flow_per_share
CJ,001040,기타금융,2018,29523435477000,21170216737000,8353218740000,1332475208000,880027278000,1319664685000,1319664685000,12521810245000,31729548648000,19207738403000,8867107695000,10998410550000,8209327853000,4106708423000,1767900780000,1473565899000,3336515558000,12970204923000,6168778156000,3534816257000,2023661340000,2088316945000,29176998,1541092351000,7020743532000,-2126012873000,827350780000,22860194353000,841170612000,277104316000,121500,3545005257000,5874609203000,17734172504000,52818.742730146536
CJ,001040,기타금융,2019,33779706665000,24634400467000,9145306198000,1509154524000,323842817000,597074918000,597074918000,14615084935000,40381364593000,25766279658000,10638224744000,12283359396000,13481603409000,3268625614000,2907878175000,1602642314000,3533424597000,13517262358000,7005911329000,3580221845000,2549025328000,2743572555000,29176998,3864576582000,7636151674000,-4895720982000,1167135536000,29228666310000,1090448593000,506961741000,96600,2818498006800,6176503789000,24163637344000,132452.85145510858
CJ,001040,기타금융,2020,31999102947000,23391528118000,8607574829000,1390340166000,204007798000,513697772000,513697772000,15396226075000,40024965069000,24628738994000,11077496820000,11422602369000,13206136625000,3092611322000,3065207901000,2603100147000,3604574736000,13002525157000,6561953874000,3320554672000,2238146145000,2368251431000,29176998,3032814780000,7217234663000,-1443779122000,-537230169000,28906855585000,1335813027000,452428179000,92100,2687201515800,6157819223000,22025638847000,103945.40178533789
CJ,001040,기타금융,2021,34484026554000,24787913920000,9696112634000,1881800099000,806961658000,1300849491000,1300849491000,16463530116000,41955995804000,25492465688000,12020596817000,12546083570000,12946382118000,3205342324000,2467662370000,3193864799000,3809734660000,13453497278000,6741941222000,3640572265000,2735868912000,2760881123000,29176998,3353190728000,7814312535000,-1623491611000,-1230196115000,29903605514000,976810779000,543109508000,83400,2433361633200,5673004694000,22298600889000,114925.83054637766
CJ,001040,기타금융,2022,40924879773000,29696090453000,11228789320000,2154201790000,686845690000,1056239012000,1056239012000,17733633488000,48240408307000,30506774819000,15143819806000,16950325414000,13556449405000,5714650512000,2382867707000,4021275506000,3962816952000,14277413784000,8334333354000,4406167598000,3707465503000,3356993821000,29176998,4044985960000,9074587530000,-4610826113000,1379245056000,33066755593000,1488595046000,539886694000,84100,2453785531800,8097518219000,26485499313000,138636.12562197112
"CJ CGV",079160,서비스업,2018,1769356467477,0,1769356467477,77706738825,-188541087052,-210480637841,-60652638890,550280680096,2234185992506,1683905312410,497032022016,861419339061,822485973349,196295281090,303293964061,185332713042,181671333598,831545612314,500271096409,165784171360,18772487500,121477399235,21161313,105307635156,834630000,-39993518654,-5798169987,1737153970490,243044950717,14552850075,37190,786989230470,499589245151,1498572599368,4976.422547882544
"CJ CGV",079160,서비스업,2019,1942279329129,0,1942279329129,121975391246,-239075347803,-228568236081,-38763878717,601109897462,4524046865181,3922936967719,677012677226,1120212893223,2802724074496,235454749322,212904343368,351664131899,15290151423,924155903265,336280868943,180323489443,21571387028,120865371437,21161313,283339456559,1820300000,-228475898356,104975466991,3847034187955,249537620142,29635076997,31340,663195549420,448359092690,3571272835820,13389.502653214382
"CJ CGV",079160,서비스업,2020,583443792479,0,583443792479,-388660290864,-751648434193,-862249588023,-687428622604,287885110974,4354856895866,4066971784892,949421926188,1311262165175,2755709619717,434721385427,86985437500,680937654661,-627551394156,791199461759,241051823494,70664453396,16205558012,31946674202,35100000,-268443869621,972100000,-125627918817,731835257550,3405434969678,349264816958,32635907983,25200,884520000000,521706822927,3386034130231,-7647.9734934757835
"CJ CGV",079160,서비스업,2021,736315366659,0,736315366659,-241445734017,-338788006843,-373307911375,-226971238953,301285367542,3785492375609,3484207008067,620645630707,975423222361,2508783785706,431491898946,52192083667,338264553232,-928400986450,730134793230,178290445823,107832859304,12767617752,51712934889,40806712,-171876627587,977760000,-319974865332,93455450128,3164846744902,193587667354,3025756269,25050,1022208135600,483683982613,3145942454835,-4211.969530576244
"CJ CGV",079160,서비스업,2022,1281306043785,0,1281306043785,-76765794985,-214507519598,-237643036305,-89545142974,393089340695,3601468386488,3208379045793,682681904094,1238638115169,1969740930624,322280696940,3438250000,394983808180,-1129190818889,652089192238,167726522496,157169463793,17027414291,87786558458,47721778,107641702022,1358070000,38049072373,-86215184209,2918786482394,232887720708,4261917379,16950,808884137100,325718946940,2813395237613,2255.6096300938325
CJ대한통운,000120,운수창고업,2018,9219680477069,8391607542871,828072934198,242686925620,66600069013,99818962065,99818962065,3130737840373,7868566775246,4737828934873,2180844614750,2614012911832,2123816023041,1290985878462,1583645798140,163334766909,592145361881,3306401976471,1776658802763,1336459741116,21224161938,823066859527,22812344,65728441635,585386008578,-843492927125,774660051685,5687722160496,149646447088,44810077705,167000,3809661448000,2874631676602,4574494167964,2881.266459728996
CJ대한통운,000120,운수창고업,2019,10415108625820,9442517706512,972590919308,307186346174,50889855210,93833541248,93833541248,3655245272225,9110016110171,5454770837946,2322199311011,2508694254095,2946076583851,566064909801,1525734105610,220910016916,612147905317,3518957879624,1673341123975,1377217811504,22859293319,867577339995,22812344,850274679030,665404573134,-318723935743,-473675981003,6787816799160,181606976664,31527129810,155000,3535913320000,2091799015411,5233860821030,37272.56958031143
CJ대한통운,000120,운수창고업,2020,10781127150206,9779955604583,1001171545623,325337561292,142623241320,202298388452,202298388452,4039942261540,9643498959607,5603556698067,2538547347452,2807606983722,2795949714345,849083505749,1377215076489,387621293497,718059907701,3496200701892,1636656518724,1420450432670,25323773935,897465413647,22812344,572347643891,675833984331,-315839525671,-94015594103,7104951612155,179308963299,48084220496,165500,3775442932000,2226298582238,5215935404570,25089.38335714208
CJ대한통운,000120,운수창고업,2021,11343651787492,10272323722285,1071328065207,343880765667,158279696245,239190286694,239190286694,4016357938933,8993928516384,4977570577451,2348222541961,2448916060807,2528654516644,648594185264,1099913190194,229501708263,747680533239,3312064212910,1191975465371,1371077751375,25128745438,826135988140,22812344,344143274398,727447299540,366409537628,-877201844759,6645705974423,204227563293,84946836624,126000,2874355344000,1748507375458,4748068869188,15085.835738668504
CJ대한통운,000120,운수창고업,2022,12130712862374,10944706303203,1186006559171,411786887242,196821784424,285343810348,285343810348,4034308338662,9693299818264,5658991479602,2956459492592,3108759801795,2550231677807,1316083053534,1021830961473,582914148949,924838724889,3364173934235,1197458883339,1422739126795,34299355194,831449964719,22812344,622939080023,774219671929,-566860798377,290402311158,6736840325672,203802164791,77751459111,93700,2137516632800,2337914015007,5076077330653,27307.105312062627
CJ제일제당,097950,음식료품,2018,18670059989000,15126473806000,3543586183000,832709680000,925388625000,1294186053000,1294186053000,7308212090000,19497022884000,12188810794000,5520191585000,6680407860000,5508402934000,2624754311000,890805111000,547574267000,3694325190000,9741713669000,3069923312000,2398415412000,1497619027000,1351497082000,15054186,471425123000,2710876503000,-1034629208000,520965345000,13974585382000,492701318000,-182663071000,330500,4975408473000,3515559422000,11641236527000,31315.21843824701
CJ제일제당,097950,음식료품,2019,22352462296000,18069283521000,4283178775000,896857873000,191028303000,338791509000,338791509000,9481480420000,26280632351000,16799151931000,7433652074000,8202238119000,8596913812000,1627361335000,2156097831000,690951592000,3786365635000,10817875757000,4810224315000,2451037975000,2018257067000,1929949275000,15054186,2143095681000,3386320902000,-3189885009000,1228711735000,18337593130000,666692923000,-379108551000,252500,3801181965000,3783459166000,16108200339000,142358.78851237788
CJ제일제당,097950,음식료품,2020,24245725654000,19059312372000,5186413282000,1359551440000,786425538000,1178500191000,1178500191000,10166438997000,25611892185000,15445453188000,7431380404000,7082673561000,8362779627000,1647881072000,2412810326000,1212229101000,4406774696000,10462045760000,4517494188000,2409369433000,1861478883000,1793738367000,15054186,2001752173000,3826861842000,-345091608000,-1097921853000,18141978711000,805193567000,-193687170000,381000,5735644866000,4060691398000,14233224087000,132969.8047440094
CJ제일제당,097950,음식료품,2021,26289227767000,20507136770000,5782090997000,1524429392000,892393213000,1217786769000,1217786769000,10806800418000,26855804277000,16049003859000,7695894684000,7915867743000,8133136116000,1455599563000,1966024758000,1096870152000,4940160945000,11160866010000,4520299370000,2616118100000,2338251516000,2153028876000,15054186,1686409257000,4257661605000,-625359234000,-1273855062000,19130203332000,642436206000,-469568280000,387500,5833497075000,3421624321000,14952133707000,112022.61331167292
CJ제일제당,097950,음식료품,2022,30079513121000,23524738847000,6554774274000,1664708210000,802674084000,1245523117000,1245523117000,11529022641000,30013241845000,18484219204000,9759274570000,9749512896000,8734706308000,2842769156000,1772536200000,1797257804000,5451504037000,11912532880000,4658453985000,2914499020000,3201446372000,2562314004000,15054186,1627293112000,4890066064000,-1498466429000,551586831000,20225197721000,989290534000,-368825662000,380500,5728117773000,4615305356000,16686961400000,108095.7224787843
CS홀딩스,000590,기타금융,2018,122550868578,94019832445,28531036133,122550868578,12641149434,15913609527,15913609527,274752759527,304418192853,29665433326,188480772312,20778759270,8886674056,5190082094,0,78499770043,170650239186,36509965412,26532757664,17192581342,27903004598,6442451655,1154482,10186160370,15211595763,-3412837207,-9868827759,115937420541,1766078675,3856129848,63900,73771399800,5190082094,-48834336717,8823.143513714376
CS홀딩스,000590,기타금융,2019,134971514129,101877574480,33093939649,134971514129,16603891978,20410269221,20410269221,286152713131,314291512839,28138799708,194780328317,19134827728,9003971980,2031282000,0,102833356832,179721097043,40379637200,26244413291,18285934950,28260704466,7251171502,1154482,19701066944,16068717934,12426651104,-7420253294,119511184522,2231622285,3535277072,58500,67537197000,2031282000,-74694557124,17064.85414584203
