corp,stock_code,sector,year,gross_profit_margin,operating_profit_margin,net_profit_margin,ebitda_margin,return_on_equity,return_on_assets,return_on_invested_capital,debt_ratio,current_ratio,quick_ratio,non_current_debt_ratio,equity_ratio,interest_coverage_ratio,debt_to_equity_ratio,net_debt_ratio,retention_ratio,earnings_per_share,book_value_per_share,price_earnings_ratio,price_to_book_ratio,price_cash_flow_ratio,enterprise_value_to_ebitda,market_capitalization,revenue,operating_income,net_income,total_assets,tangible_assets,total_liabilities,total_equity,total_asset_turnover,net_working_capital_turnover,tangible_asset_turnover,accounts_receivable_turnover,inventory_turnover,accounts_payable_turnover
대창단조,015230,운수장비,2022,19.09461688603192,11.828563773333094,9.502723974986955,14.962148288813781,16.524010622390144,11.842219134280551,20.38273587963431,39.534747964229624,376.4811039253247,193.11404468276146,14.2526927703489,71.66673639288435,745.6515353706537,2.5542273700316,26.359088397794828,600.9289404551002,1401.8422428000895,8483.668250010587,5.77097747021858,0.9535969301946601,7.89301150629979,3.2570036149953046,231149340700.0,421497657834.0,49857119260.0,40053758985.0,338228490208.0,97438460179.0,95831169725.0,242397320483.0,124.61920566620277,248.76513963373327,432.5783238566012,643.5936122593151,303.4667227438438,1199.138570008075
대한방직,001070,섬유의복,2018,0.9667381045203557,-5.9797177406771995,5.95058837198856,6.560044037690325,7.032589878524457,4.648859348855323,8.557745141255774,51.27560011588811,245.26195969125303,182.79284966040137,12.712873849525428,66.10451382998495,-267.89606473465534,27.80892374200759,1.2686074327881336,1162.1274986232115,2346.08182509434,33360.13994301887,6.223141854574024,0.437648044190992,-4.137814982566935,2.7817767616249847,77380000000.0,208958054157.0,-12495101835.0,12434233673.0,267468485061.0,83080180362.0,90659743363.0,176808741698.0,78.12436448703261,210.97731140721794,251.51372234210413,829.4473912556622,485.85135403806623,3292.945170079949
대한방직,001070,섬유의복,2019,1.8833166464301758,-8.30397146841742,-10.207679039913872,-9.952988609801764,-12.654875251008308,-8.06908888623874,-15.366915075102499,56.83152620353832,156.3727174977296,88.04137029073667,11.344921889807178,63.76269007942861,-1451.2361312497478,28.734856641733664,43.738075438244216,-795.8478770571821,-3010.3836633962264,23788.331403396227,-6.693498986526974,0.8470539466724939,-5.535061751511777,-8.132408033006786,106795000000.0,156304223062.0,-12979458087.0,-15955033416.0,197730296951.0,81170305795.0,71652140513.0,126078156438.0,79.04920261194677,483.4798453172076,192.5633044388853,617.3025120512955,391.3544003906911,1539.7508379559774
대한방직,001070,섬유의복,2020,8.756046222067306,2.025886618459214,1.5081755127817544,2.8510269552949357,1.9390562002929335,1.2362503485725904,2.40480364890343,56.84980008554275,193.98680643342328,112.9005245167249,20.412008655899143,63.75526136817643,217.09473226180313,24.67499796493439,42.163565603310865,4876.497693011219,498.68457377358493,25717.902023584906,80.11075958836112,1.553392650899882,49.40587419652856,45.103126973326596,211735000000.0,175246728156.0,3550300015.0,2643028241.0,213793932924.0,92434156298.0,77489052199.0,136304880725.0,81.9699257875092,375.42187359626587,189.59087763079611,703.6029809218863,397.0481480054,2012.0600838746461
대한방직,001070,섬유의복,2021,9.13545327738103,2.6983000721981463,0.7764126297206362,1.6491470262824457,1.1154693744719648,0.6688045901504706,1.1837220491077727,66.78554407364359,171.8054121332399,97.29766876344196,20.50301409979034,59.95723463650143,678.9258205165365,34.86799621619238,56.45043009271061,8415.883511335376,293.53217698113207,26314.67826,168.295007750293,1.8772792702197378,-27.73397419249278,89.58707968589877,261820000000.0,200372904619.0,5406662230.0,1555720538.0,232612120328.0,95167480636.0,93144325550.0,139467794778.0,86.14035431019657,432.30552847925355,210.54766111272136,651.6777258940947,378.56549168419986,2481.406699975306
대한방직,001070,섬유의복,2022,7.0117954816081625,-2.029244311740486,-2.7312463565801233,-3.1254497238609145,-3.867632944637174,-2.48332964747723,-5.116842200381512,55.74383966970446,160.64493070938047,96.74539666578485,10.131575806026763,64.20799706240462,-289.63494361302907,23.97440901477299,43.080043860596476,-2424.3879575595024,-986.9574698113207,25518.385119245282,-52.07924512676952,2.014234041841288,84.66214846474688,-48.06622869783371,272420000000.0,191519691272.0,-3886402441.0,-5230874590.0,210639557874.0,95323823422.0,75392116742.0,135247441132.0,90.92294591055062,511.92724525905413,200.91482317504142,632.7314938688636,451.7861559737205,4211.070089531274
대한유화,006650,화학,2018,14.706857135467056,12.483009959892973,10.078928144889314,13.170232889143021,15.132204427520845,12.975036366831361,15.473240089061658,16.625526123409923,318.02999448030926,193.65763071533556,8.70176801449868,85.74452208188347,2418.593925711636,3.2919931955297894,13.467013727634697,544.5057620106361,39602.074937076926,261707.2425023077,3.876059530817352,0.5865332519356871,2.8434959796905135,2.973024987565739,997750000000.0,2553976805773.0,318813179038.0,257413487091.0,1983913415064.0,1381372061660.0,282816338799.0,1701097076265.0,128.73428781621553,869.0412629861802,184.8869596149119,1266.1962502213623,1299.4119923469461,3985.927596239455
대한유화,006650,화학,2019,7.730050687279273,5.488571055133895,5.12666951474625,6.157314793245295,5.9789543942216365,5.247650151854843,4.467993907405663,13.935842161816089,507.75743097204327,331.1857483406823,8.796209332901894,87.76869341780625,1161.1316283319272,2.8955183293870133,8.41674586238145,1390.9128836682503,16360.357696307692,273632.4216173846,7.181994561556446,0.4294081794309381,3.3157429172422273,5.6144797191167655,763750000000.0,2074296474936.0,113849235921.0,106342325026.0,2026475125984.0,1372891386031.0,247864385471.0,1778610740513.0,102.35982906174482,556.4881744929705,151.0896270485568,1108.6705340720036,1185.7606955920915,3583.5260547416665
대한유화,006650,화학,2020,11.443120726468182,9.037989572633649,6.7584271610620705,8.909229249832718,6.717799519705306,5.980735751770483,8.180551720741509,12.32396478504553,876.7564400613153,696.8616208040206,8.679489228595347,89.0281964239511,1347.6771467895255,2.9036191694660247,-0.8631659378561375,1253.3390588736142,19575.87135876923,291403.0301343077,11.749157714860491,0.7892848605383169,4.93067747294754,7.751526076678054,1495000000000.0,1882733375675.0,170161246174.0,127243163832.0,2127550340179.0,1306275769703.0,233430644306.0,1894119695873.0,88.49301189820955,351.1247936799003,144.1298552221531,1039.0216092118985,1342.610400078774,7925.483162197129
대한유화,006650,화학,2021,9.031557112117124,7.1341799745867505,5.962019569009804,7.880514081803181,7.389158320410235,6.048552819075402,8.000369760145414,22.164070339386775,315.6317325380222,217.09737081554712,7.009689742151915,81.85712846845044,1808.307929672635,2.663204721609392,10.268794375886824,1152.4987954166997,23067.068402153847,312174.5048883077,7.93338784146982,0.5862105877783812,3.8493709464901404,5.056779296018921,1189500000000.0,2514851601517.0,179414039346.0,149935944614.0,2478873031267.0,1272714703108.0,449738749493.0,2029134281774.0,101.45140835356182,379.2719391538862,197.59743447417333,1366.5956394300242,755.0338763838829,999.9914186880344
대한유화,006650,화학,2022,-7.729281370466921,-9.659472977358286,-6.707845385049587,-9.197987380458304,-8.005203808804326,-6.787998832522378,-12.35129455575441,17.931720471873504,207.1068085998062,109.49688974400831,5.978987306220762,84.79482839720787,-1800.3619177420642,2.9604945643308986,15.819163409396275,-1047.1614710530614,-22931.24393,286454.21750261536,-7.478879057914238,0.5986995112000199,-23.238820672680337,-5.531392825678941,1114750000000.0,2222070977921.0,-214640345650.0,-149053085545.0,2195832515923.0,1472357083116.0,333880102156.0,1861952413767.0,101.19492091531266,932.1913018400166,150.91929827364666,1258.415806522124,1101.9501197096333,1452.8542627085944
대한전선,001440,전기전자,2018,7.542926536347502,2.999764962717215,-0.35620678856131543,-0.08429296135271538,-1.8244311706922645,-0.500721833165049,-0.7770765985039184,264.36021955745065,172.29324473033913,115.65163312239774,150.44714769776124,27.44536714832901,-91.67146101351315,40.67916141755934,229.18985064141424,-3563.0959558441054,-6.857415164614954,375.8659287767468,-1408.6940586369487,25.70065350546246,244.9163501781961,-5965.645647101994,8273529266940.0,1648815011000.0,49460575000.0,-5873191000.0,1172944859000.0,426032673000.0,851025836000.0,321919023000.0,140.57054757081295,621.947906890116,387.0160941858091,612.6532519318486,733.9327526770776,1036.8011771676597
대한전선,001440,전기전자,2019,6.373250846502803,2.136849338539008,-0.8122084177624297,0.4033637184763438,-4.038978695260725,-1.0224252687661957,1.4491866922609538,295.03901347574606,81.45921366293358,58.64240702087869,12.878160454309262,25.313955480029982,-58.835961308061755,52.12996376682008,231.45778345393478,-1502.1431486215772,-14.743872681690078,365.03962496732925,-397.45324220530864,16.053051776295423,51.166661425623275,794.5982503571453,5018931832740.0,1554739981000.0,33222451000.0,-12627729000.0,1235075989000.0,410812893000.0,922429403000.0,312646586000.0,125.88213153255626,-950.5591953082284,378.45452455164303,573.069249894827,723.1899776837166,1047.9093195768353
대한전선,001440,전기전자,2020,8.103913620810523,3.5473083688770717,0.16807539016817127,-0.31224885015202597,0.7462852946785272,0.2237583119367571,-3.0222150021898155,233.5229374135862,90.08377733864418,62.92789222396172,10.83004387618029,29.98294533368021,-100.16502634692269,33.09363382939037,197.22018878320938,7200.026565838195,3.1336632582662043,419.90151495830736,4161.263966573991,31.054901055298075,311.22897058425195,-2237.584927631104,11168408037360.0,1596841749000.0,56644901000.0,2683898000.0,1199462928000.0,392628072000.0,839828614000.0,359634314000.0,133.12972929164178,-2010.7039344825828,406.70595478970233,599.1714843464802,674.7260087725434,993.0268316555906
대한전선,001440,전기전자,2021,6.246001908797997,1.9753683853329878,1.4485257335376134,1.1313892418503304,7.462677460149278,2.036591980614646,2.4097474599065403,266.42967914943046,123.94040526200575,77.74285916583875,71.01281145783929,27.290365843761222,-107.49447322628612,149.711728846312,228.28207727831912,770.155913102854,33.78663039689555,452.74139981683885,501.38175369972714,37.4165031226507,7109.700851508611,661.0627373043586,14508652772460.0,1997709556000.0,39462123000.0,28937337000.0,1420870615000.0,385561325000.0,1033109826000.0,387760789000.0,140.5975698920341,1101.2220811054094,518.130171899373,624.9015354677252,535.028970304966,693.7848435004162
대한전선,001440,전기전자,2022,5.646867531224343,1.9658367764350964,0.8908507011381412,1.2804678353361643,2.474563536559853,1.3473541512090217,2.916865444849796,83.66095761380569,234.47656449229282,148.75858691707515,28.32478272325997,54.4481534340443,-92.55456703420745,33.107547198168675,59.03887628169957,1138.4330172372804,17.542128951066708,708.8979002516879,852.23407271162,21.089073609460733,-652.7910328506156,595.3043838569735,18604871484550.0,2450545975000.0,48173734000.0,21830706000.0,1620264871000.0,376418738000.0,738060568000.0,882204303000.0,151.24354164930853,373.2827683009358,651.0159372034237,751.3352959889118,552.5466561859891,882.0335789369043
대한제강,084010,철강금속,2018,5.407274719940809,0.4015908879648671,-1.5688657182831005,-1.0868761120992652,-4.089992955519975,-2.707032910098198,-4.839551164133718,51.0876702038916,179.64399505708667,122.07998432983666,6.320451471236998,66.18673771661896,144.44296261257762,7.73555606184342,33.62883242962478,-2297.1599886520607,-721.7212585245575,17646.02693387286,-7.7453725160151885,0.3167851902838015,-8.279124313015618,-7.748565441847467,137775243060.0,1133817360766.0,4553307207.0,-17788071881.0,657105859875.0,198418179267.0,222188927879.0,434916931996.0,172.5471389011329,731.1788766239425,571.4281649769031,1060.2664235364896,956.9370412123213,838.388883354196
대한제강,084010,철강금속,2019,8.273033361755656,4.113318514300401,2.89930169423409,3.6005568297743906,6.410663960089916,4.6632630853026145,8.097432414435279,37.47163397867585,196.80925242592397,126.51520140936955,4.595041070022467,72.74227933852279,1040.142734870118,4.674189552606958,25.209823304103324,1466.652117987122,1201.884423063924,18748.205030654364,5.017121350676899,0.3216307902618204,5.175730254004285,3.0868984710079825,148619806020.0,1021712425889.0,42026286377.0,29622525674.0,635231706471.0,200512418751.0,173149684103.0,462082022368.0,160.84090505574343,694.7138103562232,509.5506962876854,1021.0658164685748,877.6093841850202,1064.7364834141097
대한제강,084010,철강금속,2020,12.367319600350442,7.463217230662645,4.8424772467890955,6.466991625598964,9.679474157417093,5.6177660877494064,13.71838667690267,72.30112479273578,141.90443261605864,116.26574315482847,4.037064219978677,58.03792640372596,1981.8708096750033,2.8768428585782577,58.915924745062455,899.7016002351083,2153.635407433699,22249.508314286184,4.829043933853586,0.4674260596276757,1.2937215742054635,2.8030625383923855,256326033600.0,1096134815196.0,81806922399.0,53080079020.0,944860967703.0,280219107761.0,396483254650.0,548377713053.0,116.01017003176177,731.1484513172,391.1706178619688,617.6220603989458,1047.2148751859104,362.7649340668303
대한제강,084010,철강금속,2021,13.454415659994979,9.93943067312147,8.061898256663886,10.846703974543477,22.726937324684936,13.28109021737516,32.01232048566273,71.1225279906022,166.44349810281133,131.70716844634057,3.447086320935128,58.437659362706384,7016.780402780129,5.395774206552067,49.91847983855286,375.1780385097613,6641.088716582083,29221.221591388134,2.3414835524141284,0.5321474994249653,2.597202385400689,1.2233350161616212,383256713700.0,2030305293579.0,201800787108.0,163681147068.0,1232437581471.0,290911651743.0,512229905753.0,720207675718.0,164.73899563787154,626.931387596735,697.9113010477256,828.6472205753171,1037.8473706874036,521.8850422289232
대한제강,084010,철강금속,2022,13.729465460289072,10.056885648447265,6.4253834819466515,9.14127185520977,17.234341330299976,11.274675935995065,22.61482010173673,52.85886200310493,191.0235399025513,147.4525976354715,3.9528504210773585,65.41982498729368,2412.0522408697184,6.589435255476753,19.247969039791187,534.5301291393154,5583.176257714308,32395.646289646327,1.9433382539210526,0.3349215478830459,3.655223399028978,0.26390572215585323,267417063900.0,2141616301745.0,215379902495.0,137607060099.0,1220496809666.0,314332464823.0,422049932807.0,798446876859.0,175.470864387681,602.5313799049968,681.3220209216823,1061.7328757873406,1085.9227408607103,796.5287807227674
대한제당,001790,음식료품,2018,11.427531746502497,2.708600729063151,0.9387289828340464,1.4010680403962885,2.5097411626481327,0.9990147716872592,1.6239152031604653,151.22162692443203,130.08048823646644,79.40714982734325,65.06406227683482,39.80549016589253,156.50887639042824,96.31989312008822,133.28592956876008,2097.4486321779013,1283.177085254053,51127.86546880872,1.48069975830641,0.03716173132944738,1.331537744995834,21.917810868598707,16796003800.0,1208366654000.0,32729828000.0,11343288000.0,1135447475000.0,417434913000.0,683477042000.0,451970433000.0,106.4220653623806,1031.5978096535462,289.47426685414786,790.4393590424834,542.3935579418409,779.3369367624406
대한제당,001790,음식료품,2019,10.85856174466584,2.4478088212995757,0.9580137041307119,1.4731944126976297,2.4849741730062327,1.0093429198207002,1.6549304084129677,146.19721644727676,129.23584594749704,76.74900048960463,59.1345259333479,40.617843468354174,181.2473172195802,93.20503849742086,124.50961350873872,2148.02972127701,1305.2334151055622,52525.029406101945,1.5284622481402317,0.03798189211043519,2.0724330194565974,19.709466199629997,17635803990.0,1204394671000.0,29481279000.0,11538266000.0,1143146276000.0,407611250000.0,678824911000.0,464321365000.0,105.35787906463862,1019.0662271090686,295.4763076338055,834.5873190326353,505.99618078041544,759.1888339846162
대한제당,001790,음식료품,2020,12.259988841010248,3.8124905054417084,1.8670721187056718,2.905077293237728,4.7380173251210005,1.9781775426824255,3.7471197791609754,139.51426112623892,136.2147923474758,87.93324407226476,57.744865302240534,41.7511673542035,193.85317043164548,87.76264521207663,118.86298378034886,1162.1663599591773,2527.9335064948964,53354.247843117315,0.9078561576495459,0.04301438203661331,0.31788155429139203,9.686856267277115,20585365110.0,1214452231000.0,46300876000.0,22674699000.0,1146241857000.0,406488885000.0,667672501000.0,478569356000.0,105.95078373586213,856.956471179057,298.76640563000876,858.0250905024226,563.9768257274674,783.0143456761203
대한제당,001790,음식료품,2021,10.773137975726824,3.3338770552947206,1.6007446527107332,2.159120418704816,3.949730262584038,1.7077855762267322,2.421561499926557,131.2778792353295,135.23097464108153,83.41928159622766,48.46599135628217,43.2380305157711,343.9042344171364,82.99299112492413,109.40562932623831,1383.1379672370567,225.1031421710839,5699.202912753195,13.416072165286462,0.529898662362433,-22.880025724476464,21.41922608575566,270883671600.0,1261349333000.0,42051836000.0,20190982000.0,1182290229000.0,393115372000.0,671091219000.0,511199010000.0,106.6869455621628,845.7227913465097,320.85983475609294,753.817858038467,513.1218734082661,803.6203645497892
대한제당,001790,음식료품,2022,9.552200963233279,2.761178286340344,1.8513158131212692,2.4950205214406687,4.744586255381327,2.092106201186884,3.833618183950342,126.78515329143663,157.35868965496343,99.19784835521261,54.245041839269916,44.09459726470374,118.58793084093473,81.30778504075677,90.2052504577709,1181.198532642588,284.4314688475302,5994.863483089322,8.947673794014158,0.42453010100715255,20.027377455928246,13.634190319959997,228277796100.0,1378075519000.0,38051122000.0,25512530000.0,1219466296000.0,367532064000.0,681747544000.0,537718752000.0,113.00644581324289,615.9428181979424,374.95382144399787,887.7696239869061,549.4231321257752,1007.8613769485182
대한제분,001130,음식료품,2018,20.1785254694168,3.7935342818166613,5.953446573119163,11.156988789067345,6.872135429248054,5.5967385390077755,7.4574546395612495,22.788216411238462,303.2486642388843,227.3631990207455,2.1855553527428646,81.44103963940898,1928.9900251878703,7.442438961420453,10.905913284529598,1337.9917399589092,30457.192783431954,443198.37839349115,5.778602159807064,0.3971133663393944,23.5417051991361,2.7387560173102323,297440000000.0,864585835647.0,32798360071.0,51472655804.0,919690198948.0,236065680799.0,170684939463.0,749005259485.0,94.00837767282593,275.659034722924,366.24800043813167,970.1493423368106,589.3334288819685,1056.0478449522368
대한제분,001130,음식료품,2019,19.244595887112386,2.5146660988097045,1.8196708137644748,6.703014875802535,2.236405459450296,1.6906923528342992,0.26900248307195707,32.277493046038565,241.7289501142308,174.8243820563861,8.813049686787599,75.5986507585198,495.99639758342005,12.826809180971422,20.777337590495783,4118.537223431609,10055.200434319526,449614.3752390533,14.669026337512475,0.32805890586033076,74.81277467255867,4.143246432460147,249275000000.0,933866093002.0,23483614049.0,16993288734.0,1005108274460.0,321302125095.0,245259980306.0,759848294154.0,92.91198935793507,369.5633441772972,290.65045639703817,778.2825198417095,632.2127963333186,1106.6053679976283
대한제분,001130,음식료품,2020,19.26278728108138,2.367087545792383,2.145113235848679,7.347126896378778,2.665591833286349,1.918452596018212,3.0091367662995894,38.944889168428766,205.452758853751,153.6232928717743,9.40397213760456,71.97098115554303,346.9795568812485,19.25123086822952,25.09060495521152,3462.4450795807766,12315.33965739645,462011.45665325446,13.479124784049487,0.3592984494420993,5.8829159460686595,4.526585446254487,280540000000.0,970248268165.0,22966625919.0,20812924021.0,1084880807803.0,346121044488.0,304081446059.0,780799361744.0,89.4336282093382,398.8976772639638,280.3205074109958,755.3531193597524,655.2642461796161,1219.616448674831
대한제분,001130,음식료품,2021,17.837846931411182,2.245950164783451,7.854928211468444,15.403960669038893,9.912941054905348,6.605271519904288,11.596913090285593,50.076208450080316,179.89923629195297,137.43132285283596,6.909967674607052,66.63281344375307,568.9709724703024,25.732744471340773,39.21715018603569,956.3768721444114,51653.9026035503,521075.45396923076,2.991061511572619,0.29650216455815465,9.111091727348711,2.290342964403878,261105000000.0,1111341734130.0,24960181509.0,87295095400.0,1321597380773.0,334348491595.0,440979863565.0,880617517208.0,84.09079423870969,365.90929896671935,332.39023416207914,815.2727074206931,565.6228720290928,1030.8601431850855
대한제분,001130,음식료품,2022,16.675831848122158,3.1629316140006463,3.02182860586355,7.03314519305226,4.497048491789282,3.1358277994275143,0.8056827458987975,43.40865568607675,178.54019504886057,106.84816118039599,5.914744662511269,69.73079799234796,177.61109223127164,21.38094150880374,33.96799787487181,2116.944200951188,24463.759757988166,543995.9075970415,5.416174836197642,0.24356800878389662,-3.763303691601487,3.467882848317013,223925000000.0,1368170051431.0,43274283090.0,41343753991.0,1318431898542.0,334171752360.0,399078814703.0,919353083839.0,103.7725234761085,505.3648392503013,409.4212158175128,777.1893559749246,461.31447656068536,1128.6627160107712
대한항공,003490,운수창고업,2018,15.205026585767717,4.478055198430413,-1.268177432874149,11.580562610593315,-5.0935104927649135,-0.6233425469550292,-6.655954039321078,717.1286426133178,49.62472705423449,37.47398584636676,478.1862607995178,12.23797512227485,98.04782708438559,98.20860532901528,669.5743542955905,-131.96398092447055,-1698.4334982092926,33345.04759775867,-12.617509029699583,0.6426741463533088,0.73269065260067,2.4707870585528013,2032520506620.0,12702268573406.0,568814598170.0,-161087303511.0,25842500932737.0,20098498545324.0,22679902097615.0,3162598835122.0,49.1526288669488,-333.6772393156599,63.20008703516431,1504.7326414773554,1173.0359798300149,1136.402423878774
대한항공,003490,운수창고업,2019,11.689042966167912,1.4252573383266132,-5.022700979153524,10.230359131136023,-22.395107115873817,-2.3053185768586073,-18.037888284129536,871.4538953826935,40.72667746213621,32.60430161957457,555.8137775225994,10.29384929900416,26.206356611695984,93.34409277932845,842.1006453566896,55.523231785083404,-6566.122677915548,29319.45198539118,-2.8144463493128913,0.6302982746474223,0.7660901106276531,2.784631297148207,1752728836320.0,12398936444171.0,176716751545.0,-622761502186.0,27014118935120.0,21310439947171.0,24233326242485.0,2780792692635.0,45.89798569388701,-238.32211882186334,58.182451769687574,1440.9749014850659,1535.8723898558844,1131.7912242325183
대한항공,003490,운수창고업,2020,9.991769597101815,1.410204322086724,-3.0223730446088815,13.57884562418091,-6.945585653422369,-0.9131325020878014,-16.593918647852306,660.6328366958645,50.10806008111868,43.20757288728751,419.4359707430084,13.146947538367257,14.271246059251064,110.87033834888555,620.9385282642362,227.15682546525193,-1320.354824102144,19009.985478352748,-15.973736464622013,1.1094695482022838,2.668880064649206,5.836346988395442,3674257056883.0,7610530916271.0,107324035915.0,-230018634965.0,25190061074278.0,18482139652726.0,21878336959960.0,3311724114318.0,30.212435348329674,-190.9671879649046,41.17775895686674,989.9322164976064,1242.77243775996,919.7993553960421
대한항공,003490,운수창고업,2021,23.342780416829072,15.725809133387619,6.418911937636164,28.152688546666248,8.430064631872108,2.170006501728822,10.922135152545073,288.4810771376013,78.6388895937358,71.56880313692665,165.4791934516333,25.74127953330907,323.7353760115422,27.743352866352726,271.2158748351262,19.018699897665382,1664.0235190977999,19739.15493846293,17.637971857460872,1.486892427335365,2.904943919961144,4.304916591556716,10208541213750.0,9016824640301.0,1417968632826.0,578782033232.0,26671903184202.0,16914084201792.0,19806214028703.0,6865689155499.0,33.806453847814446,-499.84332823500546,53.30956457781907,823.398375741966,1157.6734217794337,790.4938790106345
대한항공,003490,운수창고업,2022,27.31717144368137,20.08064495907306,12.269375842406403,29.879701689316335,18.611894094448083,5.964275758005754,20.263490635295412,212.05623028857485,95.46621411068118,86.85195213725339,120.85128322157249,32.045506640750204,653.5532725404037,27.225311190785327,200.68248723858315,118.7441640935909,4696.919634455276,25236.11842309142,4.886181111476825,0.9094108537309927,1.5165154325245915,2.3561178960255744,8450664169950.0,14096094819146.0,2830586753727.0,1729502852463.0,28997701022484.0,17079086486516.0,19705240815659.0,9292460206825.0,48.61107716165598,-3668.501494469372,82.53424344607025,1249.463535828997,1403.3417690528986,842.100839326611
대한해운,005880,운수창고업,2018,14.679727420230002,10.511285653540535,6.093739462742915,5.866937639969398,10.042578720278714,2.6690019938580756,3.4883238708178594,276.26718688816123,63.78623990015616,55.37877592227175,176.03115143088118,26.576859073741986,136.38723452546077,167.51035442032497,266.3352487983875,421.7823110176921,3204.7118230263322,31911.24423605605,0.6325061696454898,0.06351992999726794,0.1876715709714441,16.954566441387886,49512523608.0,1284595553233.0,135027508093.0,78279906164.0,2932927976230.0,1722053636191.0,2153447841253.0,779480134977.0,43.79908281567232,-454.0083718931221,74.59672139332368,604.848143976628,1668.494197196171,17738.554507991328
대한해운,005880,운수창고업,2019,17.87048589321727,12.80591433453612,10.045219879327243,8.886187230764172,11.28465255094886,3.0237739469952016,4.077949573864909,273.1976248476741,54.12017733842206,46.49537401140074,186.58238450704363,26.795454564003833,127.85953948735511,176.9332243150752,262.06333477741373,389.67205038221357,4135.691374705116,36648.81444982876,0.5181721279075862,0.05847392425022942,0.15244584536076333,17.194530020783755,52345998072.0,1005657249125.0,128783605822.0,101020481907.0,3340874141977.0,2013682352255.0,2445671729223.0,895202412754.0,30.101620306172055,-282.69146668780223,49.941205870867655,646.5163418077276,1397.027763618009,20223.65828530731
대한해운,005880,운수창고업,2020,23.036931387852498,16.50733917663007,3.11368715244174,3.005001817520406,3.225909362446212,0.822797820422104,1.0327361508254882,292.06586142769396,72.26456234286296,62.85985155865744,222.13862602923956,25.505918734126336,135.96691735153297,194.4837272260586,280.9020047029329,1461.9527930936647,112.69213843521148,3493.3448455525377,25.13928690446084,0.8109706099032168,2.6544927187762095,84.93121475273979,692019997970.0,884078269341.0,145937798507.0,27527431490.0,3345588771234.0,1923278031476.0,2492265618065.0,853323153169.0,26.425192388929293,-534.1900622082169,45.96726291635137,1159.3004451858565,1212.460945150816,19173.133354455684
대한해운,005880,운수창고업,2021,23.119057177825653,17.673208472601097,26.571155907372823,28.068026201183628,20.195410849185798,7.943277797408439,10.26557662497945,154.24530482585814,128.72584294764232,101.73584734948375,128.54196671739325,39.3320931013824,176.0242933680789,112.29180010439188,147.61579117279356,212.85947955608395,960.5610566955448,4756.333326758098,2.7483937450909615,0.555049408574444,2.6081628523092757,7.5547938148165485,842628494400.0,1153843059443.0,203921089342.0,306589438251.0,3859734558837.0,2354739599242.0,2341620168689.0,1518114390148.0,29.894362989320992,1029.3899746276522,49.0008772016416,874.9963752832467,842.3034953515826,2456.509436774817
대한해운,005880,운수창고업,2022,21.124352478274737,16.60480328174321,10.688135651699328,11.47531406572326,9.657091387455441,3.8370670823907473,5.246868368984503,151.67898241274514,77.73007546447303,58.782462572875225,111.2287354858791,39.73315492670076,220.52005937729487,99.14184823908084,146.3345117108847,470.2503474685367,539.8072052362344,5589.749372543412,4.029216318163372,0.3891051020433042,1.753710028470313,12.79934578714099,694210975500.0,1612014464184.0,267671830651.0,172294292657.0,4490260111628.0,2847669869215.0,2706138104863.0,1784122006765.0,35.9002468478278,-1003.0081493820657,56.60819330256054,1089.2442359209388,929.8473148406131,4232.376907080984
더메디팜,118000,유통업,2018,5.900891270783788,-18.901287898885002,-36.05436034163717,-33.996519594737066,-65.41932903114471,-19.70993250486678,139.5373571630013,231.91046704493462,127.68200178922766,114.52661561415063,2.2893550781448178,30.128606937382855,-320.83819338003076,45.701826011703496,41.70590673656332,266.94802380698223,-498.3880205213437,761.8360321061565,-3.8243294812869095,2.5018506865981527,-17.10180527831693,-1.7132456933139417,46312024214.0,33587731074.0,-6348513749.0,-12109841592.0,61440299651.0,2483924904.0,42929193268.0,18511106383.0,54.66726442544837,285.4558728672776,1352.2039663885105,300.6175176286565,565.2211229186455,706.5269654709582
더메디팜,118000,유통업,2019,7.6611598491373005,-0.1460170227351708,-8.558783995659681,-6.862856780729561,-13.374772988453287,-6.885247651007006,-17.866929626368815,94.25260595379092,137.3139192349488,125.5604684560347,1.8621819993964692,51.47936086056325,-1.3894032891823722,12.159614950633351,43.52463718509749,772.8964487567252,-136.80599384049145,1022.8659130035243,-23.15688012685848,3.0971801481755747,89.40179480437637,-25.283068218900205,111297222432.0,56155488904.0,-81996573.0,-4806226997.0,69804707697.0,2218756442.0,33869690324.0,35935017373.0,80.44656407380587,453.29040512400763,2530.944264138389,549.7498794777988,1328.8207947757548,1132.2656908222143
더메디팜,118000,유통업,2020,17.04920771551366,-24.61890173244334,169.47197094874807,197.08006400529234,14.74016367189116,8.11402601126574,20.438259293244418,81.6627608960768,58.5802846697556,53.02291392778555,4.380101780287615,55.04705505230467,-35.028747957584734,2.4796617169799466,62.34556089162109,-230.65500254136282,222.64367865011496,1510.4559461214574,11.354465643611457,1.6736668199369786,33.57309764149619,8.781596354591787,127409766624.0,6621221847.0,-1630072100.0,11221115165.0,138292817270.0,1149184432.0,62166694014.0,76126123256.0,4.78782772504581,-27.1716029087537,576.1670331259761,138.92025498660269,167.98617327648208,127.36689639584517
