corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,roa,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,average_accounts_receivable_per_sales_turnover,market_capitalization,minimum_wag,uskor_exchange_average,PPI_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,return_on_assets,return_on_invested_capital,current_ratio,non_current_debt_ratio,equity_ratio,interest_coverage_ratio,debt_to_equity_ratio,net_debt_ratio,retention_ratio,earnings_per_share,book_value_per_share,price_earnings_ratio,price_to_book_ratio,price_cash_flow_ratio,enterprise_value_to_ebitda,operating_income,net_income,fixed_assets,total_asset_turnover,net_working_capital_turnover,fixed_asset_turnover,accounts_receivable_turnover,inventory_turnover,accounts_payable_turnover
KSS해운,044450,운수창고업,2019,10.424462887609673,0.9575112298533304,0.7064474405437183,1.762310079710154,18.899544931062454,231240042004.0,167701722637.0,10766382257.0,23713572228.0,10.254959315216611,0.10424462887609673,957238168720.0,2.448220008959444,24105532360.0,25175195453.0,-364192084.0,83335037686.0,128169981556.0,676238454283.0,280999714437.0,495208629148.0,455583591925.0,1.762310079710154,20.543359995223934,28.855553747556232,3.406544987555894,168186569110.0,-103964921404.0,2.6188454379112254,53614135417.0,0.3187777460513773,39625037223.0,30000000.0,15.350891464825095,0.042057236889931765,179226852400.0,8350,1166.11,103.5,-0.56,1.25,,63.0,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,187.79354406130267,27.477213209423702,22.821279849571706,10.134618631315858,8.33997159995484,2.448220008959444,0.05512936992531921,0.38184765909575547,0.5307476255907733,0.29355255945628167,0.9419419313852506,2.406544987555894,0.4759354639339104,10.774747549875023,1010.7572531212962,12119.432794312746,7.647731417339984,0.6378186282469783,2.1506782426296245,26.334636997205898,52771937110.0,23435296380.0,889271882160.0,0.24157001837192685,-2.2242121561888966,0.26003300750084296,23.777120751349063,15.80971278354368,18.855133769282777
KSS해운,044450,운수창고업,2020,6.170895289204132,0.8435856675953024,0.7486217452002796,2.0516299484184155,35.86783133908371,226181167041.0,163993021600.0,11456957039.0,13551990765.0,5.991653037382826,0.06170895289204133,1069527677719.0,1.2275625026367434,13957402982.0,16545329678.0,-620534358.0,72022520637.0,251955490181.0,800671676634.0,268856001085.0,551593023638.0,500621776090.0,2.0516299484184155,39.51974621277006,60.984409640427856,3.9780688301648293,240088936099.0,-167592772594.0,3.3117467806753838,61887562629.0,0.2577693234622058,50971247548.0,1010000000.0,9.805478695571393,0.02686432519334628,239973858000.0,8590,1180.01,103.03,0.29,0.5,,63.0,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,157.42230916030533,27.494837989640008,22.429448510540194,5.804692273349212,4.88332812881836,1.2275625026367434,0.04743326372833593,0.301955453187174,0.5241404708016201,0.25137825479972037,0.8190825464795553,2.9780688301648293,0.46807743877903624,19.825818916471906,566.2550106789132,11595.678106028325,18.277983955657778,0.8925739318875431,3.331928067465035,53.06113429877323,50731188402.0,13129120727.0,991450800739.0,0.21147761928272904,-1.3495878344881413,0.22813150876716304,37.22408781173028,15.458496696864515,28.319342502762673
KSS해운,044450,운수창고업,2021,17.809182750802943,3.026366174253504,0.7629527116949596,2.078081784549265,11.687344561690447,324001266815.0,251817533990.0,14094611829.0,57260015068.0,17.67277505760329,0.17809182750802943,1446228922766.0,3.877066178275591,57701977722.0,19066423030.0,-381925576.0,100253853510.0,437363866938.0,1103404278356.0,342824644410.0,712417648843.0,674382895528.0,2.078081784549265,12.346503135045523,19.6786094591323,4.2185675573439445,381598280320.0,-313465773261.0,5.600825461912788,50312576386.0,0.1318469683453735,38034753315.0,27000000.0,9.31675459538743,0.025525355055855972,274752678000.0,8720,1144.61,109.6,0.52,1.0,,63.0,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,222.12499233716474,22.278842775703055,17.928670948428124,17.30587444184774,16.35566559734888,3.877066178275591,0.04016592399832598,0.17854511032352025,0.49909525848473735,0.2370472883050404,3.003186018578546,3.2185675573439445,0.4663043899289485,5.507030159349967,2418.336178096324,14785.92334688181,4.900063153886294,0.801437943508549,2.740569747501968,16.448926206668364,58089120996.0,56071252425.0,1353576924317.0,0.22403179864175862,-1.0336097094250474,0.23936671865065037,39.17673222612361,14.131229723106792,18.22503165957002
KSS해운,044450,운수창고업,2022,10.581243730604003,1.1455391643884951,0.7551308298212128,2.117287997551153,17.563028472679246,445375789707.0,360523008549.0,15341689555.0,46647231356.0,10.47367917925846,0.10581243730604002,1659172643001.0,2.7405542975778556,47126297826.0,41138966952.0,-777360685.0,112623502864.0,284621241639.0,1252892414726.0,406280228275.0,860212250969.0,827680510530.0,2.117287997551153,18.253338171079783,27.55394521789293,4.083813406440127,378619659875.0,-296088095986.0,4.587574038754685,63794082902.0,0.1684912054568466,32531740439.0,15050695.0,14.903940324286273,0.04083271321722266,213544390000.0,9160,1292.2,118.78,0.23,3.25,,63.0,4.24,4.1,3.81,3.94,4.13,3.76,1.2,1.23,1.17,304.6415576923077,19.051951884008382,15.607290115326961,10.20947438609399,11.191912381525551,2.7405542975778556,0.04189503238027901,0.21798013319289208,0.5269329617619986,0.2448691701787872,1.1338940866071556,3.0838134064401266,0.49885134860525854,7.596678961019546,1969.6250336569367,17598.64593747347,4.696325362409634,0.5256086197122485,1.8960908209174452,22.094349621402827,69511091603.0,45470527172.0,1547207703127.0,0.2684324573369497,-1.5042002557511087,0.2878577897504444,24.490167838717465,19.24074046021072,18.922610938162215
KTcs,058850,서비스업,2018,1.584661252424905,413.7960014088306,0.5383156854195341,0.003170532523263625,-3.7691657091036093,1016085167247.0,0.0,1003620000.0,16101507937.0,1.584661252424905,0.01584661252424905,350279654978.0,3.2549301291038684,16101507937.0,38911705.0,4211086973.0,12722541089.0,15560721583.0,188561032558.0,161718622420.0,512734152.0,-60689251581.0,0.003170532523263625,0.031843859221519076,16.538471305611115,2.1659821839706717,178635115633.0,116845211733.0,0.6045584057165729,270933430095.0,1.5166862860918335,61201985733.0,0.0,62.50096395229856,0.1712355176775303,106072225000.0,7530,1100.58,103.48,-0.29,1.75,,1438.0,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,198.61355172413795,100.0,100.0,1.12208684798451,7.050120669708336,3.2549301291038684,2.9007827112049007,1.6540999025804908,0.02833712088023901,0.4616843145804659,413.7960014088306,1.1659821839706714,-0.17325942491524868,10.321572906897503,267.1045572449338,3788.6522764437154,9.30347286332994,0.65590606333833,8.337345838223372,2.818554237067045,1016085167247.0,11401358026.0,27697905265.0,2.9007827112049007,8.695993204829225,36.68454915725917,5.8399099296863985,0.0,0.0
KTcs,058850,서비스업,2019,1.0502329120028793,5.377264093466016,0.5659372465305985,0.2589225582423836,-1.0429007689560592,944861712920.0,0.0,933520000.0,9923248682.0,1.0502329120028793,0.010502329120028792,378104045980.0,1.9915435330724571,9923248682.0,1845408466.0,2692641206.0,25007703663.0,40246333799.0,213983162684.0,164120883296.0,42494598964.0,-10348963681.0,0.2589225582423836,4.28232732301488,28.41701610496547,2.303814349439437,163018387760.0,107977905376.0,0.6015520945823009,249600943053.0,1.531121405889924,52843562645.0,0.0,58.92121523141736,0.16142798693539,96468100000.0,8350,1166.11,103.5,-0.56,1.25,,1438.0,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,187.79354406130267,100.0,100.0,0.7969533078791989,4.588146569025641,1.9915435330724571,2.498946316406196,1.6623664168177639,0.13479034531858938,0.43406275346940154,5.377264093466016,1.303814349439437,-0.027370676910311118,15.928541278211236,176.4110735855687,3844.931083425091,12.810987168012334,0.587786868207473,3.8575353139172393,8.678522435421113,944861712920.0,7530106676.0,88866545432.0,2.498946316406196,8.750509742060734,10.632366863444702,6.194712695018865,0.0,0.0
KTcs,058850,서비스업,2020,1.720803845673607,11.618873918961874,0.559013357624106,0.18374342616472733,-2.760014316325603,931703674263.0,0.0,913840000.0,16032792657.0,1.720803845673607,0.01720803845673607,384918648498.0,2.941732836064147,16032792657.0,1379892128.0,1986551411.0,50440106447.0,59127705238.0,215174666109.0,169743982389.0,31189340895.0,-44250737264.0,0.18374342616472733,1.945346737917338,19.002859497330512,2.2676423816656257,175699471980.0,114202835019.0,0.6060644145912439,272004822870.0,1.548125442863952,75440078159.0,0.0,58.18734856075251,0.15941739331713017,94547275000.0,8590,1180.01,103.03,0.29,0.5,,1438.0,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,157.42230916030533,100.0,100.0,1.2153304304565489,6.670798054596477,2.941732836064147,2.420521005928454,1.649989631340496,0.10255464182636272,0.4409866423758941,11.618873918961874,1.2676423816656257,-0.11496127152236409,11.288833524936045,265.2753490687595,3976.6658636289094,8.349814665311667,0.5569992742560221,1.874446381261024,3.137103985065276,931703674263.0,11323278275.0,72909255142.0,2.420521005928454,8.158323513667519,12.778949290434928,6.272841245187674,0.0,0.0
KTcs,058850,서비스업,2021,2.357923349062111,21.3402198172064,0.5618998584882272,0.2388534081646118,-0.8903521685550344,965721215198.0,0.0,944680000.0,22770966020.0,2.357923349062111,0.02357923349062111,416750372360.0,4.567298671915217,22770966020.0,1067044586.0,5764122532.0,6944697134.0,7983508327.0,234171975254.0,182578397106.0,43609472406.0,-20274178976.0,0.2388534081646118,1.9151349296159548,12.30267383088841,2.2825831476549014,189641476865.0,113311796529.0,0.6259759953752521,289807289610.0,1.528185154433832,63883651382.0,4500000000.0,66.62160936622783,0.18252495716774747,110340725000.0,8720,1144.61,109.6,0.52,1.0,,1438.0,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,222.12499233716474,100.0,100.0,1.9709864423033772,10.425238978820285,4.567298671915217,2.3172653925400324,1.5975053474702858,0.10685173029799569,0.4381001415117728,21.3402198172064,1.2825831476549012,-0.048648256415921395,7.410196001527379,445.9232569286635,4277.343261239312,5.796961606811943,0.6043471010206054,15.888486260947431,3.955323895564796,965721215198.0,19034234222.0,76705695563.0,2.3172653925400324,8.522689117816979,12.589954476129257,5.478702833393689,0.0,0.0
KTcs,058850,서비스업,2022,2.309726012186736,15.836146952980734,0.5396405296816535,0.17578710044035403,-1.1833519524737557,1029466970045.0,0.0,1005140000.0,23777866394.0,2.309726012186736,0.02309726012186736,416146080400.0,4.350152649184967,23777866394.0,1501493164.0,3881042841.0,19708133315.0,6585240856.0,224569291252.0,191576789148.0,33676728276.0,-28137584623.0,0.17578710044035403,1.4163057239020334,12.405094101301463,2.1722155499668183,183249589773.0,107814045128.0,0.6295860004473902,268915055737.0,1.4674797147983683,61814312899.0,0.0,63.63435194223517,0.1743406902526991,93266725000.0,9160,1292.2,118.78,0.23,3.25,,1438.0,2.68,2.44,3.22,2.62,2.34,2.32,0.69,0.81,0.56,304.6415576923077,100.0,100.0,1.7584818423274602,9.449469229288933,4.350152649184967,2.4738115256437725,1.5883453559789924,0.09929133884736692,0.4603594703183464,15.836146952980734,1.1722155499668183,-0.06761468135409116,8.557206917383073,424.10658875483193,4488.152492632073,5.1520067311736755,0.4868372907531511,4.732397711609452,2.7390657890749353,1029466970045.0,18102989741.0,78632121069.0,2.4738115256437725,9.548542296347257,13.092193826765001,5.735895610775341,0.0,0.0
LF,093050,섬유의복,2018,7.045591292025542,17.041608703342128,0.28356993387734203,0.15702031496546326,-1.2517807094350155,1706682100310.0,763854779229.0,823318869887.0,120245845442.0,7.045591292025542,0.07045591292025542,1651840925264.0,4.924189579271995,120245845442.0,7056014930.0,30743874195.0,124688337933.0,-14338150887.0,468412421953.0,1183428503311.0,185822316329.0,-150521429714.0,0.15702031496546326,1.5453533188273894,5.758712765061043,1.3958096502175452,298589620282.0,671474563489.0,0.30780398377483764,599801596907.0,2.0087824765660756,336343746043.0,68023763022.0,28.624020020938026,0.07842197266010419,726614000000.0,7530,1100.58,103.48,-0.29,1.75,AA-,2443.0,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,198.61355172413795,55.24328877122141,7.0023849885278935,4.765959559382823,6.873231334248525,4.924189579271995,0.07234864408926056,3.2488208493477857,0.10280820572589859,0.7164300661226579,17.041608703342128,0.3958096502175453,-0.09112344137492744,10.27975561107301,2781.7981774281807,40472.931029787964,8.93307077473688,0.6139906195998127,5.827441539804939,4.790956129655851,119508451194.0,81339778708.0,577369210652.0,1.033200034099673,2.5416928549639075,2.955963132122532,12.751528252600725,2.0630082712341906,8.470306124481617
LF,093050,섬유의복,2019,5.425491364330372,12.085504863169573,0.42429972070296534,0.5037390125230566,4.5143986656663895,1851716801127.0,805870718796.0,958312940304.0,100464735137.0,5.425491364330372,0.054254913643303725,2417125014216.0,2.873230905954036,100464735137.0,8312828986.0,47825490466.0,151555551575.0,392474385842.0,1025585468436.0,1391539545780.0,700972756678.0,453537866249.0,0.5037390125230566,6.977301594655176,14.767338045254656,1.7370149641425594,710019555825.0,605012156727.0,0.5399258048667962,942282370769.0,1.3271217152239203,247434890429.0,446302129243.0,24.49277563738237,0.067103494896938,540940000000.0,8350,1166.11,103.5,-0.56,1.25,AA-,2443.0,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,187.79354406130267,56.47980737089347,4.727134407039197,3.75055099687659,4.990845079079043,2.873230905954036,0.03621374215739171,1.852106328288398,0.13055423726743176,0.5757002792970346,12.085504863169573,0.7370149641425593,0.18763525410625317,12.758267621455165,2375.1567354309163,47590.27174350205,7.788959660653136,0.38873490993515875,3.5692522931586974,9.898775574263624,87533142027.0,69449582944.0,782142258502.0,0.7660823458598017,3.0606274279585284,2.367493612573121,14.90235346960492,2.161964163212785,12.008040828729412
LF,093050,섬유의복,2020,3.382857878675585,5.076722117825397,0.4295402454752418,0.5521490818282624,8.283143715246624,1610459972097.0,713336421250.0,820056380396.0,54479572049.0,3.382857878675585,0.03382857878675585,2479439883815.0,1.15332620390056,54479572049.0,10731249571.0,21456251418.0,304472983149.0,574060560156.0,1065019216335.0,1414420667480.0,780971072868.0,451262124827.0,0.5521490818282624,14.335117613728302,37.243604109794134,1.7529720406535698,720808907176.0,604291340728.0,0.5439655666174328,1020336187274.0,1.4155432558006174,329708948041.0,480454315730.0,23.27802852218424,0.06377542060872395,429828000000.0,8590,1180.01,103.03,0.29,0.5,AA-,2443.0,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,157.42230916030533,55.70604463263028,4.78541359526309,1.7756436288673947,2.0217485891908002,1.15332620390056,0.031082492039460258,1.8383516556357566,0.13882583377233548,0.5704597545247583,5.076722117825397,0.7529720406535699,0.18200163987548015,31.099681925811556,977.9763984268126,48372.799845417234,15.031037582958689,0.30388979027420626,1.4117114614062654,16.172853267542745,77067170451.0,28596029890.0,789377777630.0,0.6495257185340826,2.665038969707644,2.040163807159847,15.680022028160616,2.340618574826081,13.62064265133589
LF,093050,섬유의복,2021,11.118041790032194,15.746348881684753,0.4103549018055214,0.4272203935782952,1.201846256800575,1793103979720.0,695009070495.0,939229045084.0,199358049804.0,11.118041790032194,0.11118041790032195,2541137894593.0,5.358011576573931,199358049804.0,12660588896.0,50227545674.0,310313177851.0,436659125129.0,1042768391210.0,1498369503383.0,640134008961.0,239597725920.0,0.4272203935782952,3.210976479707498,7.658716222257853,1.6959354076919282,613206040109.0,731122245365.0,0.4561430766092883,1030460918303.0,1.6804480890629048,400536283041.0,297046203663.0,24.168726842894657,0.0662156899805333,504390000000.0,8720,1144.61,109.6,0.52,1.0,AA-,2443.0,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,222.12499233716474,61.23989024866654,8.859824412737487,7.593227392772896,9.08684154753498,5.358011576573931,0.06251760854026564,2.192294591936896,0.16904330615627636,0.5896450981944785,15.746348881684753,0.6959354076919282,0.09428757346455417,7.306083669353696,4656.445368296853,51243.82706508208,3.7045425502993456,0.33662591160671285,1.6254224312774368,3.731917154343433,158865864141.0,136154462569.0,711828205497.0,0.7056303333775562,2.452536482219638,2.5190122642977473,15.102160836713914,2.2143400148902637,9.391522782111089
LF,093050,섬유의복,2022,11.367150332601389,21.50484756496029,0.358814931211956,0.3117684977087867,0.9447263573208943,1968540364635.0,798159568153.0,985220110096.0,223766942606.0,11.367150332601389,0.11367150332601389,2584040376470.0,6.861444753011522,223766942606.0,10405418682.0,82168298930.0,160923026134.0,254518271951.0,927192269932.0,1656848106538.0,516553045107.0,211398528577.0,0.3117684977087867,2.3084421634902803,5.229437008211287,1.5596121130677314,742787794617.0,602982322493.0,0.5519425533181803,900716505460.0,1.212616189963692,305154516530.0,398535325941.0,23.666289077378508,0.06483914815720139,464916000000.0,9160,1292.2,118.78,0.23,3.25,AA-,2443.0,3.29,2.74,3.94,3.37,3.09,2.58,1.23,1.2,0.97,304.6415576923077,59.45424424654904,9.405988808379444,9.006800470656074,10.701192349941799,6.861444753011522,0.07165549272064545,1.8117827552671524,0.07136284595015147,0.6411850687880439,21.50484756496029,0.5596121130677314,0.08180929775787282,6.370048704941398,6063.697087106703,56663.75193358413,2.6221626462522876,0.28060266850378124,2.889058273194951,3.0224059045568135,185160686386.0,177302502827.0,816101371431.0,0.7618071228918564,3.2646734260735357,2.412127259611445,15.422781273676167,1.7934009459981426,8.208592534064863
LG,003550,기타금융,2018,22.233253630646534,38.442777878022376,0.20456521309791406,0.008296357318938645,-0.5301540308343293,7665990000000.0,5610010000000.0,302733000000.0,1704399000000.0,22.233253630646534,0.22233253630646532,22835911000000.0,8.24533341367463,1704399000000.0,44336000000.0,-312954000000.0,494943000000.0,1153576000000.0,4671433000000.0,18164478000000.0,150699000000.0,-903594000000.0,0.008296357318938645,0.08841767684679468,2.4809817000080194,1.2571740844961248,3039531000000.0,1573554000000.0,0.6588933436084529,4496937000000.0,1.4794838414215878,1054293000000.0,72956000000.0,131.18486588164086,0.3594105914565503,11394292474192.0,7530,1100.58,103.48,-0.29,1.75,,6373.0,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,198.61355172413795,26.819497546957404,22.870457696918468,24.561693923420197,10.365819485701708,8.24533341367463,0.0767758728784676,1.5176963156486971,0.07146209319172771,0.7954347869020859,38.442777878022376,0.2571740844961248,-0.03956899289018949,7.992271483782703,10911.731025477005,105266.45809844857,6.05146881331905,0.627284333422188,23.02142362694694,6.155071948641134,1753247000000.0,1882897000000.0,1977587000000.0,0.33569889110182644,4.871767985083448,3.876436283207768,2.7823331414563826,48.30053035781933,3.431891452097365
LG,003550,기타금융,2019,18.76764808581933,22.259416019287436,0.1521580253385057,0.007381202092148471,-1.4401740670851466,4427534000000.0,3291079000000.0,295262000000.0,830944000000.0,18.76764808581933,0.1876764808581933,22434630000000.0,4.933243828848526,830944000000.0,37330000000.0,-315695000000.0,818667000000.0,852663000000.0,3413609000000.0,19021021000000.0,140398000000.0,-1196704000000.0,0.007381202092148471,0.16896204798397968,3.084340255973544,1.1794650770849788,2244801000000.0,1694256000000.0,0.569882842517892,3876655000000.0,1.7269481793709107,1337102000000.0,56129000000.0,119.61347671186715,0.3277081553749785,12029992944796.0,8350,1166.11,103.5,-0.56,1.25,,6373.0,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,187.79354406130267,25.667900009350575,18.999131344897634,24.99709770721128,5.818588812871822,4.933243828848526,0.03749529187688854,1.7547466345569163,0.05209838539793168,0.8478419746614944,22.259416019287436,0.17946507708497877,-0.05334182021276928,14.184951502365022,6413.846785619077,110230.28077582027,10.869607948277622,0.6324577920815081,14.694610806098204,13.037327358758231,841193000000.0,1106755000000.0,1749878000000.0,0.19735266416250236,2.6132615141985625,2.530195819365693,3.0514956176655255,52.73996025768405,3.9361464962439467
LG,003550,기타금융,2020,31.603729128478747,49.40762569160452,0.1408837922388469,0.0032231467948530506,-0.8675375814010103,5199070000000.0,3302831000000.0,310183000000.0,1643100000000.0,31.603729128478747,0.31603729128478747,24282268000000.0,6.344786244843356,1643100000000.0,33256000000.0,-355657000000.0,739096000000.0,2016784000000.0,3420978000000.0,20861290000000.0,67239000000.0,-1425451000000.0,0.0032231467948530506,0.040922037611831295,2.2204655413466194,1.1639868867169767,2133263000000.0,3762658000000.0,0.3618201465046767,5854239000000.0,2.7442650062369243,1492690000000.0,49665000000.0,92.2258827059455,0.25267365124916574,14263227334198.0,8590,1180.01,103.03,0.29,0.5,,6373.0,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,157.42230916030533,36.4726576099187,30.506532899153115,29.633338270113697,7.385247988019916,6.344786244843356,0.06531745716668641,2.7638040879160233,0.053031084246331524,0.8591162077611532,49.40762569160452,0.16398688671697675,-0.058703371530204676,10.892981440397545,8928.39369240556,120894.9747779476,9.257880291536473,0.6837174179639898,19.298206639188955,7.8131436517546105,1586056000000.0,1540658000000.0,1721617000000.0,0.21410973637223674,1.3817546000726082,3.019876081613971,3.957674237326326,79.23878412744111,4.142161282919201
LG,003550,기타금융,2021,34.859039424056824,88.04304599182531,0.14529040277530839,0.0028658325729718037,-0.4473583063047238,6859010000000.0,4065447000000.0,333459000000.0,2390985000000.0,34.859039424056824,0.34859039424056826,25669796000000.0,10.455766769630737,2390985000000.0,27157000000.0,-179816000000.0,1019525000000.0,1291522000000.0,3729575000000.0,21940221000000.0,62877000000.0,-1069627000000.0,0.0028658325729718037,0.026297530097428464,1.3895719556150692,1.1699880324815324,2819273000000.0,2728661000000.0,0.5081662831605422,5493915000000.0,1.9486991859248821,1132504000000.0,41453000000.0,60.31250355371985,0.16523973576361603,12725650333700.0,8720,1144.61,109.6,0.52,1.0,,6373.0,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,222.12499233716474,40.72837042080417,35.86675044940888,39.13063255484392,12.233121990886053,10.455766769630737,0.09583652320415792,1.967859799317058,0.035461988089036625,0.8547095972246916,88.04304599182531,0.16998803248153244,-0.04166869888642668,7.038597989399301,17062.664060868326,139479.2275723269,4.741346351976584,0.5800146832477211,12.48194044648243,4.874988062953134,2460104000000.0,2683974000000.0,1668511000000.0,0.2672015780725332,2.513690780936144,4.110856925725992,6.05181311491899,75.25957533460449,6.163008430189812
LG,003550,기타금융,2022,28.4667645516197,73.0030334392063,0.11471715103056566,0.012084727919516923,-0.3586656941814161,7185987000000.0,4853189000000.0,391418000000.0,2045618000000.0,28.4667645516197,0.284667645516197,29633677000000.0,7.139680978502938,2045618000000.0,28021000000.0,-332116000000.0,641024000000.0,816088000000.0,3399491000000.0,26234186000000.0,317033000000.0,-733693000000.0,0.012084727919516923,0.15498152636513757,1.6067545787545787,1.1295824844727411,2524385000000.0,2559007000000.0,0.4965945966787531,5025188000000.0,1.9906583187588265,1050726000000.0,289303000000.0,71.81146723477234,0.19674374584869134,12285207553300.0,9160,1292.2,118.78,0.23,3.25,,6373.0,3.09,2.99,3.09,3.19,2.99,2.49,0.49,0.51,0.22,304.6415576923077,32.46315363498431,27.016191373571925,29.44271955960956,8.06485857804012,7.139680978502938,0.06551262605717137,2.013715023659228,0.029530793630503566,0.8852828489694343,73.0030334392063,0.12958248447274104,-0.024758756734778474,9.74621198156682,13450.32831420206,166776.9891319122,5.80654971206428,0.4682900225415799,19.164972845478484,5.646955860429465,1941380000000.0,2115750000000.0,1675441000000.0,0.24249393688133944,2.8081154135178217,4.289012266024288,5.082753688999419,83.38239639887293,6.4413571316703875
LG디스플레이,034220,전기전자,2018,-0.375426759998358,-0.27949818442120206,0.5512908088477986,0.10438541725025906,8.877645951448022,24336571000000.0,21251305000000.0,938214000000.0,-91366000000.0,-0.375426759998358,-0.00375426759998358,33175710000000.0,-0.5408866908952363,-91366000000.0,326893000000.0,486549000000.0,4484123000000.0,12159462000000.0,18289464000000.0,14886246000000.0,1553907000000.0,-811115000000.0,0.10438541725025906,-17.007497318477334,-101.92353003460708,2.2286149241386983,9954483000000.0,-1154356000000.0,1.1311749250891492,6108924000000.0,0.6136857132610504,2365022000000.0,1553907000000.0,42.43179924567023,0.11625150478265817,6458573385000.0,7530,1100.58,103.48,-0.29,1.75,AA-,7258.0,3.05,3.19,2.85,2.85,3.0,2.45,1.73,1.77,1.63,198.61355172413795,12.677488541832782,0.38169304952616373,-0.7373388798282223,-1.2054281515971186,-0.5408866908952363,0.002799970219175415,0.8840365692522656,0.25123745656083923,0.4487091911522014,-0.27949818442120206,1.2286149241386983,-0.024449062280807253,-57.06527978243788,-501.4956023450061,41603.110204499135,-35.99233954514804,0.43386179329563673,1.440320300089895,-61.81137824792592,92891000000.0,-179443000000.0,22587772000000.0,0.733565943275969,-21.08237926601499,1.0774223770277123,8.602039189682602,7.896581937520135,6.8831007096122026
LG디스플레이,034220,전기전자,2019,-14.245628231258484,-7.544872272119157,0.6489547601751285,0.15831514361344048,0.40634589243242564,23475567000000.0,21607240000000.0,947978000000.0,-3344242000000.0,-14.245628231258484,-0.14245628231258484,35574563000000.0,-8.073403459657397,-3344242000000.0,443247000000.0,252812000000.0,2706545000000.0,9461938000000.0,23086282000000.0,12488281000000.0,1977084000000.0,-1358919000000.0,0.15831514361344048,-0.5911904700676566,-8.038180717933148,2.8486356929348404,10984976000000.0,-736661000000.0,1.0718811824187684,8197160000000.0,0.7462155584136005,3336003000000.0,1977084000000.0,49.03988900459784,0.13435586028656943,5814505125000.0,8350,1166.11,103.5,-0.56,1.25,A+,7258.0,3.05,3.19,2.85,2.85,3.0,2.45,1.73,1.77,1.63,187.79354406130267,7.958602235251655,-5.7906247802236255,-12.234328568081018,-22.998185258643684,-8.073403459657397,-0.03821219110969824,0.9329392253565233,0.34016738308211963,0.3510452398248715,-7.544872272119157,1.8486356929348402,-0.03819917619226974,-2.612502863780162,-8026.6964250031515,34901.433894599926,-2.02449415545121,0.46559691642108314,2.1483127474326125,-1.3323157011364608,-1359382000000.0,-2872078000000.0,22961093000000.0,0.6598975509551586,-31.867530655213184,1.0224063375380257,7.442920598082484,10.534181960895204,8.252515696487096
LG디스플레이,034220,전기전자,2020,-2.483129589229646,-0.75054505044364,0.636929685645462,0.2509556665599491,1.6982019965274897,24261561000000.0,21626339000000.0,755340000000.0,-602446000000.0,-2.483129589229646,-0.02483129589229646,35066012000000.0,-0.2171532936223258,-602446000000.0,802678000000.0,156997000000.0,2278784000000.0,4589936000000.0,22334584000000.0,12731428000000.0,3195024000000.0,-1023075000000.0,0.2509556665599491,-5.303419725585363,-293.3087843250555,2.754287421646653,11006948000000.0,92522000000.0,0.9916642866731474,8928814000000.0,0.8111979814931441,4218099000000.0,3195024000000.0,52.918766438812405,0.14498292175017097,6637481235000.0,8590,1180.01,103.03,0.29,0.5,A+,7258.0,3.05,3.19,2.85,2.85,3.0,2.45,1.73,1.77,1.63,157.42230916030533,10.861716605951283,-0.1502994799056829,-0.3138586177534084,-0.5981025851931142,-0.2171532936223258,-0.0010398958398805088,1.0084057815118233,0.32303747571865316,0.36307031435453796,-0.75054505044364,1.7542874216466526,-0.02917568727233653,-98.74040999645423,-212.81067320411037,35580.96528464235,-87.16668069654747,0.5213461706730776,2.912729435962338,-9.319351834023298,-36465000000.0,-76147000000.0,21159791000000.0,0.691882527160488,262.22477897148786,1.1465879317995153,6.897364102809031,9.963042969498622,5.7223285326079765
