corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,roa,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,average_accounts_receivable_per_sales_turnover,market_capitalization,minimum_wag,uskor_exchange_average,PPI_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,return_on_assets,return_on_invested_capital,current_ratio,non_current_debt_ratio,equity_ratio,interest_coverage_ratio,debt_to_equity_ratio,net_debt_ratio,retention_ratio,earnings_per_share,book_value_per_share,price_earnings_ratio,price_to_book_ratio,price_cash_flow_ratio,enterprise_value_to_ebitda,operating_income,net_income,fixed_assets,total_asset_turnover,net_working_capital_turnover,fixed_asset_turnover,accounts_receivable_turnover,inventory_turnover,accounts_payable_turnover
우진,105840,의료정밀,2022,11.711312304324391,5.477713048382845,0.22234395116482328,0.03662921309574268,-1.3704263005261574,124056658737.0,86777604846.0,25384620084.0,14528662739.0,11.711312304324391,0.11711312304324391,227053375662.0,5.19030425319165,14528662739.0,2652322714.0,1424569023.0,14027281040.0,26635356960.0,50483944670.0,176569430992.0,6467599314.0,-19910461529.0,0.03662921309574268,0.4451613634501066,4.283832706494968,1.2859155426076405,35100263649.0,60430732926.0,0.3674227727902251,74031917947.0,2.109155608838544,26378060843.0,6164586533.0,53.28530623836997,0.1459871403790958,170311885320.0,9160,1292.2,118.78,0.23,3.25,,360.0,2.08,1.64,2.06,2.08,2.21,1.74,0.31,0.45,0.33,304.6415576923077,30.050022522395643,9.58790437215965,9.499498966019779,6.674292910041683,5.19030425319165,0.05238606901271748,2.7216603707112514,0.06775358867115332,0.7776560488351767,5.477713048382845,0.2859155426076404,-0.08769066511761289,4.4520617052540254,579.8555814925436,8687.895321767084,14.451874341590276,0.964560424548893,12.14147523203827,10.352048670471929,11894433807.0,11784761014.0,117701204291.0,0.5463766322579379,2.052873641114243,1.0539965116269074,6.849918406533786,4.036340642662819,15.370901424474177
우진아이엔에스,010400,건설업,2018,14.155760623398695,403.01420558885934,0.10725228878498098,0.0,-1.6222151709321089,132971034823.0,109827330178.0,5163373257.0,18823061388.0,14.155760623398695,0.14155760623398694,122226688647.0,11.819701345034018,18823061388.0,46705702.0,6236441703.0,19928752282.0,36321834912.0,13109092108.0,109117596539.0,0.0,-30535055747.0,0.0,0.0,0.907402697023664,1.1201372878783546,11648438020.0,83143962198.0,0.1228836699272448,86346627383.0,7.412721536977367,30535055747.0,0.0,50.68902894293451,0.13887405189845073,75838900000.0,7530,1100.58,103.48,-0.29,1.75,,34.0,2.63,2.17,2.65,2.8,2.71,2.23,0.65,0.77,0.44,198.61355172413795,17.40507222178648,13.521991020024718,10.864644004034728,13.239688208158546,11.819701345034018,0.14710642648536906,8.137777790914495,0.011950369466512182,0.8927477112150191,403.01420558885934,0.12013728787835466,-0.24982314488767318,5.678675657099857,1895.4119078981894,14316.137042639728,5.2495185656153724,0.6950198905168721,3.805501665475516,2.406826568704808,17980331388.0,14446829562.0,16322526118.0,1.0879050745376118,1.5992867227850078,8.146474011541844,7.200769231758521,13.003822423788883,15.84627033638059
우진아이엔에스,010400,건설업,2019,2.5112411517972437,3.6085395272261533,0.19736980712716182,0.0,-6.129022124373112,107307025495.0,101040406792.0,5386322561.0,2694738183.0,2.5112411517972437,0.025112411517972437,133250154093.0,1.594645764924954,2694738183.0,746766985.0,4041371230.0,-3896051739.0,922679313.0,26299557213.0,106950596880.0,0.0,-16516109943.0,0.0,0.0,12.377031405244427,1.2459037909111292,22783200136.0,71837159447.0,0.24078538949130512,86456379611.0,3.794742577641201,16516109943.0,0.0,116.07755182017779,0.3180206899182953,64024800000.0,8350,1166.11,103.5,-0.56,1.25,,34.0,2.63,2.17,2.65,2.8,2.71,2.23,0.65,0.77,0.44,187.79354406130267,5.8398960124861485,0.8203527569040833,1.9801759756158825,1.986775203680378,1.594645764924954,0.006606342394062901,4.1530759076065555,0.026389140792631355,0.8026301928728382,3.6085395272261533,0.24590379091112932,-0.12394814891900854,38.05404642749424,278.7808893991078,14031.828506953556,30.13119019063895,0.5986390152813891,-16.433251991780082,17.630169178108982,880296142.0,2124867939.0,17084703582.0,0.8053050761960593,1.4937537386089013,6.280883070634944,3.144449501876486,12.376366323599305,6.871829988850391
우진아이엔에스,010400,건설업,2020,1.7035743538424644,2.379658980966561,0.16193545222174288,0.004929361970808244,-10.765908270394053,140431201057.0,133103959535.0,5553589493.0,2392349926.0,1.7035743538424644,0.017035743538424644,121032450054.0,1.4575691306033323,2392349926.0,1005333094.0,-718397071.0,15194094439.0,12171327991.0,19599444533.0,101433005521.0,500000000.0,-25755819854.0,0.004929361970808244,0.20899952576586406,11.109967192754205,1.1932255130598715,16852425204.0,62410621610.0,0.21261389615196327,71925598650.0,4.267967237909955,26255819854.0,500000000.0,37.40464607098201,0.10247848238625208,61509540000.0,8590,1180.01,103.03,0.29,0.5,,34.0,2.63,2.17,2.65,2.8,2.71,2.23,0.65,0.77,0.44,157.42230916030533,5.217673470602823,1.263004243821918,1.256224839438603,1.7392086736843917,1.4575691306033323,0.014654351194317433,4.703361436381664,0.0226965522698614,0.8380645477782571,2.379658980966561,0.19322551305987146,-0.21280094588276738,45.670293339732254,231.45258855943322,13307.925153634216,34.86675197813896,0.606405574635817,4.048253105635445,14.94502110975884,1773652029.0,1764131630.0,16850440894.0,1.1602772727012056,2.250117006277323,8.333977843096312,9.758146068468264,18.140361139183646,14.732631146016752
우진아이엔에스,010400,건설업,2021,-4.469381114915046,-4.025668070537243,0.15317338485821455,0.005149644800741992,2.9707800217325646,89474130717.0,89527528673.0,6673772305.0,-3998939901.0,-4.469381114915046,-0.044693811149150456,114656381311.0,-2.8014187184990496,-3998939901.0,993360563.0,1392887880.0,-5430836315.0,1383938833.0,17562306021.0,97094075290.0,500000000.0,-11879970766.0,0.005149644800741992,-0.12503313687584225,-5.467707624238412,1.180879275780165,15777477544.0,60804893768.0,0.20601970497520705,68331873190.0,4.3309757849083965,12379970766.0,500000000.0,53.816444915738316,0.14744231483763923,54268640000.0,8720,1144.61,109.6,0.52,1.0,,34.0,2.63,2.17,2.65,2.8,2.71,2.23,0.65,0.77,0.44,222.12499233716474,-0.05967977064666183,-7.5185645360193964,-3.589870392995863,-3.3081373074581553,-2.8014187184990496,-0.058672445302044456,4.853904630726185,0.015566760930285575,0.8468266151417855,-4.025668070537243,0.18087927578016486,-0.10361369014234055,-23.79151604975171,-421.41240199422725,12738.661150616635,-16.895563505740235,0.5589284396386778,-9.992685629303486,-10.59997656463905,-6727170261.0,-3212005328.0,16363938351.0,0.7803676489170338,1.4714955519597974,5.467762637441875,6.78231348375927,10.851166481000018,10.36423494064197
우진아이엔에스,010400,건설업,2022,-5.7884123817075155,-1.6834835533562234,0.16144877685085443,0.0053413876076046545,0.8948302391736505,84045560461.0,82675813393.0,6977067299.0,-4864903628.0,-5.7884123817075155,-0.05788412381707515,111631385016.0,-2.978763589221255,-4864903628.0,2889783876.0,-351945254.0,-4892931113.0,-3708741248.0,18022750569.0,93608634447.0,500000000.0,-4353262877.0,0.0053413876076046545,-0.10277695885325357,-5.419992960672061,1.1925329930884128,16929725111.0,48441493178.0,0.2589782713878037,58390025845.0,3.448964791936367,4853262877.0,500000000.0,78.34684147392326,0.2146488807504747,38948420000.0,9160,1292.2,118.78,0.23,3.25,,34.0,2.63,2.17,2.65,2.8,2.71,2.23,0.65,0.77,0.44,304.6415576923077,1.629767307739722,-6.671762553837674,-3.9564672217790995,-3.552273858756806,-2.978763589221255,-0.050230678676935786,3.8613278042255628,0.009791381320256287,0.8385512231491455,-1.6834835533562234,0.19253299308841268,-0.038996764900624065,-21.93266790721075,-436.26804657570193,12281.374238651273,-11.712982511803794,0.4160772158475626,-7.960140680607207,-7.111170080304826,-5607320231.0,-3325235051.0,15679857901.0,0.7528846878407345,1.7349911191253247,5.360097074326158,4.658771089342326,11.84264924025349,10.809325920532192
우진플라임,049800,기계,2018,-8.43512422981763,-2.442213185387192,0.7680675703456139,1.6651581272589988,-7.3545925197624,171898284909.0,137932043216.0,45743272903.0,-14499833881.0,-8.43512422981763,-0.0843512422981763,287714583896.0,-4.725517836424496,-14499833881.0,5937169600.0,590946515.0,12292414431.0,18958723089.0,220984241406.0,66730342490.0,111116572132.0,106640369799.0,1.6651581272589988,-7.663299665632907,-16.253616998867635,4.311600587680425,101788556793.0,17854888257.0,0.8507658463901779,56135652121.0,0.5514927599883256,4476202333.0,18125000.0,107.15264702932255,0.2935688959707467,26100000000.0,7530,1100.58,103.48,-0.29,1.75,,361.0,2.04,1.63,1.95,2.03,2.24,1.73,0.27,0.41,0.29,198.61355172413795,19.759500050265856,-6.8511627188337325,-7.909330792449437,-20.37454548062218,-4.725517836424496,-0.0409330352689283,1.175411547422862,0.41428447247597844,0.23193242965438615,-2.442213185387192,3.3116005876804246,0.37064638279701256,-3.4593869202441936,-1359.600398,6673.034249,-1.9196816975336013,0.39112642054716357,2.1232606618093612,-9.15461314166762,-11777031210.0,-13596003980.0,165693264259.0,0.5974611456301289,9.627519502487358,1.0374488406499178,3.4063554202269684,2.1718916191939517,4.114086014529344
우진플라임,049800,기계,2019,-6.660527954681615,-2.1404528417259177,0.8034581188353613,0.7419456453394707,-2.913539018565111,181802338349.0,143151196527.0,46982330029.0,-12108995568.0,-6.660527954681615,-0.06660527954681615,267791145501.0,-5.080793353546184,-12108995568.0,5657212031.0,329608499.0,14256743123.0,15828762023.0,215158970005.0,52632175496.0,39050213414.0,35280031063.0,0.7419456453394707,-3.224892865366684,-15.81363505513525,5.087974095263303,165082294438.0,-55934611542.0,1.5124672375802664,55534531602.0,0.33640513533604366,3770182351.0,23319320.0,101.93790367981225,0.2792819278898966,17300000000.0,8350,1166.11,103.5,-0.56,1.25,,361.0,2.04,1.63,1.95,2.03,2.24,1.73,0.27,0.41,0.29,187.79354406130267,21.25998057725895,-4.582552833290236,-7.483905237720964,-25.85094496622895,-5.080793353546184,-0.03111076802563246,0.6611713464946577,0.1869989968238625,0.19654188116463864,-2.1404528417259177,4.087974095263303,0.13174457653181912,-2.428882861625215,-1360.5914722,5263.2175496,-1.2715058379740447,0.32869627441705856,1.2134608760741714,-4.342228946053241,-8331188207.0,-13605914722.0,157265334414.0,0.678896003110458,-3.2502655035422716,1.1560229660683294,3.5806112037232767,2.6700761487045894,4.2589152512995305
우진플라임,049800,기계,2020,2.9753112921833114,1.2661968641859689,0.7729012459116588,0.48715142237323167,1.9224912763809883,204996134086.0,151831417139.0,43730352973.0,6099273126.0,2.9753112921833114,0.02975311292183311,267621933339.0,2.9032122337888167,6099273126.0,4817002236.0,15616328.0,28955504566.0,29526008313.0,206845325711.0,60776607628.0,29607410853.0,11725799377.0,0.48715142237323167,4.854252341445317,26.622278485751263,4.403370701060742,165869969416.0,-49214284447.0,1.4218764345696326,74447273035.0,0.4488291237836253,17881611476.0,41370400.0,102.54751736472217,0.28095210236910184,30300000000.0,8590,1180.01,103.03,0.29,0.5,,361.0,2.04,1.63,1.95,2.03,2.24,1.73,0.27,0.41,0.29,157.42230916030533,25.934497342616393,4.602215556924646,3.79013621092995,12.783919689226785,2.9032122337888167,0.03525258134223765,0.7032959937216173,0.15310911099015195,0.22709875408834118,1.2661968641859689,3.403370701060742,0.04381479212373369,5.2788822339684165,776.9632709,6077.6607628,3.8997982446328274,0.4985470756357366,1.0464331550823234,6.890296353159247,9434363974.0,7769632709.0,148343827627.0,0.7659915296491371,-4.165378738905877,1.3818986429381355,3.559325563210224,3.5971838356869275,4.251242907219021
우진플라임,049800,기계,2021,8.054333756760819,5.7952315068020726,0.702853035207469,0.27088040537835617,0.40492864949872687,233989445051.0,171370734010.0,45993848000.0,18846290860.0,8.054333756760819,0.08054333756760819,276360691146.0,8.145838153627674,18846290860.0,3252034166.0,121368424.0,21359974415.0,25245452448.0,194240950584.0,82119740562.0,22244628613.0,7631403106.0,0.27088040537835617,1.1803186514654056,8.62836975093177,3.3653380935531456,160839069206.0,-34270534397.0,1.2707666202245007,66715001084.0,0.4147935039250478,14613225507.0,28500000.0,82.95480947723648,0.2272734506225657,91400000000.0,8720,1144.61,109.6,0.52,1.0,,361.0,2.04,1.63,1.95,2.03,2.24,1.73,0.27,0.41,0.29,222.12499233716474,26.761340037090868,7.104962806068654,9.620901753108283,27.413499442321825,8.145838153627674,0.06015639551363391,0.7869265560527035,0.12086335882100523,0.297146964792531,5.7952315068020726,2.3653380935531456,0.0276139239424914,2.774170536883307,1125.59473105,4105.9870281,4.060075863838595,1.1130088742912363,4.279031342650604,5.254689309512227,16624863041.0,22511894621.0,142901224023.0,0.8466813571810925,-6.82771509601797,1.6374208594136277,4.399985995991699,2.863168193165858,4.4336940589246705
우진플라임,049800,기계,2022,9.855096290059901,7.094000665029244,0.6396616724616065,0.18413325080268259,0.06769223157908548,254578736012.0,178499245284.0,53466829946.0,25088979568.0,9.855096290059901,0.098550962900599,285245048447.0,7.6601352566720795,25088979568.0,3536647479.0,296285802.0,26443219234.0,38121595420.0,182460324751.0,102784723696.0,18926085307.0,1698329015.0,0.18413325080268259,0.7543585124976335,8.350527125541976,2.7751696768738863,152258099045.0,-16853285553.0,1.1244659264199328,70392291639.0,0.4623221495639158,17227756292.0,3500000.0,69.07261697275506,0.18924004650069878,70600000000.0,9160,1292.2,118.78,0.23,3.25,,361.0,2.04,1.63,1.95,2.03,2.24,1.73,0.27,0.41,0.29,304.6415576923077,29.884464005043164,8.882383947783493,8.582867864883285,21.258175085068917,7.6601352566720795,0.07927450767371182,0.8893110733766681,0.105881682681029,0.36033832753839345,7.094000665029244,1.7751696768738863,0.005953929872740835,3.81983538050741,1092.5078262,5139.2361848,3.2310981352675276,0.6868724987655679,2.669871598281966,2.881676746519163,22612660782.0,21850156524.0,144633629933.0,0.8924913417359532,-15.105584914668656,1.760162806740942,5.284293776562285,2.7456133095037467,5.031358215259733
웅진,016880,서비스업,2018,-22.499987045437724,-9.356995860580406,0.7030486024235633,0.3557768749870161,-0.727079796698122,278672866226.0,252300373543.0,72206184765.0,-62701358800.0,-22.499987045437724,-0.22499987045437725,759854099208.0,-13.589289857306444,-62701358800.0,6701013844.0,-206773573.0,-56702665828.0,-140112852738.0,534214362494.0,225639736714.0,80277400401.0,45588891209.0,0.3557768749870161,-1.2803135679573183,-5.17354924213027,3.367554448847459,259920084324.0,-19585980403.0,1.0814948027910267,214413815236.0,0.8249220747740496,34688509192.0,77633200000.0,212.18089912647656,0.5813175318533604,156862502820.0,7530,1100.58,103.48,-0.29,1.75,,1108.0,3.16,2.81,3.31,3.27,2.81,2.73,0.87,0.95,0.57,198.61355172413795,9.463602624882848,-16.447131255624107,-37.05376035794547,-45.76267351564997,-13.589289857306444,-0.060319069318402974,0.9246461447796956,0.04800853761929134,0.29695139757643674,-9.356995860580406,2.367554448847459,0.05999690105839732,-0.8207355169220192,-1392.2531349797189,3042.3334740344544,-1.5191202999379918,0.6951900631705857,-2.7664043749869105,-3.228819883708804,-45833692082.0,-103258776034.0,104794673510.0,0.36674522979669677,-14.2281805910168,2.6592273909742916,1.7202302445821536,9.733702298192595,3.6311380845388377
웅진,016880,서비스업,2019,-26.81533266373956,-1.589961745983175,0.9075511159621332,1.3621843103772049,-0.7162973010328247,849992191140.0,444958242300.0,325535343295.0,-227928233670.0,-26.81533266373956,-0.2681533266373956,2905213972307.0,-7.962912644926308,-227928233670.0,143354539344.0,-15086116420.0,38061316393.0,1426349325795.0,2636630182676.0,268583789631.0,365860624257.0,163264378607.0,1.3621843103772049,-1.605157107419618,-11.397225568465746,10.816788222023357,2407208767207.0,-62419373495.0,1.026620460525107,2293327207284.0,0.9526914485048454,202596245650.0,346661885618.0,93.85936582510284,0.25714894746603517,123036411500.0,8350,1166.11,103.5,-0.56,1.25,,1108.0,3.16,2.81,3.31,3.27,2.81,2.73,0.87,0.95,0.57,187.79354406130267,47.65149057390433,9.352863046703682,-27.216679538282563,-86.13313971063975,-7.962912644926308,0.02736411372890066,0.974069812994482,0.07896885312265618,0.09244888403786673,-1.589961745983175,9.816788222023357,0.05619702375221384,0.3646190393120923,-2914.3930183842367,3383.5908317925055,-0.5318431626148119,0.4580932142965009,3.2325842393256816,-1.256100595775744,79498605545.0,-231339650763.0,440517051906.0,0.29257472917391697,-13.617441886181174,1.929533005504123,3.8887967843309266,8.646314375362474,2.8325907579180805
웅진,016880,서비스업,2020,-1.2577634648274303,-0.2988937168222759,0.8259757337903066,1.3093892850850501,-13.206945668934287,886239386078.0,493677602490.0,371841877277.0,-11146795209.0,-1.2577634648274303,-0.012577634648274303,1087018285071.0,-2.3677005577987065,-11146795209.0,37293507965.0,-699883276.0,70893730705.0,-1429097406349.0,897850725655.0,189167559416.0,247693975385.0,147215118708.0,1.3093892850850501,-22.22109321475738,-34.88514335437041,5.746325048686222,762083889907.0,-208072600299.0,1.3755746574157817,505692594700.0,0.6635655226378182,100478856677.0,221418590999.0,97.79311582824658,0.26792634473492216,86125488050.0,8590,1180.01,103.03,0.29,0.5,,1108.0,3.16,2.81,3.31,3.27,2.81,2.73,0.87,0.95,0.57,157.42230916030533,44.29523103517876,2.337958190133562,-2.904106768815485,-13.605577023067047,-2.3677005577987065,0.019061230703811622,0.7269689032208884,0.12489839187859864,0.1740242662096933,-0.2988937168222759,4.746325048686222,0.1354302137598214,4.360804283114314,-324.2363249390608,2383.1133687997717,-3.34632462974012,0.45528677494115527,1.21485337551753,-20.933425471888025,20719906311.0,-25737337999.0,438632185463.0,0.8152939083449863,-4.259279620692371,2.0204613693418927,3.732369062062069,10.217113757521275,2.895377541488805
웅진,016880,서비스업,2021,3.7445905075050065,1.375321225178614,0.7931344775019634,1.0436678776612163,4.736015309711985,979866235586.0,529138371156.0,407774941753.0,36691978044.0,3.7445905075050065,0.037445905075050065,1065994370493.0,3.204717638067896,36691978044.0,26678842275.0,19329054250.0,109542943999.0,173562592303.0,845476888061.0,220517482432.0,230147012877.0,173773769760.0,1.0436678776612163,6.272406807859039,24.7489659644442,4.834058319261449,588483896981.0,-91919641667.0,1.1851112734823714,440199634965.0,0.7480232462150318,56373243117.0,206418590999.0,81.27825474470089,0.22268014998548188,136675306800.0,8720,1144.61,109.6,0.52,1.0,,1108.0,3.16,2.81,3.31,3.27,2.81,2.73,0.87,0.95,0.57,222.12499233716474,45.998917817639295,4.38354962310875,3.4864054267131337,15.49179195918601,3.204717638067896,0.040293761267365016,0.8438026220622861,0.2410828782905731,0.20686552249803655,1.375321225178614,3.834058319261449,0.16301565427557865,-2.593100032261556,427.4159597973553,2758.9833437177986,4.0007864956908445,0.6197935206436341,1.247686996628899,8.460952314637224,42952922677.0,34162109612.0,427899887717.0,0.9192039495788635,-10.660031064261437,2.2899427265894814,4.490746032213456,9.387774953147321,3.08344945967977
웅진,016880,서비스업,2022,0.8460244251247723,0.3419407533135652,0.7933472245045692,1.0454853289982653,22.263395306830088,1049841292075.0,560501614263.0,447012308758.0,8881913756.0,0.8460244251247723,0.008460244251247723,1094417787764.0,0.7394571194364686,8881913756.0,25975007863.0,-3264167606.0,112388797043.0,187901145684.0,868253314371.0,226164473393.0,236451638873.0,197741557031.0,1.0454853289982653,26.621699486022344,107.28779311898023,4.839034934820463,728792255569.0,-247501806200.0,1.5142462447041893,415858384293.0,0.5706130671878794,38710081842.0,214902690999.0,73.83642646980898,0.2022915793693397,94713589800.0,9160,1292.2,118.78,0.23,3.25,,1108.0,3.16,2.81,3.31,3.27,2.81,2.73,0.87,0.95,0.57,304.6415576923077,46.610824084164705,4.031787411442011,0.7708546338470614,3.5782588337547794,0.7394571194364686,0.038675695449430565,0.660394571554874,0.1274294518612789,0.20665277549543087,0.3419407533135652,3.8390349348204627,0.18068196555449348,-9.708690195946351,101.25166899629012,2829.635129833343,11.703510784038716,0.41878190848930863,0.842731591510518,32.92704194897611,42327369054.0,8092750248.0,466481154133.0,0.9592692149310968,-4.241752042919031,2.25055456747493,4.943359496809411,8.566161156796316,3.202784234908413
웅진씽크빅,095720,서비스업,2018,4.779949149115168,-11.251765314932625,0.51170426760999,0.5799444209768226,1.1398759820627618,642932702719.0,276431332839.0,332506757759.0,30731856253.0,4.779949149115168,0.04779949149115169,653284606375.0,3.4187131446320698,30731856253.0,-2731291970.0,-11361800161.0,38279636692.0,110302495370.0,334288521046.0,318996085329.0,185000000000.0,35030504827.0,0.5799444209768226,6.0198120958586925,14.967745053820856,2.047939258255248,321757791101.0,148708661046.0,0.6839122951969058,439206681701.0,1.3650226780775379,149969495173.0,185000000000.0,82.96509993374562,0.22730164365409758,91919193075.0,7530,1100.58,103.48,-0.29,1.75,,1214.0,3.22,2.88,3.41,3.28,2.8,2.78,1.13,1.21,0.86,198.61355172413795,57.00462401897497,5.287429302823576,3.473758080052316,7.001316861605266,3.4187131446320698,0.05203645055962995,1.4621757892393046,0.019181119259079987,0.48829573239000995,-11.251765314932625,1.0479392582552478,0.05362211888227427,5.5876710239280625,645.0946035467033,9213.903845494511,4.115675414742149,0.28815147678128455,2.4012556287978053,4.130882848627387,33994612121.0,22333926710.0,116892114328.0,0.9841540676835453,4.323438179031966,5.500223059657616,4.399440250074817,8.843037837290714,6.053898729536086
웅진씽크빅,095720,서비스업,2019,-29.567330344512115,1.8818689703029856,0.8077135069333455,2.3035064597919614,-4.633689938592316,652236815803.0,280064807015.0,348469806227.0,-192849013957.0,-29.567330344512115,-0.29567330344512116,2453550823580.0,-6.138547273100299,-192849013957.0,-102477386577.0,-10414274776.0,51724317470.0,1683021812777.0,1981766140153.0,471784683427.0,1086759065905.0,893602535640.0,2.3035064597919614,-5.635284534808756,-13.158056312001106,5.200573290674965,1963193382251.0,273013743094.0,0.8779121397120673,2202493383643.0,1.121893239634711,193156530265.0,78000000000.0,87.0473751251621,0.23848595924701946,401178011520.0,8350,1166.11,103.5,-0.56,1.25,,1214.0,3.22,2.88,3.41,3.28,2.8,2.78,1.13,1.21,0.86,187.79354406130267,57.06087110857139,3.3198924687103513,-23.09167062113381,-31.923964992031053,-6.138547273100299,0.008825397345715087,1.1390661488380538,0.00756974655813337,0.19228649306665446,1.8818689703029856,4.200573290674965,0.3642078766219058,-0.6216568560976237,-1122.5216607635525,3516.2350949944953,-2.663645704588156,0.8503413222444618,7.756081300689612,-6.71395990362025,21653560926.0,-150612377175.0,112215389217.0,0.26583383133320015,2.3890255794867863,5.812365134177067,4.193118970849843,8.307141031408737,5.4594296006635155
웅진씽크빅,095720,서비스업,2020,0.5457773544307332,-0.313390589682558,0.43742590312957813,0.21349342785446937,-0.3766585794707758,646135586860.0,271486335400.0,360656097982.0,3526461712.0,0.5457773544307332,0.005457773544307332,666079005348.0,0.05373463434911951,3526461712.0,-11252608815.0,-6606705485.0,49898177131.0,-1436839630745.0,291360210470.0,374718794878.0,80000000000.0,-1328272059.0,0.21349342785446937,22.685628409851287,814.0483478264251,1.7775436259204995,286060868964.0,160497121974.0,0.6405906394444448,416973438729.0,1.4576388593068106,81328272059.0,80000000000.0,97.37604850016201,0.2667836945209918,318218988675.0,8590,1180.01,103.03,0.29,0.5,,1214.0,3.22,2.88,3.41,3.28,2.8,2.78,1.13,1.21,0.86,157.42230916030533,57.98307028415947,2.1656682842686292,0.05539319072941736,0.09551565677844612,0.05373463434911951,0.021008248819806487,1.5610593387178662,0.007956025431594715,0.5625740968704219,-0.313390589682558,0.7775436259204994,-0.001994165929769893,573.3394088120077,3.098671622946638,3244.150464393685,889.0906605263878,0.8492207837576039,6.377367009611692,89.86081304602578,13993153478.0,357915118.0,117234381361.0,0.97005847905748,4.025839086165494,5.51148544785982,3.7483550177063587,9.17662479668732,4.567379088576749
웅진씽크빅,095720,서비스업,2021,6.805495256147327,-7.182922484199524,0.5159091760637362,0.250305449392311,0.8792719328824298,813875932203.0,385756087065.0,401330907888.0,55388287957.0,6.805495256147327,0.06805495256147327,771639508251.0,5.725022376722342,55388287957.0,-7711107572.0,19720353990.0,94724071108.0,147950575165.0,398095902920.0,373543605331.0,93500000000.0,48701367011.0,0.250305449392311,1.688082507128358,9.011478770133674,2.0657280629051167,370129439408.0,91073511960.0,0.8025305092045449,409537740956.0,1.1064716754523263,44798632989.0,93500000000.0,89.30098655102127,0.24466023712608567,366731502375.0,8720,1144.61,109.6,0.52,1.0,,1214.0,3.22,2.88,3.41,3.28,2.8,2.78,1.13,1.21,0.86,222.12499233716474,52.602593122414234,3.291525918144266,5.427920001937263,11.826339384355093,5.725022376722342,0.03471690726505162,1.2460585467226457,0.03624291293143978,0.4840908239362638,-7.182922484199524,1.0657280629051165,0.0631141439626214,5.370139046634541,382.46099987805826,3233.9761903333406,8.301500024871292,0.9817635669336015,3.871576655070808,7.500373900498894,26788937250.0,44176534515.0,198421921374.0,1.054735953123672,8.936472468092138,4.101744033961589,4.0873008697553495,7.4664572928053445,3.5016468103955503
웅진씽크빅,095720,서비스업,2022,0.7839434167462191,-0.6689050435631936,0.5385271707610969,0.2720640596722037,9.514602919659751,933284596402.0,465806583706.0,439925640467.0,7316423153.0,0.7839434167462191,0.007839434167462191,790792230162.0,0.3931867258436565,7316423153.0,-10937909982.0,-3439488343.0,94571604935.0,159753216335.0,425863102369.0,364929127793.0,99284100000.0,69612861093.0,0.2720640596722037,13.570032504105493,136.96473847269004,2.1669748176707992,379836993112.0,54192840364.0,0.8751402871779859,374128307970.0,0.9849706973108943,29671238907.0,85984100000.0,76.10581589383744,0.20850908464065054,277214364000.0,9160,1292.2,118.78,0.23,3.25,,1214.0,3.22,2.88,3.41,3.28,2.8,2.78,1.13,1.21,0.86,304.6415576923077,50.08954551465028,2.9521940397623556,0.33315561940987126,0.852025733545636,0.3931867258436565,0.034841480705185585,1.142673939997257,0.05820253095755783,0.46147282923890315,-0.6689050435631936,1.1669748176707992,0.0880292679136962,73.53235396552795,26.9188655289161,3159.395833843588,89.15680333637883,0.7596389076326219,2.931264243538345,47.4039319268717,27552372229.0,3109290078.0,239699761322.0,1.1801893857895003,17.221547904360733,3.893556636246603,4.795954103023489,7.776205693782252,4.3764395446627375
원림,005820,섬유의복,2018,1.5257892359477492,0.8852339403213293,0.24958717817017503,0.16273831633188604,12.097603710819236,78944698037.0,65282324738.0,11685857544.0,1204529705.0,1.5257892359477492,0.015257892359477492,150036325662.0,0.3068042235564994,1204529705.0,1360690830.0,811754187.0,-2438138323.0,-2056138112.0,37447143145.0,112589182517.0,18322574000.0,14571923029.0,0.16273831633188604,15.211392399824627,81.35063307699622,1.3325998315987932,27291697882.0,40828131894.0,0.4006424850406103,49819121365.0,1.825431366725548,3750650971.0,16822574000.0,88.00613454115403,0.24111269737302474,39294200000.0,7530,1100.58,103.48,-0.29,1.75,,9.0,2.23,2.2,3.13,1.69,2.92,1.92,0.55,0.7,0.55,198.61355172413795,17.306258227242424,2.5036713093432086,0.583088915970338,0.40884725664518967,0.3068042235564994,0.013173581439555314,2.4959909079503566,0.06768657668862181,0.7504128218298249,0.8852339403213293,0.33259983159879325,0.09712263323368402,140.2117993903099,209.23535636363636,51176.90114409091,85.36320204391669,0.3490051097410439,-16.116476915735678,44.71963024689374,1976515755.0,460317784.0,24913661893.0,0.5261705636196774,1.9335858481588162,3.1687312116562487,4.147438151931514,3.5672020597170313,10.362820518571528
