STAT_CODE,STAT_NAME,ITEM_CODE1,ITEM_NAME1,ITEM_CODE2,ITEM_NAME2,ITEM_CODE3,ITEM_NAME3,ITEM_CODE4,ITEM_NAME4,UNIT_NAME,TIME,DATA_VALUE
722Y001,"1.3.1. 한국은행 기준금리 및 여수신금리",0101000,"한국은행 기준금리",NULL,NULL,NULL,NULL,NULL,NULL,연%,2018,1.75
722Y001,"1.3.1. 한국은행 기준금리 및 여수신금리",0101000,"한국은행 기준금리",NULL,NULL,NULL,NULL,NULL,NULL,연%,2019,1.25
722Y001,"1.3.1. 한국은행 기준금리 및 여수신금리",0101000,"한국은행 기준금리",NULL,NULL,NULL,NULL,NULL,NULL,연%,2020,0.5
722Y001,"1.3.1. 한국은행 기준금리 및 여수신금리",0101000,"한국은행 기준금리",NULL,NULL,NULL,NULL,NULL,NULL,연%,2021,1
722Y001,"1.3.1. 한국은행 기준금리 및 여수신금리",0101000,"한국은행 기준금리",NULL,NULL,NULL,NULL,NULL,NULL,연%,2022,3.25
