corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,ppe,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,tangible_assets,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,borrowings,net_liabilities,fixed_assets,cash_flow_per_share,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,total_rank,simple_total_rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential
대성홀딩스,016710,서비스업,2021,938585207962.0,786639160727.0,151946047235.0,21148138997.0,23947536169.0,31886127293.0,31886127293.0,596911156179.0,1244012863048.0,647101706869.0,346582912114.0,286509680133.0,360592026736.0,181734752.0,169631414707.0,51636539811.0,453641387214.0,545340014874.0,3076868618.0,205403967006.0,1880991689.0,232173588421.0,32178918,72982094026.0,545340014874.0,6575702600.0,-72448459909.0,-16619622725.0,897429950934.0,4630738100.0,10796032972.0,47100.0,169813149459.0,595465167058.0,548416883492.0,2268.0095715461907,8720,1144.61,109.6,0.5208,A+,A,20.0,2.4,1.9,4.0,2.6,1.9,2.0,0.1,0.25,0.0
대성홀딩스,016710,서비스업,2022,1253169917697.0,1108734845492.0,144435072205.0,6984420659.0,4902357332.0,13922485247.0,13922485247.0,604804139153.0,1391346077818.0,786541938665.0,521682900507.0,496194551524.0,290347387141.0,224542646.0,109843395614.0,81075310177.0,457109807407.0,554893091915.0,2768289781.0,291058894844.0,1971016370.0,353971627640.0,32178918,71079205863.0,554893091915.0,6038532046.0,-45657907443.0,470131297.0,869663177311.0,4968109145.0,4908444896.0,109500.0,110067938260.0,705466628488.0,557661381696.0,2208.8749492136435,9160,1292.2,118.78,0.2292,A+,A,20.0,2.4,1.9,4.0,2.6,1.9,2.0,0.1,0.25,0.0
대양금속,009190,철강금속,2020,140495483894.0,134252781159.0,6242702735.0,1063435357.0,-651416332.0,-691603670.0,-691603670.0,75765737615.0,116257053201.0,40491315586.0,81315704690.0,31364056610.0,9127258976.0,1050000000.0,6567170432.0,13900486353.0,-43330682679.0,31092006752.0,0.0,24998921083.0,29934911645.0,11149573454.0,84631878,8716001619.0,31092006752.0,5179267378.0,-15679450058.0,15755351715.0,34941348511.0,1835580929.0,131224240.0,3845.0,7617170432.0,26590829233.0,31092006752.0,102.98721740524297,8590,1180.01,103.03,0.2917,,,37.0,2.26,2.18,2.29,2.09,2.09,1.91,0.49,0.54,0.36
대양금속,009190,철강금속,2021,203423901636.0,181231875830.0,22192025806.0,15188009078.0,15243418346.0,16655718317.0,16655718317.0,99577456831.0,157542366949.0,57964910118.0,116945913542.0,43524876525.0,14440033593.0,200000000.0,12356093174.0,13834348793.0,-28024029420.0,32471467271.0,0.0,42936762278.0,36102654821.0,15859616894.0,89836328,-5352046822.0,32471467271.0,7004016728.0,-11092692020.0,16376011371.0,40596453407.0,521331350.0,358131892.0,4880.0,12556093174.0,44130561325.0,32471467271.0,-59.57552964542362,8720,1144.61,109.6,0.5208,,,37.0,2.26,2.18,2.29,2.09,2.09,1.91,0.49,0.54,0.36
대양금속,009190,철강금속,2022,254967649297.0,229128528057.0,25839121240.0,13712413226.0,9266192176.0,10237507595.0,10237507595.0,174499068905.0,400877091044.0,226378022139.0,148466664448.0,106391762659.0,119986259480.0,17586532138.0,106760408819.0,13463309081.0,-20162376045.0,115454138867.0,19637850368.0,49469673941.0,56376922678.0,8012210142.0,92224686,13126903396.0,115454138867.0,12126708014.0,-112559554592.0,98539078349.0,252410426596.0,3780677734.0,1655217414.0,3200.0,124346940957.0,212914713058.0,135091989235.0,142.33611373857104,9160,1292.2,118.78,0.2292,,,37.0,2.26,2.18,2.29,2.09,2.09,1.91,0.49,0.54,0.36
대우건설,047040,건설업,2018,10605493844509.0,9575386038533.0,1030107805976.0,628733743553.0,297330432031.0,431796297732.0,431796297732.0,2317722004951.0,8733846009952.0,6416124005001.0,5279568654392.0,4992851548503.0,1423272456498.0,1534487662391.0,642132518099.0,705949915381.0,-13786977652.0,573537464471.0,71131945670.0,1063250108427.0,874498720755.0,1534487662391.0,831245276,176191450039.0,573537464471.0,401374062423.0,-152822274098.0,167473366418.0,3454277355560.0,110676173104.0,40270332528.0,5390.0,2176620180490.0,5710174089620.0,644669410141.0,211.9608437197302,7530,1100.58,103.48,-0.2916,A-,A,1620.0,3.39,3.13,3.41,3.55,3.27,2.39,2.04,1.96,1.86
대우건설,047040,건설업,2019,8651852221280.0,7796798426668.0,855053794612.0,364061074652.0,201239572363.0,307274974856.0,307274974856.0,2488248901277.0,9697696817049.0,7209447915772.0,6049393166363.0,5084710612598.0,2124737303174.0,1413998054873.0,979258647448.0,756755792305.0,188593488802.0,511931752735.0,69460790352.0,1353498447135.0,872887456290.0,1413998054873.0,831245276,-309745995196.0,511931752735.0,490992719960.0,254194831186.0,107630063983.0,3648303650686.0,131374549688.0,70089599632.0,4740.0,2393256702321.0,6452692123467.0,581392543087.0,-372.628878790765,8350,1166.11,103.5,-0.5625,A-,A,1620.0,3.39,3.13,3.41,3.55,3.27,2.39,2.04,1.96,1.86
대우건설,047040,건설업,2020,8136705736642.0,7136414675329.0,1000291061313.0,558257521374.0,282603723430.0,377405734155.0,377405734155.0,2676996070874.0,9305916434448.0,6628920363574.0,5973144014790.0,4936379321178.0,1692541042396.0,1303300467649.0,740723779055.0,806485051553.0,507805247575.0,350602826181.0,97145689650.0,1000878098527.0,1479345079734.0,1303300467649.0,831245276,408383333985.0,350602826181.0,442033539939.0,47138751059.0,-419032999573.0,3332772419658.0,104535510300.0,31458433840.0,4985.0,2044024246704.0,5822435312021.0,447748515831.0,491.29101334586113,8590,1180.01,103.03,0.2917,,,1620.0,3.39,3.13,3.41,3.55,3.27,2.39,2.04,1.96,1.86
대우건설,047040,건설업,2021,8685207679669.0,7446343102764.0,1238864576905.0,738313485108.0,484926502045.0,598393080997.0,598393080997.0,3216377897581.0,10457976990591.0,7241599093010.0,7148890216687.0,5048964447362.0,2192634645648.0,607782919608.0,945683448745.0,1061037854032.0,974689854439.0,363979989853.0,93368452752.0,737138164610.0,1603790331057.0,607782919608.0,831245276,1746844560887.0,363979989853.0,500551091797.0,-916460925969.0,-581481492461.0,3309086773904.0,61368288622.0,70468770407.0,5770.0,1553466368353.0,6180561238978.0,457348442605.0,2101.479083638125,8720,1144.61,109.6,0.5208,A,A,1620.0,3.39,3.13,3.41,3.55,3.27,2.39,2.04,1.96,1.86
대우건설,047040,건설업,2022,10419213132139.0,9165519754856.0,1253693377283.0,760006514642.0,508010238954.0,713497588646.0,713497588646.0,3724617161496.0,11140353752210.0,7415736590714.0,8028170447651.0,5406234804776.0,2009501785938.0,1152634032910.0,1058935715051.0,1423086551766.0,1493842848462.0,353509026631.0,69732719842.0,1153981448973.0,1926669674759.0,1152634032910.0,831245276,-423144221731.0,353509026631.0,493686862641.0,332679102873.0,430435581825.0,3112183304559.0,80435371839.0,47677589324.0,4180.0,2211569747961.0,5992650038948.0,423241746473.0,-509.04857320476367,9160,1292.2,118.78,0.2292,A,A,1620.0,3.39,3.13,3.41,3.55,3.27,2.39,2.04,1.96,1.86
대웅,003090,의약품,2018,1231290088657.0,0.0,1231290088657.0,1231290088657.0,30808041349.0,58258563077.0,58258563077.0,955147393728.0,1594638291324.0,639490897596.0,734218257647.0,394146393437.0,245344504159.0,7298978258.0,10877293176.0,95125339587.0,416960151675.0,609209897120.0,155492522612.0,196255923764.0,287047795492.0,112597258520.0,116283960,45380803384.0,609209897120.0,1148032158428.0,-79153174224.0,-6389394279.0,860420033677.0,15364202460.0,16106882406.0,17800.0,18176271434.0,544365558009.0,764702419732.0,390.25849639107577,7530,1100.58,103.48,-0.2916,,,1336.0,2.6,2.9,2.4,2.6,2.7,2.1,0.3,0.31,0.23
대웅,003090,의약품,2019,1365679369330.0,0.0,1365679369330.0,1365679369330.0,70396367432.0,80090449557.0,80090449557.0,1016135129965.0,1670891673350.0,654756543385.0,757808686575.0,294945135987.0,359811407398.0,9414841787.0,10286240792.0,67456679005.0,477171107313.0,600159790230.0,172672866008.0,227374135883.0,249942352139.0,138451731249.0,116283960,136620193226.0,600159790230.0,1259332664359.0,-149981978808.0,-16479978978.0,913082986775.0,16952105605.0,39180326153.0,12950.0,19701082579.0,587299864380.0,772832656238.0,1174.8842508115479,8350,1166.11,103.5,-0.5625,,,1336.0,2.6,2.9,2.4,2.6,2.7,2.1,0.3,0.31,0.23
대웅,003090,의약품,2020,1355337386745.0,0.0,1355337386745.0,1355337386745.0,118267788337.0,144505414492.0,144505414492.0,1113053835418.0,1833668773483.0,720614938065.0,832461762909.0,367749992979.0,352864945086.0,57052620048.0,8144863360.0,196872300031.0,570605216144.0,571962070402.0,185858510092.0,175290731337.0,249228498661.0,136571401988.0,116283960,145365812639.0,571962070402.0,1257393807614.0,-30786823186.0,16270597635.0,1001207010574.0,29726812743.0,20707203391.0,50300.0,65197483408.0,523742638034.0,757820580494.0,1250.0934147667485,8590,1180.01,103.03,0.2917,,,1336.0,2.6,2.9,2.4,2.6,2.7,2.1,0.3,0.31,0.23
대웅,003090,의약품,2021,1511373580813.0,0.0,1511373580813.0,1511373580813.0,99784450437.0,113211529134.0,113211529134.0,1152542386848.0,1929216825812.0,776674438964.0,843500826669.0,513966843662.0,262707595302.0,56109217341.0,10078066818.0,124629819566.0,645216582393.0,603509614933.0,231593541775.0,192639076134.0,244662043908.0,155792669406.0,116283960,133175353198.0,603509614933.0,1328919278376.0,-219131313372.0,10997098940.0,1085715999143.0,15815806970.0,43022554041.0,31050.0,66187284159.0,652044619398.0,835103156708.0,1145.2598724536042,8720,1144.61,109.6,0.5208,,,1336.0,2.6,2.9,2.4,2.6,2.7,2.1,0.3,0.31,0.23
대웅,003090,의약품,2022,1697338482580.0,0.0,1697338482580.0,1697338482580.0,120268044179.0,154932220132.0,154932220132.0,1279495801608.0,2158905107252.0,879409305644.0,954002901339.0,515754225263.0,363655080381.0,141741535848.0,8439439991.0,190435290050.0,745075889626.0,618616162469.0,275254254375.0,228669383540.0,317684048628.0,189328234292.0,116283960,149081680746.0,618616162469.0,1490004239703.0,-105493345005.0,22571774298.0,1204902205913.0,33153965306.0,36317864774.0,20350.0,150180975839.0,688974015594.0,893870416844.0,1282.0485365823456,9160,1292.2,118.78,0.2292,,,1336.0,2.6,2.9,2.4,2.6,2.7,2.1,0.3,0.31,0.23
대웅제약,069620,의약품,2018,1031427425529.0,621484738163.0,409942687366.0,27596205973.0,-15417244518.0,-622522346.0,-622522346.0,607809449931.0,1207846351694.0,600036901763.0,515665940560.0,367400664611.0,232636237152.0,7498978258.0,11300805655.0,65333694953.0,422884202125.0,401129322098.0,149573573685.0,178888186633.0,189035191721.0,102824306004.0,23173150,47499563366.0,401129322098.0,269385493680.0,-68619492620.0,-4777850860.0,692180411134.0,-14767503982.0,-7910000000.0,188500.0,18799783913.0,534703206810.0,550702895783.0,2049.7672248270087,7530,1100.58,103.48,-0.2916,A+,A,2434.0,2.6,2.72,2.4,2.51,2.88,2.01,1.34,1.34,1.3
대웅제약,069620,의약품,2019,1113425920883.0,635132493527.0,478293427356.0,44687096858.0,28865605844.0,23321673227.0,23321673227.0,635920094471.0,1245668149263.0,609748054792.0,526256346628.0,262080185563.0,347667869229.0,9414841787.0,11494944622.0,32094194148.0,445415030356.0,387214960894.0,164685811529.0,205735802170.0,177609255572.0,121980081359.0,23173150,57600275948.0,387214960894.0,324165830437.0,-85605118333.0,-5660155189.0,719411802635.0,-16292937359.0,-22300000000.0,137500.0,20909786409.0,577653860644.0,551900772423.0,2485.6472231008734,8350,1166.11,103.5,-0.5625,A+,A,2434.0,2.6,2.72,2.4,2.51,2.88,2.01,1.34,1.34,1.3
대웅제약,069620,의약품,2020,1055423689996.0,608593706976.0,446829983020.0,16867985498.0,24036326777.0,13447593952.0,13447593952.0,691384521694.0,1363043826228.0,671659304534.0,524487200058.0,326750097396.0,344909207138.0,57052620048.0,10172468872.0,72299249872.0,449264765830.0,386161986677.0,178741886162.0,148886754181.0,170106547958.0,132747743356.0,23173150,100981257110.0,386161986677.0,314744407100.0,-127151664625.0,66587117245.0,838556626170.0,-26259042373.0,-2906242787.0,165000.0,67225088920.0,599360054662.0,564903872839.0,4357.683660184308,8590,1180.01,103.03,0.2917,A+,A,2434.0,2.6,2.72,2.4,2.51,2.88,2.01,1.34,1.34,1.3
대웅제약,069620,의약품,2021,1152975698170.0,608402659519.0,544573038651.0,88729320636.0,30084146720.0,19761366301.0,19761366301.0,697915210166.0,1410687451789.0,712772241623.0,520401448798.0,460659801423.0,252112440200.0,56109217341.0,11586883754.0,75907306381.0,467360685408.0,387969441168.0,225168741928.0,160616636774.0,170559302345.0,135069653211.0,23173150,39994278512.0,387969441168.0,328574649907.0,-87683369363.0,50223931941.0,890286002991.0,-15288346565.0,-5500426658.0,148000.0,67696101095.0,636864935242.0,613138183096.0,1725.8887338147813,8720,1144.61,109.6,0.5208,A+,A,2434.0,2.6,2.72,2.4,2.51,2.88,2.01,1.34,1.34,1.3
대웅제약,069620,의약품,2022,1280091851013.0,641134291178.0,638957559835.0,95797148532.0,39163169338.0,38329656956.0,38329656956.0,741222997333.0,1563340613712.0,822117616379.0,548968363658.0,472831460366.0,349286156013.0,141741535848.0,11130865533.0,102951259956.0,504294308944.0,432708859350.0,266007716699.0,182901431780.0,208735653961.0,183791806294.0,23173150,118214603334.0,432708859350.0,379558831202.0,-106871719407.0,15516596697.0,1014372250054.0,-27913237366.0,-9049974253.0,158500.0,152872401381.0,719166356423.0,698716576049.0,5101.360986054981,9160,1292.2,118.78,0.2292,A+,A,2434.0,2.6,2.72,2.4,2.51,2.88,2.01,1.34,1.34,1.3
대원강업,000430,운수장비,2018,995413421022.0,881252163894.0,114161257128.0,42231279664.0,23857285581.0,31431913817.0,31431913817.0,570720025145.0,1085767330274.0,515047305129.0,352164239841.0,379593563682.0,135453741447.0,163091104260.0,57293291023.0,27574961404.0,430548433962.0,670132117101.0,9711284216.0,168045314010.0,93165318298.0,155963909597.0,124000000,119893625440.0,670132117101.0,72482593539.0,-32778958130.0,-94730723583.0,733603090433.0,12981387142.0,10911733342.0,3875.0,220384395283.0,487472343725.0,679843401317.0,966.8840761290322,7530,1100.58,103.48,-0.2916,,,269.0,2.91,3.74,2.56,2.24,2.85,2.25,1.11,1.11,0.98
대원강업,000430,운수장비,2019,960215102441.0,864259276659.0,95955825782.0,26938915914.0,21198892867.0,33000933325.0,33000933325.0,587299074656.0,1047989108475.0,460690033819.0,321885481351.0,371988119726.0,88701914093.0,225921160939.0,25196635948.0,29231808303.0,440977529169.0,635269952509.0,9277906233.0,154612355801.0,78995013651.0,97098028200.0,124000000,6162416971.0,635269952509.0,69393204848.0,-22430529930.0,16739584902.0,726103627124.0,10677032506.0,15328230124.0,3395.0,251117796887.0,431458225516.0,644547858742.0,49.69691105645161,8350,1166.11,103.5,-0.5625,,,269.0,2.91,3.74,2.56,2.24,2.85,2.25,1.11,1.11,0.98
대원강업,000430,운수장비,2020,861230959669.0,788703283413.0,72527676256.0,5212549273.0,-2670014389.0,-2894824716.0,-2894824716.0,572095997135.0,1017866946915.0,445770949780.0,329646560345.0,363767237959.0,82003711821.0,209191917293.0,24679870871.0,18561887085.0,425126008002.0,585818011088.0,9058412244.0,159490802260.0,85102203104.0,108702226770.0,124000000,39584998356.0,585818011088.0,66602345933.0,-29194871042.0,-19842869140.0,688220386570.0,13198795131.0,4089712048.0,3825.0,233871788164.0,427209062695.0,594876423332.0,319.2338577096774,8590,1180.01,103.03,0.2917,,,269.0,2.91,3.74,2.56,2.24,2.85,2.25,1.11,1.11,0.98
대원강업,000430,운수장비,2021,862222796887.0,798062768421.0,64160028466.0,-4958511406.0,-2857371907.0,-6610495007.0,-6610495007.0,576991043541.0,983029517334.0,406038473793.0,346751429467.0,342470164450.0,63568309343.0,190997585307.0,13368481721.0,9719009748.0,417120735488.0,506177903370.0,8348975222.0,148924549163.0,109182586035.0,100441318151.0,124000000,14375102012.0,506177903370.0,64599294524.0,-9013223682.0,-14757018746.0,636278087867.0,7775150757.0,3889681040.0,3730.0,204366067028.0,396319464045.0,514526878592.0,115.92824203225807,8720,1144.61,109.6,0.5208,,,269.0,2.91,3.74,2.56,2.24,2.85,2.25,1.11,1.11,0.98
대원강업,000430,운수장비,2022,1024450498787.0,936372146303.0,88078352484.0,22056715849.0,23233915898.0,11612336520.0,11612336520.0,598011882328.0,1010418825338.0,412406943010.0,380159612604.0,376914805040.0,35492137970.0,190831990136.0,0.0,47259130264.0,445906805940.0,477218458971.0,6673121076.0,163095892843.0,110911034896.0,108463619559.0,124000000,56182941889.0,477218458971.0,67093842738.0,16217637412.0,-34099310644.0,630259212734.0,11705062938.0,-437137522.0,3390.0,190831990136.0,365147812746.0,483891580047.0,453.0882410403226,9160,1292.2,118.78,0.2292,,,269.0,2.91,3.74,2.56,2.24,2.85,2.25,1.11,1.11,0.98
대원전선,006340,전기전자,2018,429504478642.0,415147929153.0,14356549489.0,4336640882.0,1238629239.0,2534459883.0,2534459883.0,81391574363.0,191535435379.0,110143861016.0,147275103843.0,99199532906.0,10944328110.0,36109836078.0,2000000000.0,423929303.0,43259842205.0,39088474731.0,1345166515.0,107306967260.0,28580188621.0,61028174270.0,141456742,-10931043591.0,39088474731.0,10019908607.0,11244018853.0,-900929356.0,44260331536.0,1846187461.0,5138404626.0,1575.0,38109836078.0,109719931713.0,40433641246.0,-77.27481515868647,7530,1100.58,103.48,-0.2916,,,62.0,2.59,2.37,3.1,2.25,2.37,2.09,0.59,0.63,0.47
대원전선,006340,전기전자,2019,401312380985.0,387426200542.0,13886180443.0,1003800278.0,-817858226.0,-914875248.0,-914875248.0,80356718444.0,189591441581.0,109234723137.0,142623829169.0,94985496238.0,14249226899.0,31547904101.0,1000000000.0,2317181951.0,42142838484.0,43382630783.0,532366013.0,109275711478.0,24812299989.0,61457901261.0,141456742,4124746107.0,43382630783.0,12882380165.0,978622981.0,-3605493367.0,46967612412.0,1958158753.0,822912297.0,1165.0,32547904101.0,106917541186.0,43914996796.0,29.159063390559357,8350,1166.11,103.5,-0.5625,,,62.0,2.59,2.37,3.1,2.25,2.37,2.09,0.59,0.63,0.47
대원전선,006340,전기전자,2020,367313109907.0,352645096586.0,14668013321.0,4270862584.0,2314049729.0,3054456452.0,3054456452.0,85380716738.0,192012755087.0,106632038349.0,142009482182.0,93517219518.0,13114818831.0,24902201448.0,2000000000.0,1875929827.0,44109967371.0,42625600692.0,522838418.0,108819843620.0,26068722038.0,64609804219.0,147276334,8150191585.0,42625600692.0,10397150737.0,-4724837701.0,-3807221226.0,50003272905.0,1145601762.0,673354527.0,1080.0,26902201448.0,104756108522.0,43148439110.0,55.33945178863564,8590,1180.01,103.03,0.2917,,,62.0,2.59,2.37,3.1,2.25,2.37,2.09,0.59,0.63,0.47
대원전선,006340,전기전자,2021,474978486706.0,461906628368.0,13071858338.0,2295663054.0,1304381307.0,1108013058.0,1108013058.0,87644896846.0,240573775497.0,152928878651.0,194857059590.0,141646044201.0,11282834450.0,34497919766.0,0.0,1199073178.0,45688260971.0,41208303688.0,540127444.0,156462270152.0,31094574072.0,95655684100.0,147276334,-9431376822.0,41208303688.0,10776195284.0,-2856705032.0,11594909480.0,45716715907.0,2172821218.0,-103096829.0,1770.0,34497919766.0,151729805473.0,41748431132.0,-64.0386446745748,8720,1144.61,109.6,0.5208,,,62.0,2.59,2.37,3.1,2.25,2.37,2.09,0.59,0.63,0.47
대원전선,006340,전기전자,2022,562428058271.0,547001160312.0,15426897959.0,1346085446.0,1354066071.0,1895538151.0,1895538151.0,91598885754.0,245958532474.0,154359646720.0,200914428407.0,142834595591.0,11525051129.0,27608459838.0,1200000000.0,4594233630.0,47905021606.0,41241149674.0,520179255.0,132479043742.0,38823101783.0,109920995702.0,149171468,31845264766.0,41241149674.0,14080812513.0,-21719594986.0,-6466487513.0,45044104067.0,1950902633.0,190494166.0,1100.0,28808459838.0,149765413090.0,41761328929.0,213.4809370247667,9160,1292.2,118.78,0.2292,,,62.0,2.59,2.37,3.1,2.25,2.37,2.09,0.59,0.63,0.47
대원제약,003220,의약품,2018,286652511069.0,121164449221.0,165488061848.0,30745583191.0,23286286958.0,31209854047.0,31209854047.0,183198203447.0,275438692395.0,92240488948.0,106724038156.0,57694146581.0,34546342367.0,19000000000.0,9000000000.0,14887429615.0,167825852209.0,134683369342.0,18921122313.0,46199016979.0,44303710436.0,23925180685.0,38197212,40032139055.0,134683369342.0,125467028686.0,-41728347016.0,12896589065.0,168714654239.0,664518034.0,9265029815.0,14160.0,28000000000.0,77353059333.0,153604491655.0,1048.0382456970942,7530,1100.58,103.48,-0.2916,,,824.0,2.91,3.62,2.9,2.41,2.78,2.82,1.48,1.61,1.44
대원제약,003220,의약품,2019,317827566516.0,137672153153.0,180155413363.0,35107129523.0,26879412658.0,35372240066.0,35372240066.0,204216340163.0,327532232677.0,123315892514.0,121547976764.0,61740427331.0,61575465183.0,20000000000.0,30000000000.0,13003907814.0,188265447585.0,156467619773.0,20469052937.0,48552666275.0,52158639211.0,24382386072.0,39325354,30970630742.0,156467619773.0,134804760513.0,-47764738596.0,14907113768.0,205984255913.0,1292245872.0,9855411291.0,15614.0,50000000000.0,110311984700.0,176936672710.0,787.5486827658309,8350,1166.11,103.5,-0.5625,,,824.0,2.91,3.62,2.9,2.41,2.78,2.82,1.48,1.61,1.44
대원제약,003220,의약품,2020,308501015863.0,142563727637.0,165937288226.0,24098893335.0,17198485545.0,23641502516.0,23641502516.0,212771671351.0,335214009972.0,122442338621.0,117276452404.0,56017090880.0,66425247741.0,20000000000.0,28500000000.0,10439087381.0,200464030530.0,154773286004.0,23671473901.0,42301767358.0,63797599197.0,23142333951.0,40487206,24951403567.0,154773286004.0,128360889189.0,-14829667832.0,-12647423144.0,217937557568.0,2068853887.0,10086268658.0,18026.0,48500000000.0,112003251240.0,178444759905.0,616.2787219004443,8590,1180.01,103.03,0.2917,,,824.0,2.91,3.62,2.9,2.41,2.78,2.82,1.48,1.61,1.44
대원제약,003220,의약품,2021,354176435161.0,177708541652.0,176467893509.0,19425905258.0,6610675911.0,17135969184.0,17135969184.0,218403697719.0,429579922427.0,211176224708.0,180377165780.0,102076350901.0,109099873807.0,42542761296.0,28394430000.0,41697120924.0,204826526602.0,163694609217.0,40442491476.0,54583649862.0,69690496356.0,32492554523.0,42449646,22413390635.0,163694609217.0,145740017233.0,-41615323571.0,50419952349.0,249202756647.0,4604501345.0,8921721747.0,16214.0,70937191296.0,169479103784.0,204137100693.0,527.9994710674383,8720,1144.61,109.6,0.5208,,,824.0,2.91,3.62,2.9,2.41,2.78,2.82,1.48,1.61,1.44
대원제약,003220,의약품,2022,478884656361.0,240942657452.0,237941998909.0,43006376510.0,30657171591.0,38722020221.0,38722020221.0,248765199157.0,453550065821.0,204784866664.0,207283824715.0,128146380604.0,76638486060.0,42874000000.0,22152535000.0,26969832438.0,241594707482.0,156606804474.0,40073027991.0,66839590906.0,91846939717.0,43751299831.0,43929340,33325991996.0,156606804474.0,175462264799.0,-27687999563.0,-20410541645.0,246266241106.0,5588456505.0,7521953091.0,18750.0,65026535000.0,177815034226.0,196679832465.0,758.6271953095585,9160,1292.2,118.78,0.2292,,,824.0,2.91,3.62,2.9,2.41,2.78,2.82,1.48,1.61,1.44
대원화성,024890,화학,2018,114627061961.0,94465377456.0,20161684505.0,3612483830.0,1082608683.0,1856160672.0,1856160672.0,73261970820.0,124822514071.0,51560543251.0,74774457479.0,44513570890.0,7046972361.0,30498802842.0,970705025.0,13834079505.0,29520368788.0,47648882768.0,1770712435.0,38684981878.0,20196485172.0,9751648798.0,82498304,6869126833.0,47648882768.0,16549200675.0,-3032755112.0,-528542880.0,50048056592.0,1146719688.0,1851829740.0,1815.0,31469507867.0,37726463746.0,49419595203.0,83.2638551333128,7530,1100.58,103.48,-0.2916,,,37.0,2.63,1.7,3.46,2.78,2.25,2.12,0.59,0.71,0.5
대원화성,024890,화학,2019,133052794307.0,106595564730.0,26457229577.0,6686516331.0,4278965690.0,5172968119.0,5172968119.0,79428179761.0,130497955372.0,51069775611.0,61578765545.0,39858678422.0,11211097189.0,25240636019.0,4787932937.0,17638189155.0,35236396813.0,49015824814.0,920443817.0,21447064908.0,19808668179.0,10523414396.0,82498304,10582146678.0,49015824814.0,19770713246.0,-4914291448.0,-1939217927.0,68919189827.0,1377163152.0,1657765006.0,1420.0,30028568956.0,33431586456.0,49936268631.0,128.27108152429412,8350,1166.11,103.5,-0.5625,,,37.0,2.63,1.7,3.46,2.78,2.25,2.12,0.59,0.71,0.5
대원화성,024890,화학,2020,108787316816.0,91400690176.0,17386626640.0,348221278.0,-2183149795.0,-1699982981.0,-1699982981.0,76025089568.0,129796348783.0,53771259215.0,62048439135.0,47038425112.0,6732834103.0,32777149156.0,2355540973.0,12190987686.0,33664718450.0,47043074473.0,866062335.0,22773232411.0,22203749193.0,10300762952.0,82498304,-3769958041.0,47043074473.0,17038405362.0,-5747866236.0,4121148810.0,67747909648.0,1147781376.0,1128325715.0,1790.0,35132690129.0,41580271529.0,47909136808.0,-45.69740053080364,8590,1180.01,103.03,0.2917,,,37.0,2.63,1.7,3.46,2.78,2.25,2.12,0.59,0.71,0.5
대원화성,024890,화학,2021,113339078287.0,99705931214.0,13633147073.0,-8431253759.0,-7003647550.0,-8561150021.0,-8561150021.0,71012021570.0,135832581638.0,64820560068.0,72075850528.0,56549488617.0,8271071451.0,39770386032.0,5616550428.0,13334394838.0,26386635434.0,46761526257.0,920901066.0,25919633556.0,27383760682.0,11665347963.0,82498304,-7359460547.0,46761526257.0,22064400832.0,-1140881621.0,8641734874.0,63756731110.0,1089190172.0,-123093046.0,4115.0,45386936460.0,51486165230.0,47682427323.0,-89.20741627609702,8720,1144.61,109.6,0.5208,,,37.0,2.63,1.7,3.46,2.78,2.25,2.12,0.59,0.71,0.5
대원화성,024890,화학,2022,146805183509.0,130041626810.0,16763556699.0,-7401035956.0,-9621844517.0,-8982446378.0,-8982446378.0,62456606707.0,130913447074.0,68456840367.0,74098320893.0,62853387965.0,5603452402.0,47445572751.0,1788135041.0,10961284456.0,17097995042.0,46243772946.0,805424665.0,27821063274.0,29706761210.0,11831304837.0,82498304,-6789277494.0,46243772946.0,24164592655.0,671539488.0,3446634215.0,56815126181.0,1953108299.0,1775652663.0,2325.0,49233707792.0,57495555911.0,47049197611.0,-82.29596446006938,9160,1292.2,118.78,0.2292,,,37.0,2.63,1.7,3.46,2.78,2.25,2.12,0.59,0.71,0.5
대유에이텍,002880,운수장비,2018,1110212701648.0,942816962661.0,167395738987.0,6690126655.0,-40274933660.0,-40460019370.0,-40460019370.0,170336776103.0,889580574027.0,719243797924.0,382195672949.0,551245659188.0,167998138736.0,152795641285.0,58400207792.0,42019498042.0,-15372081010.0,325412123463.0,63017905299.0,115056558534.0,110823979803.0,235378200069.0,217568856,27493108102.0,325412123463.0,160705612332.0,-16978378792.0,12686591661.0,507384901078.0,39025807370.0,-3465919087.0,1310.0,211195849077.0,677224299882.0,388430028762.0,126.36509014874812,7530,1100.58,103.48,-0.2916,,,129.0,2.69,3.2,2.61,2.1,2.44,1.9,1.53,1.5,1.42
