corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,ppe,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,tangible_assets,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,borrowings,net_liabilities,fixed_assets,cash_flow_per_share,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,total_rank,simple_total_rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential
진원생명과학,011000,의약품,2018,34292567639.0,23595467168.0,10697100471.0,-11259049753.0,-11897642781.0,-11735152304.0,-11735152304.0,29410157153.0,49295861252.0,19885704099.0,38183341926.0,18812465145.0,1073238954.0,1195024542.0,266331542.0,8378482910.0,-53659842581.0,6111893143.0,523981435.0,6179935144.0,7828159486.0,1539399699.0,42348126,-14926634603.0,6111893143.0,21956150224.0,-16287112726.0,11455531474.0,11112519326.0,1391180773.0,2110000.0,2326.0,1461356084.0,11507221189.0,6635874578.0,-352.47450153992645,7530,1100.58,103.48,-0.2916,,,40.0,1.85,2.48,2.92,1.88,1.78,1.68,0.67,0.75,0.65
진원생명과학,011000,의약품,2019,41241251457.0,28351900706.0,12889350751.0,-8208996276.0,-7618562789.0,-7144535270.0,-7144535270.0,24060166535.0,51152312180.0,27092145645.0,36595936941.0,22652881958.0,4439263687.0,1173666807.0,2039708177.0,16921587637.0,-62275904072.0,10003933980.0,578866240.0,9122025788.0,8745565430.0,2294398066.0,43852314,-1270007139.0,10003933980.0,21386292620.0,10470732631.0,-656995110.0,14556375239.0,1967100104.0,0.0,1442.0,3213374984.0,10170558008.0,10582800220.0,-28.961006231050884,8350,1166.11,103.5,-0.5625,,,40.0,1.85,2.48,2.92,1.88,1.78,1.68,0.67,0.75,0.65
진원생명과학,011000,의약품,2020,41502728973.0,30090751129.0,11411977844.0,-18459101152.0,-18648412113.0,-18226419683.0,-18226419683.0,98508792118.0,136570535761.0,38061743643.0,108760184480.0,36705092863.0,1356650780.0,150860970.0,795286125.0,62432005086.0,-81566664465.0,22426859089.0,683107437.0,7407597765.0,8299048283.0,6881194725.0,89542016,-15915810136.0,22426859089.0,30045203993.0,-44305355648.0,106234937140.0,27810351281.0,1429461892.0,0.0,14104.0,946147095.0,-24370261443.0,23109966526.0,-177.74683714961253,8590,1180.01,103.03,0.2917,,,40.0,1.85,2.48,2.92,1.88,1.78,1.68,0.67,0.75,0.65
진원생명과학,011000,의약품,2021,38700355313.0,29942914577.0,8757440736.0,-27434047838.0,-15887887553.0,-15534134947.0,-15534134947.0,206506769133.0,250856561235.0,44349792102.0,134633081215.0,34758541470.0,9591250632.0,0.0,7103944447.0,22309654214.0,-98240636910.0,110381999863.0,643095121.0,7437523777.0,10687687842.0,17530542321.0,154958110,-4849167609.0,110381999863.0,36080317698.0,-146398010720.0,111023458491.0,116223480020.0,6792926015.0,189712134.0,16200.0,7103944447.0,22040137888.0,111025094984.0,-31.293409612443,8720,1144.61,109.6,0.5208,,,40.0,1.85,2.48,2.92,1.88,1.78,1.68,0.67,0.75,0.65
진원생명과학,011000,의약품,2022,48718300179.0,39382489580.0,9335810599.0,-40083888917.0,-38150069804.0,-38054277991.0,-38054277991.0,181471292500.0,222866686597.0,41395394097.0,73063156234.0,33835688340.0,7559705757.0,701146398.0,5509721609.0,13260897357.0,-137155104297.0,144369110509.0,563914992.0,8980464094.0,14863749359.0,7493171591.0,155503198,-24113048012.0,144369110509.0,48122846053.0,8055142307.0,7012569540.0,149803530363.0,8405585553.0,326553527.0,7140.0,6210868007.0,28134496740.0,144933025501.0,-155.0646438280967,9160,1292.2,118.78,0.2292,,,40.0,1.85,2.48,2.92,1.88,1.78,1.68,0.67,0.75,0.65
참엔지니어링,009310,기계,2018,206724702492.0,144803997502.0,61920704990.0,13943862929.0,14325367073.0,15033963700.0,15033963700.0,84474022794.0,769729387371.0,685255364577.0,403818935885.0,628891143207.0,51938066197.0,46552072173.0,83972529.0,13251471589.0,-17946281999.0,29581836473.0,15309459421.0,8964877316.0,13660291347.0,32040978918.0,98379916,-16793730766.0,29581836473.0,44866385209.0,964420184.0,14888195758.0,340294956255.0,5950795115.0,3475486539.0,1615.0,46636044702.0,672003892988.0,44891295894.0,-170.70283700994418,7530,1100.58,103.48,-0.2916,,,364.0,2.35,1.95,2.57,2.62,2.57,1.75,0.61,0.65,0.53
참엔지니어링,009310,기계,2019,112514202149.0,84900291339.0,27613910810.0,-13642336110.0,-16511430083.0,-15354090511.0,-15354090511.0,79083679588.0,715417745486.0,636334065898.0,394976610757.0,540662880326.0,95671185572.0,35290356602.0,343063862.0,14718098602.0,-37809850245.0,29097360107.0,10791302059.0,14124295651.0,13468749250.0,33122651563.0,104875020,-10621117577.0,29097360107.0,40725669432.0,26044510794.0,-14601772762.0,319455733500.0,5953059335.0,4282805257.0,1405.0,35633420464.0,621615967296.0,39888662166.0,-101.27404578325707,8350,1166.11,103.5,-0.5625,,,364.0,2.35,1.95,2.57,2.62,2.57,1.75,0.61,0.65,0.53
참엔지니어링,009310,기계,2020,168672528847.0,123404627133.0,45267901714.0,7046068143.0,6827301840.0,3745752098.0,3745752098.0,86817863973.0,750575298187.0,663757434214.0,471256282548.0,573233859960.0,90523574254.0,32661904350.0,78280510.0,21911098834.0,-33088855439.0,28619285346.0,9413872525.0,20301592760.0,23085860622.0,42850141026.0,110890044,7974082409.0,28619285346.0,40744422299.0,5522133575.0,-6250640831.0,279290602874.0,7394440118.0,-2695104448.0,1480.0,32740184860.0,641846335380.0,38033157871.0,71.9098137340445,8590,1180.01,103.03,0.2917,,,364.0,2.35,1.95,2.57,2.62,2.57,1.75,0.61,0.65,0.53
참엔지니어링,009310,기계,2021,150562978171.0,108656199100.0,41906779071.0,2623050818.0,-1134326080.0,216011030.0,216011030.0,85643294628.0,699101612738.0,613458318110.0,426139981659.0,567801715965.0,45656602145.0,40628524840.0,279205595.0,12197957641.0,-35495446001.0,31670860161.0,3473578864.0,15296530118.0,6740552124.0,16721549327.0,111057128,-6874216927.0,31670860161.0,39195653666.0,420935438.0,-3260081484.0,272961631079.0,5428557314.0,2283209999.0,1280.0,40907730435.0,601260360469.0,35144439025.0,-61.898025374832315,8720,1144.61,109.6,0.5208,,,364.0,2.35,1.95,2.57,2.62,2.57,1.75,0.61,0.65,0.53
참엔지니어링,009310,기계,2022,170586353989.0,128257285788.0,42329068201.0,1308108163.0,-2268336488.0,2510062719.0,2510062719.0,86111993721.0,739665588573.0,653553594852.0,490120687958.0,596874064052.0,56679530800.0,31980365536.0,524613581.0,17288713257.0,-36997385462.0,27620298469.0,2962995455.0,13676978373.0,6065849214.0,16543936453.0,117734838,8635208644.0,27620298469.0,35412272667.0,1164741953.0,-4692639711.0,249544900615.0,7558693713.0,1316632871.0,710.0,32504979117.0,636264881595.0,30583293924.0,73.34454941875403,9160,1292.2,118.78,0.2292,,,364.0,2.35,1.95,2.57,2.62,2.57,1.75,0.61,0.65,0.53
청호ICT,012600,기계,2018,36029987061.0,32825770860.0,3204216201.0,-6037760978.0,1474607985.0,4683365039.0,4683365039.0,24332928413.0,72506900805.0,48173972392.0,37783725538.0,42014067195.0,6159905197.0,17448926114.0,502756944.0,551555114.0,-23717471748.0,17839840119.0,10386075671.0,17468399999.0,8851326978.0,13292497024.0,16752704,-3716656897.0,17839840119.0,9241977179.0,16310054586.0,-13747417537.0,34723175267.0,3161114592.0,-2126579.0,2833.0,17951683058.0,47622417278.0,28225915790.0,-221.85414945551477,7530,1100.58,103.48,-0.2916,,,67.0,2.18,1.76,3.19,2.51,2.08,1.57,0.18,0.19,0.12
청호ICT,012600,기계,2019,41236801471.0,40545295307.0,691506164.0,-7926535399.0,-16417234701.0,-14204041207.0,-14204041207.0,7109365958.0,51107615176.0,43998249218.0,17560710636.0,34507581900.0,9490667318.0,8495502751.0,378000000.0,2128109814.0,-39581017229.0,17550647583.0,9876550778.0,6468187106.0,8618351282.0,10946598079.0,17152702,-7829812606.0,17550647583.0,8618041563.0,18527574976.0,-9115757964.0,33546904540.0,1091830436.0,387265306.0,2659.0,8873502751.0,41870139404.0,27427198361.0,-456.4769215952099,8350,1166.11,103.5,-0.5625,,,67.0,2.18,1.76,3.19,2.51,2.08,1.57,0.18,0.19,0.12
청호ICT,012600,기계,2020,29185453124.0,26614300319.0,2571152805.0,-5629776166.0,-11696934179.0,-13978451032.0,-13978451032.0,9123319711.0,20683997069.0,11560677358.0,7399917655.0,10759740288.0,800937070.0,4480000000.0,438000000.0,1613272282.0,-22955594513.0,8993350904.0,179977001.0,2670067499.0,2924159381.0,3353028790.0,21391364,-11886990701.0,8993350904.0,8200928971.0,13622307021.0,-2230235317.0,13284079414.0,1081556363.0,-62483271.0,9200.0,4918000000.0,9947405076.0,9173327905.0,-555.6911051113898,8590,1180.01,103.03,0.2917,,,67.0,2.18,1.76,3.19,2.51,2.08,1.57,0.18,0.19,0.12
청호ICT,012600,기계,2021,18149624123.0,14449991363.0,3699632760.0,-4967232121.0,-6586412072.0,-6549255872.0,-6549255872.0,22076198880.0,32380760342.0,10304561462.0,10408469654.0,8500758256.0,1803803206.0,4300000000.0,448000000.0,3418348338.0,-29547875007.0,14147104662.0,55539637.0,1510047296.0,3927286607.0,2579189902.0,30120784,-7417122238.0,14147104662.0,8666864881.0,-5310223749.0,14530170143.0,21972290688.0,177769677.0,12500191.0,2490.0,4748000000.0,6886213124.0,14202644299.0,-246.24598874982803,8720,1144.61,109.6,0.5208,,,67.0,2.18,1.76,3.19,2.51,2.08,1.57,0.18,0.19,0.12
청호ICT,012600,기계,2022,22502572182.0,21403873180.0,1098699002.0,-5044736345.0,-4328365052.0,-4328365052.0,-4328365052.0,20221362068.0,29966720058.0,9745357990.0,11170026932.0,8051995369.0,1693362621.0,3400000000.0,220000000.0,1773187011.0,-33886361381.0,13798180114.0,299775732.0,3818098226.0,4884438961.0,3102452515.0,36272690,-4019830422.0,13798180114.0,6143435347.0,911870223.0,1459867042.0,18796693126.0,299022561.0,43970557.0,2490.0,3620000000.0,7972170979.0,14097955846.0,-110.8225064642297,9160,1292.2,118.78,0.2292,,,67.0,2.18,1.76,3.19,2.51,2.08,1.57,0.18,0.19,0.12
카카오,035720,서비스업,2018,2416992440597.0,0.0,2416992440597.0,2416992440597.0,15888859209.0,130669862739.0,130669862739.0,5627157564368.0,7959542105267.0,2332384540899.0,2858950414592.0,2039196496491.0,293188044408.0,609480384256.0,388721579.0,1247013249518.0,453400467566.0,314811843577.0,3865264987475.0,193669497516.0,35836145752.0,460813117949.0,166775546,491469889907.0,314811843577.0,2344043550670.0,-1260721862120.0,890516911408.0,5100591690675.0,50142764508.0,141309582816.0,20673.0,609869105835.0,1085371291381.0,4180076831052.0,2946.8942041838677,7530,1100.58,103.48,-0.2916,,,3315.0,3.6,3.17,4.17,3.84,3.4,2.67,2.56,2.47,2.46
카카오,035720,서비스업,2019,3070111364510.0,0.0,3070111364510.0,3070111364510.0,-341924578348.0,-234256905702.0,-234256905702.0,5740117751288.0,8737255755774.0,2997138004486.0,2829694454045.0,2433322136077.0,563815868409.0,448595786905.0,32872443464.0,1918225198949.0,148154241860.0,349818319321.0,3548415767971.0,157220905352.0,49449770906.0,578566877985.0,172445272,752667420203.0,349818319321.0,2863325142724.0,-414187466660.0,322204327915.0,5907561301729.0,44000156706.0,110595199028.0,30810.0,481468230369.0,1078912805537.0,3898234087292.0,4364.674145447142,8350,1166.11,103.5,-0.5625,,,3315.0,3.6,3.17,4.17,3.84,3.4,2.67,2.56,2.47,2.46
카카오,035720,서비스업,2020,4156816120723.0,0.0,4156816120723.0,4156816120723.0,173359671915.0,414271425061.0,414271425061.0,7427729027515.0,11953970238956.0,4526241211441.0,4462924201049.0,2929590461315.0,1166097939840.0,188419590659.0,40882034260.0,2877513939692.0,316324859524.0,430667589746.0,3351553299735.0,247374452328.0,45813596549.0,835982771398.0,177003996,971096476573.0,430667589746.0,3700960605512.0,-1260695789332.0,1305360309728.0,6987396305870.0,72670378433.0,77452981179.0,78179.0,229301624919.0,1648727271749.0,3782220889481.0,5486.296911471987,8590,1180.01,103.03,0.2917,,,3315.0,3.6,3.17,4.17,3.84,3.4,2.67,2.56,2.47,2.46
카카오,035720,서비스업,2021,6136669167665.0,0.0,6136669167665.0,6136669167665.0,1646153359281.0,2293693668438.0,2293693668438.0,13589972363696.0,22779558711233.0,9189586347537.0,8102194310997.0,5630274218741.0,2885093850468.0,1258827734921.0,63707696848.0,5231503744581.0,1709598569421.0,554916365953.0,6347794613028.0,398116990710.0,91807853142.0,1230984643556.0,891811980,1306571526446.0,554916365953.0,5541752254630.0,-3341008649973.0,4441165653681.0,13711985483160.0,315317249849.0,227378925282.0,112500.0,1322535431769.0,3958082602956.0,6902710978981.0,1465.0751007471329,8720,1144.61,109.6,0.5208,,,3315.0,3.6,3.17,4.17,3.84,3.4,2.67,2.56,2.47,2.46
카카오,035720,서비스업,2022,7106836860945.0,0.0,7106836860945.0,7106836860945.0,1062577686276.0,1304363372795.0,1304363372795.0,13531862290880.0,22963491575614.0,9431629284734.0,7755732886687.0,5148326794720.0,3843929114057.0,1096884450398.0,110591932952.0,4780244024656.0,3046458208012.0,885397238049.0,6022351854665.0,440899208710.0,160328357802.0,1373953551067.0,890847378,678376491408.0,885397238049.0,6526520867884.0,-1574104586648.0,411821219788.0,14450930891040.0,463159902728.0,317923055369.0,53100.0,1207476383350.0,4651385260078.0,6907749092714.0,761.4957490597228,9160,1292.2,118.78,0.2292,,,3315.0,3.6,3.17,4.17,3.84,3.4,2.67,2.56,2.47,2.46
카카오페이,377300,기타금융,2019,141103394664.0,0.0,141103394664.0,141103394664.0,-65011342569.0,-65011342569.0,-65011342569.0,46613519644.0,524626347315.0,478012827671.0,475299900872.0,457129968406.0,20882859265.0,2691341916.0,0.0,378689113297.0,-183850097092.0,7739453366.0,6339391474.0,1978022881.0,0.0,140271685627.0,0,108831904275.0,7739453366.0,206410000.0,10771144747.0,-2285618222.0,49326446443.0,529176573.0,181679980.0,,2691341916.0,99323714374.0,14078844840.0,,8350,1166.11,103.5,-0.5625,,,856.0,3.55,3.09,3.62,3.55,3.54,2.4,2.73,2.72,2.7
카카오페이,377300,기타금융,2020,284370768829.0,0.0,284370768829.0,284370768829.0,-25050768158.0,-25767899116.0,-25767899116.0,204135428355.0,1207982675732.0,1003847247377.0,644304442688.0,548984059587.0,24197638394.0,2302895208.0,0.0,368159039964.0,-204549853495.0,9481730019.0,10214769534.0,6190032246.0,0.0,222956185688.0,0,32553928135.0,9481730019.0,302280000.0,-193937840434.0,167691013587.0,60028501007.0,2781574715.0,1074536414.0,,2302895208.0,635688207413.0,19696499553.0,,8590,1180.01,103.03,0.2917,,,856.0,3.55,3.09,3.62,3.55,3.54,2.4,2.73,2.72,2.7
카카오페이,377300,기타금융,2021,458646799073.0,0.0,458646799073.0,458646799073.0,-33863310446.0,-25951154634.0,-25951154634.0,1795637761122.0,3432708944352.0,1637071183230.0,2292025213275.0,844442925209.0,118147534439.0,13965308488.0,54567966.0,1046218732288.0,-228051887861.0,17352627719.0,17491797632.0,5577552529.0,0.0,400066116797.0,263766160,156658928688.0,17352627719.0,485870000.0,-996778345328.0,1595552661902.0,174464214001.0,8652057920.0,1495149162.0,174500.0,14019876454.0,590852450942.0,34844425351.0,593.9311118909264,8720,1144.61,109.6,0.5208,,,856.0,3.55,3.09,3.62,3.55,3.54,2.4,2.73,2.72,2.7
카카오페이,377300,기타금융,2022,521670659140.0,0.0,521670659140.0,521670659140.0,26795044775.0,-7665297754.0,-7665297754.0,1908224925187.0,3331529857877.0,1423304932690.0,2259815836785.0,873830451555.0,98849258848.0,10733014543.0,6871036.0,1407843532369.0,-172770406330.0,32689106772.0,26950112850.0,5782225957.0,0.0,366710311782.0,266005654,-56865817768.0,32689106772.0,567190000.0,383359048366.0,-3482069236.0,303383126941.0,6532619797.0,2108581848.0,54200.0,10739885579.0,15461400321.0,59639219622.0,-213.77672584357924,9160,1292.2,118.78,0.2292,,,856.0,3.55,3.09,3.62,3.55,3.54,2.4,2.73,2.72,2.7
컨버즈,109070,전기전자,2018,76392844983.0,78451970573.0,-2059125590.0,-10516137199.0,-20922385607.0,-13806925223.0,-13806925223.0,913355307.0,64916024870.0,64002669563.0,39820520051.0,60101743218.0,3900926345.0,1195958993.0,0.0,1950033543.0,-85236179620.0,6863405684.0,3590143405.0,17325151241.0,18318807004.0,24985288516.0,24041800,-10534508524.0,6863405684.0,8457011609.0,-10843694677.0,19829227056.0,25095504819.0,8253319958.0,21534977.0,29400.0,1195958993.0,62052636020.0,10453549089.0,-438.17470089593957,7530,1100.58,103.48,-0.2916,,,14.0,2.77,1.54,3.39,2.54,2.39,2.38,0.49,0.85,0.49
컨버즈,109070,전기전자,2019,45782646404.0,44090640981.0,1692005423.0,-6005088323.0,-16210211539.0,-17196423322.0,-17196423322.0,-3448533259.0,27113647018.0,30562180277.0,15119473619.0,29402606304.0,1159573973.0,890068993.0,0.0,5941268628.0,-101596917910.0,2121841126.0,3083892767.0,4443699370.0,3504770722.0,6616115443.0,61564818,-5274629548.0,2121841126.0,7697093746.0,2568350071.0,6699563118.0,11994173399.0,5873953238.0,16708443.0,28500.0,890068993.0,24620911649.0,5205733893.0,-85.67603575145792,8350,1166.11,103.5,-0.5625,,,14.0,2.77,1.54,3.39,2.54,2.39,2.38,0.49,0.85,0.49
컨버즈,109070,전기전자,2020,20447824514.0,18012914102.0,2434910412.0,-4860721722.0,-6306405264.0,-6392973022.0,-6392973022.0,7523070606.0,32146507443.0,24623436837.0,18355342841.0,22480026237.0,2143410600.0,408245470.0,8872.0,3240956261.0,-107948155956.0,6038411790.0,4088814339.0,6656695912.0,6535387552.0,9873508252.0,26282776,-3662908546.0,6038411790.0,7295632134.0,810944605.0,143419985.0,13791164602.0,2367287063.0,64345900.0,4100.0,408254342.0,21382480576.0,10127226129.0,-139.36536026483657,8590,1180.01,103.03,0.2917,,,14.0,2.77,1.54,3.39,2.54,2.39,2.38,0.49,0.85,0.49
컨버즈,109070,전기전자,2021,39946492326.0,32402072094.0,7544420232.0,-1408564353.0,-1586432478.0,-989305700.0,-989305700.0,9609633773.0,33044552713.0,23434918940.0,21889883088.0,17138120531.0,6296798409.0,429245470.0,8872.0,4407346888.0,-109574452464.0,6636233943.0,3807840438.0,6042040324.0,5994985224.0,11947783701.0,35098550,1641720569.0,6636233943.0,8952984585.0,-856986675.0,366711163.0,11154669625.0,1383930856.0,-8454484.0,4100.0,429254342.0,19027572052.0,10444074381.0,46.77459806744153,8720,1144.61,109.6,0.5208,,,14.0,2.77,1.54,3.39,2.54,2.39,2.38,0.49,0.85,0.49
컨버즈,109070,전기전자,2022,28771235340.0,25526839171.0,3244396169.0,-4811604319.0,-9902822429.0,-8963636730.0,-8963636730.0,14793215256.0,32951331825.0,18158116569.0,25964084655.0,13303132201.0,4854984368.0,212084000.0,0.0,15572897361.0,-119270548353.0,5526503065.0,684964665.0,5019615657.0,4215034228.0,8338136971.0,73620460,-3916534504.0,5526503065.0,8056000488.0,1360475176.0,13755721888.0,6987247170.0,650541760.0,202560671.0,4100.0,212084000.0,2585219208.0,6211467730.0,-53.198995279301435,9160,1292.2,118.78,0.2292,,,14.0,2.77,1.54,3.39,2.54,2.39,2.38,0.49,0.85,0.49
케이비아이동국실업,001620,운수장비,2018,650873646386.0,603900201196.0,46973445190.0,-12140610836.0,-10111397794.0,-10987813979.0,-10987813979.0,179341632426.0,570273061240.0,390931428814.0,203354328117.0,340614931921.0,50316496893.0,139767666773.0,21154307853.0,40318938728.0,138582565694.0,279485824921.0,22805578091.0,88105320923.0,51295240980.0,144240910760.0,106624144,50747329089.0,279485824921.0,59114056026.0,-22818232872.0,-3588406389.0,366918733123.0,7234710586.0,5697618664.0,836.0,160921974626.0,350612490086.0,302291403012.0,475.94594606077214,7530,1100.58,103.48,-0.2916,BB,BB,131.0,2.36,2.0,2.36,2.34,2.76,1.9,1.43,1.47,1.38
케이비아이동국실업,001620,운수장비,2019,615578389906.0,570835691511.0,44742698395.0,-13983746531.0,275497763.0,2554313400.0,2554313400.0,176376144980.0,559688329708.0,383312184728.0,211073362860.0,338648055564.0,44664129164.0,148883914309.0,26157912519.0,49372665262.0,136231150846.0,266234774501.0,28478743623.0,81488020753.0,35178307235.0,127721154751.0,132084144,42600498705.0,266234774501.0,58726444926.0,-41645017149.0,8113043537.0,348614966848.0,6564182822.0,4524768839.0,721.0,175041826828.0,333939519466.0,294713518124.0,322.5254554778354,8350,1166.11,103.5,-0.5625,BB,BB,131.0,2.36,2.0,2.36,2.34,2.76,1.9,1.43,1.47,1.38
케이비아이동국실업,001620,운수장비,2020,530786950089.0,504717189851.0,26069760238.0,-20831644526.0,-11427243423.0,-17206331886.0,-17206331886.0,169771884201.0,566142150316.0,396370266115.0,223598484765.0,333335623637.0,63034642478.0,154639388484.0,23214963721.0,63183887469.0,126082991795.0,253636887471.0,23772434084.0,73878909124.0,28249436538.0,119274777398.0,132084144,24934607711.0,253636887471.0,46901404764.0,-16439317058.0,5460665135.0,342543665551.0,6877766946.0,3627233248.0,694.0,177854352205.0,333186378646.0,277409321555.0,188.77820573981992,8590,1180.01,103.03,0.2917,BB,BB,131.0,2.36,2.0,2.36,2.34,2.76,1.9,1.43,1.47,1.38
케이비아이동국실업,001620,운수장비,2021,521440974563.0,541896965643.0,-20455991080.0,-73285371359.0,-23735748807.0,-35114769738.0,-35114769738.0,170074037625.0,568005110934.0,397931073309.0,213978423650.0,312622955976.0,85308117333.0,129651474154.0,27980392968.0,36556359834.0,104102458888.0,248531835456.0,29225820310.0,91346972635.0,28797332599.0,110331684885.0,174435954,-11832806203.0,248531835456.0,52829380279.0,-25717493752.0,9860660839.0,354026687284.0,6365795367.0,4299591005.0,810.0,157631867122.0,361374713475.0,277757655766.0,-67.83467474257056,8720,1144.61,109.6,0.5208,BB,BB,131.0,2.36,2.0,2.36,2.34,2.76,1.9,1.43,1.47,1.38
케이비아이동국실업,001620,운수장비,2022,614172275827.0,559663562294.0,54508713533.0,-965285127.0,4575114372.0,9997683949.0,9997683949.0,180383548030.0,553570561673.0,373187013643.0,233598639427.0,301480202607.0,71706811036.0,120906502874.0,40565474288.0,31311356656.0,109313316432.0,225529116478.0,26684849547.0,97215647882.0,37480202202.0,115851176493.0,200546032,-13132696890.0,225529116478.0,55473998660.0,14889034671.0,-6693024553.0,319971922246.0,7612005730.0,2536161939.0,610.0,161471977162.0,341875656987.0,252213966025.0,-65.48470073942924,9160,1292.2,118.78,0.2292,BB,BB,131.0,2.36,2.0,2.36,2.34,2.76,1.9,1.43,1.47,1.38
케이씨,029460,의료정밀,2018,526071012552.0,416745453861.0,109325558691.0,78470401819.0,212408209520.0,288319853623.0,288319853623.0,416378677726.0,574449100356.0,158070422630.0,274810955755.0,105448147677.0,52622274953.0,2620474270.0,5369816578.0,66325177985.0,382053844125.0,70020345948.0,4845333886.0,76345439947.0,24387737458.0,28257984881.0,27108088,59571187397.0,70020345948.0,30855156872.0,-23559499486.0,13878634.0,299638144601.0,163910115.0,23171593064.0,11750.0,7990290848.0,91745244645.0,74865679834.0,2197.542939841423,7530,1100.58,103.48,-0.2916,,,1542.0,2.64,2.83,2.36,2.16,2.54,2.15,0.38,0.46,0.25
케이씨,029460,의료정밀,2019,511909493322.0,409861844444.0,102047648878.0,65295639123.0,57039234658.0,84310956984.0,84310956984.0,507285100106.0,680451757879.0,173166657773.0,330354967665.0,102705755574.0,70460902199.0,4143306912.0,3909165071.0,144436371968.0,427993344848.0,81487185131.0,5359761393.0,74635980531.0,11043798055.0,28954448223.0,27108088,31134355738.0,81487185131.0,36752009755.0,52599185329.0,-5524074494.0,350096790214.0,849819928.0,40981590257.0,18650.0,8052471983.0,28730285805.0,86846946524.0,1148.526437497178,8350,1166.11,103.5,-0.5625,,,1542.0,2.64,2.83,2.36,2.16,2.54,2.15,0.38,0.46,0.25
케이씨,029460,의료정밀,2020,576365926703.0,456570136623.0,119795790080.0,76070896675.0,57417188392.0,83113797245.0,83113797245.0,658991280221.0,873398777467.0,214407497246.0,434904724065.0,127270918893.0,87136578353.0,3228879044.0,1698465925.0,143254894494.0,494792100965.0,94363547252.0,8304725834.0,44688239707.0,15944793994.0,42482909641.0,27108088,46197669141.0,94363547252.0,43724893405.0,-40120874266.0,-4430367941.0,438494053402.0,908824945.0,21681576309.0,27650.0,4927344969.0,71152602752.0,102668273086.0,1704.2024188869389,8590,1180.01,103.03,0.2917,,,1542.0,2.64,2.83,2.36,2.16,2.54,2.15,0.38,0.46,0.25
케이씨,029460,의료정밀,2021,553763394521.0,439016166989.0,114747227532.0,65483256978.0,63756141514.0,84697875091.0,84697875091.0,747304957091.0,964515631018.0,217210673927.0,402504994206.0,115256085945.0,101954587982.0,16837444046.0,5000000.0,115302102706.0,542997173811.0,113571794263.0,10252711369.0,68597428568.0,31341381355.0,32234676778.0,27108088,10861751502.0,113571794263.0,49263970554.0,-47856871156.0,7786469089.0,562010636812.0,1020044865.0,34337416580.0,22850.0,16842444046.0,101908571221.0,123824505632.0,400.68305451863665,8720,1144.61,109.6,0.5208,,,1542.0,2.64,2.83,2.36,2.16,2.54,2.15,0.38,0.46,0.25
케이씨,029460,의료정밀,2022,857973655257.0,688793147013.0,169180508244.0,101194811532.0,118814975004.0,125942009184.0,125942009184.0,790763082874.0,1004623911655.0,213860828781.0,459173328490.0,161319108918.0,52541719863.0,5447344662.0,6365967.0,81168896837.0,658190059390.0,164569471081.0,36838035486.0,86085774017.0,40737520026.0,42473634399.0,27108088,108043803819.0,164569471081.0,67985696712.0,-110914849449.0,-50571289200.0,545450583165.0,2354269987.0,17413878483.0,17050.0,5453710629.0,132691931944.0,201407506567.0,3985.666706519471,9160,1292.2,118.78,0.2292,,,1542.0,2.64,2.83,2.36,2.16,2.54,2.15,0.38,0.46,0.25
케이씨씨,002380,화학,2018,3081030078878.0,2368189383752.0,712840695126.0,200863854814.0,-23103553364.0,-67062804422.0,-67062804422.0,5741346635246.0,8965418419357.0,3224071784111.0,2645608937749.0,1422168944016.0,1801902840095.0,564361597681.0,111755154122.0,337235223877.0,5444673735147.0,2729899003762.0,13216359832.0,838156901581.0,592569704446.0,268390899279.0,21113026,538975696847.0,2729899003762.0,511976840312.0,-50268279164.0,-523832293497.0,6319809481608.0,566057431920.0,45142021020.0,271285.0,676116751803.0,2886836560234.0,2743115363594.0,25528.112211248164,7530,1100.58,103.48,-0.2916,AA,AA,,,,,,,,,,
케이씨씨,002380,화학,2019,2719563984151.0,2080778154377.0,638785829774.0,133209522238.0,-221877261778.0,-195544422094.0,-195544422094.0,4453226856338.0,9382221503013.0,4928994646675.0,2059589238830.0,2916784567953.0,1741426082477.0,1190212175405.0,110214896895.0,214364777780.0,5132070632881.0,2321212669240.0,8791901838.0,600451081714.0,481101854114.0,218349729831.0,21113026,274779646909.0,2321212669240.0,505576307536.0,-711029437855.0,561866970978.0,6151880891428.0,196838540258.0,192231010174.0,205000.0,1300427072300.0,4714629868895.0,2330004571078.0,13014.69750991639,8350,1166.11,103.5,-0.5625,AA-,AA,,,,,,,,,,
