corp,stock_code,sector,year,ebitda_margin,ebitda_to_interest_expense,debt_ratio,dependence_on_net_borrowings,net_borrowings_to_ebitda,revenue,cogs,selling_general_administrative_expenses,ebit,ebit_margin,ebitda_to_sales_revenue,total_assets,return_on_assets,ebitda,financial_expenses,corporate_tax,operating_cash_flow,free_cash_flow,total_liabilities,total_equity,total_borrowings,net_borrowings,borrowing_dependency,total_borrowings_to_ebitda,debt_to_net_income_ratio,total_assets_leverage,current_liabilities,working_capital,current_liabilities_ratio,quick_assets,quick_ratio,cash_and_cash_equivalents,short_term_borrowings,days_sales_outstanding,average_accounts_receivable_per_sales_turnover,market_capitalization,minimum_wag,uskor_exchange_average,PPI_year,kor_usa_ir_diff,kr_standard_yield,rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential,crb_index_avg
금호전기,001210,전기전자,2021,-28.101403140090568,-2.089108437687655,0.7810051682512091,0.0347828053788071,1.0261003762696148,41640597680.0,32040392360.0,18159869977.0,-11701592224.0,-28.101403140090568,-0.2810140314009057,83849543774.0,-11.787669874078425,-11701592224.0,5601237357.0,-8638591.0,-11880359514.0,14637296647.0,65486927043.0,18362616731.0,638703324.0,-12007008184.0,0.0347828053788071,-0.054582599681607225,-6.625611139387878,4.566317807659959,63023538068.0,2151422511.0,0.966990045074255,55583446120.0,0.8819474092366503,12645711508.0,638703324.0,60.352722560633524,0.1653499248236535,70106800740.0,8720,1144.61,109.6,0.52,1.0,JB,146.0,2.44,1.92,3.12,2.5,2.04,1.94,0.47,0.57,0.35,222.12499233716474
금호전기,001210,전기전자,2022,-35.33863506452487,-1.7136911864910294,0.792291621875674,0.33052461060541505,0.21833945445301295,46015093156.0,36146642753.0,21656417057.0,-16261105845.0,-35.33863506452487,-0.3533863506452487,61814213952.0,-27.345912901401668,-16261105845.0,9488935914.0,62870451.0,-8782313605.0,-26908841203.0,48974883827.0,12839330125.0,4243714590.0,-3550440979.0,0.33052461060541505,-0.26097330836235016,-2.8972944685824094,4.814442291785842,43889735363.0,-7188524984.0,1.1958661556326542,27357289433.0,0.6233186235172151,7794155569.0,454845941.0,54.649054852496924,0.14972343795204637,25349855720.0,9160,1292.2,118.78,0.23,3.25,JB,146.0,2.44,1.92,3.12,2.5,2.04,1.94,0.47,0.57,0.35,304.6415576923077
금호타이어,073240,화학,2018,-7.569125196494997,1.3771234463885396,0.6821587575328415,1.012450373863972,-5.610602492923732,2558681154748.0,2189453334416.0,467428641221.0,-193669779982.0,-7.569125196494997,-0.07569125196494997,4221394925703.0,-4.546603450731097,-193669779982.0,-140633565197.0,4851009859.0,93245122844.0,260418619661.0,2879661517573.0,1341733408130.0,1358438490687.0,1086604150371.0,1.012450373863972,-7.0141995866017695,-15.003700343014298,3.146224801532251,1220908628488.0,96341929676.0,0.9268613483752988,858614239658.0,0.7032583926622967,271834340316.0,13708914418.0,65.04258989256937,0.17819887641799828,1525352123970.0,7530,1100.58,103.48,-0.29,1.75,,1154.0,2.72,2.29,3.28,2.58,2.68,1.88,1.26,1.24,1.15,198.61355172413795
금호타이어,073240,화학,2019,-1.6474189884211163,0.35492781308144533,0.6710405497065942,1.060219985461348,-32.30613104620401,2369198863879.0,1835442357942.0,476360988497.0,-39030631957.0,-1.6474189884211163,-0.016474189884211163,3929463543364.0,-1.1045533969973627,-39030631957.0,-109967803363.0,2024911636.0,146511450085.0,244683313919.0,2636829376191.0,1292634167173.0,1370476577927.0,1260928710819.0,1.060219985461348,-35.11284622388006,-60.75220550955368,3.0398883482693053,937674497773.0,136054352238.0,0.8732879793286674,652962339761.0,0.6963635475975956,109547867108.0,15746644408.0,64.12788656292149,0.17569283989841505,1205056903965.0,8350,1166.11,103.5,-0.56,1.25,,1154.0,2.72,2.29,3.28,2.58,2.68,1.88,1.26,1.24,1.15,187.79354406130267
금호타이어,073240,화학,2020,-4.001565149026793,0.9198424504021269,0.6964291839112801,1.1117211631940183,-13.15082194888154,2170677305382.0,1698239370613.0,476908712414.0,-86861066550.0,-4.001565149026793,-0.04001565149026793,3846201934226.0,-2.156394837773657,-86861066550.0,-94430373932.0,3851064618.0,224259262950.0,300749022070.0,2678607274211.0,1167594660015.0,1298039693571.0,1142294420489.0,1.1117211631940183,-14.943860870322228,-32.29599569206444,3.2941242932513823,950430622320.0,204558234731.0,0.8228915945965983,748444769567.0,0.7874796455316719,155745273082.0,19969550311.0,76.89158806106946,0.21066188509882042,1087280186295.0,8590,1180.01,103.03,0.29,0.5,,1154.0,2.72,2.29,3.28,2.58,2.68,1.88,1.26,1.24,1.15,157.42230916030533
금호타이어,073240,화학,2021,-2.889672884671483,0.8113591613571335,0.7048578826825858,0.935809766619425,-11.951376219984487,2601223215947.0,2138314118657.0,504426937549.0,-75166841941.0,-2.889672884671483,-0.028896728846714834,4342205985504.0,-1.6547043819861595,-75166841941.0,-92643117279.0,7611027328.0,80409575997.0,187143227099.0,3060638117114.0,1281567868390.0,1199303727825.0,898347207305.0,0.935809766619425,-15.955223032602037,-42.59720892480729,3.388198231716748,1500526343781.0,52502301869.0,0.9661936036942668,964998064346.0,0.6431063795350735,300956520520.0,18921182149.0,76.25026781800847,0.20890484333700948,1324269923070.0,8720,1144.61,109.6,0.52,1.0,,1154.0,2.72,2.29,3.28,2.58,2.68,1.88,1.26,1.24,1.15,222.12499233716474
금호타이어,073240,화학,2022,-2.361336531403105,0.5536601595446417,0.7349181085096762,0.7169774945844756,-8.556356324429835,3559158461842.0,2954773583032.0,581249208293.0,-84043708970.0,-2.361336531403105,-0.023613365314031052,4694985403484.0,-1.6500523317178404,-84043708970.0,-151796562424.0,14717027382.0,-180048994405.0,152320159596.0,3450429792209.0,1244555611275.0,892318364043.0,719107920774.0,0.7169774945844756,-10.617313002708142,-44.53907881482558,3.7724191357541392,2342835848721.0,-577895685398.0,1.327430752275447,950264265391.0,0.40560428760289285,173210443269.0,31508740645.0,65.43821864184935,0.17928279079958725,798583597860.0,9160,1292.2,118.78,0.23,3.25,,1154.0,2.72,2.29,3.28,2.58,2.68,1.88,1.26,1.24,1.15,304.6415576923077
기아,000270,운수장비,2018,2.7111852869050885,4.6315437596185385,0.4739283642942031,0.1639154257329391,1.4795723129635228,54169813000000.0,46177283000000.0,2930078000000.0,1468644000000.0,2.7111852869050885,0.027111852869050886,51786605000000.0,2.2321274005121596,1468644000000.0,317096000000.0,556851000000.0,4470764000000.0,5626208000000.0,24543141000000.0,27243464000000.0,4465624000000.0,2172965000000.0,0.1639154257329391,3.040644295009546,21.23213774381609,1.9008818041641107,14834739000000.0,4877052000000.0,0.7525819952129159,12477844000000.0,0.8411232580499057,2292659000000.0,1366649000000.0,13.80797677850577,0.03783007336576923,13660744793900.0,7530,1100.58,103.48,-0.29,1.75,AA,2353.0,3.78,3.76,3.9,3.23,3.18,2.93,2.31,2.27,2.17,198.61355172413795
기아,000270,운수장비,2019,4.353017894158389,8.660067813311528,0.47640719548746024,0.1408608103115528,-0.07381443038294752,58145959000000.0,48766570000000.0,3108433000000.0,2531104000000.0,4.353017894158389,0.04353017894158388,55344798000000.0,3.3005071226386984,2531104000000.0,292273000000.0,177306000000.0,3610658000000.0,4714848000000.0,26366660000000.0,28978138000000.0,4081884000000.0,-186832000000.0,0.1408608103115528,1.6126891664664904,14.43436350189061,1.9098810972602864,17276646000000.0,4278770000000.0,0.8014990756847374,13446735000000.0,0.7783186042013016,4268716000000.0,1414756000000.0,13.525680692617005,0.03705665943182741,17957596272100.0,8350,1166.11,103.5,-0.56,1.25,AA,2353.0,3.78,3.76,3.9,3.23,3.18,2.93,2.31,2.27,2.17,187.79354406130267
기아,000270,운수장비,2020,3.1120791853772007,4.335095913889386,0.5058447166604483,0.2409515934739281,-1.6065593980095125,59168096000000.0,49222564000000.0,2968361000000.0,1841358000000.0,3.1120791853772007,0.031120791853772006,60490443000000.0,2.4592066551736114,1841358000000.0,424756000000.0,282648000000.0,5423896000000.0,8288749000000.0,30598771000000.0,29891672000000.0,7202446000000.0,-2958251000000.0,0.2409515934739281,3.9114859793695738,20.569426957115056,2.023655384683734,21097589000000.0,4995793000000.0,0.8085417597458237,18999423000000.0,0.9005494893279038,10160697000000.0,4479452000000.0,11.221214892566426,0.03074305450018199,25294672852800.0,8590,1180.01,103.03,0.29,0.5,AA,2353.0,3.78,3.76,3.9,3.23,3.18,2.93,2.31,2.27,2.17,157.42230916030533
기아,000270,운수장비,2021,9.151967455553969,19.526334273952187,0.47774782996624515,0.1834511056709798,-0.802179962060008,69862366000000.0,56937165000000.0,3281353000000.0,6393781000000.0,9.151967455553969,0.09151967455553968,66849997000000.0,7.120884388371775,6393781000000.0,327444000000.0,914313000000.0,7359670000000.0,11783580000000.0,31937441000000.0,34912556000000.0,6404747000000.0,-5128963000000.0,0.1834511056709798,1.001715104098811,6.709108081383758,1.9147838101570105,21562636000000.0,7642847000000.0,0.7383078033669226,22117798000000.0,1.0257464810888612,11533710000000.0,3107772000000.0,9.339932317780363,0.025588855665151677,33320867123400.0,8720,1144.61,109.6,0.52,1.0,AA,2353.0,3.78,3.76,3.9,3.23,3.18,2.93,2.31,2.27,2.17,222.12499233716474
기아,000270,운수장비,2022,8.666909837909573,11.326088072419395,0.4662519884253313,0.12095405034496409,-0.9057949001018796,86559029000000.0,68536010000000.0,3854764000000.0,7501993000000.0,8.666909837909573,0.08666909837909573,73710965000000.0,7.338088709054345,7501993000000.0,662364000000.0,2732941000000.0,9333186000000.0,15004454000000.0,34367884000000.0,39343081000000.0,4758705000000.0,-6795267000000.0,0.12095405034496409,0.6343254385867862,6.353861433291625,1.8735432794396554,25377803000000.0,8769344000000.0,0.7431895554846792,25043322000000.0,0.9868199386684497,11553972000000.0,1659498000000.0,9.434799228166018,0.025848765008674023,24038046477100.0,9160,1292.2,118.78,0.23,3.25,,2353.0,3.78,3.76,3.9,3.23,3.18,2.93,2.31,2.27,2.17,304.6415576923077
깨끗한나라,004540,종이목재,2018,-5.057655936287944,-2.3318552880439913,0.7086008039162205,1.1593031668972538,-6.176731346229309,626328188474.0,574639040771.0,48283416378.0,-31677524805.0,-5.057655936287944,-0.050576559362879435,599409866789.0,-5.613637617654494,-31677524805.0,13584687252.0,-1169254747.0,-22458641128.0,-8231073408.0,424742313482.0,174667553307.0,202492647703.0,195663560434.0,1.1593031668972538,-6.392312813248541,-12.622845509081683,3.431718458524821,328146822903.0,-161804384773.0,1.9727186074220373,94728478643.0,0.2886771165570653,6829087269.0,201079049502.0,50.172266934077925,0.13745826557281624,105242198418.0,7530,1100.58,103.48,-0.29,1.75,,435.0,2.33,2.46,2.66,2.4,2.2,1.9,0.96,1.0,0.9,198.61355172413795
깨끗한나라,004540,종이목재,2019,-2.689499639159258,-0.9787888610358544,0.6982070110364011,0.9902231738256213,-9.60385806323622,594158566684.0,508766629135.0,42999282217.0,-15979892507.0,-2.689499639159258,-0.026894996391592582,538264108142.0,-2.189711227204956,-15979892507.0,16326189583.0,1564590954.0,25519295228.0,32543522936.0,375819774094.0,162444334048.0,160856144031.0,153468619503.0,0.9902231738256213,-10.066159328702422,-31.88580313065405,3.3135295933618134,246429033447.0,-131046922339.0,2.1357646439345994,73017340338.0,0.2963016951235334,7387524528.0,154025740954.0,38.2271885709422,0.1047320234820334,89005256270.0,8350,1166.11,103.5,-0.56,1.25,BBB,435.0,2.33,2.46,2.66,2.4,2.2,1.9,0.96,1.0,0.9,187.79354406130267
깨끗한나라,004540,종이목재,2020,7.460206682861506,3.2337117609960475,0.6149372617303448,0.4096630968469112,1.8992986649220938,591566240710.0,463672902141.0,47202572335.0,44132064223.0,7.460206682861506,0.07460206682861506,563050290343.0,6.800694378058774,44132064223.0,13647494732.0,2708649994.0,62154272787.0,99148687219.0,346240603760.0,216809686583.0,88818927632.0,83819970659.0,0.4096630968469112,2.0125713400396728,9.042271679114563,2.5969794026128565,181228244735.0,-62055862870.0,1.520723525861031,72550800314.0,0.40032832862276524,4998956973.0,83798208861.0,40.118494543097775,0.10991368367971993,160507386830.0,8590,1180.01,103.03,0.29,0.5,BBB,435.0,2.33,2.46,2.66,2.4,2.2,1.9,0.96,1.0,0.9,157.42230916030533
깨끗한나라,004540,종이목재,2021,1.7278897390166137,0.9447269602381756,0.6166863768078148,0.32659032602521065,6.538491585998273,578743925043.0,486600856160.0,49241522649.0,10000056896.0,1.7278897390166137,0.017278897390166137,598691300314.0,1.3968239592948775,10000056896.0,10585129161.0,-467633950.0,31366478807.0,79577039657.0,369204768817.0,229486531497.0,74948081140.0,65385287874.0,0.32659032602521065,7.4947654717823715,44.1491837753929,2.6088297923567967,163975032683.0,-31650313793.0,1.239186707204045,86211398309.0,0.5257592994396024,9562793266.0,72505908468.0,47.48279025046914,0.13008983630265517,152500637835.0,8720,1144.61,109.6,0.52,1.0,BBB,435.0,2.33,2.46,2.66,2.4,2.2,1.9,0.96,1.0,0.9,222.12499233716474
깨끗한나라,004540,종이목재,2022,-0.4411926018755167,-0.16250691779096343,0.6349009526496524,0.5731595185319278,-49.04752652539783,606453743473.0,527372019646.0,42069861131.0,-2675629050.0,-0.4411926018755167,-0.004411926018755167,661046979250.0,-0.4399673336832664,-2675629050.0,16464708619.0,13998449.0,-5359463948.0,54478219166.0,419699356872.0,241347622378.0,138330687041.0,131232986802.0,0.5731595185319278,-51.700248597988576,-144.30638459779817,2.738982769901352,222191293067.0,-43730290701.0,1.245041158131091,99199350204.0,0.4464592146465759,7097700239.0,135463736712.0,38.50958297861469,0.10550570679072517,104273940400.0,9160,1292.2,118.78,0.23,3.25,BBB,435.0,2.33,2.46,2.66,2.4,2.2,1.9,0.96,1.0,0.9,304.6415576923077
남광토건,001260,건설업,2018,3.6509274761816792,1.0055945107133046,0.6701785682192992,0.188241117199891,-4.977289886725532,157172930507.0,132367835963.0,13663449771.0,5738269705.0,3.6509274761816792,0.03650927476181679,148906646963.0,3.838428111553824,5738269705.0,5706345494.0,4494180.0,5000127479.0,2616254384.0,99794043460.0,49112603503.0,9245011352.0,-28561031770.0,0.188241117199891,1.6111148181035175,17.459713943893718,3.0319436629724623,91946318090.0,7066879854.0,0.9286268901445149,98885973944.0,1.0754750815275413,37806043122.0,9245011352.0,44.65135299432138,0.12233247395704487,116946012400.0,7530,1100.58,103.48,-0.29,1.75,,116.0,2.28,1.88,2.38,2.13,2.4,1.78,1.15,1.14,1.12,198.61355172413795
남광토건,001260,건설업,2019,1.6352334005416789,6.891954827538096,0.7389850599694231,0.47746575297487404,-4.0979085644455315,236179654398.0,213744433108.0,17614209042.0,3862088594.0,1.6352334005416789,0.016352334005416788,202566664735.0,1.9074693528941664,3862088594.0,560376365.0,126455540.0,-1826298932.0,8391620980.0,149693738887.0,52872925848.0,25245011352.0,-15826485926.0,0.47746575297487404,6.536621503509715,38.74164787225416,3.8311983209959317,140334176684.0,1559789693.0,0.9890073571637586,141766742377.0,1.0102082452532273,41071497278.0,25245011352.0,63.5238120599606,0.17403784126016603,111063304300.0,8350,1166.11,103.5,-0.56,1.25,,116.0,2.28,1.88,2.38,2.13,2.4,1.78,1.15,1.14,1.12,187.79354406130267
남광토건,001260,건설업,2020,5.77782316013302,35.197968970673,0.6750203931898195,0.140694844068609,-2.8358295263276503,237961500135.0,203881235456.0,18864929835.0,13748994667.0,5.77782316013302,0.05777823160133021,204018820097.0,6.745265407601658,13748994667.0,390618978.0,-46870290.0,38154031806.0,52788301362.0,137716864160.0,66301955937.0,9328343352.0,-38989805034.0,0.140694844068609,0.6784745778096534,10.007321467723083,3.077116160658342,130895976871.0,-3377827673.0,1.026488995442956,127390925198.0,0.9732226172508397,48318148386.0,9245011352.0,14.814929270239029,0.04058884731572337,131707273400.0,8590,1180.01,103.03,0.29,0.5,,116.0,2.28,1.88,2.38,2.13,2.4,1.78,1.15,1.14,1.12,157.42230916030533
남광토건,001260,건설업,2021,6.69806070165523,28.530020519218592,0.6797365757979147,0.4472608369129748,-0.9956735448533234,356740019691.0,315651030864.0,20284341235.0,23894663066.0,6.69806070165523,0.0669806070165523,273978348947.0,7.912821117187546,23894663066.0,837527020.0,351870607.0,-10811766294.0,-8477076857.0,186233104756.0,87745244191.0,39245011352.0,-23791283878.0,0.4472608369129748,1.6424174403966463,8.590318999142413,3.1224296139699144,171179968325.0,34652905693.0,0.8316454266194154,205832874018.0,1.202435518782247,63036295230.0,34245011352.0,11.769775787411968,0.03224596106140265,136623294600.0,8720,1144.61,109.6,0.52,1.0,,116.0,2.28,1.88,2.38,2.13,2.4,1.78,1.15,1.14,1.12,222.12499233716474
남광토건,001260,건설업,2022,3.4988640122104773,10.140726096939275,0.6906764979543176,0.3667686840648403,-2.3631604478681387,450379452331.0,415043906546.0,24219726253.0,15758164576.0,3.4988640122104773,0.03498864012210477,345922884373.0,5.588695227273304,15758164576.0,1553948349.0,1880794297.0,26902362520.0,37908827039.0,238920806341.0,107002078032.0,39245011352.0,-37239071257.0,0.3667686840648403,2.4904557356743777,12.358457025599789,3.232861368071267,216082621341.0,47046718139.0,0.8212030698211974,263129339480.0,1.2177255988798634,76484082609.0,25000000000.0,3.9117395058805084,0.010717094536658927,86298742920.0,9160,1292.2,118.78,0.23,3.25,,116.0,2.28,1.88,2.38,2.13,2.4,1.78,1.15,1.14,1.12,304.6415576923077
남선알미늄,008350,철강금속,2018,9.002616718023939,10.211014679065403,0.4432114993006455,0.2749001856107401,1.0489873029417225,347834920566.0,312961290351.0,25447599681.0,31314244710.0,9.002616718023939,0.09002616718023938,303023071213.0,8.322969830000856,31314244710.0,3066712339.0,4414906106.0,24209488221.0,32428242524.0,134303309715.0,168719761498.0,46381093752.0,32848245102.0,0.2749001856107401,1.4811500063799559,5.325160469800717,1.7960141036389032,90894784332.0,38070262409.0,0.7048017011504182,112081125775.0,1.2330864372329142,13532848650.0,36381093752.0,74.73697151109462,0.20475882605779347,311806824700.0,7530,1100.58,103.48,-0.29,1.75,,113.0,2.84,2.65,3.53,2.76,2.72,2.15,1.52,1.56,1.42,198.61355172413795
남선알미늄,008350,철강금속,2019,5.640022754432505,6.852899351132859,0.3939685996174758,0.18922279626187247,0.3417817197864002,324782176767.0,289895887800.0,23307406245.0,18317788672.0,5.640022754432505,0.05640022754432505,295529661298.0,4.899477410289303,18317788672.0,2672998352.0,1508216860.0,27655488615.0,30278596541.0,116429406807.0,179100254491.0,33889850966.0,6260685315.0,0.18922279626187247,1.8501060129492033,8.041033086306502,1.6500795162904178,73017540925.0,47254814299.0,0.607101613575366,103534677690.0,1.4179425433724986,27629165651.0,22764850966.0,63.58758581495655,0.17421256387659328,355878460700.0,8350,1166.11,103.5,-0.56,1.25,,113.0,2.84,2.65,3.53,2.76,2.72,2.15,1.52,1.56,1.42,187.79354406130267
남선알미늄,008350,철강금속,2020,4.814343351659849,7.245095220620715,0.3578087153789198,0.17135551808889418,1.2310984396405418,268474785986.0,249346330125.0,20643731733.0,12925298010.0,4.814343351659849,0.04814343351659849,295152803875.0,3.570580692658175,12925298010.0,1784006644.0,1539548531.0,-9033685984.0,-10001892173.0,105608245595.0,189544558280.0,32479505985.0,15912314212.0,0.17135551808889418,2.512863220629139,10.021023082173881,1.5571684386686155,63654124238.0,48765078985.0,0.5662210940219234,88521742181.0,1.3906678198889526,16567191773.0,23854505985.0,67.77886792208452,0.1856955285536562,517290827550.0,8590,1180.01,103.03,0.29,0.5,,113.0,2.84,2.65,3.53,2.76,2.72,2.15,1.52,1.56,1.42,157.42230916030533
남선알미늄,008350,철강금속,2021,21.72919178177554,32.79693407879255,0.33585221162004064,0.09338998285755747,-0.06808336301527115,230343536592.0,215964618353.0,21291153925.0,50051788823.0,21.72919178177554,0.21729191781775542,355238354994.0,11.735385859926112,50051788823.0,1526111822.0,-715136640.0,12056159331.0,5000843810.0,119307587177.0,235930767817.0,22033570362.0,-3407694108.0,0.09338998285755747,0.44021544244738453,2.861876172021797,1.5056889708829375,69337232868.0,47190506072.0,0.5950277032638698,79968883206.0,1.1533324867209496,25441264470.0,14643570362.0,60.46916061370291,0.16566893318822715,273795038650.0,8720,1144.61,109.6,0.52,1.0,,113.0,2.84,2.65,3.53,2.76,2.72,2.15,1.52,1.56,1.42,222.12499233716474
남선알미늄,008350,철강금속,2022,11.90526786747938,10.109193935469456,0.23569164207382387,0.03436928153542485,-1.4114398587052532,255740299974.0,237667971735.0,20562346182.0,30446567757.0,11.90526786747938,0.1190526786747938,401195143871.0,6.961489817279623,30446567757.0,3011770073.0,-363226000.0,-6749370668.0,-15120273207.0,94558342251.0,306636801620.0,10538886564.0,-42973499293.0,0.03436928153542485,0.3461436654572335,3.3856494552185707,1.308372451549966,49056022687.0,85684268928.0,0.36407834730809524,101595209290.0,2.071003797805301,53512385857.0,5988886564.0,52.365152739464584,0.14346617188894406,274938461700.0,9160,1292.2,118.78,0.23,3.25,,113.0,2.84,2.65,3.53,2.76,2.72,2.15,1.52,1.56,1.42,304.6415576923077
남성,004270,유통업,2018,-3.3975791038056147,-0.37152370283516895,0.5964176171513131,0.9563888691555433,-25.887996285947732,83251809585.0,64188932292.0,18086099115.0,-2828546086.0,-3.3975791038056147,-0.03397579103805615,205083689218.0,-1.7438610372365513,-2828546086.0,7613366427.0,3528085041.0,979658342.0,5302597712.0,122315525240.0,82768163978.0,79158550749.0,73225390569.0,0.9563888691555433,-27.98559696120857,-34.20098301504802,2.4778088501819586,103953545396.0,-25823311989.0,1.33051625296548,50994358110.0,0.4905494845389102,5933160180.0,77991884087.0,52.18100582425917,0.14296165979249087,69165225600.0,7530,1100.58,103.48,-0.29,1.75,,112.0,2.3,2.2,2.2,2.2,2.0,1.8,0.15,0.16,0.11,198.61355172413795
남성,004270,유통업,2019,-2.1027010463312625,-0.2746374259029598,0.5804316456762165,0.9162475190114224,-46.05606568787538,72953025618.0,54057224252.0,18434516573.0,-1533984033.0,-2.1027010463312625,-0.021027010463312627,204791616714.0,-1.0723957993197797,-1533984033.0,5585487950.0,709224952.0,-7902325362.0,-10745796209.0,118867535110.0,85924081604.0,78727726593.0,70649269388.0,0.9162475190114224,-51.32238986805673,-54.124759351387254,2.3834018693132752,88016986311.0,-6632946314.0,1.0815018069174804,49438557786.0,0.5616933714512033,8078457205.0,65727726595.0,44.53500152142244,0.12201370279841764,114068304000.0,8350,1166.11,103.5,-0.56,1.25,,112.0,2.3,2.2,2.2,2.2,2.0,1.8,0.15,0.16,0.11,187.79354406130267
남성,004270,유통업,2020,-2.9163678638849375,-0.265678062257246,0.5430281740298941,0.683107000515737,-21.365893210265597,92533560955.0,73414127826.0,20517258230.0,-2698619035.0,-2.9163678638849375,-0.029163678638849375,233037086341.0,-4.346898956751062,-2698619035.0,10157477859.0,404253180.0,1738863262.0,-3395486058.0,126545703477.0,106491382864.0,72745009129.0,57658406117.0,0.683107000515737,-26.956383315142517,-12.492311862610249,2.188318717192464,97019714616.0,-12061396523.0,1.141968400431338,57961907255.0,0.5974240130927082,15086603012.0,69439990280.0,51.43651975254301,0.14092197192477537,152996376000.0,8590,1180.01,103.03,0.29,0.5,,112.0,2.3,2.2,2.2,2.2,2.0,1.8,0.15,0.16,0.11,157.42230916030533
남성,004270,유통업,2021,8.637919865475194,1.5633754769803119,0.5867113954289094,0.706826184515009,7.934559162353253,102320290934.0,73824811470.0,21550401142.0,8838344737.0,8.637919865475194,0.08637919865475194,288756909702.0,2.379507087151934,8838344737.0,5653373017.0,2076487557.0,-2012884394.0,12083705266.0,169416969431.0,119339940271.0,84352594642.0,70128369213.0,0.706826184515009,9.54393578798464,24.65684589034583,2.4196166769170815,119705643159.0,6746924066.0,0.9466446256168525,79887257379.0,0.6673641715694981,14224225429.0,65973759480.0,61.07123680190376,0.16731845699151715,113525121600.0,8720,1144.61,109.6,0.52,1.0,,112.0,2.3,2.2,2.2,2.2,2.0,1.8,0.15,0.16,0.11,222.12499233716474
남성,004270,유통업,2022,4.055679849013344,0.33433848417762774,0.5592899498013639,0.7548984304770316,20.92261516869976,98137172439.0,71684103070.0,23913124870.0,3980129527.0,4.055679849013344,0.04055679849013344,271152128807.0,1.1681157123625103,3980129527.0,11904491153.0,1751854888.0,-6378433352.0,-1246341785.0,151652660509.0,119499468298.0,90209961061.0,83274718415.0,0.7548984304770316,22.66508173893407,47.8796701287582,2.2690655671439344,126193387362.0,-23399822277.0,1.2276389797128904,67588494271.0,0.5355945797469939,6935242646.0,90209961061.0,25.840068275823256,0.07079470760499522,69889468800.0,9160,1292.2,118.78,0.23,3.25,,112.0,2.3,2.2,2.2,2.2,2.0,1.8,0.15,0.16,0.11,304.6415576923077
남양유업,003920,음식료품,2019,3.7785286660608493,39.785335488919586,0.13643597663001503,0.0,-1.8018934728779425,1030826756797.0,783605552301.0,246803854026.0,38950084503.0,3.7785286660608493,0.03778528666060849,1056364684667.0,2.7671519244525498,38950084503.0,979006059.0,2224509400.0,-11081572280.0,-23220279399.0,144126147430.0,912238537237.0,0.0,-70183903034.0,0.0,0.0,4.930556050225083,1.1579917330247098,100693688397.0,446166313309.0,0.18413065150655214,391293729451.0,3.8859806973031485,70183903034.0,0.0,56.82299924347043,0.15567944998211075,314593200000.0,8350,1166.11,103.5,-0.56,1.25,,777.0,2.5,2.93,2.39,2.28,2.54,1.71,0.73,0.71,0.64,187.79354406130267
남양유업,003920,음식료품,2020,-7.2124842410417545,-79.3097444491276,0.12771305406081365,0.0,0.947292951453901,948926410855.0,778494674436.0,247166039669.0,-68441167842.0,-7.2124842410417545,-0.07212484241041754,1001076160250.0,-5.269536869185473,-68441167842.0,862960388.0,4726846583.0,-49417579670.0,-103092554373.0,127850493773.0,873225666477.0,0.0,-64833835886.0,0.0,-0.0,-2.4236105986398497,1.1464117451893148,97367057425.0,410447697488.0,0.19173735399177433,298497060166.0,3.065688417213662,64833835886.0,0.0,52.07435135971864,0.14266945578005108,204002640000.0,8590,1180.01,103.03,0.29,0.5,,777.0,2.5,2.93,2.39,2.28,2.54,1.71,0.73,0.71,0.64,157.42230916030533
남양유업,003920,음식료품,2021,-7.701461181592779,-107.44773354522341,0.13275228834518088,0.0,1.614148694279328,956084029872.0,805486611204.0,228451111598.0,-73632440424.0,-7.701461181592779,-0.0770146118159278,937403118931.0,-6.282364243374662,-73632440424.0,685286120.0,-627782726.0,38401477412.0,14194762323.0,124442409140.0,812960709791.0,0.0,-118853707567.0,0.0,-0.0,-2.113094421183562,1.1530730915298382,96871436927.0,383145538149.0,0.20180835669751587,304979244252.0,3.148288638288963,118853707567.0,0.0,44.25779433351167,0.12125423105071689,291330000000.0,8720,1144.61,109.6,0.52,1.0,,777.0,2.5,2.93,2.39,2.28,2.54,1.71,0.73,0.71,0.64,222.12499233716474
남양유업,003920,음식료품,2022,-10.078164339406321,-164.8411895089616,0.18210712928326978,0.0502743229067644,0.43727842863132177,964660006375.0,814564682762.0,236902098653.0,-97220020759.0,-10.078164339406321,-0.10078164339406322,902259070497.0,-8.69399388091392,-97220020759.0,589779903.0,4626292034.0,-57634373128.0,-47150815621.0,164307809198.0,737951261299.0,37100000000.0,-42512217909.0,0.0502743229067644,-0.38160864100170977,-2.0946314407127984,1.2226540122836465,148191529280.0,307918872436.0,0.32490276196830165,276863158579.0,1.8682792459471946,79612217909.0,37100000000.0,44.0491441317373,0.12068258666229398,350025120000.0,9160,1292.2,118.78,0.23,3.25,,777.0,2.5,2.93,2.39,2.28,2.54,1.71,0.73,0.71,0.64,304.6415576923077
